,AHR,ARID5B,ASCL1,BACH1,BACH2,BBX,CREB1,CUX1,CUX2,EGR1,EHF,EPAS1,ESR1,ETS1,FOS,FOSB,FOXO3,GLIS3,GRHL2,HIF1A,HSF2,JUN,JUNB,JUND,KMT2A,LCOR,LMX1B,MECOM,MEIS2,NFATC2,NFE2L2,NFIA,NFIB,NFIX,NFKB1,NPAS2,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX5,SOX6,SOX9,SP100,STAT1,STAT2,STAT4,TBX15,TCF12,TCF4,TCF7L1,TCF7L2,TEAD1,THRB,ZBTB18,ZBTB20,ZBTB7A,ZEB1
RORB,,,,,,,,,,0.052553513272880714,,,,,0.0877827320930975,,-0.02645958705746909,,,,,,0.15294352783424592,0.02929396702224696,,,,,0.21165572556994627,,,,,,,,,,,,,,,,,,,0.013255119120044068,0.04105519753808862,,,,,,,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,,,,,,,,-0.08092315700003405,,,,,,,,-0.14186800362286672,,,,,,,,,,,,,,,,-0.051949051365104415,-0.04393665259686674,,,,,,,,,-0.043938848904176764,,,,,-0.06719242002750964,,0.23393572784508576,,,,,0.02322520616363344,-0.06187152588608097
SIX1,,,,,,,,,,0.08599658317061232,,,,,,,,,,,,,,,,,,,0.11496265486089802,0.12621843672413108,,-0.11153821021258781,,,,,,,,,,,,,,,,,,-0.04264527641835214,,,,,,,,,,0.18980014945276802,,,,,0.0517089741400556,,,0.0625100173837464
SIX4,,,,,,,,,,0.05143520194890838,,,,,,,,,,,,,,,,,,,0.06134168290545072,0.009137178216773734,,0.09323281683395945,,,,,,,,,,,,,,,,,,0.015083307891933684,,,,,,,,,,0.2549131593631201,,-0.2218103406549693,,,,,,0.09970728267765683
SMAD3,,,,,,,,0.24049947178384024,-0.20374438722459842,,,,,,,,0.13841543842272164,,,,,0.06213708510841642,,,,,,,,,,,,,,,,,,,,,,,-0.06935608144925026,0.05865916064797255,,,,,,,,,0.10079357897442348,,,-0.07138466034630536,,,,,,,,,,
SOX5,,,,,,,,,,,-0.007868797906721847,,,,,,,,,,,-0.09985502602201601,,,,,,,,,,,,,,,,,,,,,,,-0.07895882223711731,-0.40462780891420713,,,,,,,,,,,,,,,,,,,,,,
SOX6,,,0.04332741145374308,,,,,,,0.2679393250619659,,,,,,,-0.17036868197902721,,,,,,,,,,,,,0.2894940659296368,,,,,,,,,,,,,,-0.038791476021369564,,,,,,,,,,,,,,,,,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722382851611969,,,,,,,,,,,,,,,
SP100,,,,,,,,0.033646425231947164,-0.20030030504397517,0.006743543156138454,,,,,,,,,,,,,,,,,,,,,,0.10569237483026578,,,,,,,,,,,,,-0.020740567650734176,0.04305603500162514,,,,,,,0.23185596355663157,,,,,,,,,,-0.02814957487213099,,,,,
STAT1,,,,,,,,,,,0.09414828152511673,,,,-0.021218389672423454,,,,,,,0.08086228595315126,-0.006610143713910999,0.0046114812611901534,,,,,,,,0.21413199681838563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051365969313180215,,,,,,-0.14038545708535327
STAT2,,,,,,,,,,0.09794039072241345,,,,,,,,,,,,,,,,,,,-0.09625873457202105,-0.1921451580174,,,,,,,,0.14517868514900512,,,,,,0.15319238890989134,,,,,,,,,,,,,,,,0.08459564585644874,,,,,0.06052677360523406,,,-0.06373856042404757
STAT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24446969778829197,,,,,,,,,,,0.12126637069494806,,,,,,,,,,,,,,
TBX15,,,0.18906119457898873,,,,,,,0.07167566512505452,,,,,,,-0.04253654317002575,,,,,,,,,,,,0.20285763211291907,0.1448379497822005,,0.017676300472153184,,,,,,,,,,,,,,,,,,,,,-0.1005870365477406,,0.04358116514068777,,,,,,,,,,,,,
TCF12,,,,,,,,,,0.14132016199002018,,,,,-0.04435894301646348,,,,,,,0.06465424194273761,-0.05759168962862049,-0.1514559333422122,,,,,,-0.029391578043877375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14170777696801384,,,,,,,,,,-0.00886280564737596
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7210536429256846,,,,,,,,
TCF7L1,,,,,,,,,,-0.019052988101737056,,,,,-0.09647665266421546,,,,,,,0.00015577171508251997,-0.06092573360858661,0.04858432474088148,,,,,,,,,,,,,,,,,0.13905568121008038,,,,,,,,,,,,,,,,,,,,,0.10841397355206273,,,0.06976254500089574,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11270584174375042,,0.05852449733201304,,,,,,-0.004440047774518341,,-0.28734155121790295,,,,,,,,,,,,,,,,-0.14860591277280255,,,,,-0.1627393416755729,,,,,
TEAD1,,,,,,,0.11720105541772635,,,0.049378282213500935,,,,,-0.044527665229541435,,,,,,,,-0.00019627866812643724,-0.03504098064884498,,,,,,,,,,,,,,0.07677489832738527,,,,,,,,,,,,,,,,,,,,,,,,-0.02478335575395052,0.4990559152763119,,,,,
THRB,,,,,,,,-0.04014190754776459,-0.02919323072613006,,,,0.10541660121698215,,,,0.15892427344944487,,,,,,,,,,,,,,,0.04899901373736937,,,0.04239062188178527,,,,,,,,-0.014699252073824776,,,,,,,,,,,,,,,,,,,,,,-0.10676252708966455,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7280531207140541,,,
ZBTB20,,,,,,,,,,,-0.13402249196074073,,,,0.13565435405714743,,,,,,,0.036825690066148775,0.04953259563394208,0.05145513527052009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12914922716687283,,-0.09860676394739304,,,,,,0.17925212107910604
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7296524585676625,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035659035207636136,,-0.2428203719501727,,,,,,-0.0059465855249623,,,,,0.02256171783059613,0.44229959944935626,,,,,,,,,,,,,,,,,,,,,,
