,STAT2,PPARG,FOXO3,NFKB1,JUND,LCOR,ZBTB20,PKNOX2,SOX9,SOX6,EGR1,TEAD1,TCF7L2,NFIB,GRHL2,MECOM,SOX5,HSF2,STAT4,TCF12,PBX1,NFE2L2,LMX1B,CREB1,NFIX,FOSB,PROX1,CUX1,SIX1,BACH1,RORA,ARID5B,BBX,HIF1A,RARB,RORB,JUN,NR3C2,CUX2,STAT1,JUNB,TCF7L1,BACH2,KMT2A,NFATC2,ZBTB7A,TCF4,ASCL1,ZEB1,MEIS2,SMAD3,ETS1,EHF,GLIS3,NFIA,ZBTB18,RUNX1,REST,FOS,SP100,AHR,NPAS2,THRB,PRDM16,TBX15,EPAS1,ESR1,SIX4
MECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602811099468683,,,,,,,,,,,
SOX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6316705778969389,,,,,-3.237022471313657,-0.7988402081761277,,,,,,,,,,,,,,,,-0.06295038325377467,,,,,,,,,,,,,,,
HSF2,,,,,,,,,,,1.876040078112386,6.966200641809404,,,,,,,,,,,,,,,,,,,40.37330437692846,,,,,11.76849011098436,-5.814590100896471,,,-10.943839477323275,-8.630244233229503,,,,,,,,,,,,,,,,,,4.310841783449589,,,,,,,,,
STAT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48893939557658406,,,,,,,,,,,,,,,,,,,,,,,,,0.2425327413898961,,,,,,,,
TCF12,,,,,-19.386359467803135,,,,,,18.088980734722583,,,,,,,,,,,,,,,,,,,,,,,,,,8.275742968670404,,,,-7.371736272463423,,,,-3.762121989616309,,,,-1.1344391228641333,,,,,,,,,,-5.677944706107345,,,,,,18.13859545190578,,,
PBX1,,,,,15.112745944183311,,,,,,,11.345624869624746,,,,,,,,,51.23676130476923,,,,,,,3.538163076649062,,,,,,,,,,,-11.958971802880379,,9.256681348317786,,,,,,,,,,,,,,,,,,6.620335898070166,,,,,4.9714809907951745,,,,
NFE2L2,,,17.553829803287794,,,,,,,,9.856053445498658,,,,,,,-9.186091383737278,,,,,,,,,,,,,,,,,,,,,,14.354580788936065,8.827847040213552,,,,,,,,-10.843015838900811,,,,,,,,,,-4.058788262754098,,,,,,,,26.11316558562761,
LMX1B,,,,,,,,,,,,,,,,,,,,,-2.5096392614377687,,,,,,,,,,17.470609462366408,,,,,25.39461378747461,,,,-22.930427986758446,3.3034540235694037,,,,,,,,,,,,,,,-7.720985167177668,,,13.7676729861379,,,,,,28.414205657431133,,,
CREB1,,,,,,,,,,,,,-0.4662938346345512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFIX,,,,6.404894360102818,,,,,,,,,,,9.618230477041873,,,-19.173761814350094,,,,,,,,,-19.968743739016993,,,,-15.66681182404633,,,,,-25.97660160077212,,,,10.99342750361161,,,,,,,,,,,,,29.102038130752547,,,,,,,,,,,,,,,
FOSB,,,,10.095614641051048,,,,,,,29.11540084227872,,,,,,,-0.8113937449067123,,,,,,,,,,,,,,,,,6.4579356961497005,,,,,1.176500716872319,,,,,,,,,,2.5224148582792205,,,,,,,,,,,,,,,0.884044678916725,,,
PROX1,,,1.221100723786698,,,,,14.541168202743485,,,,,-27.649783283525046,,,,,,,,,,,,,,,,,,,,,,,,-8.868687732846283,,,9.251062370905151,,,,,11.402289876854352,,,31.991304588579748,,5.69102932909812,,,,,,,,,,,,,,,,,,
CUX1,,,,,,,,,,,6.082293736605086,,12.787987724232392,,,,,,,,,,,,,,,,,,-6.764585542497535,,,,,-7.371064391785577,,,,,5.178283388317089,,,,,,0.31889780206317936,,,-31.147879597774985,,,,,,,,,,,,,,,-11.218984036484958,,,
SIX1,,,,,,,,,,,11.007562645838362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.155959900688785,,24.294419129954314,,8.001282225119546,14.715219822194944,-5.458595381549069,,,,-14.276890907211245,6.618748689927118,,,,,,,,,,,,
BACH1,,,,,,,,,,,,,1.244094700897935,,,,,,,,,,-2.3559851468769537,,,,,,,,,,,,,,4.53008277099132,,,,,,,,,,19.10376943623396,,-1.1892588673977667,,,17.3166620003304,36.4129016202311,,,,,20.33846796382169,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7232234272580489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARID5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5539467048824724,,,,,,,,
BBX,,-7.984285361321822,,,-22.10633512969911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.795160285441296,-19.741176450550107,,,,15.392025786713077,,15.92465039319649,,,12.924917913423625,,,,,,,,,1.5093524919113779,,,,,,,,,
HIF1A,,,,,,,,,,,,,-20.07738267101901,,,,,,,,,,,30.943211970230937,,,,11.76864979997628,,,,,,,,,-4.33924563416735,,13.393922350543113,,,,,,,,,,,,,,,,4.398499882982749,,,,-5.315040387042463,,,,,,,,-0.44306453147564284,
RARB,,,,,,,,,,,2.2138306863273214,-1.5885127551172578,30.769553037282595,,,,,-29.075149596494576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015521346273053072,,,-3.739754788871104,,,,-14.718347074516666,,,,,,,,23.005691056304848,,,,
RORB,,,-3.3868271433560473,,3.7496277788476124,,,,,,6.726849698928734,,,,,,,,,,,,,,,,,,1.6966552473656393,,,,,,,,,,,,19.57677156278346,,,,,,,,,27.09193287295311,,,,,,,,,11.236189707916473,,,,,,,,,5.255065284875339
JUN,,,-9.579458649479152,,,,,,,,48.56309447695694,,4.053677507032808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94960192838611,10.540696702469134,5.964224589143402,1.2977970639139715,1.309300200703997,,,,,,,,,,,,,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38845720633209935,,,,,1.7862485788965283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209569989772898,,,
CUX2,,,,,-12.958938894840381,,,,,,8.450255104364594,,,,,,,,,,,,,,,,,,,,25.111123393565816,,,,,9.652276426069976,,,,,,,,,,-2.3458763421789417,,,12.439581343352007,,,,,,,20.32741497008892,,,10.698797664446662,,,,,,,,,
STAT1,,,,,0.5902696014323311,,,,,,,,-6.574844072087068,,,,,,,,,,,,,,,,,,,,,,,,10.35037260200337,,,,-0.8460983953806058,,,,,,,,-17.969338506925215,,,,12.05098003521495,,27.40889559275335,,,,-2.7159538780702075,,,,,,,,,
JUNB,,,,,,,,,,,33.31938013571353,-0.19130106923779655,,,,,,,,,,,,,,,-11.161743684861138,,,,-2.240789897912084,,,,,13.269000665727509,,,,,46.44966309231952,,,,,,-4.758992523059969,,6.075052784724476,,,,,,,,,,,,,,,,,,,
TCF7L1,,,,,6.218793566832822,,,,,,-2.438782477022346,,13.87698861466402,,,,,,,,,,,,,,,,,,,,,,,,0.01993877953056311,,,,-7.798493901899091,,,,,,,,,,,,,,,8.929605760114653,,,-12.349011541019589,,,,,17.799127194890307,,,,
BACH2,,3.9977515421001444,,,-1.8191911260078908,,,,,,6.06348466689702,,-2.3207875613062363,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3425189993696622,,,,,,,,-14.295196911824025,,,,,,,,-2.5710839833765453,,-9.484794439003394,,,,,,,,,
KMT2A,,-23.81503207530794,,,-8.68516757057272,,,,,,3.3788788095464097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8640570424748615,-5.2628381670075,,,,,,,,18.315195715609335,,-3.6319951318568444,,,,,,,,,,,,,,,,-9.728549598906106,
NFATC2,,,,,-4.67149435813301,,,,,,-0.5034171651834123,,,,,,,,,,,,,,,,,,,,,,,,,,-5.875375778533353,,,,2.7366591170633905,,,,,,,43.7205741371299,19.413160924347952,,-21.073694872684843,,,,,,,,16.25774904545535,,,,,,,,,
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7296524585676625,,,,,,,,,,,,,,,,,,,,,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7210536429256846,,,,,,,,,,,,,,,,,,,,,
ASCL1,,-22.17091907264448,,,,,,,,,-4.530574879365089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.632059827065824,-7.795979911771839,,,,42.2093394116335,,9.366915177814096,,,,,,,,,7.746344053354973,,,8.168053613358536,,,,,,,,,
ZEB1,,-0.09514536839939747,,,,,,,,,,,,,,,,,,,,,,,-3.885125951202765,,,,,,0.3609874852895387,,,,,7.076793591189699,,,,,,,,,,,,,,,,,,,0.5705445633221787,,,,,,,,,,,,,
MEIS2,,,-29.663509593205283,,,,,,,,20.841920360457085,,-18.367579118472904,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.125596578480906,,,,,,,17.59371882109529,,39.731442516972564,,,,-33.699464857611765,,,-31.48265629667649,,-40.13508994245394,,,,,,,,,,
SMAD3,,,17.71717611810836,,,,,,,,,,,,,,,,,,,,,,,,,30.783932388331515,,,-8.877578425504032,,,,,7.508372562940485,7.953546893877297,,-26.07928156474859,12.901578108726211,,,,,,,,,,,,,,,,,,,,,,,,,-9.137236524327072,,,
ETS1,,12.31277384508988,,,-8.14967839093439,,,,,,,,-12.695875803592763,,,,,,,,,,,,,,,,,,21.449780621935787,,,,,-1.9590109973581273,,,,,3.9190190378763097,,,,,,15.503401277219353,,,,,,,,,,,,-8.062386975819127,,,,,,,,,
EHF,,,,,9.804057140749201,,,,,,,,8.200812608418035,,,,,-16.19639678663514,,,,,,,,,,,,,,,,,,,,-7.1715419156293985,,,-1.861181218765146,,,,,,,,,,,,,,41.182175787357664,,,,-15.63046408490226,,,,,,-17.923275163013717,,,
GLIS3,,,,,24.771865977527202,,,,,,,14.713133526444505,14.616046618152156,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5136712432606552,,,,,,3.9796747095777647,,6.727248975953121,,,,,,,,,,2.096426719183617,,,,,,7.107402163786166,,,
NFIA,,,,,7.211368665094433,,,,,,3.7195430034345236,,,,,,,,,,,,,,,,,,,,-8.90214175131089,,,,,-5.9670357201545,,,,,5.935158980394629,,,,,,,,,-18.670126054513766,,,,,55.646296914862745,,,,-8.719639669167066,,,,,,,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7280531207140541,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,59.887546328341955,,,,,-20.71632819200869,,,,,,,,,,,,,-13.29895714946674,,,,,-11.247783064797877,,,,-11.248345319469232,,,,,,5.945652777890159,-17.201259527042467,,-15.839110626836714,-36.31820892745385,,,,,,,,,,,,,,,,,,
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7291774088235881,,,,,,,,,,
FOS,,,-25.65924600300348,,,,,,,,,,,,,,,-1.1763997195248022,,,,,,,,,,,,,,,,,2.7937382828145005,,,,,,,,,,,-4.907923030647106,,,18.7601025114837,,,,,,,-37.41409456054505,,,,-3.9211056936613846,,,,-7.079228699809415,,,,
SP100,,,,,,,,,29.67756333524889,,0.8631735239857172,-3.603145583632767,,,,,,,,,,,,,,,,4.30674242968924,,,-2.654792659293984,,,,,5.511172480208018,,,-25.638439045628804,,,,,,,,,,,,,,,,13.528623978274025,,,,,,,,,,,,,
AHR,,,,,11.274808694081822,,,,,,,-13.959995883863138,,,,,,,,,,,,,,,,,,,-16.19903470979764,,,,,-1.8182985101932463,,,,,4.118327114637011,,,,-13.455682385986842,,,,,,,,,,,,,37.13731421192799,-1.7420900082363884,,,,,,,,,
NPAS2,,,,,,,,,,,,-2.927217991624833,,,,,,,,,,,,,,,-25.36996362959189,,,,-6.44601377863232,,,,,8.417176685595827,,,,,,,,,,6.841818703211335,-23.626822622716766,,4.398319433849199,,,,,,,,,,,29.020282996313767,,,,,,,,
THRB,,,20.342307001528944,5.425999600868511,,,,,,,,,,,,,,,,,,,,,,,,-5.138164166113859,,,,,,,-1.8815042654495757,,,,-3.736733532944647,,,,,,,,,,,,,,,,6.271873758383269,-13.665603467477055,,,,,,,,,,,13.493324955773717,
PRDM16,,,,,,,,,,,-6.769163314859462,,,,,,,,,,,,,,,,,,,,-17.294450390381204,,,,,-2.469345484257016,-2.7084668994784735,,,3.998145935759412,,,,,,,,,-10.038396693289785,,,,-0.2638973692112337,,22.096162430186048,,,,,,,,,,,,,
TBX15,,,-5.444677525763279,,,,,,-12.87514067811081,,9.174485136006991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.578389138008053,,,,,18.539257572121663,,,24.199832906110554,,25.96577691045365,,,,,2.262566460435615,,,,,,,,,,,,,
EPAS1,,,21.46830503689145,,2.543471172947772,,,,,,-0.7640624544550233,,,,,,,,,,,,,,,,,,,,,,,,,,3.0113308328674613,,,7.214637826126663,,,,,,,,,,,,,,,,-12.003478699845374,,,-6.415227963747249,,,,,,-29.12938236032674,,,
ESR1,,,18.908048015311213,,5.504697592351071,,,,,,-6.4470290478753896,10.11638628295249,,,,,,,,,,,,-0.39783596269474863,,,,,,,,,,,,,1.0142274282653883,,,,,,,,,,,,,,,,,,42.817070480333484,,,,-17.255820012960164,,,,,,,,,
SIX4,,,,,,,,,,,6.5837058494602845,,-28.391723603836063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1695588117470272,,32.62888439847938,,12.76253218274008,7.851735411897695,1.9306634101675109,,,,11.933800554746803,,,,,,,,,,,,,
