gene,r2_6668_minus_6667,roc_auc_score_6668_minus_6667,f1_6668_minus_6667,accuracy_6668_minus_6667,validation_set
EHF,0.014145613501398202,-0.030379991162767794,0.03316291627307211,-0.00032294526077830676,organoid_shRORB1
EPCAM,0.054579598327842815,0.044112327971602694,-0.011278204973937056,0.031002745034716672,organoid_shRORB1
ESR1,0.06568031522804318,0.0,0.001181308915735202,0.0009688357823347538,organoid_shRORB1
ETS1,-0.032671424609371336,0.025495707247247035,0.02176130561414369,0.05699983852736962,organoid_shRORB1
FOS,-0.0380898946858482,0.005749704137856471,0.051287092412785396,0.04036815759728729,organoid_shRORB1
FOXO3,-0.036048371406342594,-0.00609343354447911,-0.009301228475706913,-0.00775068625867914,organoid_shRORB1
GRHL2,-0.18514207050747844,-0.02680536987599752,-0.04635819833248955,-0.011464556757629585,organoid_shRORB1
HES1,-0.09132794538245509,-0.0037481182676071256,0.03566755558063961,-0.005167124172452797,organoid_shRORB1
HSF2,-0.08296033953226661,-0.028171774998952404,-0.008764853900962488,-0.01824640723397386,organoid_shRORB1
ICAM1,-0.0732503200805215,-0.010582341036218579,0.08358129632746703,-0.014532536735023416,organoid_shRORB1
JUN,0.0690391720179569,0.07851174721073628,0.1257910775426484,0.0647505247860487,organoid_shRORB1
JUNB,-0.0963888114871228,-0.003963795043756324,-0.0026513201633997507,-0.008719522041014116,organoid_shRORB1
JUND,0.058254235632350215,0.0,0.005440144128436408,0.005167124172452686,organoid_shRORB1
KMT2A,-0.2041266695553518,-0.09571281317655811,-0.1639317159664182,-0.11674471177135481,organoid_shRORB1
LMX1B,-0.11083603383491747,-0.00559425358651322,0.015205160715098365,0.05425480381075409,organoid_shRORB1
MEIS2,-0.1446234958806392,-0.02498754340166842,-0.07134162235872066,-0.03132569029549492,organoid_shRORB1
NCAM1,-0.14527239569773343,-0.03540850214033575,-0.013428727361162407,-0.018892297755530474,organoid_shRORB1
NFATC2,-0.11391669144862637,-0.014483863473729985,-0.056076634586409324,-0.024220894558372397,organoid_shRORB1
NFIA,0.0468949722619187,0.04671747795612102,0.0017638093067398053,0.032778943968997276,organoid_shRORB1
NFIB,0.1394943768403809,0.02973327710620771,-0.02538558470616553,0.08428871306313579,organoid_shRORB1
NFIX,-0.1571174602448886,-0.026922018738253728,-0.007358524037608616,-0.06765703213305341,organoid_shRORB1
NFKB1,-0.03458832646553911,0.023093334937421495,-0.03732398548067256,0.06232843533021154,organoid_shRORB1
NFYC,0.03919925552554282,0.0,0.00017390585878362952,0.00016147263038912563,organoid_shRORB1
NR6A1,0.03244358669663361,0.0,0.0009730716607851964,0.0009688357823348648,organoid_shRORB1
PBX1,-0.08868618535384361,-0.06880479005013002,-0.06870257587929474,-0.09139350880025837,organoid_shRORB1
PKNOX2,-0.2110050558526093,-0.04522647938282043,0.01918564939816514,-0.003067979977393831,organoid_shRORB1
PROX1,0.04888536874512733,-0.017897134680662563,0.013733903914756818,0.018730825125141348,organoid_shRORB1
RBPJ,0.027493443500663184,0.0,0.0016518004625040161,0.0016147263038915893,organoid_shRORB1
REST,-0.09990487000878417,-0.015174040757523932,0.01950382318468491,-0.02712740190537699,organoid_shRORB1
RORA_RORB,-0.24325138229433899,-0.06933233842813524,-0.06063706274232594,-0.06636525108994029,organoid_shRORB1
RUNX1,-0.1405701106740669,-0.040216354422179856,0.10273081649192983,-0.07524624576134342,organoid_shRORB1
SIX1,0.0463639833436118,0.01909345041241106,0.05529143511315393,0.019215243016308725,organoid_shRORB1
SIX4,0.0010675059550667165,0.036676751247342154,0.031302518357406495,-0.015824317778136532,organoid_shRORB1
SMAD3,-0.18637894641079833,-0.021759614833982366,0.05805807888187747,-0.06394316163410296,organoid_shRORB1
SOX11,-0.069195376950201,-0.02433206279397848,0.04859733798570742,0.012917810431131937,organoid_shRORB1
SOX9,0.05170839239724978,0.0,0.007461095715199373,0.005651542063620174,organoid_shRORB1
STAT1,0.06263957281890964,0.0,0.012622720897615625,0.011626029388018821,organoid_shRORB1
STAT2,0.011960493209983103,0.02170789108497395,0.014034234933052558,0.011787502018407947,organoid_shRORB1
TBX15,-0.11543952554591169,-0.01716792050230531,0.021924894450264687,-0.01437106410463429,organoid_shRORB1
TCF4,0.04345528314102998,0.0,0.0065959763134244564,0.0067818504763441645,organoid_shRORB1
TCF7L1,-0.05247660261432435,0.020724184197619844,0.05649345540283973,-0.04634264492168583,organoid_shRORB1
TCF7L2,-0.07082775471299019,-0.025886297500584687,0.08686199196018785,-0.02131438721136758,organoid_shRORB1
TEAD1,-0.07758922640239949,-0.016254262008754905,-0.06362544222308764,-0.010172775714516469,organoid_shRORB1
TFDP1,0.04281320891295326,0.0,0.0031289111389235513,0.0032294526077829566,organoid_shRORB1
THRB,-0.0374869507519911,-0.005932107734318792,-0.012288824237560225,0.001937671564669785,organoid_shRORB1
ZBTB20,-0.11748657360414541,-0.03582938831448501,-0.02326375711574946,0.002583562086226343,organoid_shRORB1
ZEB1,0.05618931747311162,0.0,0.005357850030948352,0.004359761020506836,organoid_shRORB1
ASCL1,-0.02618909964752361,-0.010014669379370122,-0.06512350778468634,-0.02692802692802687,organoid_shRORB2
BACH1,-0.0012425068233143932,0.011040514347607888,-0.025500420708523763,0.016335016335016328,organoid_shRORB2
BACH2,-0.1399578221123357,-0.034603153780597196,-0.016530147628323943,-0.01584001584001593,organoid_shRORB2
CREB1,0.015104514786957401,0.0,0.0008837563784693803,0.0008910008910010259,organoid_shRORB2
CUX2,-0.039909971399059274,0.015347950186158976,-0.0025919466299777483,-0.017919017919017843,organoid_shRORB2
EGR1,-0.09434149420980198,-0.008284412147897768,-0.03250867961770132,-0.054549054549054565,organoid_shRORB2
EHF,-0.024378311167664313,-0.011706561727487685,0.024851783947933692,0.014751014751014813,organoid_shRORB2
EPCAM,-0.09783073071167547,0.0013125235819759218,-0.06603317844506268,-0.030987030987030928,organoid_shRORB2
ESR1,0.06412855867042377,0.0,0.0028465998945703674,0.0026730026730026335,organoid_shRORB2
ETS1,0.0124759413030966,0.0012864365025822,0.0666497961847855,0.07939807939807941,organoid_shRORB2
FOS,-0.02370538375147596,0.005862433903908948,0.02762704602380983,0.022770022770022713,organoid_shRORB2
FOXO3,-0.008866979520894297,-0.03253470159192351,-0.025994906790384187,-0.0014850014850015247,organoid_shRORB2
GRHL2,-0.20546823510973738,-0.06388652786583526,-0.08593415141767108,-0.036234036234036204,organoid_shRORB2
HES1,-0.1445107705426305,0.0141627115695932,0.061284299917281904,0.00950400950400948,organoid_shRORB2
HSF2,-0.0807857481201888,-0.02413687515095919,-0.0020586752903659633,-0.01702801702801704,organoid_shRORB2
ICAM1,0.038272035666466614,0.00036353703272595794,0.0659178254028312,-0.036729036729036824,organoid_shRORB2
JUN,0.2095983062091111,0.1321745792988508,0.12400525197274459,0.06999306999306998,organoid_shRORB2
JUNB,-0.07555302352986679,-0.0030163109285135103,0.005803272923578684,0.004752004752004768,organoid_shRORB2
JUND,0.05832513832031938,0.0,0.005662626609586607,0.005346005346005378,organoid_shRORB2
KMT2A,-0.200552787038297,-0.1123353988731719,-0.1270846224926715,-0.08038808038808032,organoid_shRORB2
LMX1B,-0.19156587208341486,-0.00324701213269718,-0.008429665565838351,0.0021780021780021253,organoid_shRORB2
MEIS2,0.0622133735518009,0.00826567018078117,0.013446403232025839,0.02069102069102069,organoid_shRORB2
NCAM1,-0.09924302672133412,-0.01032080067775254,-0.018922718963738983,-0.02752202752202748,organoid_shRORB2
NFATC2,-0.001263837057466799,-0.012321513435098352,0.0006011125666368633,0.013266013266013288,organoid_shRORB2
NFIA,0.1686212611289597,0.11531915871798709,0.07056937874058489,0.14166914166914168,organoid_shRORB2
NFIB,0.05270067039456894,0.009695257204697771,-0.08764695232803982,-0.011781011781011708,organoid_shRORB2
NFIX,-0.20244042904651802,-0.03873360612548171,0.0057563377137761496,-0.015741015741015718,organoid_shRORB2
NFKB1,-0.19726935602802992,-0.0483284348103562,-0.11082124028533163,-0.006732006732006801,organoid_shRORB2
NFYC,0.03923279434163307,0.0,0.0003091554715797251,0.0002970002970001939,organoid_shRORB2
NR6A1,0.032469803025842014,0.0,0.002256257912897186,0.002277002277002227,organoid_shRORB2
PBX1,-0.20535594377573663,-0.12762495337672303,-0.12657766988932956,-0.12899712899712895,organoid_shRORB2
PKNOX2,-0.1727424576581553,-0.0366357806010974,0.0016353996419989913,-0.007821007821007808,organoid_shRORB2
PROX1,0.08510052635686222,-0.0012387454472543302,0.02159361094012724,0.021681021681021706,organoid_shRORB2
RBPJ,0.027531809118452544,0.0,0.0012883902759209809,0.0012870012870012104,organoid_shRORB2
REST,-0.11661209778879564,-0.0015378362105257226,0.03921162948340018,-0.014256014256014193,organoid_shRORB2
RORA_RORB,-0.09907836666634906,-0.02559207051894874,-0.008043927740022938,-0.02425502425502435,organoid_shRORB2
RUNX1,0.06115400836779833,0.006876960519625663,0.1519317306531281,-0.0033660033660034006,organoid_shRORB2
SIX1,0.03516097360626591,-0.004119876137320566,0.010493197323750425,-0.0012870012870013214,organoid_shRORB2
SIX4,-0.2368894910572202,-0.10010474174310868,-0.07320755786569333,-0.12642312642312648,organoid_shRORB2
SMAD3,-0.14498759667403704,-0.02908715407290874,0.07709458387150808,-0.029403029403029357,organoid_shRORB2
SOX11,-0.0855582406479374,-0.020116145404832864,0.00885039675973509,-0.02692802692802687,organoid_shRORB2
SOX9,0.05258764758787349,0.0,0.010967163542310199,0.009702009702009629,organoid_shRORB2
STAT1,0.061618438223557614,0.0,0.009544198408035776,0.009306009306009444,organoid_shRORB2
STAT2,0.09119657180916874,-0.004558022021001307,0.032074804544111934,0.017226017226017243,organoid_shRORB2
TBX15,-0.18752263071599518,-0.06004552910918659,-0.0020002033042666456,-0.040392040392040474,organoid_shRORB2
TCF4,0.043297431000447584,0.0,0.007164106455677555,0.007227007227007198,organoid_shRORB2
TCF7L1,-0.06739717597604483,0.019502809424090217,0.031054694737864375,-0.05593505593505593,organoid_shRORB2
TCF7L2,0.1144473233108842,-0.0005778686891542151,0.2804413478919793,0.039303039303039244,organoid_shRORB2
TEAD1,-0.02456618348115988,0.011762831163908416,-0.08204258553986365,0.022275022275022316,organoid_shRORB2
TFDP1,0.04256059731541928,0.0,0.0032853486345255645,0.0031680031680030307,organoid_shRORB2
THRB,0.0691262778862198,0.010708574565813422,0.024177591312210422,0.018711018711018768,organoid_shRORB2
ZBTB20,-0.1064778237394951,-0.06770362095881288,-0.05174208354363863,-9.900009900010165e-05,organoid_shRORB2
ZEB1,0.05538406928632278,0.0,0.005394076845716356,0.004554004554004565,organoid_shRORB2
ASCL1,0.002282650755828175,0.00862242396033619,0.005355031847882996,0.0028917404662931467,mets_compiled
BACH1,-0.04823344278115638,0.0001810950376404108,-0.03119954074756026,0.015362371227182425,mets_compiled
BACH2,-0.04424890111344165,-0.0013735714795916065,-0.010525779166209281,-0.010482559190312712,mets_compiled
CREB1,0.015074036757725673,0.0,0.0009419525206157964,0.0009036688957165806,mets_compiled
CUX2,0.013616816501456297,-0.005061875002777105,0.029959149373128713,0.005241279595156412,mets_compiled
EGR1,-0.018173065634740276,-0.06817045000761135,0.0399456719555451,0.02168805349719871,mets_compiled
EHF,-0.020501278821504487,0.0006122750502359775,-0.001227930909838415,0.00650641604915958,mets_compiled
EPCAM,-0.01835096013081161,-0.00010977739948425658,-0.015563956840543902,0.016266040122899006,mets_compiled
ESR1,0.06410075052552444,0.0,0.002714515268688822,0.002530272908006781,mets_compiled
ETS1,-0.0708971851758744,0.013089508879284895,0.004788863549531175,0.02259172239291518,mets_compiled
FOS,-0.1174996169485844,-0.037124934528540154,0.005594001707515894,-0.012651364540032461,mets_compiled
FOXO3,-0.022881422988499267,0.019682605789130503,-0.034181913494437166,-0.01210916320260258,mets_compiled
GRHL2,-0.03252717740246025,0.007557649431279068,-0.03421573662140748,0.009036688957166084,mets_compiled
HES1,-0.118287128059221,-0.04221956758319634,-0.0034239193965421855,-0.04229170431953733,mets_compiled
HSF2,-0.0882136805998244,-0.03165540291724289,0.07968910443881194,-0.033074281583227894,mets_compiled
ICAM1,0.08008054216277971,0.04563958164929416,0.13392460744088058,0.022591722392915237,mets_compiled
JUN,-0.0480455984116272,-0.005035926887861808,0.008899306334411383,-0.006687149828302985,mets_compiled
JUNB,-0.07237569408698519,-0.024198232009865928,-0.014101848866406863,-0.016808241460328888,mets_compiled
JUND,0.05824201920776739,0.0,0.005112158780240961,0.004879812036869824,mets_compiled
KMT2A,0.06927406423713917,0.020505445567234104,-0.0647178495357642,0.02259172239291518,mets_compiled
LMX1B,-0.10984174590989099,0.008390203454209155,-0.014582044279304096,0.002349539128863154,mets_compiled
MEIS2,-0.014337824016862316,0.011294369092999634,-0.02577451602836578,0.03198987890836802,mets_compiled
NCAM1,-1.434434209413027e-06,0.004098716657078172,0.10416073050875457,0.012289896981745874,mets_compiled
NFATC2,-0.0749234762759372,-0.004405374540316531,-0.036541461201331504,-0.00216880534971986,mets_compiled
NFIA,-0.058400421590184395,-0.013708479225968073,-0.04152158600145506,-0.0005422013374299928,mets_compiled
NFIB,-0.011075445734380907,-0.013725596864974543,-0.12303159371280092,-0.02674859931321172,mets_compiled
NFIX,-0.04834381968944851,0.0046751601573878365,0.13630438682540108,-0.014820169889752433,mets_compiled
NFKB1,-0.020982761750906576,0.014891146650737985,-0.038167690943557875,0.027471534429785005,mets_compiled
NFYC,0.039375082192776634,0.0,0.0011627906976744429,0.0010844026748599855,mets_compiled
NR6A1,0.03239654492634725,0.0,0.0017797112912794066,0.0016266040122899783,mets_compiled
PBX1,-0.0262760620704304,-0.0051847169369640955,0.015307286978367474,-0.0010844026748599855,mets_compiled
PKNOX2,-0.16313446463804612,-0.01263472989265857,0.039839695354365046,0.007590818724019566,mets_compiled
PROX1,0.009938576900131724,-0.0066108719486794865,0.03693579335793362,-0.0032532080245798456,mets_compiled
RBPJ,0.027454461812942532,0.0,0.00189753320683117,0.0018073377914331612,mets_compiled
REST,-0.17238761962361498,-0.022914902321226283,0.04201291348842473,-0.011386228086029293,mets_compiled
RORA_RORB,-0.045644350627515484,-0.021880332135086444,0.029168604765029027,-0.021868787276342005,mets_compiled
RUNX1,-0.021334622998877117,-0.0036042386719716824,0.15892850484297094,-0.006687149828302985,mets_compiled
SIX1,0.12037775332177492,-0.00519533447656817,0.08133652262334501,0.012289896981745874,mets_compiled
SIX4,0.0057643450980773,0.04018510153469068,0.08426221694729807,-0.006867883607446168,mets_compiled
SMAD3,-0.10163253719922949,0.004013113349725095,0.09798083598650636,-0.014639436110609139,mets_compiled
SOX11,-0.08636469858122141,-0.00879762685819474,0.03677937388934127,-0.02512199530092174,mets_compiled
SOX9,0.05230476885386126,0.0,0.012347327095033167,0.010663292969456006,mets_compiled
STAT1,0.06135391438990734,0.0,0.007723881427248003,0.007590818724019566,mets_compiled
STAT2,-0.1857338485632332,-0.027726839456147845,-0.01148482447554977,-0.025121995300921796,mets_compiled
TBX15,0.08231486256145959,0.06503160299581495,0.08613346169422131,0.02819446954635818,mets_compiled
TCF4,0.04320258332607552,0.0,0.005614854089806776,0.005602747153443222,mets_compiled
TCF7L1,-0.0550230226112724,-0.010410570407312414,0.03315279691439127,-0.003976143141153132,mets_compiled
TCF7L2,0.0333442874459631,-0.011770847516913818,0.14780896406202992,-0.05620820531357318,mets_compiled
TEAD1,-0.04982844249944021,-0.0015185964903754456,-0.01709993437551338,0.013012832098319271,mets_compiled
TFDP1,0.04256672579330856,0.0,0.0026305757359584847,0.002349539128863376,mets_compiled
THRB,-0.007616779924383782,-0.005077232843219925,-0.013641239046377263,-0.003976143141153021,mets_compiled
ZBTB20,-0.0757666373144486,-0.020540980428998212,-0.028736181087936963,-0.00650641604915958,mets_compiled
ZEB1,0.054068928738685185,0.0,0.008598035351019995,0.007771552503162971,mets_compiled
