source,target,sign
ASCL1,RASSF6,0
ASCL1,LCA5,0
ASCL1,COL22A1,0
ASCL1,QSOX2,0
ASCL1,S100Z,0
ASCL1,KCNG3,0
ASCL1,SPTSSA,0
ASCL1,GRAMD2,0
ASCL1,TMEM61,0
ASCL1,PLD5,0
ASCL1,ALG1L,0
ASCL1,MUC20,0
ASCL1,CEP112,0
ASCL1,STK32A,0
ASCL1,TMEM184A,0
ASCL1,TMEM31,0
ASCL1,DOK6,0
ASCL1,AKD1,0
ASCL1,SP8,0
ASCL1,GPR111,0
ASCL1,CNOT6L,0
ASCL1,CCDC108,0
ASCL1,NPNT,0
ASCL1,SYT14,0
ASCL1,STK32C,0
ASCL1,TMEM80,0
ASCL1,KSR2,0
ASCL1,INO80E,0
ASCL1,CISD3,0
ASCL1,GSDMA,0
ASCL1,HMSD,0
ASCL1,RIMKLA,0
ASCL1,ATG9B,0
ASCL1,FAM83H,0
ASCL1,TPRN,0
ASCL1,ILDR1,0
ASCL1,ANO9,0
ASCL1,SPOPL,0
ASCL1,SLC35D3,0
ASCL1,KCNT2,0
ASCL1,FAM174A,0
ASCL1,KIF24,0
ASCL1,TMEM255B,0
ASCL1,ZACN,0
ASCL1,ANKRD37,0
ASCL1,BMP8A,0
ASCL1,ATP9B,0
ASCL1,TMEM205,0
ASCL1,B3GNT8,0
ASCL1,ENTPD8,0
ASCL1,RNF148,0
ASCL1,KRTAP5-3,0
ASCL1,SHISA2,0
ASCL1,C2CD4B,0
ASCL1,BTBD17,0
ASCL1,SLC6A17,0
ASCL1,LCN15,0
ASCL1,C1QL3,0
ASCL1,GPR152,0
ASCL1,BSX,0
ASCL1,AGMO,0
ASCL1,RAB19,0
ASCL1,GOLGA7B,0
ASCL1,VWC2L,0
ASCL1,SHISA8,0
ASCL1,TMEM150C,0
ASCL1,FAM163B,0
ASCL1,FAM155A,0
ASCL1,TEC,0
