Generalist,Arc_4,Arc_6,Arc_1,Arc_5,Arc_2,Arc_5_Arc_6,None,Start,Walk
81,0,125,0,0,0,0,1794,6187638982927261,57
448,0,648,0,0,0,0,904,6187638982927261,58
3,0,265,0,0,0,0,1732,6187638982927261,59
153,0,430,0,0,0,0,1417,6187638982927261,60
0,0,930,0,0,0,0,1070,6187638982927261,61
778,0,14,0,0,0,0,1208,6187638982927261,62
96,0,353,0,0,0,0,1551,6187638982927261,63
46,0,1024,0,0,0,0,930,6187638982927261,64
336,0,419,0,0,0,0,1245,6187638982927261,65
0,0,454,0,0,0,0,1546,6187638982927261,66
35,0,306,0,0,0,0,1659,6187638982927261,67
305,0,148,0,0,0,0,1547,6187638982927261,68
91,0,311,0,0,0,0,1598,6187638982927261,69
126,0,374,0,0,0,0,1500,6187638982927261,70
38,0,306,0,0,0,0,1656,6187638982927261,71
869,0,162,0,0,0,0,969,6187638982927261,72
300,0,239,0,0,0,0,1461,6187638982927261,73
164,0,406,0,0,0,0,1430,6187638982927261,74
189,0,787,0,0,0,0,1024,6187638982927261,75
44,0,267,0,0,0,0,1689,6187638982927261,76
600,0,58,0,0,0,0,1342,6187638982927261,77
160,0,487,0,395,0,0,958,6187638982927261,78
215,0,221,0,0,0,0,1564,6187638982927261,79
76,0,744,0,0,0,0,1180,6187638982927261,80
431,0,93,0,0,0,0,1476,6187638982927261,81
274,0,874,0,0,0,0,852,6187638982927261,82
508,0,22,0,26,0,0,1444,6187638982927261,83
885,0,252,0,62,0,0,801,6187638982927261,84
768,0,607,0,0,0,0,625,6187638982927261,85
207,0,201,0,0,0,0,1592,6187638982927261,86
29,0,22,0,0,0,0,1949,6187638982927261,87
1047,0,386,0,80,0,0,487,6187638982927261,88
138,0,319,0,2,0,0,1541,6187638982927261,89
339,0,378,0,0,0,0,1283,6187638982927261,90
443,0,1241,0,0,0,0,316,6187638982927261,91
335,0,490,0,0,0,0,1175,6187638982927261,92
3,0,177,0,0,0,0,1820,6187638982927261,93
35,0,141,0,0,0,0,1824,6187638982927261,94
353,0,313,0,0,0,0,1334,6187638982927261,95
0,0,386,0,0,0,0,1614,6187638982927261,96
211,0,486,0,0,0,0,1303,6187638982927261,97
735,0,70,0,0,0,0,1195,6187638982927261,98
116,0,474,0,0,0,0,1410,6187638982927261,99
65,0,53,0,0,0,47,1835,6187638982927261,100
134,0,232,0,0,0,0,1634,6187638982927317,1
523,0,7,0,0,0,0,1470,6187638982927317,2
557,0,264,0,0,0,0,1179,6187638982927317,3
396,0,148,0,89,0,0,1367,6187638982927317,4
725,0,693,0,0,0,0,582,6187638982927317,5
891,0,523,0,0,0,0,586,6187638982927317,6
0,0,368,0,0,0,0,1632,6187638982927317,7
465,0,329,0,0,0,0,1206,6187638982927317,8
173,0,264,0,0,0,0,1563,6187638982927317,9
245,0,733,0,0,0,0,1022,6187638982927317,10
1050,0,191,0,0,0,0,759,6187638982927317,11
130,0,895,0,0,0,0,975,6187638982927317,12
18,0,98,0,0,0,0,1884,6187638982927317,13
0,0,534,0,0,0,0,1466,6187638982927317,14
400,0,657,0,0,0,0,943,6187638982927317,15
102,0,632,0,0,0,0,1266,6187638982927317,16
347,0,110,0,0,0,0,1543,6187638982927317,17
426,0,115,0,0,0,0,1459,6187638982927317,18
0,0,60,0,0,0,0,1940,6187638982927317,19
248,0,458,0,0,0,0,1294,6187638982927317,20
0,0,726,0,0,0,0,1274,6187638982927317,21
0,0,106,0,0,0,0,1894,6187638982927317,22
0,0,298,0,0,0,0,1702,6187638982927317,23
97,0,104,0,0,0,0,1799,6187638982927317,24
514,0,384,0,0,0,0,1102,6187638982927317,25
82,0,518,0,0,0,0,1400,6187638982927317,26
97,0,605,0,0,0,0,1298,6187638982927317,27
0,0,219,0,0,0,0,1781,6187638982927317,28
220,0,208,0,0,0,0,1572,6187638982927317,29
222,0,615,0,0,0,0,1163,6187638982927317,30
100,0,861,0,0,0,0,1039,6187638982927317,31
0,0,520,0,0,0,0,1480,6187638982927317,32
0,0,149,0,0,0,0,1851,6187638982927317,33
0,0,1240,0,0,0,0,760,6187638982927317,34
0,0,1045,0,0,0,0,955,6187638982927317,35
50,0,331,0,0,0,0,1619,6187638982927317,36
294,0,247,0,0,0,0,1459,6187638982927317,37
0,0,594,0,0,0,0,1406,6187638982927317,38
0,0,184,0,0,0,0,1816,6187638982927317,39
504,0,238,0,0,0,0,1258,6187638982927317,40
1591,0,356,0,0,0,0,53,6187638982927317,41
162,0,252,0,0,0,0,1586,6187638982927317,42
270,0,229,0,0,0,0,1501,6187638982927317,43
1005,0,156,0,217,0,0,622,6187638982927317,44
56,0,254,0,0,18,0,1672,6187638982927317,45
1300,0,72,0,0,0,0,628,6187638982927317,46
126,0,552,0,0,0,0,1322,6187638982927317,47
14,0,141,0,0,0,0,1845,6187638982927317,48
322,0,384,0,0,0,0,1294,6187638982927317,49
0,0,517,0,0,0,0,1483,6187638982927317,50
456,0,321,0,369,0,0,854,6187638982927317,51
67,0,237,0,0,0,0,1696,6187638982927317,52
541,0,403,0,0,0,0,1056,6187638982927317,53
0,0,324,0,0,0,0,1676,6187638982927317,54
46,0,1546,0,0,0,0,408,6187638982927317,55
298,0,16,0,0,0,0,1686,6187638982927317,56
41,0,823,0,0,0,0,1136,6187638982927317,57
427,0,582,0,0,0,0,991,6187638982927317,58
923,0,892,0,0,0,0,185,6187638982927317,59
978,0,79,0,0,0,0,943,6187638982927317,60
0,0,180,0,0,0,0,1820,6187638982927317,61
818,0,306,0,0,0,0,876,6187638982927317,62
426,0,181,0,0,0,0,1393,6187638982927317,63
128,0,116,0,0,0,0,1756,6187638982927317,64
127,0,1369,0,0,0,0,504,6187638982927317,65
321,0,286,0,0,0,0,1393,6187638982927317,66
466,0,383,0,0,0,0,1151,6187638982927317,67
261,0,293,0,0,0,0,1446,6187638982927317,68
581,0,430,0,0,0,0,989,6187638982927317,69
169,0,561,0,179,0,0,1091,6187638982927317,70
535,0,129,0,47,0,0,1289,6187638982927317,71
406,0,1133,0,0,0,0,461,6187638982927317,72
106,0,346,0,0,0,0,1548,6187638982927317,73
852,0,81,0,542,0,0,525,6187638982927317,74
744,0,106,0,0,0,0,1150,6187638982927317,75
107,0,284,0,0,0,0,1609,6187638982927317,76
0,0,127,0,0,0,0,1873,6187638982927317,77
0,0,53,0,0,0,0,1947,6187638982927317,78
368,0,524,0,0,0,0,1108,6187638982927317,79
459,0,262,0,822,0,0,457,6187638982927317,80
626,0,479,0,0,0,0,895,6187638982927317,81
13,0,716,0,0,0,0,1271,6187638982927317,82
314,0,270,0,0,0,0,1416,6187638982927317,83
5,0,1030,0,0,0,0,965,6187638982927317,84
76,0,474,0,0,0,0,1450,6187638982927317,85
31,0,260,0,0,0,0,1709,6187638982927317,86
171,0,331,0,0,0,0,1498,6187638982927317,87
2,0,501,0,0,0,0,1497,6187638982927317,88
0,0,83,0,0,0,0,1917,6187638982927317,89
317,0,284,0,0,0,0,1399,6187638982927317,90
147,0,1088,0,0,0,0,765,6187638982927317,91
110,0,145,0,0,0,0,1745,6187638982927317,92
327,0,91,0,0,0,0,1582,6187638982927317,93
432,0,722,0,0,0,0,846,6187638982927317,94
85,0,209,0,0,0,0,1706,6187638982927317,95
636,0,371,0,0,0,0,993,6187638982927317,96
7,0,1232,0,0,0,0,761,6187638982927317,97
685,0,534,0,0,0,0,781,6187638982927317,98
0,0,95,0,0,0,0,1905,6187638982927317,99
241,0,105,0,0,0,36,1618,6187638982927317,100
0,0,97,0,0,0,0,1903,6187638982927325,1
1451,0,150,0,0,0,0,399,6187638982927325,2
203,0,1100,0,436,0,0,261,6187638982927325,3
864,0,721,0,0,0,0,415,6187638982927325,4
757,0,701,0,0,0,0,542,6187638982927325,5
1,0,920,0,0,0,0,1079,6187638982927325,6
33,0,249,0,0,0,0,1718,6187638982927325,7
98,0,1061,0,0,0,0,841,6187638982927325,8
0,0,273,0,0,0,0,1727,6187638982927325,9
538,0,751,0,0,0,0,711,6187638982927325,10
229,0,1001,0,0,0,0,770,6187638982927325,11
912,0,987,0,0,0,0,101,6187638982927325,12
1400,0,82,0,0,0,0,518,6187638982927325,13
0,0,880,0,0,0,0,1120,6187638982927325,14
268,0,238,0,0,0,0,1494,6187638982927325,15
880,0,392,0,59,0,0,669,6187638982927325,16
818,0,305,0,0,0,0,877,6187638982927325,17
365,0,1486,0,0,0,0,149,6187638982927325,18
117,0,458,0,0,0,0,1425,6187638982927325,19
0,0,435,0,0,0,0,1565,6187638982927325,20
1089,0,630,0,0,0,0,281,6187638982927325,21
0,0,1110,0,0,0,0,890,6187638982927325,22
768,0,474,0,0,0,0,758,6187638982927325,23
55,0,802,0,0,0,0,1143,6187638982927325,24
0,0,1715,0,0,0,0,285,6187638982927325,25
0,0,722,0,0,0,0,1278,6187638982927325,26
393,0,1088,0,0,0,0,519,6187638982927325,27
534,0,443,0,0,0,0,1023,6187638982927325,28
485,0,859,0,0,0,0,656,6187638982927325,29
43,0,998,0,0,0,0,959,6187638982927325,30
249,0,1604,0,0,0,0,147,6187638982927325,31
0,0,422,0,0,0,0,1578,6187638982927325,32
971,0,341,0,0,0,0,688,6187638982927325,33
1238,0,547,0,49,0,0,166,6187638982927325,34
199,0,1097,0,0,0,0,704,6187638982927325,35
1247,0,149,0,17,0,0,587,6187638982927325,36
642,0,641,0,0,0,0,717,6187638982927325,37
0,0,703,0,0,0,0,1297,6187638982927325,38
323,0,292,0,0,0,0,1385,6187638982927325,39
397,0,480,0,101,0,0,1022,6187638982927325,40
490,0,7,0,92,0,0,1411,6187638982927325,41
817,0,703,0,417,0,0,63,6187638982927325,42
0,0,185,0,0,0,0,1815,6187638982927325,43
780,0,239,0,0,0,0,981,6187638982927325,44
31,0,931,0,0,0,0,1038,6187638982927325,45
0,0,1323,0,0,0,0,677,6187638982927325,46
0,0,1354,0,0,0,0,646,6187638982927325,47
614,0,1163,0,0,0,0,223,6187638982927325,48
784,0,123,0,146,0,0,947,6187638982927325,49
446,0,209,0,0,0,0,1345,6187638982927325,50
984,0,637,0,0,0,0,379,6187638982927325,51
281,0,682,0,0,0,0,1037,6187638982927325,52
668,0,366,0,194,0,0,772,6187638982927325,53
302,0,459,0,0,0,0,1239,6187638982927325,54
404,0,293,0,0,0,0,1303,6187638982927325,55
417,0,585,0,126,0,0,872,6187638982927325,56
1086,0,321,0,150,0,0,443,6187638982927325,57
1050,0,97,0,0,0,0,853,6187638982927325,58
658,0,222,0,435,0,0,685,6187638982927325,59
397,0,1190,0,0,0,0,413,6187638982927325,60
25,0,1893,0,0,0,0,82,6187638982927325,61
729,0,946,0,0,0,0,325,6187638982927325,62
928,0,50,0,266,0,0,756,6187638982927325,63
0,0,295,0,0,0,0,1705,6187638982927325,64
165,0,1230,0,0,0,0,605,6187638982927325,65
115,0,285,0,0,0,0,1600,6187638982927325,66
80,0,331,0,0,0,0,1589,6187638982927325,67
400,0,1237,0,0,0,0,363,6187638982927325,68
227,0,115,0,0,0,0,1658,6187638982927325,69
938,0,659,0,171,0,0,232,6187638982927325,70
720,0,854,0,0,0,0,426,6187638982927325,71
112,0,1393,0,36,0,0,459,6187638982927325,72
206,0,803,0,0,0,0,991,6187638982927325,73
296,0,621,0,0,0,0,1083,6187638982927325,74
94,0,228,0,0,0,0,1678,6187638982927325,75
0,0,1007,0,0,0,0,993,6187638982927325,76
275,0,486,0,984,0,0,255,6187638982927325,77
58,0,1215,0,0,0,0,727,6187638982927325,78
1167,0,266,0,220,0,0,347,6187638982927325,79
71,0,1156,0,0,0,0,773,6187638982927325,80
523,0,998,0,0,0,0,479,6187638982927325,81
158,0,401,0,0,0,0,1441,6187638982927325,82
57,0,1349,0,0,0,0,594,6187638982927325,83
61,0,1726,0,41,0,0,172,6187638982927325,84
141,0,300,0,0,0,0,1559,6187638982927325,85
932,0,606,0,0,0,0,462,6187638982927325,86
200,0,1302,0,0,0,0,498,6187638982927325,87
5,0,1283,0,0,0,0,712,6187638982927325,88
963,0,340,0,86,0,0,611,6187638982927325,89
277,0,849,0,231,0,0,643,6187638982927325,90
181,0,197,0,0,0,0,1622,6187638982927325,91
1370,0,158,0,62,0,0,410,6187638982927325,92
271,0,772,0,0,0,0,957,6187638982927325,93
14,0,281,0,0,0,0,1705,6187638982927325,94
340,0,729,0,62,0,0,869,6187638982927325,95
0,0,211,0,0,0,0,1789,6187638982927325,96
1418,0,16,0,128,0,0,438,6187638982927325,97
0,0,154,0,0,0,0,1846,6187638982927325,98
577,0,516,0,0,0,0,907,6187638982927325,99
68,0,328,0,0,0,0,1604,6187638982927325,100
588,0,328,0,0,0,0,1084,6187638982929373,1
1,0,126,0,0,0,0,1873,6187638982929373,2
340,0,96,0,0,0,0,1564,6187638982929373,3
609,0,731,0,2,0,0,658,6187638982929373,4
1451,0,22,0,0,0,0,527,6187638982929373,5
353,0,168,0,0,0,0,1479,6187638982929373,6
27,0,93,0,0,0,0,1880,6187638982929373,7
168,0,1478,0,0,0,0,354,6187638982929373,8
681,0,292,0,4,0,0,1023,6187638982929373,9
107,0,5,0,0,0,0,1888,6187638982929373,10
0,0,290,0,0,0,0,1710,6187638982929373,11
700,0,382,0,0,0,0,918,6187638982929373,12
707,0,794,0,0,0,0,499,6187638982929373,13
1595,0,303,0,0,0,0,102,6187638982929373,14
359,0,10,0,0,0,18,1613,6187638982929373,15
63,0,1679,0,0,0,0,258,6187638982929373,16
331,0,367,0,0,0,0,1302,6187638982929373,17
341,0,1102,0,0,0,0,557,6187638982929373,18
464,0,637,0,0,0,0,899,6187638982929373,19
372,18,179,0,0,0,0,1431,6187638982929373,20
153,0,441,0,0,0,0,1406,6187638982929373,21
543,0,167,0,0,0,0,1290,6187638982929373,22
174,0,672,0,0,0,0,1154,6187638982929373,23
0,0,800,0,0,0,0,1200,6187638982929373,24
957,0,154,0,0,0,0,889,6187638982929373,25
1183,0,41,0,8,0,0,768,6187638982929373,26
172,0,360,0,486,0,0,982,6187638982929373,27
1437,0,125,0,0,0,0,438,6187638982929373,28
729,0,3,0,0,0,0,1268,6187638982929373,29
745,0,249,0,0,0,0,1006,6187638982929373,30
154,0,508,0,0,0,0,1338,6187638982929373,31
0,0,167,0,0,0,0,1833,6187638982929373,32
575,0,776,0,0,0,0,649,6187638982929373,33
982,0,511,0,0,0,0,507,6187638982929373,34
141,0,760,0,0,0,0,1099,6187638982929373,35
0,0,76,0,0,0,0,1924,6187638982929373,36
122,0,311,0,0,0,0,1567,6187638982929373,37
0,0,141,0,0,0,0,1859,6187638982929373,38
