gene,regulator,corr_gemm,corr_organoid_shgfp,sign_flip,ieg_involved
ZBTB20,NFIA,0.45362724577370184,0.5221537123503972,False,False
ZBTB20,FOS,-0.6393543406446451,-0.2696167507919698,False,True
TBX15,SIX1,0.9651559055308253,0.12789908746990006,False,False
TBX15,NFIX,-0.8303255308839966,-0.2600370470328159,False,False
TBX15,NFATC2,0.7914748561359225,0.25053404837105775,False,False
TBX15,GRHL2,0.5709108205265008,-0.21222731529719926,True,False
TBX15,NFIA,0.09347406345241183,0.12812688066216535,False,False
TBX15,ESR1,0.055133726063086426,-0.17910069174676796,True,False
MEIS2,REST,-0.9515734809021458,-0.3295872562379068,False,False
MEIS2,RUNX1,-0.8028928295874763,-0.5060069497774338,False,False
MEIS2,EGR1,0.7927680772779997,0.5656743761753623,False,True
MEIS2,ASCL1,0.7051705199614436,0.12807051618529586,False,False
NFIX,NFATC2,-0.9560578835895353,-0.2961473297929081,False,False
NFIX,HSF2,-0.8180524550127252,-0.24070583989308747,False,False
NFIX,STAT1,0.17294482730080374,0.16190769750038686,False,False
NFIX,RUNX1,0.7310615330492991,0.8061588687510323,False,False
NFIX,RORA_RORB,-0.7743108889620343,0.2580072527308749,True,False
REST,ASCL1,-0.7515059468392077,-0.3929635813441328,False,False
REST,HES1,0.624723459686191,0.0025802299865375594,False,False
REST,SOX9,0.80350300488347,0.5671176860366086,False,False
NFATC2,MEIS2,0.9513843278533107,0.3297969364295326,False,False
NFATC2,ASCL1,0.7439217045455143,0.3590936014314084,False,False
NFATC2,JUN,-0.47582427060183213,0.12330984237546559,True,True
KMT2A,JUND,-0.5647525999392442,-0.16305986987125767,False,True
KMT2A,STAT1,-0.6708317469185152,0.12303756811585098,True,False
KMT2A,LMX1B,0.7038866890997384,-0.03992165604749613,True,False
KMT2A,EGR1,0.42471767061010757,0.26397593076247833,False,True
KMT2A,NFATC2,0.7113897513494033,0.32546040924526454,False,False
KMT2A,JUN,-0.08024747319444565,0.1050656917265011,True,True
KMT2A,EHF,-0.5260339321572023,0.07437570488981131,True,False
RBPJ,RBPJ,1.0,1.0,False,False
HES1,RUNX1,0.8299999512465099,-0.23035805654712255,True,False
HES1,JUND,0.670323567772722,0.0009871830574449596,False,True
HES1,ASCL1,-0.0573942872618119,-0.0921475878865429,False,False
HES1,NFIB,0.33650379777930417,-0.387388004524616,True,False
HES1,RORA_RORB,-0.010038215868664886,-0.14494998372073276,False,False
JUNB,EGR1,0.2613651507197439,-0.11272037870165318,True,True
JUNB,TEAD1,-0.26028431454818,0.034203155513431074,True,True
JUNB,PROX1,-0.10609881089342665,-0.3395644075608373,False,True
ICAM1,RUNX1,0.9346730678931945,-0.08176073467186722,True,False
ICAM1,MEIS2,-0.7455143813432581,0.22635650708818292,True,False
ICAM1,NFIA,0.7642900241167155,-0.12847282551449926,True,False
ICAM1,RORA_RORB,-0.23732543209360382,-0.032078684611876074,False,False
ICAM1,STAT1,0.6304939959336692,-0.06398289228824115,True,False
ICAM1,EGR1,-0.3710901395216753,0.20828158923524837,True,True
RUNX1,TCF7L2,0.8456531741114317,0.41152060458622053,False,False
RUNX1,STAT1,0.5799294840470166,0.13204503919023963,False,False
RUNX1,FOS,0.14496953323844075,-0.17263348979067142,True,True
RUNX1,PBX1,0.3453321534167895,-0.6758796367820854,True,False
RUNX1,JUND,0.5300515685245675,0.1719472433832353,False,True
RUNX1,TEAD1,0.03926736184938895,0.24254517746538173,False,False
RUNX1,NFIB,0.05215141828019552,0.7901604819388618,False,False
SIX4,SIX1,0.9810369543028677,0.5314141681952634,False,False
SIX4,NFYC,0.6664427235242093,0.04695145652337665,False,False
SIX4,TEAD1,0.775378675343084,-0.020435511281020592,True,False
SIX4,NFIX,-0.7986142305728864,0.11497406499068734,True,False
SIX4,TCF7L1,-0.019852832916611017,-0.26073039641497586,False,False
SIX4,REST,-0.7260829062826,0.09010801468958908,True,False
SIX4,LMX1B,0.7041572971667228,0.3322838534411993,False,False
SIX4,RUNX1,-0.3702115488918138,0.11164267986034394,True,False
NFIB,THRB,0.93428130214236,-0.6270299459487724,True,False
NFIB,TCF4,0.92406369917816,0.06989355960276206,False,False
NFIB,ASCL1,0.7629174890688417,-0.14786810586666643,True,False
NFIB,STAT1,0.6825085098204945,0.04912313128799213,False,False
NFIB,TCF7L1,0.3729499029868137,-0.5282944423804773,True,False
NFIB,HSF2,0.7504176961443414,-0.17616621071561878,True,False
NFIB,PKNOX2,0.7017807753921316,0.42577408450965626,False,False
NFIB,ZEB1,-0.03572040908094313,0.6374369068297897,True,False
JUN,TCF4,-0.8187094200973437,0.19675307484917892,True,True
JUN,FOS,0.906016224626876,0.4416028397506339,False,True
JUN,JUNB,0.5375786438835667,-0.03518179529619768,True,True
JUN,EGR1,-0.3750829203762222,0.5145467994868521,True,True
JUN,EHF,-0.018384287080208454,0.5622150762219106,True,True
JUN,RUNX1,0.18392451502834062,-0.3974330856156137,True,True
NCAM1,TFDP1,0.8888506647211049,0.24600443388414914,False,False
NCAM1,NFIA,0.06268755725633798,-0.15956190734545003,True,False
NCAM1,NFIX,-0.8403761202893034,-0.35218900230063943,False,False
NCAM1,NFYC,0.5824792986209226,0.21417583299972637,False,False
NCAM1,MEIS2,0.7737980981854753,0.36111604321896623,False,False
NCAM1,RUNX1,-0.4769959043032713,-0.48718855292860197,False,False
NCAM1,EGR1,0.7940552321858138,0.43764839009454737,False,True
PROX1,NFATC2,0.8012058975045323,0.4429007380487533,False,False
PROX1,RBPJ,0.7956339248076555,-0.06322645238680558,True,False
TCF7L2,NFIA,0.5043423538242787,0.211891902811293,False,False
TCF7L2,PROX1,-0.7199146417763482,-0.2792898528961661,False,False
TCF7L2,MEIS2,-0.8579771228935333,-0.10677111474561748,False,False
TCF7L2,TFDP1,-0.5109647799209671,-0.1616231772506165,False,False
TCF7L2,EGR1,-0.6166606861591609,-0.15698552115830938,False,True
PKNOX2,REST,-0.736089424442839,0.18436523483406325,True,False
PKNOX2,RBPJ,0.7919808812204506,0.21472835767902726,False,False
PKNOX2,TCF7L2,-0.6340797519205695,0.03907038150982276,True,False
PKNOX2,STAT1,0.29157049910978533,0.5308553527166584,False,False
PKNOX2,TCF7L1,-0.013038681622519255,-0.34073575432870057,False,False
ETS1,TCF4,0.9295873488518712,0.08393743829374231,False,False
ETS1,BACH2,0.19339303651359036,-0.5874624890256804,True,False
ETS1,FOS,-0.7124732622580519,0.373188341894232,True,True
ETS1,NFIX,-0.5801705190942011,-0.8171029645367169,False,False
BACH2,ASCL1,-0.18995435870647948,-0.1773562801477811,False,False
BACH2,TEAD1,0.24313042682622818,0.3682551587384788,False,False
BACH2,NFIB,0.2047705578415768,0.7532705539008959,False,False
JUND,JUND,1.0,0.9999999999999999,False,True
NR6A1,NR6A1,0.9999999999999999,1.0,False,False
PBX1,EHF,0.5487561372779731,0.4177501010151535,False,False
PBX1,ASCL1,0.12942204254290204,0.23589581302021143,False,False
PBX1,NFIB,0.41162364996842027,-0.5788666540888922,True,False
PBX1,RUNX1,0.34533215341678947,-0.6758796367820855,True,False
EPCAM,TCF4,0.9604355399859349,-0.017178961380809727,True,False
EPCAM,NR6A1,0.8934244748165044,0.019522676550901424,False,False
EPCAM,FOS,-0.7132018042136682,0.3256631415969281,True,True
EPCAM,JUN,-0.8195047926748935,0.3198329703066508,True,True
EPCAM,STAT1,0.5081152229602529,-0.23540222661569846,True,False
EPCAM,HES1,0.16850454308015791,0.1406067761787365,False,False
BACH1,TCF4,0.8360805940299543,0.12500574424600935,False,False
BACH1,TEAD1,0.9330913292827724,0.2273332103554496,False,False
BACH1,EHF,0.42970156144871774,0.06094307593560217,False,False
BACH1,JUND,0.6231415523256947,0.2455893394866241,False,True
BACH1,RUNX1,0.1405277507436516,0.3827705214544071,False,False
SOX9,SOX9,1.0,1.0,False,False
CUX2,MEIS2,0.8464564331753811,0.3752416760947086,False,False
CUX2,NFIB,0.5603382343955571,-0.524301182096664,True,False
CUX2,TFDP1,0.7958214151758694,0.5106825935319039,False,False
CUX2,RUNX1,-0.5962972148752304,-0.7234767830501189,False,False
CUX2,EHF,-0.2797468293639391,0.2153957335126657,True,False
CUX2,RORA_RORB,0.8196766185844133,-0.15288257687364837,True,False
CUX2,JUND,0.11032279015061851,-0.32465293280223834,True,True
FOS,JUN,0.906016224626876,0.44160283975063386,False,True
FOS,EGR1,-0.22783782168413183,0.39609083868955336,True,True
FOS,RUNX1,0.14496953323844075,-0.17263348979067142,True,True
FOS,TEAD1,-0.6577856059061092,0.09656403294765041,True,True
FOS,RORA_RORB,-0.6524626137759287,-0.02483584849185756,False,True
FOS,REST,0.3712260463362348,-0.01882269265832303,True,True
FOS,ASCL1,-0.5784724859507737,0.02263120699136424,True,True
FOS,TFDP1,-0.6731955814293873,0.1276103177739543,True,True
