gene,sample,n_regulators,n_well_populated_leaves,transferability,mean_abs_residual,sample_mean_r2
ETS1,allograft_1L,4,13,0.4180626365622724,0.2751647532277001,0.35834947094260583
FOS,allograft_1L,8,15,0.2152671755725191,0.30016401155700645,0.35834947094260583
FOXO3,allograft_1L,4,11,0.577259475218659,0.29224105025316166,0.35834947094260583
GRHL2,allograft_1L,4,11,0.625904486251809,0.24408590854289192,0.35834947094260583
HES1,allograft_1L,5,16,0.33771929824561403,0.25917803774439746,0.35834947094260583
HSF2,allograft_1L,6,17,0.7561890472618155,0.14144772792383134,0.35834947094260583
ICAM1,allograft_1L,6,12,0.4128984432913269,0.15558801204091033,0.35834947094260583
JUN,allograft_1L,6,13,0.1432813659985152,0.5163223848877414,0.35834947094260583
JUNB,allograft_1L,3,6,0.08632040965618142,0.24616906342641692,0.35834947094260583
JUND,allograft_1L,1,2,1.0,0.03601062175200728,0.35834947094260583
KMT2A,allograft_1L,7,17,0.496274217585693,0.21128856849459096,0.35834947094260583
LMX1B,allograft_1L,4,7,0.8461538461538461,0.07438732271380105,0.35834947094260583
MEIS2,allograft_1L,4,5,0.9919236417033774,0.019401097668433735,0.35834947094260583
NCAM1,allograft_1L,7,19,0.5549698795180723,0.20564526134906952,0.35834947094260583
NFATC2,allograft_1L,3,6,0.7340579710144928,0.20356199004809827,0.35834947094260583
NFIA,allograft_1L,7,12,0.7987851176917237,0.124350587370199,0.35834947094260583
NFIB,allograft_1L,8,14,0.7726907630522089,0.11092882681250064,0.35834947094260583
NFIX,allograft_1L,5,7,0.2038547071905115,0.5752203471293393,0.35834947094260583
NFKB1,allograft_1L,4,9,0.0,0.8305416364468592,0.35834947094260583
NFYC,allograft_1L,1,2,1.0,0.027495553469661475,0.35834947094260583
NR6A1,allograft_1L,1,2,1.0,0.04479270018411868,0.35834947094260583
PBX1,allograft_1L,4,9,0.44694767441860467,0.22030706329852007,0.35834947094260583
PKNOX2,allograft_1L,5,8,0.6485294117647059,0.20096941855309217,0.35834947094260583
PROX1,allograft_1L,2,4,0.19088937093275488,0.3715676094505025,0.35834947094260583
RBPJ,allograft_1L,1,2,1.0,0.015174975582861351,0.35834947094260583
REST,allograft_1L,3,8,0.4945770065075922,0.14451439892310614,0.35834947094260583
RORA_RORB,allograft_1L,5,12,0.83690036900369,0.11752849113295001,0.35834947094260583
RUNX1,allograft_1L,7,17,0.4510542168674699,0.20479966381262057,0.35834947094260583
SIX1,allograft_1L,5,9,0.6906158357771262,0.16017952691219053,0.35834947094260583
SIX4,allograft_1L,8,14,0.6500389711613406,0.11384031763271045,0.35834947094260583
SMAD3,allograft_1L,5,9,0.9672489082969432,0.032371016893051274,0.35834947094260583
SOX11,allograft_1L,4,15,0.18944323933477947,0.39650517879475633,0.35834947094260583
SOX9,allograft_1L,1,2,1.0,0.031468086407551485,0.35834947094260583
STAT1,allograft_1L,1,2,1.0,0.10922810299977952,0.35834947094260583
STAT2,allograft_1L,5,11,0.06537890044576523,0.45077381470993966,0.35834947094260583
TBX15,allograft_1L,6,19,0.4126984126984127,0.23587035172306076,0.35834947094260583
TCF4,allograft_1L,1,2,1.0,0.014852132700009497,0.35834947094260583
TCF7L1,allograft_1L,6,11,0.0945054945054945,0.42138767904404684,0.35834947094260583
TCF7L2,allograft_1L,5,11,0.7096296296296296,0.12787659093855258,0.35834947094260583
TEAD1,allograft_1L,6,14,0.7776141384388807,0.08838298178436504,0.35834947094260583
TFDP1,allograft_1L,1,2,1.0,0.061145536642932485,0.35834947094260583
THRB,allograft_1L,1,2,0.6030368763557483,0.10291355766534076,0.35834947094260583
ZBTB20,allograft_1L,7,38,0.5210819411296739,0.19612935251687996,0.35834947094260583
ZEB1,allograft_1L,1,2,1.0,0.02829853235838578,0.35834947094260583
ASCL1,human_RU1181,6,44,0.40300230946882215,0.21336193690402086,0.22594277197595336
BACH1,human_RU1181,5,30,0.45016077170418006,0.2756371066654131,0.22594277197595336
BACH2,human_RU1181,3,8,0.2161852361302155,0.262633283143647,0.22594277197595336
CREB1,human_RU1181,1,2,1.0,0.0263509375760188,0.22594277197595336
CUX2,human_RU1181,7,68,0.4306344696969697,0.2374906823515942,0.22594277197595336
EGR1,human_RU1181,7,68,0.43986742424242425,0.2286182535566179,0.22594277197595336
EHF,human_RU1181,2,4,0.7303988995873453,0.16441469239541823,0.22594277197595336
EPCAM,human_RU1181,6,41,0.2836862927623924,0.443823207959933,0.22594277197595336
ESR1,human_RU1181,1,2,1.0,0.040275473982553676,0.22594277197595336
ETS1,human_RU1181,4,16,0.4211370930765704,0.2783915978039624,0.22594277197595336
FOS,human_RU1181,8,94,0.4025847354303828,0.24164574362132307,0.22594277197595336
FOXO3,human_RU1181,4,16,0.4390187987161852,0.21975815375459243,0.22594277197595336
GRHL2,human_RU1181,4,15,0.2319871500688389,0.3395036937022179,0.22594277197595336
HES1,human_RU1181,5,32,0.254699679046309,0.2900068837649063,0.22594277197595336
HSF2,human_RU1181,6,44,0.5192754296330702,0.2299632677763459,0.22594277197595336
ICAM1,human_RU1181,6,50,0.22209329310744952,0.33446712389333705,0.22594277197595336
JUN,human_RU1181,6,37,0.5581395348837209,0.2146729168697941,0.22594277197595336
JUNB,human_RU1181,3,8,0.2746446584135718,0.18738910038299855,0.22594277197595336
JUND,human_RU1181,1,2,1.0,0.03787807931227337,0.22594277197595336
KMT2A,human_RU1181,7,55,0.10064087348682649,0.41497363065898,0.22594277197595336
LMX1B,human_RU1181,4,16,0.494268684089867,0.2031149719254884,0.22594277197595336
MEIS2,human_RU1181,4,16,0.040806969280146724,0.4292900985671821,0.22594277197595336
NCAM1,human_RU1181,7,69,0.4565011820330969,0.2692016908944062,0.22594277197595336
NFATC2,human_RU1181,3,8,0.8085740486015589,0.08766541643464364,0.22594277197595336
NFIA,human_RU1181,7,63,0.4530399810740478,0.2824427840623636,0.22594277197595336
NFIB,human_RU1181,8,73,0.49738480697384807,0.21936329781546315,0.22594277197595336
NFIX,human_RU1181,5,27,0.10359944623904015,0.3702301407934081,0.22594277197595336
NFKB1,human_RU1181,4,16,0.2909215955983494,0.24982560331255857,0.22594277197595336
NFYC,human_RU1181,1,2,1.0,0.01306310798927298,0.22594277197595336
NR6A1,human_RU1181,1,2,1.0,0.011192234812782175,0.22594277197595336
PBX1,human_RU1181,4,16,0.5596056854653828,0.19652312839468292,0.22594277197595336
PKNOX2,human_RU1181,5,26,0.28103368712505766,0.3096167855802563,0.22594277197595336
PROX1,human_RU1181,2,4,0.3133883539660706,0.25097893889271417,0.22594277197595336
RBPJ,human_RU1181,1,2,1.0,0.007676991218655207,0.22594277197595336
REST,human_RU1181,3,8,0.14832645575424117,0.35458113645752826,0.22594277197595336
RORA_RORB,human_RU1181,5,31,0.599678825418674,0.14804429079772372,0.22594277197595336
RUNX1,human_RU1181,7,57,0.5352716873212583,0.2232452917124197,0.22594277197595336
SIX1,human_RU1181,5,32,0.3436497019715727,0.31619268671750955,0.22594277197595336
SIX4,human_RU1181,8,86,0.2740169238427078,0.27514231152071245,0.22594277197595336
SMAD3,human_RU1181,5,32,0.27831270059605684,0.25448289838559746,0.22594277197595336
SOX11,human_RU1181,4,16,0.3149931224209078,0.25406345387559753,0.22594277197595336
SOX9,human_RU1181,1,2,1.0,0.028621765693588007,0.22594277197595336
STAT1,human_RU1181,1,2,1.0,0.03572834048511588,0.22594277197595336
STAT2,human_RU1181,5,30,0.39696760854583046,0.24028369852514359,0.22594277197595336
TBX15,human_RU1181,6,42,0.14528126452812645,0.3245310356700029,0.22594277197595336
TCF4,human_RU1181,1,2,1.0,0.01291200489881812,0.22594277197595336
TCF7L1,human_RU1181,6,51,0.3411518810961449,0.2592399209261212,0.22594277197595336
TCF7L2,human_RU1181,5,28,0.29170506912442395,0.4009564599716615,0.22594277197595336
TEAD1,human_RU1181,6,43,0.6231749710312862,0.1654967957929686,0.22594277197595336
TFDP1,human_RU1181,1,2,1.0,0.02080942110647906,0.22594277197595336
THRB,human_RU1181,1,2,0.0,0.293208174744519,0.22594277197595336
ZBTB20,human_RU1181,7,59,0.34318128102103523,0.31495682707136485,0.22594277197595336
ZEB1,human_RU1181,1,2,1.0,0.03090129617269718,0.22594277197595336
ASCL1,human_PleuralEffusion,6,17,0.39878542510121456,0.21346005543620072,
BACH1,human_PleuralEffusion,5,12,0.23564356435643563,0.4052484202786481,
BACH2,human_PleuralEffusion,3,6,0.5648994515539305,0.19281015483747183,
CREB1,human_PleuralEffusion,1,2,1.0,0.014969121694658763,
CUX2,human_PleuralEffusion,7,19,0.07424593967517401,0.6419414566078571,
EGR1,human_PleuralEffusion,7,19,0.37819025522041766,0.2604763424550679,
EHF,human_PleuralEffusion,2,4,0.44543828264758495,0.22799333105558056,
EPCAM,human_PleuralEffusion,6,21,0.3516483516483517,0.2709897056042866,
ESR1,human_PleuralEffusion,1,2,1.0,0.03973238758541349,
ETS1,human_PleuralEffusion,4,11,0.020146520146520148,0.3262683671808277,
FOS,human_PleuralEffusion,8,18,0.2624113475177305,0.3307285204923433,
FOXO3,human_PleuralEffusion,4,13,0.13736263736263737,0.37530559358503685,
GRHL2,human_PleuralEffusion,4,10,0.3871559633027523,0.20311311396110107,
HES1,human_PleuralEffusion,5,12,0.65,0.1770937508167154,
HSF2,human_PleuralEffusion,6,15,0.18580375782881003,0.2221400989785811,
ICAM1,human_PleuralEffusion,6,22,0.41797752808988764,0.28388069517186754,
JUN,human_PleuralEffusion,6,17,0.42462845010615713,0.19183083030417772,
JUNB,human_PleuralEffusion,3,8,0.22540250447227192,0.31982173549225607,
JUND,human_PleuralEffusion,1,2,1.0,0.06083001405246273,
KMT2A,human_PleuralEffusion,7,21,0.3672055427251732,0.323927296963124,
LMX1B,human_PleuralEffusion,4,11,0.25464684014869887,0.4253767985877184,
MEIS2,human_PleuralEffusion,4,9,0.20566037735849058,0.5075845442188046,
NCAM1,human_PleuralEffusion,7,19,0.5717439293598234,0.1812445934099482,
NFATC2,human_PleuralEffusion,3,8,0.7245080500894454,0.15793463960860135,
NFIA,human_PleuralEffusion,7,19,0.3447488584474886,0.2466879800619977,
NFIB,human_PleuralEffusion,8,13,0.5335120643431636,0.1493370053348516,
NFIX,human_PleuralEffusion,5,22,0.16698656429942418,0.4613031397311002,
NFKB1,human_PleuralEffusion,4,11,0.10564663023679417,0.25291910293041164,
NFYC,human_PleuralEffusion,1,2,1.0,0.011668450221710445,
NR6A1,human_PleuralEffusion,1,2,1.0,0.005425048323703838,
PBX1,human_PleuralEffusion,4,11,0.639344262295082,0.14619945632585835,
PKNOX2,human_PleuralEffusion,5,17,0.45083487940630795,0.27574849921465844,
PROX1,human_PleuralEffusion,2,4,0.22003577817531306,0.4072254484600139,
RBPJ,human_PleuralEffusion,1,2,1.0,0.0030820798967237176,
REST,human_PleuralEffusion,3,7,0.5945454545454546,0.14429089455042785,
RORA_RORB,human_PleuralEffusion,5,16,0.37782340862423,0.2818916856107323,
RUNX1,human_PleuralEffusion,7,15,0.2632794457274827,0.3138990942035509,
SIX1,human_PleuralEffusion,5,18,0.32038834951456313,0.2543940839710241,
SIX4,human_PleuralEffusion,8,14,0.1984732824427481,0.437050872137129,
SMAD3,human_PleuralEffusion,5,15,0.3591682419659735,0.24561163728840582,
SOX11,human_PleuralEffusion,4,10,0.0,0.6491874204583304,
SOX9,human_PleuralEffusion,1,2,1.0,0.027582427047775544,
STAT1,human_PleuralEffusion,1,2,1.0,0.031824367970251254,
STAT2,human_PleuralEffusion,5,12,0.4810606060606061,0.2230039367161187,
TBX15,human_PleuralEffusion,6,16,0.2868525896414343,0.2788152264720062,
TCF4,human_PleuralEffusion,1,2,1.0,0.017648362541747214,
TCF7L1,human_PleuralEffusion,6,14,0.20089285714285715,0.35091337180867216,
TCF7L2,human_PleuralEffusion,5,18,0.08984375,0.5598416188936572,
TEAD1,human_PleuralEffusion,6,19,0.6957403651115619,0.14776627470035875,
TFDP1,human_PleuralEffusion,1,2,1.0,0.02283879378706439,
THRB,human_PleuralEffusion,1,2,0.0,0.6359930809400525,
ZBTB20,human_PleuralEffusion,7,18,0.28322440087145967,0.2406087782019509,
ZEB1,human_PleuralEffusion,1,2,1.0,0.03241560936972301,
ASCL1,human_RU1293,6,40,0.29052969502407705,0.369726393813757,0.1544156268089052
BACH1,human_RU1293,5,32,0.5277924827951297,0.1657238763012452,0.1544156268089052
BACH2,human_RU1293,3,8,0.20875242632786306,0.2940142431605178,0.1544156268089052
CREB1,human_RU1293,1,2,1.0,0.02085664036222718,0.1544156268089052
CUX2,human_RU1293,7,64,0.4126495106922798,0.18997844302093994,0.1544156268089052
EGR1,human_RU1293,7,64,0.46284885828198624,0.2256072467968662,0.1544156268089052
EHF,human_RU1293,2,4,0.28551261690488794,0.34929905180752263,0.1544156268089052
EPCAM,human_RU1293,6,39,0.49589871611982883,0.2248475536343552,0.1544156268089052
ESR1,human_RU1293,1,2,1.0,0.054554441396166595,0.1544156268089052
ETS1,human_RU1293,4,16,0.5475560261161109,0.20249117463669694,0.1544156268089052
FOS,human_RU1293,8,99,0.2774024024024024,0.28983093949683186,0.1544156268089052
FOXO3,human_RU1293,4,15,0.4080947331212443,0.24685153095738627,0.1544156268089052
GRHL2,human_RU1293,4,16,0.18457737780130581,0.33666157862094725,0.1544156268089052
HES1,human_RU1293,5,29,0.3798161894662425,0.292122068419454,0.1544156268089052
HSF2,human_RU1293,6,48,0.3140774973338073,0.3640869950780979,0.1544156268089052
ICAM1,human_RU1293,6,42,0.23385220969762033,0.2963765136926118,0.1544156268089052
JUN,human_RU1293,6,48,0.3688436830835118,0.2680594309615673,0.1544156268089052
JUNB,human_RU1293,3,8,0.45650255867301925,0.15890135713845546,0.1544156268089052
JUND,human_RU1293,1,2,1.0,0.03609533440694113,0.1544156268089052
KMT2A,human_RU1293,7,65,0.2709011943539631,0.3288502876742237,0.1544156268089052
LMX1B,human_RU1293,4,16,0.15493206281983413,0.35402342400588355,0.1544156268089052
MEIS2,human_RU1293,4,16,0.1679901182283395,0.40286140368221984,0.1544156268089052
NCAM1,human_RU1293,7,57,0.2620253164556962,0.29932451851454905,0.1544156268089052
NFATC2,human_RU1293,3,8,0.1521086994882654,0.36421597764605157,0.1544156268089052
NFIA,human_RU1293,7,62,0.2916818679314119,0.2640457916975186,0.1544156268089052
NFIB,human_RU1293,8,99,0.2617889221556886,0.3211183140029135,0.1544156268089052
NFIX,human_RU1293,5,30,0.6396603573323899,0.16705199540800214,0.1544156268089052
NFKB1,human_RU1293,4,16,0.7818951826363155,0.14891578675232234,0.1544156268089052
NFYC,human_RU1293,1,2,1.0,0.011823716819847277,0.1544156268089052
NR6A1,human_RU1293,1,2,1.0,0.012241886049687095,0.1544156268089052
PBX1,human_RU1293,4,16,0.09811187577201341,0.33526254858768284,0.1544156268089052
PKNOX2,human_RU1293,5,28,0.3566124469589816,0.32738787353998844,0.1544156268089052
PROX1,human_RU1293,2,4,0.1536968413622728,0.3735489204407274,0.1544156268089052
RBPJ,human_RU1293,1,2,1.0,0.015469117924978522,0.1544156268089052
REST,human_RU1293,3,8,0.5179107111346392,0.28234853767464846,0.1544156268089052
RORA_RORB,human_RU1293,5,32,0.20945826716075525,0.3421525151256541,0.1544156268089052
RUNX1,human_RU1293,7,59,0.16847041847041846,0.34519497699113133,0.1544156268089052
SIX1,human_RU1293,5,31,0.3441031073446328,0.29568440047978,0.1544156268089052
SIX4,human_RU1293,8,112,0.37791892396786847,0.2409438921775419,0.1544156268089052
SMAD3,human_RU1293,5,27,0.25961368066631224,0.2732228728227137,0.1544156268089052
SOX11,human_RU1293,4,16,0.035115581436386094,0.4259799576227111,0.1544156268089052
SOX9,human_RU1293,1,2,1.0,0.032230664157770504,0.1544156268089052
STAT1,human_RU1293,1,2,1.0,0.03775727356300616,0.1544156268089052
STAT2,human_RU1293,5,27,0.46225914795828177,0.1999104172249733,0.1544156268089052
TBX15,human_RU1293,6,44,0.2479471617279543,0.25056467828461176,0.1544156268089052
TCF4,human_RU1293,1,2,1.0,0.011724768843268615,0.1544156268089052
TCF7L1,human_RU1293,6,48,0.35004444444444444,0.25778984072137134,0.1544156268089052
TCF7L2,human_RU1293,5,27,0.300088573959256,0.3544568431615076,0.1544156268089052
TEAD1,human_RU1293,6,51,0.35184196476241325,0.21389353349614712,0.1544156268089052
TFDP1,human_RU1293,1,2,1.0,0.014318593742235111,0.1544156268089052
THRB,human_RU1293,1,2,0.4051526380801129,0.244966120659968,0.1544156268089052
ZBTB20,human_RU1293,7,65,0.44691625972146864,0.2606781912304746,0.1544156268089052
ZEB1,human_RU1293,1,2,1.0,0.03233504006651531,0.1544156268089052
ASCL1,human_RU1145,6,34,0.3988629563135847,0.2548842754289585,0.09792622507653337
BACH1,human_RU1145,5,24,0.538961038961039,0.20909081655682582,0.09792622507653337
BACH2,human_RU1145,3,8,0.6753360607831678,0.11985469911425681,0.09792622507653337
CREB1,human_RU1145,1,2,1.0,0.01219358888085291,0.09792622507653337
CUX2,human_RU1145,7,38,0.2716957988347133,0.2592205476371002,0.09792622507653337
EGR1,human_RU1145,7,38,0.23704385157927016,0.29580036804337223,0.09792622507653337
EHF,human_RU1145,2,4,0.0,0.39636520406699327,0.09792622507653337
EPCAM,human_RU1145,6,28,0.18385650224215247,0.42381683328990494,0.09792622507653337
ESR1,human_RU1145,1,2,1.0,0.06549049878202307,0.09792622507653337
ETS1,human_RU1145,4,16,0.0663354763296318,0.3039332571743313,0.09792622507653337
FOS,human_RU1145,8,63,0.17559153175591533,0.3095443066934374,0.09792622507653337
FOXO3,human_RU1145,4,16,0.30362361192285214,0.27716404561915586,0.09792622507653337
GRHL2,human_RU1145,4,15,0.029876977152899824,0.6962066660248593,0.09792622507653337
HES1,human_RU1145,5,24,0.05179517363154797,0.41311885917883057,0.09792622507653337
HSF2,human_RU1145,6,32,0.4222952779438135,0.20793662321789735,0.09792622507653337
ICAM1,human_RU1145,6,34,0.45479122859717636,0.22148576328209155,0.09792622507653337
JUN,human_RU1145,6,38,0.06301775147928994,0.561658921209288,0.09792622507653337
JUNB,human_RU1145,3,8,0.37463471654003505,0.21200284310544243,0.09792622507653337
JUND,human_RU1145,1,2,1.0,0.04044833228247558,0.09792622507653337
KMT2A,human_RU1145,7,50,0.05089820359281437,0.5375346096446488,0.09792622507653337
LMX1B,human_RU1145,4,14,0.17498532002348796,0.23729493131424384,0.09792622507653337
MEIS2,human_RU1145,4,15,0.1553540081919251,0.43143400902993645,0.09792622507653337
NCAM1,human_RU1145,7,45,0.29027355623100304,0.2722868069821066,0.09792622507653337
NFATC2,human_RU1145,3,8,0.7866744593804793,0.15210783026958224,0.09792622507653337
NFIA,human_RU1145,7,36,0.10330073349633252,0.3768278666206639,0.09792622507653337
NFIB,human_RU1145,8,39,0.2076417162543063,0.4799665987415282,0.09792622507653337
NFIX,human_RU1145,5,26,0.24713488098736408,0.45383812684375185,0.09792622507653337
NFKB1,human_RU1145,4,14,0.5966608084358523,0.2544639074916025,0.09792622507653337
NFYC,human_RU1145,1,2,1.0,0.01884361877739518,0.09792622507653337
NR6A1,human_RU1145,1,2,1.0,0.00957023516063087,0.09792622507653337
PBX1,human_RU1145,4,14,0.02753368482718219,0.3492988112828561,0.09792622507653337
PKNOX2,human_RU1145,5,25,0.32599118942731276,0.2574652700935135,0.09792622507653337
PROX1,human_RU1145,2,4,0.2375803623611923,0.3385012983574493,0.09792622507653337
RBPJ,human_RU1145,1,2,1.0,0.0013397215696168139,0.09792622507653337
REST,human_RU1145,3,8,0.47048509643483344,0.21961274725283444,0.09792622507653337
RORA_RORB,human_RU1145,5,30,0.5926034634575873,0.17449993441712733,0.09792622507653337
RUNX1,human_RU1145,7,31,0.4604707302353651,0.24960108853908902,0.09792622507653337
SIX1,human_RU1145,5,24,0.38235294117647056,0.27727251237967415,0.09792622507653337
SIX4,human_RU1145,8,56,0.3869123252858958,0.3117781587947426,0.09792622507653337
SMAD3,human_RU1145,5,25,0.09451130026416202,0.4082862678663354,0.09792622507653337
SOX11,human_RU1145,4,14,0.3899149809440047,0.1937520028562458,0.09792622507653337
SOX9,human_RU1145,1,2,1.0,0.02964127968196379,0.09792622507653337
STAT1,human_RU1145,1,2,1.0,0.03007055674632265,0.09792622507653337
STAT2,human_RU1145,5,22,0.2764251781472684,0.24470597885460962,0.09792622507653337
TBX15,human_RU1145,6,37,0.36431784107946025,0.2689531352599374,0.09792622507653337
TCF4,human_RU1145,1,2,1.0,0.029476975405005164,0.09792622507653337
TCF7L1,human_RU1145,6,32,0.15293067539422792,0.3836530510507013,0.09792622507653337
TCF7L2,human_RU1145,5,26,0.15173836181496758,0.501979538506974,0.09792622507653337
TEAD1,human_RU1145,6,31,0.7437668969660559,0.11918093523620361,0.09792622507653337
TFDP1,human_RU1145,1,2,1.0,0.022206706740321262,0.09792622507653337
THRB,human_RU1145,1,2,0.0,0.5387206858899422,0.09792622507653337
ZBTB20,human_RU1145,7,44,0.4576783555018138,0.2260337795089988,0.09792622507653337
ZEB1,human_RU1145,1,2,1.0,0.046340078233934,0.09792622507653337
ASCL1,human_RU426,6,26,0.21715184893784423,0.3852398737159665,
BACH1,human_RU426,5,26,0.6022222222222222,0.19304292338980458,
BACH2,human_RU426,3,8,0.7234352256186317,0.11755442491627505,
CREB1,human_RU426,1,2,1.0,0.029272661113643995,
CUX2,human_RU426,7,38,0.22701383238405207,0.4762626069376264,
EGR1,human_RU426,7,38,0.5557363710333605,0.2519670236068061,
EHF,human_RU426,2,4,0.2540029112081514,0.22592679754470202,
EPCAM,human_RU426,6,30,0.21879815100154082,0.3855327598254036,
ESR1,human_RU426,1,2,1.0,0.04817500108078361,
ETS1,human_RU426,4,14,0.424597364568082,0.30236535422623595,
FOS,human_RU426,8,31,0.5047801147227533,0.2204312637388263,
FOXO3,human_RU426,4,15,0.16923076923076924,0.4104222329946441,
GRHL2,human_RU426,4,15,0.36795903438185806,0.24194047541276212,
HES1,human_RU426,5,22,0.3078635014836795,0.2937931418012504,
HSF2,human_RU426,6,29,0.16834755624515127,0.3020433524791645,
ICAM1,human_RU426,6,27,0.3699921445404556,0.30198651233364976,
JUN,human_RU426,6,25,0.28289992119779356,0.2548339270987381,
JUNB,human_RU426,3,8,0.38573508005822416,0.2257701458643743,
JUND,human_RU426,1,2,1.0,0.02587545691083062,
KMT2A,human_RU426,7,28,0.1900756938603869,0.3629961049857592,
LMX1B,human_RU426,4,16,0.22561863173216884,0.3807996655736756,
MEIS2,human_RU426,4,15,0.3606437454279444,0.2740847721040976,
NCAM1,human_RU426,7,35,0.4524590163934426,0.3036568839027128,
NFATC2,human_RU426,3,8,0.21470160116448325,0.341747045036112,
NFIA,human_RU426,7,28,0.4414715719063545,0.26774775831478426,
NFIB,human_RU426,8,40,0.4485363550519358,0.22563899231653567,
NFIX,human_RU426,5,25,0.39463886820551003,0.32168308401895707,
NFKB1,human_RU426,4,16,0.363901018922853,0.19764726358077192,
NFYC,human_RU426,1,2,1.0,0.014783550158518595,
NR6A1,human_RU426,1,2,1.0,0.01181430835571299,
PBX1,human_RU426,4,16,0.4410480349344978,0.18007764770352572,
PKNOX2,human_RU426,5,27,0.14784546805349183,0.4951682540275047,
PROX1,human_RU426,2,4,0.6666666666666666,0.16367756090868849,
RBPJ,human_RU426,1,2,1.0,0.005057225983979396,
REST,human_RU426,3,8,0.06186317321688501,0.2955432895237692,
RORA_RORB,human_RU426,5,19,0.20947446336047373,0.48611795725036255,
RUNX1,human_RU426,7,40,0.1411192214111922,0.3422996531793831,
SIX1,human_RU426,5,22,0.4039334341906203,0.28982919086092457,
SIX4,human_RU426,8,36,0.41802492809204217,0.23755694325874316,
SMAD3,human_RU426,5,23,0.30460624071322434,0.3259406820487236,
SOX11,human_RU426,4,14,0.24099926524614254,0.3146351583707176,
SOX9,human_RU426,1,2,1.0,0.023336097645211742,
STAT1,human_RU426,1,2,1.0,0.036540824696230205,
STAT2,human_RU426,5,26,0.40311804008908686,0.2087282592172806,
TBX15,human_RU426,6,26,0.3328125,0.23980472215489437,
TCF4,human_RU426,1,2,1.0,0.022531113640654393,
TCF7L1,human_RU426,6,27,0.6085271317829457,0.1552964898636551,
TCF7L2,human_RU426,5,22,0.19557195571955718,0.3423433160982525,
TEAD1,human_RU426,6,31,0.47751937984496123,0.16748540491058375,
TFDP1,human_RU426,1,2,1.0,0.01527425831631487,
THRB,human_RU426,1,2,0.4708879184861718,0.16058463129080858,
ZBTB20,human_RU426,7,32,0.48456260720411665,0.2672538774991799,
ZEB1,human_RU426,1,2,1.0,0.029131940811608924,
ASCL1,human_RU1080,6,44,0.4063814866760168,0.32808008449999504,0.25722280260801655
BACH1,human_RU1080,5,27,0.6171310629514963,0.17142388304498912,0.25722280260801655
BACH2,human_RU1080,3,8,0.42778730703259005,0.1287638121919095,0.25722280260801655
CREB1,human_RU1080,1,2,1.0,0.028275705216923717,0.25722280260801655
CUX2,human_RU1080,7,52,0.22298518250813154,0.4999335645352648,0.25722280260801655
EGR1,human_RU1080,7,52,0.5182508131550415,0.23454250844561533,0.25722280260801655
EHF,human_RU1080,2,4,0.2785591766723842,0.17113048277087523,0.25722280260801655
EPCAM,human_RU1080,6,37,0.3702664796633941,0.27226077294803835,0.25722280260801655
ESR1,human_RU1080,1,2,1.0,0.05467811514130224,0.25722280260801655
ETS1,human_RU1080,4,16,0.18284734133790737,0.3719463013206847,0.25722280260801655
FOS,human_RU1080,8,70,0.20581737849779086,0.3255111947641061,0.25722280260801655
FOXO3,human_RU1080,4,16,0.3313893653516295,0.29941751928946697,0.25722280260801655
GRHL2,human_RU1080,4,15,0.623282967032967,0.16966028718008264,0.25722280260801655
HES1,human_RU1080,5,25,0.4775495997215454,0.20961979581479537,0.25722280260801655
HSF2,human_RU1080,6,40,0.6616515045486354,0.18016872972122,0.25722280260801655
ICAM1,human_RU1080,6,42,0.5845831880013952,0.1813041467237403,0.25722280260801655
JUN,human_RU1080,6,35,0.30782855118668084,0.3549961114861328,0.25722280260801655
JUNB,human_RU1080,3,8,0.1523156089193825,0.29189131341657715,0.25722280260801655
JUND,human_RU1080,1,2,1.0,0.030413685996866016,0.25722280260801655
KMT2A,human_RU1080,7,44,0.4424131627056673,0.31496966315368974,0.25722280260801655
LMX1B,human_RU1080,4,16,0.21818181818181817,0.36762387179667516,0.25722280260801655
MEIS2,human_RU1080,4,16,0.09331046312178387,0.3770684628052723,0.25722280260801655
NCAM1,human_RU1080,7,53,0.5476103611820503,0.19898507984852093,0.25722280260801655
NFATC2,human_RU1080,3,8,0.5300171526586621,0.30011181281123145,0.25722280260801655
NFIA,human_RU1080,7,43,0.49414348462664714,0.1919434177834922,0.25722280260801655
NFIB,human_RU1080,8,62,0.5407774390243902,0.19733087804192456,0.25722280260801655
NFIX,human_RU1080,5,25,0.24473593372454264,0.4695348225351746,0.25722280260801655
NFKB1,human_RU1080,4,16,0.7509433962264151,0.13433044804596264,0.25722280260801655
NFYC,human_RU1080,1,2,1.0,0.013447880092277776,0.25722280260801655
NR6A1,human_RU1080,1,2,1.0,0.012630338534735604,0.25722280260801655
PBX1,human_RU1080,4,16,0.486106346483705,0.16463367420865005,0.25722280260801655
PKNOX2,human_RU1080,5,24,0.46458333333333335,0.247873507694056,0.25722280260801655
PROX1,human_RU1080,2,4,0.7838765008576329,0.1070367140795225,0.25722280260801655
RBPJ,human_RU1080,1,2,1.0,0.006596321215135091,0.25722280260801655
REST,human_RU1080,3,8,0.5547169811320755,0.18393754872249599,0.25722280260801655
RORA_RORB,human_RU1080,5,25,0.3957609451007644,0.24466957717345925,0.25722280260801655
RUNX1,human_RU1080,7,54,0.5541951746489017,0.2241180578124082,0.25722280260801655
SIX1,human_RU1080,5,26,0.2566585956416465,0.3484030745160726,0.25722280260801655
