gene,sample,n_regulators,n_well_populated_leaves,transferability,mean_abs_residual,sample_mean_r2
ASCL1,human_RU1229,6,38,0.4467323187108326,0.3005249740219108,0.14870008689403738
BACH1,human_RU1229,5,27,0.5174027493419129,0.18657064860192893,0.14870008689403738
BACH2,human_RU1229,3,8,0.3086994471923189,0.2152142267369387,0.14870008689403738
CREB1,human_RU1229,1,2,1.0,0.02288598801931268,0.14870008689403738
CUX2,human_RU1229,7,60,0.2548596112311015,0.3698548462299034,0.14870008689403738
EGR1,human_RU1229,7,60,0.3356988583770441,0.34737952512385784,0.14870008689403738
EHF,human_RU1229,2,4,0.5178935117835322,0.23243000239414174,0.14870008689403738
EPCAM,human_RU1229,6,40,0.45844424726412303,0.28148923949657834,0.14870008689403738
ESR1,human_RU1229,1,2,1.0,0.044663669714405066,0.14870008689403738
ETS1,human_RU1229,4,16,0.3692173407041024,0.236080864618442,0.14870008689403738
FOS,human_RU1229,8,58,0.3212418300653595,0.21235639202416265,0.14870008689403738
FOXO3,human_RU1229,4,16,0.395112016293279,0.29095589295248275,0.14870008689403738
GRHL2,human_RU1229,4,14,0.7550247596854064,0.06372395535848613,0.14870008689403738
HES1,human_RU1229,5,29,0.49926879204445745,0.2110411324500575,0.14870008689403738
HSF2,human_RU1229,6,39,0.3603179275831616,0.2696911082555261,0.14870008689403738
ICAM1,human_RU1229,6,46,0.2865618510827648,0.27916712076308553,0.14870008689403738
JUN,human_RU1229,6,34,0.5690265486725664,0.21617333194657365,0.14870008689403738
JUNB,human_RU1229,3,8,0.13616526040151294,0.22308720272707772,0.14870008689403738
JUND,human_RU1229,1,2,1.0,0.038559462768677374,0.14870008689403738
KMT2A,human_RU1229,7,58,0.2980091883614089,0.3740408462426967,0.14870008689403738
LMX1B,human_RU1229,4,15,0.33702623906705537,0.2945685502573915,0.14870008689403738
MEIS2,human_RU1229,4,16,0.2577829502473087,0.3800456373172303,0.14870008689403738
NCAM1,human_RU1229,7,47,0.5863221884498481,0.266075446113429,0.14870008689403738
NFATC2,human_RU1229,3,8,0.32121035787023566,0.21425627573206826,0.14870008689403738
NFIA,human_RU1229,7,57,0.31517747858017137,0.2753274052699681,0.14870008689403738
NFIB,human_RU1229,8,84,0.20404234841193455,0.2971958809105953,0.14870008689403738
NFIX,human_RU1229,5,32,0.2540005819028222,0.35530682262013585,0.14870008689403738
NFKB1,human_RU1229,4,16,0.10096013965667734,0.3574168207292966,0.14870008689403738
NFYC,human_RU1229,1,2,1.0,0.014789660872980916,0.14870008689403738
NR6A1,human_RU1229,1,2,1.0,0.005491442323199985,0.14870008689403738
PBX1,human_RU1229,4,16,0.5178935117835322,0.17964304822856947,0.14870008689403738
PKNOX2,human_RU1229,5,29,0.2816613044749927,0.308951546332773,0.14870008689403738
PROX1,human_RU1229,2,4,0.19406459121326738,0.3083120117643496,0.14870008689403738
RBPJ,human_RU1229,1,2,1.0,0.0026188731330228773,0.14870008689403738
REST,human_RU1229,3,8,0.5888856560954321,0.2467786409476452,0.14870008689403738
RORA_RORB,human_RU1229,5,29,0.32847141190198365,0.4145428758324793,0.14870008689403738
RUNX1,human_RU1229,7,50,0.6298224127372933,0.18849496609951005,0.14870008689403738
SIX1,human_RU1229,5,31,0.22637106184364061,0.35914664586511774,0.14870008689403738
SIX4,human_RU1229,8,69,0.43735836840401426,0.2633740400378234,0.14870008689403738
SMAD3,human_RU1229,5,29,0.3704352906806895,0.2497360932205813,0.14870008689403738
SOX11,human_RU1229,4,16,0.29386092522548735,0.3516870429854031,0.14870008689403738
SOX9,human_RU1229,1,2,1.0,0.030044787565942244,0.14870008689403738
STAT1,human_RU1229,1,2,1.0,0.04102994157223981,0.14870008689403738
STAT2,human_RU1229,5,26,0.15562043795620437,0.2791489428693451,0.14870008689403738
TBX15,human_RU1229,6,47,0.5225519287833827,0.18326811199462414,0.14870008689403738
TCF4,human_RU1229,1,2,1.0,0.016279800364032718,0.14870008689403738
TCF7L1,human_RU1229,6,45,0.39887971698113206,0.22547881175252948,0.14870008689403738
TCF7L2,human_RU1229,5,28,0.17300936768149883,0.4224097249265639,0.14870008689403738
TEAD1,human_RU1229,6,41,0.6265095729013255,0.15464152786377458,0.14870008689403738
TFDP1,human_RU1229,1,2,1.0,0.022188234364055204,0.14870008689403738
THRB,human_RU1229,1,2,0.0,0.3213707364068762,0.14870008689403738
ZBTB20,human_RU1229,7,49,0.5437041564792175,0.23523006448865671,0.14870008689403738
ZEB1,human_RU1229,1,2,1.0,0.02585957231914487,0.14870008689403738
ASCL1,human_RU1066,6,34,0.1421587062805566,0.32973204575111187,0.12370163505379853
BACH1,human_RU1066,5,19,0.34053460270963015,0.2996108207149167,0.12370163505379853
BACH2,human_RU1066,3,8,0.8044895003620565,0.13700186835582168,0.12370163505379853
CREB1,human_RU1066,1,2,1.0,0.02221578026619386,0.12370163505379853
CUX2,human_RU1066,7,40,0.2724458204334365,0.3101571107351662,0.12370163505379853
EGR1,human_RU1066,7,40,0.3664860681114551,0.26347156064990346,0.12370163505379853
EHF,human_RU1066,2,4,0.34685010861694426,0.19412568145005984,0.12370163505379853
EPCAM,human_RU1066,6,38,0.14904744116548374,0.34639377636208263,0.12370163505379853
ESR1,human_RU1066,1,2,1.0,0.050139232327416974,0.12370163505379853
ETS1,human_RU1066,4,11,0.062021160160525356,0.3833867899660185,0.12370163505379853
FOS,human_RU1066,8,46,0.43870967741935485,0.20445804188412536,0.12370163505379853
FOXO3,human_RU1066,4,15,0.46734397677793904,0.25402616308857173,0.12370163505379853
GRHL2,human_RU1066,4,15,0.05758783049619703,0.2904149433878032,0.12370163505379853
HES1,human_RU1066,5,24,0.37545520757465406,0.23637419835011989,0.12370163505379853
HSF2,human_RU1066,6,32,0.6622740963855421,0.1389237758817667,0.12370163505379853
ICAM1,human_RU1066,6,42,0.33917256802087214,0.29895853460098387,0.12370163505379853
JUN,human_RU1066,6,26,0.481673454276194,0.23329939457700846,0.12370163505379853
JUNB,human_RU1066,3,8,0.18464880521361332,0.2525912221888042,0.12370163505379853
JUND,human_RU1066,1,2,1.0,0.03520586627724389,0.12370163505379853
KMT2A,human_RU1066,7,48,0.25849277625927375,0.36464597903647805,0.12370163505379853
LMX1B,human_RU1066,4,16,0.21288921071687184,0.34209083517725647,0.12370163505379853
MEIS2,human_RU1066,4,16,0.2614047791455467,0.3204580868025303,0.12370163505379853
NCAM1,human_RU1066,7,47,0.23499806426635694,0.39941121984338585,0.12370163505379853
NFATC2,human_RU1066,3,8,0.0,0.33493010542407725,0.12370163505379853
NFIA,human_RU1066,7,31,0.2339466766804356,0.3626879248192805,0.12370163505379853
NFIB,human_RU1066,8,50,0.29328621908127206,0.2739881755803262,0.12370163505379853
NFIX,human_RU1066,5,30,0.2085600290170475,0.44375890146971697,0.12370163505379853
NFKB1,human_RU1066,4,13,0.28457059679767105,0.4234742435081617,0.12370163505379853
NFYC,human_RU1066,1,2,1.0,0.014968637718528023,0.12370163505379853
NR6A1,human_RU1066,1,2,1.0,0.014765210341884846,0.12370163505379853
PBX1,human_RU1066,4,13,0.324235807860262,0.33708524902077575,0.12370163505379853
PKNOX2,human_RU1066,5,24,0.02376599634369287,0.5594018684617953,0.12370163505379853
PROX1,human_RU1066,2,4,0.0,0.2658296819072906,0.12370163505379853
RBPJ,human_RU1066,1,2,1.0,0.003225998204236631,0.12370163505379853
REST,human_RU1066,3,8,0.37943519188993485,0.18740886087548103,0.12370163505379853
RORA_RORB,human_RU1066,5,30,0.18053033054849255,0.4370108014877049,0.12370163505379853
RUNX1,human_RU1066,7,48,0.3168505135032332,0.2792023022552106,0.12370163505379853
SIX1,human_RU1066,5,21,0.08777084098420859,0.2655796643071831,0.12370163505379853
SIX4,human_RU1066,8,62,0.47165160230073955,0.19264737725063621,0.12370163505379853
SMAD3,human_RU1066,5,29,0.10480349344978165,0.4288440198377843,0.12370163505379853
SOX11,human_RU1066,4,16,0.5405503258508327,0.2691235123507666,0.12370163505379853
SOX9,human_RU1066,1,2,1.0,0.04414599497836233,0.12370163505379853
STAT1,human_RU1066,1,2,1.0,0.0419789377366845,0.12370163505379853
STAT2,human_RU1066,5,23,0.43279766252739227,0.18653287642038477,0.12370163505379853
TBX15,human_RU1066,6,43,0.32079646017699115,0.28075360613467726,0.12370163505379853
TCF4,human_RU1066,1,2,1.0,0.04812613371582013,0.12370163505379853
TCF7L1,human_RU1066,6,37,0.4977728285077951,0.254253120664231,0.12370163505379853
TCF7L2,human_RU1066,5,30,0.3370909090909091,0.3279339928146487,0.12370163505379853
TEAD1,human_RU1066,6,28,0.8364312267657993,0.11301976231129585,0.12370163505379853
TFDP1,human_RU1066,1,2,1.0,0.025639250589120966,0.12370163505379853
THRB,human_RU1066,1,2,0.0,0.29074081693491505,0.12370163505379853
ZBTB20,human_RU1066,7,56,0.23773297831875237,0.3721438572630502,0.12370163505379853
ZEB1,human_RU1066,1,2,1.0,0.03061385635770704,0.12370163505379853
ASCL1,human_RU1195,6,8,0.4703389830508475,0.1761232596716443,0.42671937697872075
BACH1,human_RU1195,5,4,0.9248826291079812,0.07127440095181979,0.42671937697872075
BACH2,human_RU1195,3,5,0.14566929133858267,0.34268249299852854,0.42671937697872075
CREB1,human_RU1195,1,2,1.0,0.0203014384365269,0.42671937697872075
CUX2,human_RU1195,7,6,0.6732673267326733,0.17292548685603765,0.42671937697872075
EGR1,human_RU1195,7,6,0.599009900990099,0.18773500279115743,0.42671937697872075
EHF,human_RU1195,2,4,0.7715355805243446,0.12096721202956719,0.42671937697872075
EPCAM,human_RU1195,6,6,0.2813852813852814,0.14867033621774062,0.42671937697872075
ESR1,human_RU1195,1,2,1.0,0.05891837220799004,0.42671937697872075
ETS1,human_RU1195,4,5,0.39285714285714285,0.2977297122098201,0.42671937697872075
FOS,human_RU1195,8,6,0.3106796116504854,0.2789935208166705,0.42671937697872075
FOXO3,human_RU1195,4,3,0.5806451612903226,0.2032782169679772,0.42671937697872075
GRHL2,human_RU1195,4,4,0.6489795918367347,0.2163946051761582,0.42671937697872075
HES1,human_RU1195,5,6,0.6909090909090909,0.13667475413171037,0.42671937697872075
HSF2,human_RU1195,6,5,0.6636363636363637,0.13303662072608247,0.42671937697872075
ICAM1,human_RU1195,6,4,0.4090909090909091,0.21406260421668696,0.42671937697872075
JUN,human_RU1195,6,6,0.13765182186234817,0.2845504832708105,0.42671937697872075
JUNB,human_RU1195,3,4,0.04247104247104247,0.45963963122759505,0.42671937697872075
JUND,human_RU1195,1,2,1.0,0.05090450873320855,0.42671937697872075
KMT2A,human_RU1195,7,5,0.0514018691588785,0.49614833940208647,0.42671937697872075
LMX1B,human_RU1195,4,5,0.6122448979591837,0.12545601025188927,0.42671937697872075
MEIS2,human_RU1195,4,4,0.0,0.6294568335054135,0.42671937697872075
NCAM1,human_RU1195,7,5,0.3305084745762712,0.29744348197617154,0.42671937697872075
NFATC2,human_RU1195,3,4,0.23809523809523808,0.1911896478161929,0.42671937697872075
NFIA,human_RU1195,7,5,0.7727272727272727,0.11420010605301434,0.42671937697872075
NFIB,human_RU1195,8,10,0.9476190476190476,0.05787161722987868,0.42671937697872075
NFIX,human_RU1195,5,4,0.05069124423963134,0.586589768347404,0.42671937697872075
NFKB1,human_RU1195,4,7,0.937007874015748,0.04126502015970358,0.42671937697872075
NFYC,human_RU1195,1,2,1.0,0.041942568471572184,0.42671937697872075
NR6A1,human_RU1195,1,2,1.0,0.02171329864663093,0.42671937697872075
PBX1,human_RU1195,4,7,0.2874015748031496,0.1681247419955891,0.42671937697872075
PKNOX2,human_RU1195,5,4,0.4212962962962963,0.43218647415802836,0.42671937697872075
PROX1,human_RU1195,2,4,0.7752808988764045,0.14173862947483873,0.42671937697872075
RBPJ,human_RU1195,1,2,1.0,0.0034535616849026545,0.42671937697872075
REST,human_RU1195,3,7,0.704119850187266,0.2125803243479148,0.42671937697872075
RORA_RORB,human_RU1195,5,5,0.7880184331797235,0.08970618795618533,0.42671937697872075
RUNX1,human_RU1195,7,4,1.0,0.04505631010686835,0.42671937697872075
SIX1,human_RU1195,5,5,0.3915094339622642,0.36475629301687873,0.42671937697872075
SIX4,human_RU1195,8,5,0.38333333333333336,0.18175555855587164,0.42671937697872075
SMAD3,human_RU1195,5,7,0.51931330472103,0.14632229936364755,0.42671937697872075
SOX11,human_RU1195,4,3,0.4583333333333333,0.38544178928568307,0.42671937697872075
SOX9,human_RU1195,1,2,1.0,0.0598862220246079,0.42671937697872075
STAT1,human_RU1195,1,2,1.0,0.05842094065527043,0.42671937697872075
STAT2,human_RU1195,5,6,0.6577777777777778,0.19213682476529367,0.42671937697872075
TBX15,human_RU1195,6,4,0.4492753623188406,0.16639771161101707,0.42671937697872075
TCF4,human_RU1195,1,2,1.0,0.03409744668265465,0.42671937697872075
TCF7L1,human_RU1195,6,7,0.6009174311926605,0.18349807774279414,0.42671937697872075
TCF7L2,human_RU1195,5,7,0.052845528455284556,0.515832219388681,0.42671937697872075
TEAD1,human_RU1195,6,6,0.8388429752066116,0.10793579590269343,0.42671937697872075
TFDP1,human_RU1195,1,2,1.0,0.04018606451153292,0.42671937697872075
THRB,human_RU1195,1,2,0.0,0.4023386479034025,0.42671937697872075
ZBTB20,human_RU1195,7,5,0.7092511013215859,0.2123251507784219,0.42671937697872075
ZEB1,human_RU1195,1,2,1.0,0.030790316768797482,0.42671937697872075
ASCL1,human_RU1311,6,3,1.0,0.03388826714951905,0.5379865508748085
BACH1,human_RU1311,5,2,1.0,0.010024514602782912,0.5379865508748085
BACH2,human_RU1311,3,2,0.0,0.33499292142913556,0.5379865508748085
CREB1,human_RU1311,1,2,1.0,0.03782019895474768,0.5379865508748085
CUX2,human_RU1311,7,2,0.0,0.617306001481703,0.5379865508748085
EGR1,human_RU1311,7,2,1.0,0.05376020673757688,0.5379865508748085
EHF,human_RU1311,2,3,0.9300699300699301,0.0930078909497611,0.5379865508748085
EPCAM,human_RU1311,6,3,0.5,0.1880342682810176,0.5379865508748085
ESR1,human_RU1311,1,2,1.0,0.034603849447566615,0.5379865508748085
ETS1,human_RU1311,4,5,0.1897810218978102,0.22094031652682417,0.5379865508748085
FOS,human_RU1311,8,4,0.0,0.362377690104978,0.5379865508748085
FOXO3,human_RU1311,4,2,0.43609022556390975,0.2801647028980884,0.5379865508748085
GRHL2,human_RU1311,4,3,1.0,0.09887739985348593,0.5379865508748085
HES1,human_RU1311,5,2,0.4596774193548387,0.18911450707926591,0.5379865508748085
HSF2,human_RU1311,6,2,1.0,0.022410778937791333,0.5379865508748085
ICAM1,human_RU1311,6,3,0.5555555555555556,0.14198610931222977,0.5379865508748085
JUN,human_RU1311,6,2,0.0,0.2974367543497075,0.5379865508748085
JUNB,human_RU1311,3,2,0.0,0.4614554284854184,0.5379865508748085
JUND,human_RU1311,1,2,1.0,0.0961606885377169,0.5379865508748085
KMT2A,human_RU1311,7,3,0.0,0.485785305572428,0.5379865508748085
LMX1B,human_RU1311,4,2,0.0,0.18985160457591463,0.5379865508748085
MEIS2,human_RU1311,4,4,0.20300751879699247,0.402183197723619,0.5379865508748085
NCAM1,human_RU1311,7,5,0.7401574803149606,0.07422323269941129,0.5379865508748085
NFATC2,human_RU1311,3,2,0.5899280575539568,0.07993539311751469,0.5379865508748085
NFIA,human_RU1311,7,4,0.676923076923077,0.12548440747830766,0.5379865508748085
NFIB,human_RU1311,8,4,0.8050847457627118,0.051848932487121,0.5379865508748085
NFIX,human_RU1311,5,2,0.4444444444444444,0.2626476755764449,0.5379865508748085
NFKB1,human_RU1311,4,2,1.0,0.02853170072873878,0.5379865508748085
NFYC,human_RU1311,1,2,1.0,0.07289922804378769,0.5379865508748085
NR6A1,human_RU1311,1,2,1.0,0.05802953723759121,0.5379865508748085
PBX1,human_RU1311,4,2,0.5572519083969466,0.14659568094939965,0.5379865508748085
PKNOX2,human_RU1311,5,4,0.0,0.29791694094862137,0.5379865508748085
PROX1,human_RU1311,2,2,1.0,0.01890246493010147,0.5379865508748085
RBPJ,human_RU1311,1,2,1.0,0.029778233161773405,0.5379865508748085
REST,human_RU1311,3,3,0.42028985507246375,0.2585859177529072,0.5379865508748085
RORA_RORB,human_RU1311,5,4,1.0,0.06908928956363519,0.5379865508748085
RUNX1,human_RU1311,7,3,0.9242424242424242,0.05466004943150607,0.5379865508748085
SIX1,human_RU1311,5,4,0.6640625,0.2502846644854285,0.5379865508748085
SIX4,human_RU1311,8,7,0.9130434782608695,0.0678610576891468,0.5379865508748085
SMAD3,human_RU1311,5,4,0.2932330827067669,0.31663845454032646,0.5379865508748085
SOX11,human_RU1311,4,4,0.4154929577464789,0.2687763004753844,0.5379865508748085
SOX9,human_RU1311,1,2,1.0,0.07734185412755458,0.5379865508748085
STAT1,human_RU1311,1,2,1.0,0.09712817471016169,0.5379865508748085
STAT2,human_RU1311,5,3,0.8617886178861789,0.15256210707195694,0.5379865508748085
TBX15,human_RU1311,6,7,0.544,0.2182110752708718,0.5379865508748085
TCF4,human_RU1311,1,2,1.0,0.08060115925890958,0.5379865508748085
TCF7L1,human_RU1311,6,5,0.44,0.18435649542338164,0.5379865508748085
TCF7L2,human_RU1311,5,3,0.0,0.612144732957899,0.5379865508748085
TEAD1,human_RU1311,6,2,1.0,0.026199483365923943,0.5379865508748085
TFDP1,human_RU1311,1,2,1.0,0.02935997541562781,0.5379865508748085
THRB,human_RU1311,1,2,0.5724137931034483,0.1170641850343908,0.5379865508748085
ZBTB20,human_RU1311,7,2,1.0,0.01539839335707213,0.5379865508748085
ZEB1,human_RU1311,1,2,1.0,0.09493296158997319,0.5379865508748085
ASCL1,human_RU1215,6,55,0.09264024704065878,0.5095323817311459,0.033169142510470394
BACH1,human_RU1215,5,28,0.5780849974398361,0.15487438011850163,0.033169142510470394
BACH2,human_RU1215,3,8,0.15931684934998724,0.4429223469101251,0.033169142510470394
CREB1,human_RU1215,1,2,1.0,0.025663818755570406,0.033169142510470394
CUX2,human_RU1215,7,62,0.40310077519379844,0.26080958854350805,0.033169142510470394
EGR1,human_RU1215,7,62,0.3662122427158514,0.2902575425197992,0.033169142510470394
EHF,human_RU1215,2,4,0.22023961254142238,0.2401015169594711,0.033169142510470394
EPCAM,human_RU1215,6,41,0.367320598864223,0.33773768441477264,0.033169142510470394
ESR1,human_RU1215,1,2,1.0,0.04906354128144921,0.033169142510470394
ETS1,human_RU1215,4,16,0.3214376752485343,0.32931053629610846,0.033169142510470394
FOS,human_RU1215,8,89,0.4537604456824513,0.19187905474439199,0.033169142510470394
FOXO3,human_RU1215,4,16,0.1825133826153454,0.41159709822075236,0.033169142510470394
GRHL2,human_RU1215,4,16,0.09609992352791231,0.43625883906113744,0.033169142510470394
HES1,human_RU1215,5,28,0.4048106448311157,0.29233756983549325,0.033169142510470394
HSF2,human_RU1215,6,42,0.19652579725175007,0.32534169447759465,0.033169142510470394
ICAM1,human_RU1215,6,46,0.28404061442332723,0.29666785879226687,0.033169142510470394
JUN,human_RU1215,6,50,0.3304865424430642,0.30852875258349083,0.033169142510470394
JUNB,human_RU1215,3,8,0.08870762171807291,0.2640941624329269,0.033169142510470394
JUND,human_RU1215,1,2,1.0,0.036333103203418954,0.033169142510470394
KMT2A,human_RU1215,7,69,0.09850905218317359,0.48876520567336573,0.033169142510470394
LMX1B,human_RU1215,4,16,0.575834820290594,0.2604413161527366,0.033169142510470394
MEIS2,human_RU1215,4,16,0.2426714249299006,0.3860801058529916,0.033169142510470394
NCAM1,human_RU1215,7,74,0.3084458564998676,0.31180043984131844,0.033169142510470394
NFATC2,human_RU1215,3,8,0.40045883252612796,0.2602419700246719,0.033169142510470394
NFIA,human_RU1215,7,57,0.3046007403490217,0.2688275960449655,0.033169142510470394
NFIB,human_RU1215,8,70,0.20087455588958733,0.31980579736183135,0.033169142510470394
NFIX,human_RU1215,5,30,0.4292657968789972,0.2325191468370383,0.033169142510470394
NFKB1,human_RU1215,4,16,0.5485597756818761,0.23936582737056442,0.033169142510470394
NFYC,human_RU1215,1,2,1.0,0.01703706621548378,0.033169142510470394
NR6A1,human_RU1215,1,2,1.0,0.014444713730381517,0.033169142510470394
PBX1,human_RU1215,4,16,0.24394595972470048,0.2497667555263897,0.033169142510470394
PKNOX2,human_RU1215,5,25,0.30406797116374873,0.3952068644226599,0.033169142510470394
PROX1,human_RU1215,2,4,0.0,0.2696762867520647,0.033169142510470394
RBPJ,human_RU1215,1,2,1.0,0.0028326595057665163,0.033169142510470394
REST,human_RU1215,3,8,0.11139434106551109,0.3298530049590529,0.033169142510470394
RORA_RORB,human_RU1215,5,28,0.22432294328053143,0.3413878079793328,0.033169142510470394
RUNX1,human_RU1215,7,65,0.17207962283918282,0.2802342389612277,0.033169142510470394
SIX1,human_RU1215,5,30,0.21386543873113328,0.3755509642492448,0.033169142510470394
SIX4,human_RU1215,8,84,0.26522807975962853,0.3246159873929624,0.033169142510470394
SMAD3,human_RU1215,5,30,0.5575153374233128,0.24105859927094545,0.033169142510470394
SOX11,human_RU1215,4,15,0.4868588925746364,0.25458002863903295,0.033169142510470394
SOX9,human_RU1215,1,2,1.0,0.026003655765482088,0.033169142510470394
STAT1,human_RU1215,1,2,1.0,0.047432830941338225,0.033169142510470394
STAT2,human_RU1215,5,26,0.5367420349434738,0.20237907000062097,0.033169142510470394
TBX15,human_RU1215,6,48,0.24303203959364417,0.33917040055755504,0.033169142510470394
TCF4,human_RU1215,1,2,1.0,0.013314306878916965,0.033169142510470394
TCF7L1,human_RU1215,6,40,0.2981043884705271,0.26940339835327637,0.033169142510470394
TCF7L2,human_RU1215,5,27,0.11770726714431934,0.44364242832088546,0.033169142510470394
TEAD1,human_RU1215,6,49,0.39352684305163116,0.27196823944550375,0.033169142510470394
TFDP1,human_RU1215,1,2,1.0,0.018089435659549423,0.033169142510470394
THRB,human_RU1215,1,2,0.0,0.5041020604381903,0.033169142510470394
ZBTB20,human_RU1215,7,55,0.5423594615993665,0.21078774490552052,0.033169142510470394
ZEB1,human_RU1215,1,2,1.0,0.030137646472439338,0.033169142510470394
ASCL1,human_RU779,6,7,0.1534090909090909,0.716285143576089,
BACH1,human_RU779,5,6,0.653179190751445,0.164891022034381,
BACH2,human_RU779,3,4,0.4079601990049751,0.2232734226935334,
CREB1,human_RU779,1,2,1.0,0.023639113182947948,
CUX2,human_RU779,7,6,0.1793103448275862,0.3651983801895972,
EGR1,human_RU779,7,6,0.3310344827586207,0.26552995583505196,
EHF,human_RU779,2,4,0.19907407407407407,0.3854410904209714,
EPCAM,human_RU779,6,5,0.4117647058823529,0.25793045851285895,
ESR1,human_RU779,1,2,1.0,0.05490857510380581,
ETS1,human_RU779,4,6,0.32642487046632124,0.3682416038143386,
FOS,human_RU779,8,6,0.43529411764705883,0.23870024072508209,
FOXO3,human_RU779,4,4,0.0,0.23681030742456288,
GRHL2,human_RU779,4,5,0.0,0.22372578319235023,
HES1,human_RU779,5,4,0.0,0.240179890226515,
HSF2,human_RU779,6,5,0.43902439024390244,0.17312988406944496,
ICAM1,human_RU779,6,4,0.4388888888888889,0.2360250394390332,
JUN,human_RU779,6,5,0.0759493670886076,0.4070891888624747,
JUNB,human_RU779,3,3,0.0,0.4520832724592715,
JUND,human_RU779,1,2,1.0,0.0547241121242536,
KMT2A,human_RU779,7,5,0.0,0.4957864542416474,
LMX1B,human_RU779,4,3,0.0,0.48728420822859486,
MEIS2,human_RU779,4,4,0.17647058823529413,0.6692114192401365,
NCAM1,human_RU779,7,6,0.44370860927152317,0.16658986316496088,
NFATC2,human_RU779,3,4,0.1076923076923077,0.3011713037484725,
NFIA,human_RU779,7,6,0.14012738853503184,0.3323809257948065,
NFIB,human_RU779,8,4,0.0,0.7201036197849062,
NFIX,human_RU779,5,4,0.0,0.6239849091472768,
NFKB1,human_RU779,4,6,0.0,0.5571010443205852,
NFYC,human_RU779,1,2,1.0,0.055745961514098843,
NR6A1,human_RU779,1,2,1.0,0.04657235202431303,
PBX1,human_RU779,4,6,0.08333333333333333,0.5974051020541818,
PKNOX2,human_RU779,5,2,0.35678391959798994,0.5059757439448996,
PROX1,human_RU779,2,3,0.9198113207547169,0.11031854427925744,
RBPJ,human_RU779,1,2,1.0,0.0248096184286676,
REST,human_RU779,3,5,0.6091370558375635,0.1717112803147084,
RORA_RORB,human_RU779,5,5,0.36,0.4500376611296949,
RUNX1,human_RU779,7,4,0.3224043715846995,0.22596534865073528,
SIX1,human_RU779,5,6,0.3197969543147208,0.2561372036873903,
SIX4,human_RU779,8,8,0.5696969696969697,0.3116425040689583,
SMAD3,human_RU779,5,6,1.0,0.06449137551355487,
SOX11,human_RU779,4,5,0.4623115577889447,0.38443763042673296,
SOX9,human_RU779,1,2,1.0,0.037496234347901364,
STAT1,human_RU779,1,2,1.0,0.03548118616973724,
STAT2,human_RU779,5,4,0.5502958579881657,0.14674847663690263,
TBX15,human_RU779,6,4,0.0,0.5729684279255775,
TCF4,human_RU779,1,2,1.0,0.02206673310379784,
TCF7L1,human_RU779,6,5,0.25,0.2203250638709916,
TCF7L2,human_RU779,5,5,0.17582417582417584,0.5504405566300204,
TEAD1,human_RU779,6,4,0.0,0.3079403004646884,
TFDP1,human_RU779,1,2,1.0,0.02517309124149988,
THRB,human_RU779,1,2,1.0,0.05670276471086617,
ZBTB20,human_RU779,7,5,0.9341317365269461,0.09843641117919044,
ZEB1,human_RU779,1,2,1.0,0.026302242565737415,
ASCL1,human_RU1108,6,49,0.14266230223677032,0.46216483647954015,0.07765384075023023
BACH1,human_RU1108,5,32,0.37391461649782926,0.31442674791512604,0.07765384075023023
BACH2,human_RU1108,3,8,0.5142004341534009,0.19568552240577436,0.07765384075023023
CREB1,human_RU1108,1,2,1.0,0.027178287262834805,0.07765384075023023
CUX2,human_RU1108,7,89,0.24502464853021727,0.3398141686618118,0.07765384075023023
EGR1,human_RU1108,7,89,0.489318970239182,0.2505885413231428,0.07765384075023023
EHF,human_RU1108,2,4,0.26790882778581765,0.2904989564703898,0.07765384075023023
EPCAM,human_RU1108,6,58,0.19324152926254756,0.39264111987951966,0.07765384075023023
ESR1,human_RU1108,1,2,1.0,0.041911875901562465,0.07765384075023023
ETS1,human_RU1108,4,16,0.35121201157742404,0.312710522828987,0.07765384075023023
FOS,human_RU1108,8,105,0.206697136461151,0.2964846011448385,0.07765384075023023
FOXO3,human_RU1108,4,16,0.2434876989869754,0.37702725022725386,0.07765384075023023
GRHL2,human_RU1108,4,16,0.3606186685962373,0.19497948588290823,0.07765384075023023
HES1,human_RU1108,5,29,0.40208333333333335,0.25912271503183293,0.07765384075023023
HSF2,human_RU1108,6,59,0.25380710659898476,0.3060466323678826,0.07765384075023023
ICAM1,human_RU1108,6,51,0.6065558884954145,0.1828792831510165,0.07765384075023023
JUN,human_RU1108,6,49,0.2861171761280932,0.2791504179909547,0.07765384075023023
JUNB,human_RU1108,3,8,0.31105282199710566,0.2881837058153556,0.07765384075023023
JUND,human_RU1108,1,2,1.0,0.032918287602058144,0.07765384075023023
KMT2A,human_RU1108,7,80,0.38588602367624114,0.3286408475815003,0.07765384075023023
LMX1B,human_RU1108,4,16,0.5709117221418234,0.19357444811682686,0.07765384075023023
MEIS2,human_RU1108,4,16,0.30752532561505064,0.26290073612652454,0.07765384075023023
NCAM1,human_RU1108,7,83,0.30896096756459596,0.31794886468631445,0.07765384075023023
NFATC2,human_RU1108,3,8,0.3835021707670043,0.232560549662766,0.07765384075023023
NFIA,human_RU1108,7,101,0.37123287671232874,0.25850861474769915,0.07765384075023023
NFIB,human_RU1108,8,127,0.5541448155304076,0.19228201792080135,0.07765384075023023
NFIX,human_RU1108,5,30,0.16212792906903103,0.3931037981097078,0.07765384075023023
NFKB1,human_RU1108,4,16,0.3253437047756874,0.21703170761509263,0.07765384075023023
