Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,Neuroendocrine1,Generalist NE,Intermediate,Neuroendocrine2,None,Start,Walk
0,0,0,0,0,27,0,0,0,3973,5500048749758430,46
0,0,0,0,0,25,0,0,0,3975,5500048749758430,47
40,0,0,0,25,9,0,0,0,3926,5500048749758430,48
0,0,0,0,0,7,0,0,0,3993,5500048749758430,49
0,0,0,0,0,19,0,0,0,3981,5500048749758430,50
31,0,0,0,0,20,0,0,0,3949,5500048749758430,51
0,0,0,0,0,32,0,0,0,3968,5500048749758430,52
5,0,0,0,0,20,0,0,0,3975,5500048749758430,53
0,0,0,0,0,36,0,0,0,3964,5500048749758430,54
0,0,0,0,0,16,0,0,0,3984,5500048749758430,55
0,0,0,0,0,4,0,0,0,3996,5500048749758430,56
0,126,0,0,0,36,0,0,0,3838,5500048749758430,57
117,465,162,122,0,9,0,0,0,3125,5500048749758430,58
271,0,0,0,167,14,0,0,0,3548,5500048749758430,59
0,0,0,0,0,16,0,0,0,3984,5500048749758430,60
11,0,0,0,0,8,0,0,0,3981,5500048749758430,61
0,0,0,0,0,30,0,0,0,3970,5500048749758430,62
0,0,0,0,0,19,0,0,0,3981,5500048749758430,63
7,0,0,0,5,41,0,0,0,3947,5500048749758430,64
0,0,0,0,0,12,0,0,0,3988,5500048749758430,65
0,221,0,0,0,32,0,0,0,3747,5500048749758430,66
0,0,0,0,0,13,0,0,0,3987,5500048749758430,67
0,0,0,0,66,11,0,0,0,3923,5500048749758430,68
0,0,0,0,0,14,0,0,0,3986,5500048749758430,69
0,0,0,0,0,15,0,0,0,3985,5500048749758430,70
0,0,0,0,0,21,0,0,0,3979,5500048749758430,71
134,0,0,0,0,12,0,0,0,3854,5500048749758430,72
13,0,0,0,0,16,0,0,0,3971,5500048749758430,73
0,0,0,0,0,29,0,0,0,3971,5500048749758430,74
0,0,0,0,0,19,0,0,0,3981,5500048749758430,75
0,0,0,0,0,24,0,0,0,3976,5500048749758430,76
0,0,0,0,0,10,0,0,0,3990,5500048749758430,77
2,0,0,0,0,21,0,0,0,3977,5500048749758430,78
0,0,0,0,0,37,0,0,0,3963,5500048749758430,79
13,0,0,0,6,21,0,0,0,3960,5500048749758430,80
0,0,0,0,0,19,0,0,0,3981,5500048749758430,81
0,0,0,0,0,12,0,0,0,3988,5500048749758430,82
0,0,0,0,0,20,0,0,0,3980,5500048749758430,83
48,0,0,0,0,10,0,0,0,3942,5500048749758430,84
0,0,0,0,0,12,0,0,0,3988,5500048749758430,85
0,0,0,0,0,36,0,0,0,3964,5500048749758430,86
0,0,0,0,0,28,0,0,0,3972,5500048749758430,87
0,0,0,0,0,37,0,0,0,3963,5500048749758430,88
0,158,0,5,0,12,0,0,0,3825,5500048749758430,89
0,0,0,0,0,18,0,0,0,3982,5500048749758430,90
0,0,0,0,1,33,0,0,0,3966,5500048749758430,91
20,0,0,0,36,34,0,0,0,3910,5500048749758430,92
0,0,0,0,0,28,0,0,0,3972,5500048749758430,93
0,0,0,0,0,15,0,0,0,3985,5500048749758430,94
43,0,0,0,0,8,0,0,0,3949,5500048749758430,95
0,0,0,0,0,17,0,0,0,3983,5500048749758430,96
0,84,0,0,0,38,0,0,0,3878,5500048749758430,97
0,0,0,0,0,42,0,0,0,3958,5500048749758430,98
0,0,0,0,0,15,0,0,0,3985,5500048749758430,99
0,0,0,0,0,8,0,0,0,3992,5500048749758430,100
