Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,Neuroendocrine1,Generalist NE,Intermediate,Neuroendocrine2,None,Start,Walk
0,0,0,0,0,0,0,25,0,3975,2308064086923296,40
0,0,0,156,0,0,0,11,0,3833,2308064086923296,41
0,0,0,0,0,0,0,21,0,3979,2308064086923296,42
0,0,55,323,0,0,0,50,0,3572,2308064086923296,43
0,421,0,477,0,0,0,26,0,3076,2308064086923296,44
299,0,104,0,0,0,0,7,0,3590,2308064086923296,45
0,92,0,0,0,0,0,57,0,3851,2308064086923296,46
472,2,14,0,0,0,0,22,0,3490,2308064086923296,47
0,0,0,0,0,0,0,20,0,3980,2308064086923296,48
0,27,0,78,0,0,0,21,0,3874,2308064086923296,49
0,25,0,0,0,0,0,42,0,3933,2308064086923296,50
0,27,0,0,0,0,0,29,0,3944,2308064086923296,51
0,0,81,725,0,0,0,29,0,3165,2308064086923296,52
307,130,0,60,0,0,0,24,0,3479,2308064086923296,53
91,0,0,164,0,0,0,27,0,3718,2308064086923296,54
0,247,0,49,0,0,0,27,0,3677,2308064086923296,55
0,902,0,0,0,0,0,27,0,3071,2308064086923296,56
103,0,415,0,0,0,0,39,0,3443,2308064086923296,57
0,204,0,0,0,0,0,37,0,3759,2308064086923296,58
0,92,0,0,0,0,0,19,0,3889,2308064086923296,59
0,0,0,0,0,0,0,23,0,3977,2308064086923296,60
0,0,231,6,0,0,0,17,0,3746,2308064086923296,61
0,1091,0,0,0,0,0,11,0,2898,2308064086923296,62
0,431,0,0,0,0,0,28,0,3541,2308064086923296,63
0,536,0,0,0,0,0,55,0,3409,2308064086923296,64
0,1527,0,0,0,0,0,34,0,2439,2308064086923296,65
221,0,0,66,0,0,0,26,0,3687,2308064086923296,66
24,127,284,0,0,0,0,24,0,3541,2308064086923296,67
0,155,0,0,0,0,0,39,0,3806,2308064086923296,68
0,764,0,0,0,0,0,27,0,3209,2308064086923296,69
0,0,0,0,0,0,0,13,0,3987,2308064086923296,70
268,436,293,0,0,0,0,38,0,2965,2308064086923296,71
0,730,0,0,0,0,0,34,0,3236,2308064086923296,72
228,62,0,150,0,0,0,26,0,3534,2308064086923296,73
0,0,0,0,0,0,0,16,0,3984,2308064086923296,74
0,1513,0,0,0,0,0,14,0,2473,2308064086923296,75
137,35,51,0,0,0,0,19,0,3758,2308064086923296,76
0,346,0,0,0,0,0,30,0,3624,2308064086923296,77
0,996,0,0,0,0,0,43,0,2961,2308064086923296,78
0,32,0,184,0,0,0,50,0,3734,2308064086923296,79
0,75,0,0,0,0,0,33,0,3892,2308064086923296,80
0,536,0,0,0,0,0,32,0,3432,2308064086923296,81
0,58,0,0,0,0,0,31,0,3911,2308064086923296,82
0,719,0,0,0,0,0,53,0,3228,2308064086923296,83
0,0,0,0,0,0,0,46,0,3954,2308064086923296,84
5,0,0,0,0,0,0,69,0,3926,2308064086923296,85
0,1127,0,0,0,0,0,20,0,2853,2308064086923296,86
123,19,147,0,0,0,0,32,0,3679,2308064086923296,87
0,583,0,0,0,0,0,40,0,3377,2308064086923296,88
271,0,538,1,0,0,0,43,0,3147,2308064086923296,89
0,36,21,846,0,0,0,53,0,3044,2308064086923296,90
0,616,19,0,0,0,0,15,0,3350,2308064086923296,91
121,0,97,0,0,0,0,16,0,3766,2308064086923296,92
0,52,0,0,0,0,0,40,0,3908,2308064086923296,93
0,204,0,0,0,0,0,12,0,3784,2308064086923296,94
0,493,0,0,0,0,0,18,0,3489,2308064086923296,95
0,2130,0,0,0,0,0,23,0,1847,2308064086923296,96
0,213,0,3,0,0,0,26,0,3758,2308064086923296,97
303,0,271,218,0,0,0,25,0,3183,2308064086923296,98
0,111,0,0,0,0,0,19,0,3870,2308064086923296,99
0,258,0,0,0,0,0,26,0,3716,2308064086923296,100
