Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,Neuroendocrine1,Generalist NE,Intermediate,Neuroendocrine2,None,Start,Walk
312,0,0,0,0,0,17,0,0,3671,7861313821741716,33
139,0,0,26,0,0,17,0,0,3818,7861313821741716,34
0,0,0,0,0,0,23,0,0,3977,7861313821741716,35
0,0,0,0,0,0,17,0,0,3983,7861313821741716,36
2,0,0,0,0,0,19,0,0,3979,7861313821741716,37
334,0,0,0,0,0,21,0,0,3645,7861313821741716,38
0,0,0,0,0,0,31,0,0,3969,7861313821741716,39
604,0,0,0,73,0,13,0,0,3310,7861313821741716,40
190,0,0,0,0,0,36,0,0,3774,7861313821741716,41
120,0,0,0,0,0,42,0,0,3838,7861313821741716,42
12,0,0,0,0,0,32,0,0,3956,7861313821741716,43
0,0,0,0,130,0,21,0,0,3849,7861313821741716,44
64,0,0,0,0,0,32,0,0,3904,7861313821741716,45
1,0,0,0,49,0,20,0,0,3930,7861313821741716,46
385,0,10,0,0,0,16,0,0,3589,7861313821741716,47
372,0,25,0,0,0,26,0,0,3577,7861313821741716,48
350,0,0,0,0,0,39,0,0,3611,7861313821741716,49
148,0,0,0,139,0,42,0,0,3671,7861313821741716,50
0,0,0,0,0,0,61,0,0,3939,7861313821741716,51
258,0,0,0,16,0,25,0,0,3701,7861313821741716,52
0,0,0,0,0,0,24,0,0,3976,7861313821741716,53
0,0,0,0,0,0,28,0,0,3972,7861313821741716,54
191,0,0,0,0,0,54,0,0,3755,7861313821741716,55
0,0,185,0,0,0,29,0,0,3786,7861313821741716,56
0,0,0,0,0,0,21,0,0,3979,7861313821741716,57
0,0,0,0,0,0,27,0,0,3973,7861313821741716,58
33,0,0,0,0,0,15,0,0,3952,7861313821741716,59
0,0,0,0,0,0,24,0,0,3976,7861313821741716,60
0,0,0,0,0,0,36,0,0,3964,7861313821741716,61
0,0,0,0,0,0,15,0,0,3985,7861313821741716,62
0,0,0,0,39,0,23,0,0,3938,7861313821741716,63
0,0,54,0,0,0,24,0,0,3922,7861313821741716,64
0,0,0,0,0,0,15,0,0,3985,7861313821741716,65
0,0,0,0,0,0,13,0,0,3987,7861313821741716,66
0,0,0,0,0,0,21,0,0,3979,7861313821741716,67
0,0,0,0,0,0,39,0,0,3961,7861313821741716,68
18,0,0,0,0,0,29,0,0,3953,7861313821741716,69
0,0,0,0,0,0,18,0,0,3982,7861313821741716,70
0,0,44,0,0,0,10,0,0,3946,7861313821741716,71
0,0,0,0,0,0,11,0,0,3989,7861313821741716,72
225,0,288,0,0,0,19,0,0,3468,7861313821741716,73
0,0,0,0,0,0,39,0,0,3961,7861313821741716,74
0,0,0,0,0,0,20,0,0,3980,7861313821741716,75
0,195,0,0,0,0,16,0,0,3789,7861313821741716,76
0,0,0,0,0,0,55,0,0,3945,7861313821741716,77
0,0,0,0,0,0,42,0,0,3958,7861313821741716,78
0,0,69,0,0,0,23,0,0,3908,7861313821741716,79
9,0,0,0,0,0,39,0,0,3952,7861313821741716,80
0,0,0,23,0,0,18,0,0,3959,7861313821741716,81
0,0,0,0,19,0,38,0,0,3943,7861313821741716,82
0,0,0,0,0,0,32,0,0,3968,7861313821741716,83
0,0,0,0,0,0,36,0,0,3964,7861313821741716,84
0,0,0,0,0,0,18,0,0,3982,7861313821741716,85
0,0,0,552,0,0,38,0,0,3410,7861313821741716,86
0,0,0,0,0,0,28,0,0,3972,7861313821741716,87
54,0,0,0,0,0,28,0,0,3918,7861313821741716,88
7,168,0,0,9,0,43,0,0,3773,7861313821741716,89
0,0,0,0,0,0,34,0,0,3966,7861313821741716,90
77,0,0,0,0,0,18,0,0,3905,7861313821741716,91
0,0,0,0,0,0,22,0,0,3978,7861313821741716,92
0,0,0,0,0,0,28,0,0,3972,7861313821741716,93
0,0,0,0,0,0,21,0,0,3979,7861313821741716,94
0,43,0,0,0,0,10,0,0,3947,7861313821741716,95
57,0,0,0,0,0,25,0,0,3918,7861313821741716,96
29,0,0,0,0,0,19,0,0,3952,7861313821741716,97
0,0,0,0,0,0,32,0,0,3968,7861313821741716,98
0,0,0,0,0,0,26,0,0,3974,7861313821741716,99
0,93,39,0,0,0,24,0,0,3844,7861313821741716,100
