Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,Neuroendocrine1,Generalist NE,Intermediate,Neuroendocrine2,None,Start,Walk
0,165,0,0,0,0,0,0,23,3812,17609338899731,34
0,0,0,0,0,0,0,0,20,3980,17609338899731,35
0,0,0,0,0,0,0,0,14,3986,17609338899731,36
0,1207,0,0,0,0,0,0,16,2777,17609338899731,37
412,0,153,0,0,0,0,0,15,3420,17609338899731,38
0,26,229,0,0,0,0,0,13,3732,17609338899731,39
0,440,0,0,0,0,0,0,31,3529,17609338899731,40
0,0,0,0,0,0,0,0,21,3979,17609338899731,41
0,885,0,0,0,0,0,0,8,3107,17609338899731,42
684,0,450,0,0,0,0,0,18,2848,17609338899731,43
0,936,0,0,0,0,0,0,17,3047,17609338899731,44
0,427,0,0,0,0,0,0,34,3539,17609338899731,45
0,0,0,0,0,0,0,0,10,3990,17609338899731,46
151,0,0,0,0,0,0,0,10,3839,17609338899731,47
0,626,0,0,0,0,0,0,16,3358,17609338899731,48
47,0,31,142,0,0,0,0,21,3759,17609338899731,49
0,423,406,36,0,0,0,0,17,3118,17609338899731,50
0,80,0,0,0,0,0,0,20,3900,17609338899731,51
0,808,0,0,0,0,0,0,13,3179,17609338899731,52
0,202,0,118,0,0,0,0,18,3662,17609338899731,53
0,652,0,0,0,0,0,0,22,3326,17609338899731,54
930,0,0,68,0,0,0,0,16,2986,17609338899731,55
0,36,0,0,0,0,0,0,21,3943,17609338899731,56
7,290,275,0,0,0,0,0,21,3407,17609338899731,57
0,343,0,0,0,0,0,0,25,3632,17609338899731,58
0,8,156,5,0,0,0,0,26,3805,17609338899731,59
0,191,3,0,0,0,0,0,16,3790,17609338899731,60
0,241,0,0,0,0,0,0,17,3742,17609338899731,61
0,1350,0,0,0,0,0,0,20,2630,17609338899731,62
40,0,0,0,0,0,0,0,22,3938,17609338899731,63
0,205,0,0,0,0,0,0,14,3781,17609338899731,64
0,296,0,0,0,0,0,0,8,3696,17609338899731,65
72,732,0,0,0,0,0,0,14,3182,17609338899731,66
0,193,0,0,0,0,0,0,10,3797,17609338899731,67
0,537,0,0,0,0,0,0,7,3456,17609338899731,68
0,40,0,0,0,0,0,0,21,3939,17609338899731,69
0,302,0,0,0,0,0,0,13,3685,17609338899731,70
12,761,0,0,0,0,0,0,34,3193,17609338899731,71
228,0,171,0,0,0,0,0,12,3589,17609338899731,72
0,326,0,0,0,0,0,0,12,3662,17609338899731,73
97,665,0,0,0,0,0,0,6,3232,17609338899731,74
0,8,0,0,0,0,0,0,16,3976,17609338899731,75
0,0,0,0,0,0,0,0,22,3978,17609338899731,76
34,373,0,92,0,0,0,0,9,3492,17609338899731,77
1,0,6,346,0,0,0,0,20,3627,17609338899731,78
0,0,0,0,0,0,0,0,33,3967,17609338899731,79
9,0,0,0,0,0,0,0,10,3981,17609338899731,80
0,191,0,0,0,0,0,0,8,3801,17609338899731,81
0,179,0,1,0,0,0,0,17,3803,17609338899731,82
0,0,292,0,0,0,0,0,19,3689,17609338899731,83
0,295,0,0,0,0,0,0,16,3689,17609338899731,84
19,0,0,0,0,0,0,0,24,3957,17609338899731,85
0,54,0,0,0,0,0,0,22,3924,17609338899731,86
0,280,0,0,0,0,0,0,20,3700,17609338899731,87
0,736,0,0,0,0,0,0,25,3239,17609338899731,88
53,0,0,0,0,0,0,0,23,3924,17609338899731,89
0,82,0,0,0,0,0,0,22,3896,17609338899731,90
34,0,0,0,0,0,0,0,11,3955,17609338899731,91
93,0,122,0,0,0,0,0,22,3763,17609338899731,92
0,47,0,0,0,0,0,0,13,3940,17609338899731,93
0,97,0,0,0,0,0,0,23,3880,17609338899731,94
108,40,6,0,0,0,0,0,33,3813,17609338899731,95
58,0,258,32,0,0,0,0,20,3632,17609338899731,96
0,109,0,0,0,0,0,0,10,3881,17609338899731,97
0,337,0,0,0,0,0,0,7,3656,17609338899731,98
0,325,0,0,0,0,0,0,13,3662,17609338899731,99
49,263,0,0,0,0,0,0,16,3672,17609338899731,100
