Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,Neuroendocrine1,Generalist NE,Intermediate,Neuroendocrine2,None,Start,Walk
0,150,0,0,0,0,29,0,0,3821,7861313821741716,49
0,0,0,0,0,0,18,0,0,3982,7861313821741716,50
0,5,20,0,0,0,9,0,0,3966,7861313821741716,51
0,0,0,0,0,0,12,0,0,3988,7861313821741716,52
0,263,0,0,0,0,46,0,0,3691,7861313821741716,53
0,0,0,0,0,0,30,0,0,3970,7861313821741716,54
0,0,61,0,0,0,43,0,0,3896,7861313821741716,55
0,0,0,0,0,0,37,0,0,3963,7861313821741716,56
0,0,2,0,0,0,16,0,0,3982,7861313821741716,57
46,0,79,0,0,0,16,0,0,3859,7861313821741716,58
0,0,0,0,0,0,18,0,0,3982,7861313821741716,59
0,360,0,0,0,0,27,0,0,3613,7861313821741716,60
0,0,0,0,0,0,12,0,0,3988,7861313821741716,61
0,0,0,0,0,0,20,0,0,3980,7861313821741716,62
0,0,0,0,0,0,15,0,0,3985,7861313821741716,63
188,553,0,0,0,0,28,0,0,3231,7861313821741716,64
0,0,0,0,0,0,32,0,0,3968,7861313821741716,65
0,0,0,0,0,0,13,0,0,3987,7861313821741716,66
0,0,0,0,0,0,30,0,0,3970,7861313821741716,67
0,0,0,0,0,0,17,0,0,3983,7861313821741716,68
0,0,0,0,0,0,15,0,0,3985,7861313821741716,69
0,0,0,0,0,0,25,0,0,3975,7861313821741716,70
0,0,0,0,0,0,13,0,0,3987,7861313821741716,71
0,0,0,0,0,0,19,0,0,3981,7861313821741716,72
0,0,0,0,0,0,25,0,0,3975,7861313821741716,73
0,0,0,52,0,0,24,0,0,3924,7861313821741716,74
0,0,0,0,0,0,16,0,0,3984,7861313821741716,75
0,0,0,0,0,0,27,0,0,3973,7861313821741716,76
0,0,0,0,0,0,36,0,0,3964,7861313821741716,77
7,0,211,0,0,0,25,0,0,3757,7861313821741716,78
0,0,11,29,0,0,20,0,0,3940,7861313821741716,79
0,0,0,0,0,0,31,0,0,3969,7861313821741716,80
188,0,68,0,0,0,25,0,0,3719,7861313821741716,81
0,0,0,0,0,0,60,0,0,3940,7861313821741716,82
0,990,0,0,0,0,15,0,0,2995,7861313821741716,83
1,238,99,0,0,0,41,0,0,3621,7861313821741716,84
0,0,0,0,0,0,16,0,0,3984,7861313821741716,85
0,0,0,0,0,0,33,0,0,3967,7861313821741716,86
0,0,0,0,0,0,40,0,0,3960,7861313821741716,87
0,0,0,0,0,0,18,0,0,3982,7861313821741716,88
0,320,161,0,0,0,31,0,0,3488,7861313821741716,89
0,0,0,0,0,0,30,0,0,3970,7861313821741716,90
0,0,0,0,0,0,52,0,0,3948,7861313821741716,91
0,0,0,0,0,0,57,0,0,3943,7861313821741716,92
0,0,73,0,0,0,67,0,0,3860,7861313821741716,93
0,0,0,0,0,0,20,0,0,3980,7861313821741716,94
0,0,0,0,0,0,24,0,0,3976,7861313821741716,95
0,0,21,0,0,0,31,0,0,3948,7861313821741716,96
0,0,0,0,0,0,14,0,0,3986,7861313821741716,97
0,0,0,0,0,0,42,0,0,3958,7861313821741716,98
0,0,0,0,0,0,30,0,0,3970,7861313821741716,99
0,0,0,0,0,0,25,0,0,3975,7861313821741716,100
