"","DORC","Motif","Enrichment.Z","Enrichment.P","Enrichment.log10P","Corr","Corr.Z","Corr.P","Corr.log10P","Score"
"446600","Pknox2","Meis2",2.08356151012635,0.037200071173017,1.42945622920361,0.289590344010598,2.50325264731377,0.0123057664493146,1.90989133162865,1.30937814582641
"446857","Pknox2","Zfp423",2.22412609030233,0.0261399619679582,1.58269504862686,0.242576968256642,2.11327845120851,0.034576941990822,1.46121341867453,1.22320394965901
"462779","Pparg","Ebf3",3.56222950718323,0.000367718700832287,3.43448428293574,0.456006114850015,1.71622301758512,0.0861212319002578,1.06488976654412,1.06319842064363
"462838","Pparg","Gata6",3.65602846788443,0.000256152921274236,3.59150068688486,0.457661318765246,1.72285693710102,0.0849143993779916,1.07101865792861,1.06982146189766
"462976","Pparg","Nkx22",2.87263672351887,0.00407061897438819,2.3903395473541,0.49208149428637,1.86081013551316,0.062770993677405,1.20224099632622,1.1766164483725
"463029","Pparg","Rarg",3.61601838746186,0.000299169134527419,3.52408321493821,0.453285193801845,1.70531779250886,0.0881351709777532,1.05485074864307,1.05350856776596
"463105","Pparg","Tead4",4.74579079624873,2.07693290661684e-06,5.68257753271705,0.51163811176266,1.93919143049875,0.0524780327062379,1.2800224541362,1.2800061682882
"468576","Prdm16","Ebf3",3.2001227309029,0.0013736907881389,2.86211101408711,0.521577812784439,1.79406808210218,0.0728023027749295,1.137854883508,1.13032256076272
"468635","Prdm16","Gata6",2.65330050242858,0.00797088732324277,2.09849333002948,0.509275695331064,1.74879986829572,0.080325619588106,1.09514591585229,1.05721716005109
"468773","Prdm16","Nkx22",2.57296739960703,0.0100830704902784,1.99640719666766,0.551578120158011,1.90446048679131,0.0568502380463039,1.24526771247176,1.1780930756636
"468807","Prdm16","Plagl1",2.01677626869164,0.043718866550638,1.35933110603579,0.59155050214817,2.05154722540698,0.0402136855641726,1.39562612220093,1.08526316566446
"468871","Prdm16","Sp110",2.04128787486148,0.0412222215608606,1.38486860679202,0.586656686892342,2.03353940877137,0.0419980563019635,1.37677080857508,1.08890088011317
"468902","Prdm16","Tead4",4.32616436042024,1.5172822617393e-05,4.81893361940257,0.556945988659868,1.92421268148039,0.0543279302019996,1.26497684050232,1.26486215441128
"473258","Prox1","Ascl1",3.56046305990582,0.000370201389495302,3.43156195552096,0.625344141578214,2.40882566864745,0.0160039405637075,1.79577307019618,1.78599861875669
"490716","Rarb","Ehf",2.156064785702,0.0310786067279232,1.50753845910979,0.570654859602372,2.1235230498938,0.0337100460766349,1.47224065386246,1.19558118502768
"490721","Rarb","Elf5",2.1497147483074,0.0315777851348776,1.50061833466446,0.609293151933662,2.27183500081214,0.0230964779786206,1.63645424136628,1.26804938628619
"490907","Rarb","Nkx22",3.1863641767172,0.00144073118253369,2.8414170440528,0.497962764081405,1.84449657505327,0.065110804504612,1.18634693850727,1.17745450668884
"490952","Rarb","Prdm16",2.30779907982962,0.0210103141396673,1.6775674541098,0.644524825550132,2.40707074579215,0.0160810543562824,1.79368548008359,1.43470129135366
"491036","Rarb","Tead4",3.9495232476615,7.83070056036995e-05,4.10619938278332,0.52563684706545,1.95072273023757,0.0510900379309588,1.29166377488282,1.291032587836
"509956","Rorb","Six1",2.69177112120497,0.00710737029515777,2.1482910571544,0.318640678827044,2.80410948038392,0.00504557691432137,2.29708916909373,1.91660179446246
"509957","Rorb","Six4",2.9767398894396,0.00291331064440794,2.53561320436677,0.197631155453943,1.85924116055231,0.0629929629560714,1.200707963563,1.18228423636889
"514095","Runx1","Nkx22",3.98878672182346,6.64120974259059e-05,4.17775280366248,0.531564848782698,1.87601793455478,0.0606528172575154,1.21714902182169,1.21670256093538
"514190","Runx1","Sox9",1.94282050153464,0.0520378499184161,1.28368065576644,0.592329992385335,2.09619953272136,0.0360644943934604,1.44292015202707,1.06436364615107
"514193","Runx1","Sp110",2.35122674141237,0.0187116277143768,1.72788843181456,0.556405188371188,1.96602653727216,0.0492955452824984,1.30719232507656,1.17337604475908
"514224","Runx1","Tead4",2.94238825286442,0.00325691308246693,2.48719383133647,0.537608871267023,1.89791836054004,0.0577068373086119,1.23877272706123,1.21626928548858
"559231","Smad3","Elf5",2.2045745910554,0.0274839603949023,1.56092068596026,0.614433632821856,2.18088213870218,0.029192135138881,1.53473413916333,1.2527919461741
"559279","Smad3","Gata6",2.93540663554336,0.00333110839249155,2.47741123536794,0.507174770198284,1.78546533637427,0.0741858690563715,1.12967881136912,1.11198989554321
"559417","Smad3","Nkx22",2.58580289461814,0.00971524697502557,2.012546154557,0.526421271853949,1.85641882175096,0.0633938839981581,1.19795263918411,1.13970246716715
"559546","Smad3","Tead4",3.96342256139832,7.38828367804293e-05,4.13145643788752,0.547395293056623,1.93374092076505,0.0531449898815943,1.27453767129753,1.27396637245327
"570226","Sox6","Ascl1",3.60789121234682,0.000308695866503731,3.51046918576455,0.500227701258113,2.46466476736183,0.0137141493550271,1.86283112512652,1.85329499293575
"570339","Sox6","Foxp1",2.44053154354999,0.0146656651071551,1.83369823641222,0.369626892576731,1.7833882790987,0.0745231198753527,1.12770897186104,1.05504453070826
"585240","Stat4","Nkx22",4.50843774815199,6.53067246767798e-06,5.18504209683135,0.356853758563515,1.70492250580379,0.0882088783360554,1.05448770037493,1.05445838397649
"585292","Stat4","Rarb",2.08752417770008,0.0368407778649055,1.43367120858188,0.48429628934853,2.3448135603503,0.0190365960534956,1.72041070549697,1.25824938628795
"585337","Stat4","Sp100",3.82242188813703,0.000132147345794249,3.87894155533581,0.425278807707119,2.04848580907621,0.0405124211872704,1.39241180083395,1.39105469042419
"598684","Tbx15","Ascl1",3.46699824785937,0.000526305320634875,3.2787622395007,0.608618689680947,2.36332086927415,0.0181119803032011,1.7420340627873,1.72981621111837
"598991","Tbx15","Prox1",2.57360608405056,0.01006447875915,1.99720871236864,0.635814076817236,2.4754490128051,0.013306876063012,1.87592388801401,1.63381194191044
"599469","Tcf7l1","Nkx22",3.09308967544339,0.00198084269002771,2.70315001288429,0.595688669374611,1.95024074475534,0.0511474315519215,1.29117617017928,1.27550327631746
"599514","Tcf7l1","Prdm16",1.71085486056813,0.087107909217509,1.05994241016371,0.758957211282557,2.51243330372211,0.0119901767302295,1.92117441553353,1.00853624981236
"599567","Tcf7l1","Sp110",1.97454329354275,0.0483199997240773,1.31587307686689,0.590240904647055,1.93148212317984,0.0534234579758798,1.27226800453556,1.00365456386939
"599598","Tcf7l1","Tead4",2.02274059023047,0.0430998996847903,1.36552374066045,0.600124233343487,1.96551399353298,0.0493547776631398,1.30667080019178,1.04418005103427
"604560","Thrb","Esr1",1.8419268428801,0.065485851584571,1.18385252050407,0.540208414123866,2.1872836136974,0.0287218262023455,1.54178795007086,1.03467219525383
"604732","Thrb","Nfix",2.10990378668579,0.0348666440345821,1.45758985209068,0.585862054567847,2.37799252247754,0.017407178906425,1.75927160709329,1.28678765380773
"604739","Thrb","Nkx22",2.92174354895389,0.00348078014945168,2.45832340644718,0.453608464483499,1.82552972647795,0.0679211295229867,1.16799510042133,1.14773054898794
"604791","Thrb","Rarb",3.72444454643738,0.000195745732217634,3.7083076979522,0.536403548299497,2.17138955131018,0.0299017380710635,1.52430356710253,1.52155427720134
"604868","Thrb","Tead4",3.05324860501486,0.00226378310526418,2.64516518556649,0.476093532803776,1.91945658097422,0.0549265761796911,1.26021747166151,1.24362243529452
