,ASCL1,BACH1,BACH2,CREB1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HES1,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NFYC,NR6A1,PBX1,PKNOX2,PROX1,RBPJ,REST,RORA_RORB,RUNX1,SIX1,SIX4,SMAD3,SOX11,SOX9,STAT1,STAT2,TBX15,TCF4,TCF7L1,TCF7L2,TEAD1,TFDP1,THRB,ZBTB20,ZEB1
JUND,,,,,,,,,,,,,,,,,,,0.8673146842500459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT2A,,,,,,0.0964234388330431,0.09846327743819461,,,,,,,,,,0.09951242163452534,,-0.23206787589921563,,0.13817107381443838,,,0.09229779380564529,,,,,,,,,,,,,,,,,,,-0.20382110480231153,,,,,,,,,,
LMX1B,0.1690558669302526,,,,,0.1761141753163592,,,,,,,,,,,,,-0.09614275484581408,,,0.5966421490422511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEIS2,0.10471131368668585,,,,,0.3392414662599771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3947350683272266,,-0.27484674236165046,,,,,,,,,,,,,,,,
NCAM1,,,,,,0.1114393138541826,,,,,,,,,,,,,,,,0.16292841271331837,,,0.040154828760043726,,-0.19320494782522785,,0.15294709105255921,,,,,,,,-0.06383758771355652,,,,,,,,,,,,,0.3176266264839832,,,
NFATC2,0.25886345511166264,,,,,,,,,,,,,,,,-0.0477854119605593,,,,,0.6048909646224996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFIA,,,,,,,0.12002268860416276,,,,,,,,,,,,,,,-0.06573386753948218,,,,0.19107751391308425,0.10155427506957432,,,,,,,,,,0.1140721393996944,,,,,,0.2760216188202672,,,0.12915517926254128,,,,,,,
NFIB,0.11134302727703027,,,,,,,,,,,,,,0.08026460918186235,,,,,,,,,,,,,,,,,0.06939012019810314,,,,,,,,,,,0.1747681386811475,,,0.1760803161489869,0.08434453693800903,,,,0.21641838655457685,,-0.06904482067873896
NFIX,,,,,,,,,,,,,,,-0.2933428014409546,,,,,,,,,-0.3401435142345776,,,,,,,,,,,,-0.1133652926104457,0.09851582038197193,,,,,,0.11070240412673038,,,,,,,,,,
NFKB1,0.39840999548253997,,,,,,0.1502514597678104,,,,,,,,,,,,,,,,,,,0.4599679829956669,,,,,,,,,,,0.22410169826654974,,,,,,,,,,,,,,,,
NFYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874204498647864,,,,,,,,,,,,,,,,,,,,,,,,
NR6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8786832410629407,,,,,,,,,,,,,,,,,,,,,,,
PBX1,0.13910216693341382,,,,,,0.26406332295423995,,,,,,,,,,,,,,,,,,,0.18249545573369141,,,,,,,,,,,0.135635757639616,,,,,,,,,,,,,,,,
PKNOX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32826781248905434,-0.32655027153441274,,,,,,,,0.05391089700262841,,,,0.16618745907927412,-0.18131744038358788,,,,,
PROX1,,,,,,,,,,,,,,,,,,,,,,,,0.5487128317847031,,,,,,,,,,0.38251145627148536,,,,,,,,,,,,,,,,,,,
RBPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8939661893454967,,,,,,,,,,,,,,,,,,,
REST,-0.7394597925520268,,,,,,,,,,,,,0.18712712834572082,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2021922050738747,,,,,,,,,,,
RORA_RORB,0.5193583221342495,,,,,,,,,,,0.20328251404611564,0.15835194321658252,,,,,,,,0.18670218947427575,,,,-0.05457099974559587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,-0.1470622537033499,,,,,,,,0.07020333581984106,,,,,,,-0.048490472908170545,,,,,0.07291989052814984,,,,,,,,,,,,0.19381414863146001,,,,,0.28665620022856086,-0.03352978050694577,,,,
SIX1,,,,,,,-0.03580962039024904,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21167810361330297,0.3985398683112955,0.05815258353025071,,,,,,,,,0.3165615074816395,,,,,,,
SIX4,,,,,,,,,,,,,,,,,,,,,0.10050804743862551,,,,,,-0.13470836909628647,,0.08689919368518773,,,,,,-0.004451426413104476,,0.0662078982763058,0.23280187907580485,,,,,,,,,0.07749133878924797,,0.11989599298868148,,,,
SMAD3,-0.3200392838070598,,,,,,0.17664521904142816,,,,,,,,,,,,,,,,,,,,,,,,0.2893358509303934,,,,0.420461116064121,,0.1736150652078292,,,,,,,,,,,,,,,,
SOX11,,0.21061371600232776,,0.32401762230577413,,,,,,,,,,,,,-0.20526182879079247,,,,,,,,,,,,,,,,,,,,,,,-0.27282973370388064,,,,,,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8630265360197057,,,,,,,,,,,
STAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8632374448158402,,,,,,,,,,
STAT2,,,,,,,,,,,,,,,,,,,,,,,,,0.06827181593577619,-0.10971314523100001,,,,,,,,,,,0.05707054040799364,,,,,,,,,,0.4279330330381802,,0.07659002040049007,,,,
TBX15,,,,,,,,,0.0461589706914326,,,,0.11657328789242416,,,,,,,,,,,0.16312782978487717,0.00421131276150688,,-0.18681580764567873,,,,,,,,,,,0.44364159688421284,,,,,,,,,,,,,,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8992516053713505,,,,,,,
TCF7L1,-0.045665742266468634,,,,,,0.155041581415173,,,,,,,,,,,,,,,,,,0.2309558233550303,0.1864779066724368,,,,,,,,,0.2241595637250205,,0.011241306109963878,,,,,,,,,,,,,,,,
TCF7L2,,,,,,0.0882388180331809,,,,,,,,,,,,,,,,-0.17614699030795433,,,0.21930640845844274,,,,,,,,-0.24375378322867164,,,,,,,,,,,,,,,,,-0.2823662322600701,,,
TEAD1,,,,,,0.06354225985445983,0.044729602458207895,,,,,,,,,,,,,,,,,,,0.42945120836069284,,,,,0.02995843852913821,,,,,,0.062432645084554594,,,,,,,,,0.426938692184761,,,,,,,
TFDP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8682254910299899,,,
THRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6075053179771472,,,,,,,,,,,,,,,
ZBTB20,,,,0.25031541711075955,,,,,,0.12149757538837325,-0.03682854371037003,,,,,,-0.16785708110080033,,0.2639834508084663,,,,,,0.14143632254077054,,,,,,,,,,,,,,,,,,,,0.18439000981204867,,,,,,,,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8658275189401771
