Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,None,Start,Walk
0,0,0,0,44,3956,7788149757105118,67
0,0,0,0,60,3940,7788149757105118,68
0,0,0,0,135,3865,7788149757105118,69
0,0,0,0,63,3937,7788149757105118,70
0,0,0,0,64,3936,7788149757105118,71
58,0,0,0,243,3699,7788149757105118,72
0,0,0,0,65,3935,7788149757105118,73
0,0,0,0,86,3914,7788149757105118,74
7,0,0,0,74,3919,7788149757105118,75
0,0,0,0,122,3878,7788149757105118,76
0,0,4,0,60,3936,7788149757105118,77
6,0,0,0,103,3891,7788149757105118,78
0,0,0,0,58,3942,7788149757105118,79
0,0,0,0,225,3775,7788149757105118,80
0,0,0,0,215,3785,7788149757105118,81
0,0,0,0,196,3804,7788149757105118,82
0,10,0,0,135,3855,7788149757105118,83
0,0,0,0,157,3843,7788149757105118,84
0,0,0,0,36,3964,7788149757105118,85
43,0,0,4,64,3889,7788149757105118,86
0,0,0,0,61,3939,7788149757105118,87
0,0,0,0,60,3940,7788149757105118,88
0,0,0,0,38,3962,7788149757105118,89
0,0,0,0,100,3900,7788149757105118,90
143,0,0,0,52,3805,7788149757105118,91
141,0,0,0,64,3795,7788149757105118,92
0,0,0,0,173,3827,7788149757105118,93
0,0,0,0,375,3625,7788149757105118,94
10,0,1,0,56,3933,7788149757105118,95
1,0,0,0,141,3858,7788149757105118,96
0,0,0,0,88,3912,7788149757105118,97
0,358,0,0,152,3490,7788149757105118,98
0,0,0,0,158,3842,7788149757105118,99
0,0,0,0,98,3902,7788149757105118,100
0,0,0,0,153,3847,7788149757105119,1
18,0,0,0,57,3925,7788149757105119,2
0,0,0,0,191,3809,7788149757105119,3
0,0,0,0,51,3949,7788149757105119,4
119,0,75,0,101,3705,7788149757105119,5
12,0,0,0,46,3942,7788149757105119,6
0,0,0,0,100,3900,7788149757105119,7
51,0,0,0,108,3841,7788149757105119,8
43,0,0,0,63,3894,7788149757105119,9
0,0,0,0,102,3898,7788149757105119,10
0,0,0,0,83,3917,7788149757105119,11
5,0,0,0,207,3788,7788149757105119,12
8,0,0,0,114,3878,7788149757105119,13
0,0,0,0,136,3864,7788149757105119,14
71,0,0,0,65,3864,7788149757105119,15
0,0,0,0,122,3878,7788149757105119,16
12,0,0,0,58,3930,7788149757105119,17
86,0,0,0,105,3809,7788149757105119,18
0,0,0,92,47,3861,7788149757105119,19
0,0,0,0,132,3868,7788149757105119,20
87,0,0,0,139,3774,7788149757105119,21
0,0,0,0,87,3913,7788149757105119,22
0,0,0,0,117,3883,7788149757105119,23
0,0,0,0,374,3626,7788149757105119,24
0,0,0,0,21,3979,7788149757105119,25
0,0,0,0,78,3922,7788149757105119,26
0,0,0,0,39,3961,7788149757105119,27
67,0,0,0,139,3794,7788149757105119,28
0,0,0,0,139,3861,7788149757105119,29
81,0,0,0,209,3710,7788149757105119,30
0,131,0,0,47,3822,7788149757105119,31
14,0,0,0,256,3730,7788149757105119,32
0,0,0,0,201,3799,7788149757105119,33
17,0,0,0,46,3937,7788149757105119,34
0,0,0,0,170,3830,7788149757105119,35
0,0,0,0,41,3959,7788149757105119,36
0,0,0,0,19,3981,7788149757105119,37
0,0,0,0,87,3913,7788149757105119,38
4,0,199,0,51,3746,7788149757105119,39
73,0,0,0,181,3746,7788149757105119,40
0,0,0,0,187,3813,7788149757105119,41
0,0,2,0,73,3925,7788149757105119,42
0,0,0,0,80,3920,7788149757105119,43
0,0,0,0,24,3976,7788149757105119,44
0,0,0,0,72,3928,7788149757105119,45
99,0,0,185,129,3587,7788149757105119,46
0,0,0,0,64,3936,7788149757105119,47
0,0,0,0,129,3871,7788149757105119,48
0,0,0,0,89,3911,7788149757105119,49
0,0,0,0,130,3870,7788149757105119,50
0,0,0,0,122,3878,7788149757105119,51
0,0,0,0,56,3944,7788149757105119,52
0,0,0,0,99,3901,7788149757105119,53
0,0,0,0,45,3955,7788149757105119,54
7,0,0,0,99,3894,7788149757105119,55
0,0,0,0,184,3816,7788149757105119,56
0,0,5,0,112,3883,7788149757105119,57
0,0,0,0,82,3918,7788149757105119,58
0,0,0,0,126,3874,7788149757105119,59
0,0,0,0,114,3886,7788149757105119,60
0,0,0,0,75,3925,7788149757105119,61
0,0,0,0,130,3870,7788149757105119,62
6,0,0,0,119,3875,7788149757105119,63
0,0,0,0,65,3935,7788149757105119,64
5,0,0,0,222,3773,7788149757105119,65
168,0,0,0,40,3792,7788149757105119,66
0,0,0,0,181,3819,7788149757105119,67
308,0,0,0,76,3616,7788149757105119,68
0,0,0,0,214,3786,7788149757105119,69
0,0,0,0,222,3778,7788149757105119,70
0,0,0,0,105,3895,7788149757105119,71
60,0,0,0,84,3856,7788149757105119,72
69,0,0,0,224,3707,7788149757105119,73
0,0,0,0,71,3929,7788149757105119,74
35,0,0,0,45,3920,7788149757105119,75
0,0,0,0,240,3760,7788149757105119,76
0,0,0,0,38,3962,7788149757105119,77
0,0,0,0,278,3722,7788149757105119,78
0,0,0,0,46,3954,7788149757105119,79
0,0,0,0,132,3868,7788149757105119,80
0,0,0,0,109,3891,7788149757105119,81
0,0,0,0,69,3931,7788149757105119,82
0,0,0,0,48,3952,7788149757105119,83
256,0,0,0,207,3537,7788149757105119,84
0,0,0,0,47,3953,7788149757105119,85
0,0,0,0,38,3962,7788149757105119,86
0,0,0,0,116,3884,7788149757105119,87
0,0,0,0,35,3965,7788149757105119,88
174,0,0,0,28,3798,7788149757105119,89
0,0,0,0,44,3956,7788149757105119,90
83,0,0,0,26,3891,7788149757105119,91
0,0,0,0,81,3919,7788149757105119,92
0,0,0,0,43,3957,7788149757105119,93
0,118,0,0,71,3811,7788149757105119,94
0,0,0,0,106,3894,7788149757105119,95
0,0,0,0,184,3816,7788149757105119,96
0,10,0,0,48,3942,7788149757105119,97
0,0,0,0,204,3796,7788149757105119,98
0,0,0,0,47,3953,7788149757105119,99
0,0,0,0,34,3966,7788149757105119,100
0,0,38,0,62,3900,7788149757107166,1
0,0,0,0,205,3795,7788149757107166,2
0,0,0,0,74,3926,7788149757107166,3
28,0,0,0,30,3942,7788149757107166,4
0,0,0,0,178,3822,7788149757107166,5
0,0,0,0,88,3912,7788149757107166,6
0,0,0,0,197,3803,7788149757107166,7
0,0,0,0,57,3943,7788149757107166,8
0,0,0,0,96,3904,7788149757107166,9
0,0,0,0,165,3835,7788149757107166,10
0,0,0,0,82,3918,7788149757107166,11
0,0,0,0,149,3851,7788149757107166,12
0,0,0,0,67,3933,7788149757107166,13
0,0,0,0,52,3948,7788149757107166,14
0,53,0,0,111,3836,7788149757107166,15
0,40,0,0,134,3826,7788149757107166,16
24,0,0,0,102,3874,7788149757107166,17
0,0,0,0,268,3732,7788149757107166,18
0,0,0,0,156,3844,7788149757107166,19
0,0,0,0,30,3970,7788149757107166,20
61,0,0,0,142,3797,7788149757107166,21
57,0,0,0,22,3921,7788149757107166,22
28,0,0,31,24,3917,7788149757107166,23
0,0,0,0,95,3905,7788149757107166,24
0,0,0,0,96,3904,7788149757107166,25
0,0,0,0,159,3841,7788149757107166,26
0,0,0,0,183,3817,7788149757107166,27
0,0,0,0,112,3888,7788149757107166,28
0,0,0,0,309,3691,7788149757107166,29
0,0,0,0,150,3850,7788149757107166,30
0,0,0,0,72,3928,7788149757107166,31
4,0,0,0,124,3872,7788149757107166,32
0,0,0,0,82,3918,7788149757107166,33
51,0,0,0,186,3763,7788149757107166,34
0,0,0,0,282,3718,7788149757107166,35
68,0,0,0,124,3808,7788149757107166,36
26,0,0,0,86,3888,7788149757107166,37
10,0,0,0,80,3910,7788149757107166,38
0,0,0,53,119,3828,7788149757107166,39
0,0,0,0,154,3846,7788149757107166,40
0,0,0,0,71,3929,7788149757107166,41
0,0,42,0,51,3907,7788149757107166,42
0,0,0,0,195,3805,7788149757107166,43
0,0,0,0,145,3855,7788149757107166,44
0,17,0,0,111,3872,7788149757107166,45
0,0,0,0,146,3854,7788149757107166,46
0,0,0,0,425,3575,7788149757107166,47
0,0,0,0,127,3873,7788149757107166,48
155,0,0,0,120,3725,7788149757107166,49
0,0,0,0,143,3857,7788149757107166,50
138,0,0,0,146,3716,7788149757107166,51
0,0,0,0,91,3909,7788149757107166,52
6,0,0,0,42,3952,7788149757107166,53
0,0,0,0,263,3737,7788149757107166,54
0,51,0,0,166,3783,7788149757107166,55
0,0,0,0,77,3923,7788149757107166,56
0,0,0,0,177,3823,7788149757107166,57
0,0,0,0,360,3640,7788149757107166,58
9,0,0,0,119,3872,7788149757107166,59
0,0,0,0,217,3783,7788149757107166,60
0,0,0,0,32,3968,7788149757107166,61
0,0,0,0,40,3960,7788149757107166,62
0,0,0,0,88,3912,7788149757107166,63
0,0,0,0,141,3859,7788149757107166,64
0,0,0,0,43,3957,7788149757107166,65
0,0,0,0,68,3932,7788149757107166,66
120,0,0,0,72,3808,7788149757107166,67
0,0,0,0,96,3904,7788149757107166,68
0,0,0,0,174,3826,7788149757107166,69
5,0,0,0,170,3825,7788149757107166,70
0,0,0,0,113,3887,7788149757107166,71
165,0,0,0,187,3648,7788149757107166,72
0,0,0,0,140,3860,7788149757107166,73
16,124,0,0,141,3719,7788149757107166,74
0,0,0,0,141,3859,7788149757107166,75
0,0,0,0,63,3937,7788149757107166,76
0,0,0,0,87,3913,7788149757107166,77
0,0,0,0,146,3854,7788149757107166,78
2,40,2,0,46,3910,7788149757107166,79
0,0,0,35,96,3869,7788149757107166,80
69,0,0,0,129,3802,7788149757107166,81
0,0,0,0,62,3938,7788149757107166,82
0,0,0,0,68,3932,7788149757107166,83
0,0,0,0,53,3947,7788149757107166,84
0,0,0,0,63,3937,7788149757107166,85
0,0,0,0,83,3917,7788149757107166,86
0,0,0,0,162,3838,7788149757107166,87
6,0,0,0,184,3810,7788149757107166,88
0,0,0,0,199,3801,7788149757107166,89
21,0,0,0,94,3885,7788149757107166,90
0,0,0,0,67,3933,7788149757107166,91
56,0,0,0,92,3852,7788149757107166,92
111,0,0,0,263,3626,7788149757107166,93
0,0,0,0,80,3920,7788149757107166,94
54,0,0,0,130,3816,7788149757107166,95
0,0,0,0,98,3902,7788149757107166,96
404,0,0,0,49,3547,7788149757107166,97
3,0,0,0,315,3682,7788149757107166,98
0,0,0,0,20,3980,7788149757107166,99
0,318,0,0,39,3643,7788149757107166,100
46,0,0,0,55,3899,7788150025541598,1
0,0,0,0,76,3924,7788150025541598,2
7,0,0,0,248,3745,7788150025541598,3
0,0,0,0,196,3804,7788150025541598,4
0,0,0,0,64,3936,7788150025541598,5
8,0,0,0,113,3879,7788150025541598,6
0,0,0,0,108,3892,7788150025541598,7
0,0,0,0,121,3879,7788150025541598,8
14,0,0,0,162,3824,7788150025541598,9
0,0,0,0,50,3950,7788150025541598,10
0,0,0,0,64,3936,7788150025541598,11
10,87,0,0,119,3784,7788150025541598,12
0,0,0,0,64,3936,7788150025541598,13
0,5,0,0,94,3901,7788150025541598,14
0,0,0,0,65,3935,7788150025541598,15
81,0,0,0,66,3853,7788150025541598,16
0,0,0,0,43,3957,7788150025541598,17
0,0,0,0,45,3955,7788150025541598,18
5,0,0,0,17,3978,7788150025541598,19
0,7,0,0,294,3699,7788150025541598,20
0,0,0,0,50,3950,7788150025541598,21
0,20,0,0,73,3907,7788150025541598,22
0,0,0,0,113,3887,7788150025541598,23
37,0,0,0,18,3945,7788150025541598,24
0,0,0,0,134,3866,7788150025541598,25
53,0,0,0,78,3869,7788150025541598,26
0,0,0,0,99,3901,7788150025541598,27
0,0,0,0,116,3884,7788150025541598,28
0,0,0,0,54,3946,7788150025541598,29
118,0,73,0,117,3692,7788150025541598,30
187,0,0,0,118,3695,7788150025541598,31
0,0,0,0,184,3816,7788150025541598,32
39,0,0,0,5,3956,7788150025541598,33
0,0,0,0,282,3718,7788150025541598,34
0,0,0,0,71,3929,7788150025541598,35
0,0,0,0,63,3937,7788150025541598,36
0,0,0,0,52,3948,7788150025541598,37
0,0,0,0,79,3921,7788150025541598,38
0,0,0,0,204,3796,7788150025541598,39
0,0,0,0,117,3883,7788150025541598,40
51,466,334,0,90,3059,7788150025541598,41
0,0,0,0,101,3899,7788150025541598,42
0,0,0,0,95,3905,7788150025541598,43
134,0,0,0,263,3603,7788150025541598,44
392,7,0,0,31,3570,7788150025541598,45
0,55,0,0,212,3733,7788150025541598,46
0,0,0,0,94,3906,7788150025541598,47
0,0,0,0,42,3958,7788150025541598,48
0,0,0,0,183,3817,7788150025541598,49
0,0,0,0,109,3891,7788150025541598,50
137,0,0,0,10,3853,7788150025541598,51
0,0,0,0,107,3893,7788150025541598,52
0,0,0,0,58,3942,7788150025541598,53
0,0,0,0,70,3930,7788150025541598,54
222,0,0,0,32,3746,7788150025541598,55
60,0,0,0,190,3750,7788150025541598,56
80,0,0,0,99,3821,7788150025541598,57
0,0,0,0,47,3953,7788150025541598,58
22,0,0,0,90,3888,7788150025541598,59
0,0,0,0,144,3856,7788150025541598,60
0,0,0,0,109,3891,7788150025541598,61
0,0,0,0,50,3950,7788150025541598,62
88,0,0,0,47,3865,7788150025541598,63
10,0,0,0,39,3951,7788150025541598,64
0,0,0,0,159,3841,7788150025541598,65
0,129,0,0,238,3633,7788150025541598,66
0,0,0,0,308,3692,7788150025541598,67
0,0,0,0,153,3847,7788150025541598,68
0,0,0,0,92,3908,7788150025541598,69
57,0,0,0,27,3916,7788150025541598,70
0,0,0,0,109,3891,7788150025541598,71
0,0,0,0,131,3869,7788150025541598,72
0,0,0,0,168,3832,7788150025541598,73
0,0,0,0,64,3936,7788150025541598,74
154,0,0,0,250,3596,7788150025541598,75
0,0,0,0,116,3884,7788150025541598,76
0,0,0,0,115,3885,7788150025541598,77
15,0,0,0,9,3976,7788150025541598,78
146,0,0,0,178,3676,7788150025541598,79
0,0,0,0,41,3959,7788150025541598,80
17,0,0,0,196,3787,7788150025541598,81
0,0,0,0,34,3966,7788150025541598,82
0,0,0,0,129,3871,7788150025541598,83
0,0,0,0,254,3746,7788150025541598,84
0,0,0,0,238,3762,7788150025541598,85
0,0,0,0,181,3819,7788150025541598,86
0,0,0,0,185,3815,7788150025541598,87
35,0,0,0,147,3818,7788150025541598,88
42,0,0,0,18,3940,7788150025541598,89
0,0,0,0,151,3849,7788150025541598,90
0,0,0,0,153,3847,7788150025541598,91
0,0,0,0,135,3865,7788150025541598,92
0,33,0,0,81,3886,7788150025541598,93
0,0,0,0,155,3845,7788150025541598,94
0,0,0,0,344,3656,7788150025541598,95
0,170,0,0,76,3754,7788150025541598,96
0,0,0,0,55,3945,7788150025541598,97
35,0,0,0,45,3920,7788150025541598,98
49,0,0,0,25,3926,7788150025541598,99
0,0,0,0,227,3773,7788150025541598,100
79,0,0,0,195,3726,7788150025541599,1
55,0,0,0,79,3866,7788150025541599,2
0,0,0,0,54,3946,7788150025541599,3
0,0,0,0,53,3947,7788150025541599,4
0,0,38,0,32,3930,7788150025541599,5
0,0,0,0,217,3783,7788150025541599,6
0,0,0,0,278,3722,7788150025541599,7
142,0,0,0,337,3521,7788150025541599,8
227,0,26,0,66,3681,7788150025541599,9
0,5,0,42,189,3764,7788150025541599,10
0,0,0,0,35,3965,7788150025541599,11
84,0,0,0,87,3829,7788150025541599,12
246,0,0,266,88,3400,7788150025541599,13
161,155,0,0,157,3527,7788150025541599,14
0,0,0,0,126,3874,7788150025541599,15
0,0,0,0,40,3960,7788150025541599,16
13,0,0,0,39,3948,7788150025541599,17
36,0,0,0,84,3880,7788150025541599,18
0,0,0,0,67,3933,7788150025541599,19
0,0,0,0,91,3909,7788150025541599,20
0,0,0,0,157,3843,7788150025541599,21
0,0,0,0,104,3896,7788150025541599,22
0,0,0,0,66,3934,7788150025541599,23
0,0,0,0,113,3887,7788150025541599,24
0,0,0,0,505,3495,7788150025541599,25
0,0,0,0,92,3908,7788150025541599,26
2,0,0,0,95,3903,7788150025541599,27
70,0,0,0,60,3870,7788150025541599,28
27,0,159,120,95,3599,7788150025541599,29
407,0,0,104,69,3420,7788150025541599,30
0,0,0,0,125,3875,7788150025541599,31
13,0,0,0,61,3926,7788150025541599,32
253,0,0,0,23,3724,7788150025541599,33
86,135,0,0,71,3708,7788150025541599,34
183,0,0,0,469,3348,7788150025541599,35
0,0,0,0,108,3892,7788150025541599,36
55,0,0,0,130,3815,7788150025541599,37
0,0,22,0,69,3909,7788150025541599,38
0,0,0,0,16,3984,7788150025541599,39
11,0,0,6,120,3863,7788150025541599,40
2,0,208,0,37,3753,7788150025541599,41
0,0,0,0,72,3928,7788150025541599,42
0,0,0,0,87,3913,7788150025541599,43
99,0,0,0,134,3767,7788150025541599,44
2,0,0,0,145,3853,7788150025541599,45
156,0,0,0,64,3780,7788150025541599,46
0,226,0,0,52,3722,7788150025541599,47
0,0,0,0,93,3907,7788150025541599,48
0,0,0,0,296,3704,7788150025541599,49
0,0,0,0,113,3887,7788150025541599,50
0,0,0,0,53,3947,7788150025541599,51
0,0,0,0,137,3863,7788150025541599,52
0,0,0,0,88,3912,7788150025541599,53
2,0,0,0,105,3893,7788150025541599,54
0,0,0,0,46,3954,7788150025541599,55
0,0,0,0,90,3910,7788150025541599,56
118,0,0,0,51,3831,7788150025541599,57
0,0,0,0,217,3783,7788150025541599,58
0,288,0,0,57,3655,7788150025541599,59
0,0,0,0,124,3876,7788150025541599,60
14,0,0,0,118,3868,7788150025541599,61
168,0,0,0,133,3699,7788150025541599,62
0,0,0,0,113,3887,7788150025541599,63
0,0,0,0,108,3892,7788150025541599,64
0,0,0,0,188,3812,7788150025541599,65
274,0,0,0,35,3691,7788150025541599,66
0,0,0,0,144,3856,7788150025541599,67
67,0,0,0,55,3878,7788150025541599,68
0,104,0,0,107,3789,7788150025541599,69
188,0,0,23,50,3739,7788150025541599,70
211,0,0,0,30,3759,7788150025541599,71
0,0,0,51,76,3873,7788150025541599,72
91,0,0,0,148,3761,7788150025541599,73
166,0,0,0,44,3790,7788150025541599,74
0,0,0,0,63,3937,7788150025541599,75
0,0,0,0,147,3853,7788150025541599,76
0,0,0,0,186,3814,7788150025541599,77
0,0,0,0,162,3838,7788150025541599,78
98,0,0,0,77,3825,7788150025541599,79
0,0,0,0,181,3819,7788150025541599,80
0,0,0,0,132,3868,7788150025541599,81
3,100,0,0,179,3718,7788150025541599,82
88,0,0,0,173,3739,7788150025541599,83
0,0,0,0,147,3853,7788150025541599,84
0,0,0,0,214,3786,7788150025541599,85
0,0,0,0,71,3929,7788150025541599,86
26,0,0,53,103,3818,7788150025541599,87
0,0,0,0,177,3823,7788150025541599,88
0,0,0,0,206,3794,7788150025541599,89
0,0,0,0,118,3882,7788150025541599,90
0,0,0,0,59,3941,7788150025541599,91
9,0,0,0,80,3911,7788150025541599,92
30,0,0,0,180,3790,7788150025541599,93
17,0,0,0,314,3669,7788150025541599,94
0,46,0,0,92,3862,7788150025541599,95
0,0,128,0,125,3747,7788150025541599,96
194,0,0,0,102,3704,7788150025541599,97
18,0,0,0,58,3924,7788150025541599,98
2,0,4,0,250,3744,7788150025541599,99
0,0,0,0,58,3942,7788150025541599,100
0,0,0,0,90,3910,7788150025543646,1
42,0,0,0,7,3951,7788150025543646,2
0,0,0,0,95,3905,7788150025543646,3
147,0,0,0,111,3742,7788150025543646,4
0,0,131,0,142,3727,7788150025543646,5
28,66,0,0,112,3794,7788150025543646,6
97,0,0,0,522,3381,7788150025543646,7
0,380,0,0,287,3333,7788150025543646,8
0,0,0,0,187,3813,7788150025543646,9
0,0,0,0,66,3934,7788150025543646,10
23,0,0,0,265,3712,7788150025543646,11
0,0,0,0,67,3933,7788150025543646,12
0,0,0,0,22,3978,7788150025543646,13
0,0,0,0,392,3608,7788150025543646,14
0,0,0,0,120,3880,7788150025543646,15
96,0,0,0,178,3726,7788150025543646,16
0,0,0,0,150,3850,7788150025543646,17
0,0,0,0,239,3761,7788150025543646,18
0,0,0,0,54,3946,7788150025543646,19
0,174,0,0,282,3544,7788150025543646,20
0,0,0,0,89,3911,7788150025543646,21
0,0,0,0,138,3862,7788150025543646,22
0,0,0,0,84,3916,7788150025543646,23
76,0,0,0,173,3751,7788150025543646,24
78,0,0,0,253,3669,7788150025543646,25
21,0,0,0,205,3774,7788150025543646,26
0,0,0,0,95,3905,7788150025543646,27
27,0,0,0,103,3870,7788150025543646,28
0,0,0,0,56,3944,7788150025543646,29
0,0,20,0,110,3870,7788150025543646,30
130,0,0,0,9,3861,7788150025543646,31
0,0,0,0,100,3900,7788150025543646,32
271,0,0,35,51,3643,7788150025543646,33
70,0,0,0,68,3862,7788150025543646,34
0,0,0,0,221,3779,7788150025543646,35
65,0,0,0,80,3855,7788150025543646,36
0,0,0,0,128,3872,7788150025543646,37
0,0,0,0,85,3915,7788150025543646,38
0,0,0,0,96,3904,7788150025543646,39
120,0,0,0,57,3823,7788150025543646,40
0,0,0,0,185,3815,7788150025543646,41
114,0,0,0,154,3732,7788150025543646,42
0,0,0,0,125,3875,7788150025543646,43
2,0,0,0,56,3942,7788150025543646,44
69,0,0,0,88,3843,7788150025543646,45
9,0,33,0,264,3694,7788150025543646,46
0,0,0,0,193,3807,7788150025543646,47
0,0,0,0,108,3892,7788150025543646,48
242,0,0,0,76,3682,7788150025543646,49
16,0,14,0,169,3801,7788150025543646,50
0,57,0,0,55,3888,7788150025543646,51
0,0,0,0,65,3935,7788150025543646,52
0,0,0,0,128,3872,7788150025543646,53
75,298,0,0,67,3560,7788150025543646,54
103,0,0,0,68,3829,7788150025543646,55
151,0,0,19,172,3658,7788150025543646,56
3,0,0,0,94,3903,7788150025543646,57
70,0,0,0,69,3861,7788150025543646,58
0,0,0,0,102,3898,7788150025543646,59
0,0,0,0,238,3762,7788150025543646,60
300,0,0,0,72,3628,7788150025543646,61
53,214,0,0,66,3667,7788150025543646,62
0,0,0,0,65,3935,7788150025543646,63
0,56,0,0,142,3802,7788150025543646,64
126,0,0,0,297,3577,7788150025543646,65
43,0,0,0,47,3910,7788150025543646,66
0,0,0,0,82,3918,7788150025543646,67
0,0,0,0,137,3863,7788150025543646,68
57,0,0,0,116,3827,7788150025543646,69
93,0,0,0,81,3826,7788150025543646,70
0,0,0,0,282,3718,7788150025543646,71
0,0,0,0,176,3824,7788150025543646,72
0,0,0,0,255,3745,7788150025543646,73
0,0,0,0,153,3847,7788150025543646,74
0,0,0,0,101,3899,7788150025543646,75
19,0,0,0,268,3713,7788150025543646,76
0,0,0,0,64,3936,7788150025543646,77
0,15,0,0,128,3857,7788150025543646,78
0,0,0,0,81,3919,7788150025543646,79
0,0,0,0,111,3889,7788150025543646,80
11,0,0,0,40,3949,7788150025543646,81
0,0,0,0,58,3942,7788150025543646,82
0,0,0,0,57,3943,7788150025543646,83
0,0,0,0,70,3930,7788150025543646,84
126,0,0,0,33,3841,7788150025543646,85
0,0,0,0,360,3640,7788150025543646,86
112,0,0,0,50,3838,7788150025543646,87
300,0,0,0,215,3485,7788150025543646,88
0,0,0,0,137,3863,7788150025543646,89
175,0,0,0,14,3811,7788150025543646,90
0,0,0,0,139,3861,7788150025543646,91
0,0,0,0,133,3867,7788150025543646,92
0,0,0,0,95,3905,7788150025543646,93
0,0,0,0,112,3888,7788150025543646,94
0,0,0,0,240,3760,7788150025543646,95
0,0,0,0,135,3865,7788150025543646,96
0,0,0,0,89,3911,7788150025543646,97
21,0,0,0,82,3897,7788150025543646,98
0,0,0,0,73,3927,7788150025543646,99
0,0,0,0,181,3819,7788150025543646,100
0,0,0,0,29,3971,7805725014939615,1
0,0,0,0,43,3957,7805725014939615,2
0,0,0,0,46,3954,7805725014939615,3
0,0,0,0,95,3905,7805725014939615,4
9,0,0,0,78,3913,7805725014939615,5
0,0,0,0,68,3932,7805725014939615,6
36,0,0,0,48,3916,7805725014939615,7
0,0,0,0,68,3932,7805725014939615,8
13,0,0,0,59,3928,7805725014939615,9
77,642,0,44,36,3201,7805725014939615,10
0,0,0,0,61,3939,7805725014939615,11
13,0,0,0,137,3850,7805725014939615,12
0,0,0,0,27,3973,7805725014939615,13
81,0,0,0,44,3875,7805725014939615,14
0,0,0,0,44,3956,7805725014939615,15
0,0,0,0,453,3547,7805725014939615,16
99,0,0,0,1,3900,7805725014939615,17
0,0,0,0,42,3958,7805725014939615,18
235,0,0,0,56,3709,7805725014939615,19
0,0,0,0,34,3966,7805725014939615,20
0,0,0,0,68,3932,7805725014939615,21
0,0,0,0,308,3692,7805725014939615,22
0,0,0,0,70,3930,7805725014939615,23
0,0,0,0,100,3900,7805725014939615,24
0,0,0,0,78,3922,7805725014939615,25
0,0,0,0,140,3860,7805725014939615,26
0,0,0,0,129,3871,7805725014939615,27
0,0,0,0,34,3966,7805725014939615,28
0,0,0,0,67,3933,7805725014939615,29
0,0,0,0,82,3918,7805725014939615,30
0,0,0,0,36,3964,7805725014939615,31
0,0,0,0,97,3903,7805725014939615,32
