Generalist_NE,Generalist_nonNE,Arc_3,Arc_6,Arc_5,None,Start,Walk
712,0,0,0,322,2966,7788149757105118,47
1299,0,0,0,735,1966,7788149757105118,48
364,0,0,0,269,3367,7788149757105118,49
57,271,0,0,103,3569,7788149757105118,50
836,0,0,0,401,2763,7788149757105118,51
0,0,0,0,52,3948,7788149757105118,52
1256,0,0,0,192,2552,7788149757105118,53
0,0,0,0,763,3237,7788149757105118,54
235,0,0,0,533,3232,7788149757105118,55
139,0,0,0,881,2980,7788149757105118,56
0,0,0,0,961,3039,7788149757105118,57
201,0,0,0,116,3683,7788149757105118,58
0,0,0,0,65,3935,7788149757105118,59
0,0,0,0,1294,2706,7788149757105118,60
305,0,0,0,1364,2331,7788149757105118,61
325,0,0,135,816,2724,7788149757105118,62
0,0,0,0,626,3374,7788149757105118,63
209,0,0,0,1348,2443,7788149757105118,64
0,0,0,0,664,3336,7788149757105118,65
0,0,0,0,457,3543,7788149757105118,66
254,0,0,0,278,3468,7788149757105118,67
191,0,0,0,293,3516,7788149757105118,68
140,0,0,0,556,3304,7788149757105118,69
148,0,0,0,116,3736,7788149757105118,70
528,0,11,0,480,2981,7788149757105118,71
0,0,0,0,1625,2375,7788149757105118,72
1045,0,0,0,1124,1831,7788149757105118,73
0,0,0,0,735,3265,7788149757105118,74
0,0,24,0,482,3494,7788149757105118,75
119,0,48,339,136,3358,7788149757105118,76
1294,0,0,0,602,2104,7788149757105118,77
759,0,0,0,780,2461,7788149757105118,78
0,0,0,0,336,3664,7788149757105118,79
288,0,0,0,889,2823,7788149757105118,80
93,0,0,0,788,3119,7788149757105118,81
111,0,0,0,251,3638,7788149757105118,82
100,0,0,0,958,2942,7788149757105118,83
823,0,0,0,178,2999,7788149757105118,84
130,0,0,0,294,3576,7788149757105118,85
0,0,0,0,790,3210,7788149757105118,86
0,0,0,0,831,3169,7788149757105118,87
0,0,0,17,1309,2674,7788149757105118,88
265,0,0,0,928,2807,7788149757105118,89
0,441,0,0,206,3353,7788149757105118,90
123,0,0,0,52,3825,7788149757105118,91
0,0,0,0,56,3944,7788149757105118,92
0,0,0,0,350,3650,7788149757105118,93
0,0,0,0,625,3375,7788149757105118,94
88,200,0,0,485,3227,7788149757105118,95
309,0,0,0,127,3564,7788149757105118,96
10,0,0,0,615,3375,7788149757105118,97
742,0,0,0,896,2362,7788149757105118,98
1183,0,0,0,1288,1529,7788149757105118,99
105,0,31,0,342,3522,7788149757105118,100
0,0,0,0,391,3609,7788149757105119,1
1208,0,0,0,817,1975,7788149757105119,2
544,0,0,0,245,3211,7788149757105119,3
142,0,0,0,454,3404,7788149757105119,4
566,0,0,0,405,3029,7788149757105119,5
285,0,0,0,498,3217,7788149757105119,6
201,0,0,0,555,3244,7788149757105119,7
34,0,0,0,151,3815,7788149757105119,8
155,0,0,0,360,3485,7788149757105119,9
977,0,0,0,586,2437,7788149757105119,10
1294,0,0,0,515,2191,7788149757105119,11
642,0,0,0,73,3285,7788149757105119,12
489,0,0,0,286,3225,7788149757105119,13
70,0,0,0,489,3441,7788149757105119,14
0,0,0,0,345,3655,7788149757105119,15
41,0,0,0,1030,2929,7788149757105119,16
952,0,0,0,238,2810,7788149757105119,17
502,0,0,0,537,2961,7788149757105119,18
40,0,0,0,634,3326,7788149757105119,19
129,0,0,0,470,3401,7788149757105119,20
38,0,0,0,217,3745,7788149757105119,21
282,0,0,0,646,3072,7788149757105119,22
1201,0,0,0,1158,1641,7788149757105119,23
0,0,0,0,111,3889,7788149757105119,24
165,0,0,0,934,2901,7788149757105119,25
130,0,0,0,1256,2614,7788149757105119,26
38,0,0,0,56,3906,7788149757105119,27
393,0,0,0,1717,1890,7788149757105119,28
236,0,0,0,43,3721,7788149757105119,29
639,0,0,0,251,3110,7788149757105119,30
0,0,0,0,392,3608,7788149757105119,31
962,0,0,148,299,2591,7788149757105119,32
0,0,0,0,430,3570,7788149757105119,33
374,0,0,0,134,3492,7788149757105119,34
1250,0,0,0,226,2524,7788149757105119,35
1156,0,0,0,912,1932,7788149757105119,36
18,0,0,0,535,3447,7788149757105119,37
930,0,0,0,672,2398,7788149757105119,38
426,0,0,0,933,2641,7788149757105119,39
0,0,0,0,271,3729,7788149757105119,40
0,0,0,0,250,3750,7788149757105119,41
1583,0,0,0,1251,1166,7788149757105119,42
1048,0,0,0,1701,1251,7788149757105119,43
432,0,0,0,948,2620,7788149757105119,44
153,0,0,0,210,3637,7788149757105119,45
0,0,0,0,154,3846,7788149757105119,46
493,0,0,0,758,2749,7788149757105119,47
0,0,0,0,259,3741,7788149757105119,48
628,0,0,0,752,2620,7788149757105119,49
1223,0,0,0,63,2714,7788149757105119,50
295,0,0,0,317,3388,7788149757105119,51
197,0,0,0,850,2953,7788149757105119,52
0,0,0,0,405,3595,7788149757105119,53
546,0,0,0,589,2865,7788149757105119,54
0,0,0,0,486,3514,7788149757105119,55
296,0,0,0,971,2733,7788149757105119,56
0,0,0,0,545,3455,7788149757105119,57
0,0,0,0,1335,2665,7788149757105119,58
225,0,0,0,260,3515,7788149757105119,59
894,0,0,0,550,2556,7788149757105119,60
286,0,0,0,317,3397,7788149757105119,61
676,0,0,0,1056,2268,7788149757105119,62
0,0,0,0,378,3622,7788149757105119,63
693,0,0,0,191,3116,7788149757105119,64
340,0,0,0,1824,1836,7788149757105119,65
0,0,0,0,2018,1982,7788149757105119,66
0,0,0,0,1994,2006,7788149757105119,67
966,0,0,0,297,2737,7788149757105119,68
330,0,0,0,356,3314,7788149757105119,69
67,0,15,0,583,3335,7788149757105119,70
212,0,0,0,301,3487,7788149757105119,71
705,0,0,0,867,2428,7788149757105119,72
211,0,0,0,126,3663,7788149757105119,73
112,0,0,0,810,3078,7788149757105119,74
866,0,0,0,565,2569,7788149757105119,75
783,0,0,0,402,2815,7788149757105119,76
785,0,0,0,632,2583,7788149757105119,77
710,0,0,0,775,2515,7788149757105119,78
3,0,0,0,1162,2835,7788149757105119,79
92,0,0,0,627,3281,7788149757105119,80
219,59,0,0,122,3600,7788149757105119,81
6,0,0,0,533,3461,7788149757105119,82
185,0,0,0,111,3704,7788149757105119,83
34,0,0,0,1040,2926,7788149757105119,84
0,0,0,0,223,3777,7788149757105119,85
262,0,0,0,420,3318,7788149757105119,86
255,0,0,0,208,3537,7788149757105119,87
0,0,0,0,684,3316,7788149757105119,88
217,0,0,0,1422,2361,7788149757105119,89
0,0,0,0,370,3630,7788149757105119,90
505,0,0,0,144,3351,7788149757105119,91
907,0,0,0,407,2686,7788149757105119,92
0,0,0,0,2097,1903,7788149757105119,93
780,0,0,0,504,2716,7788149757105119,94
416,0,0,0,1930,1654,7788149757105119,95
59,0,0,0,1069,2872,7788149757105119,96
590,0,0,0,633,2777,7788149757105119,97
0,0,0,0,314,3686,7788149757105119,98
1890,0,0,0,275,1835,7788149757105119,99
1793,0,0,0,530,1677,7788149757105119,100
1065,0,0,0,744,2191,7788149757107166,1
0,0,0,0,1324,2676,7788149757107166,2
39,0,0,0,363,3598,7788149757107166,3
820,0,0,0,566,2614,7788149757107166,4
406,0,0,0,1493,2101,7788149757107166,5
2,0,0,0,860,3138,7788149757107166,6
118,0,0,0,436,3446,7788149757107166,7
798,0,0,0,811,2391,7788149757107166,8
0,0,0,0,661,3339,7788149757107166,9
302,0,0,0,328,3370,7788149757107166,10
797,0,0,0,209,2994,7788149757107166,11
88,0,0,64,257,3591,7788149757107166,12
9,0,0,0,269,3722,7788149757107166,13
537,0,0,0,99,3364,7788149757107166,14
147,0,0,0,289,3564,7788149757107166,15
1195,0,0,0,282,2523,7788149757107166,16
0,0,0,0,750,3250,7788149757107166,17
757,0,0,0,610,2633,7788149757107166,18
863,0,0,0,619,2518,7788149757107166,19
1948,0,0,0,456,1596,7788149757107166,20
394,0,0,0,467,3139,7788149757107166,21
643,0,0,0,623,2734,7788149757107166,22
879,0,0,0,98,3023,7788149757107166,23
37,0,0,0,59,3904,7788149757107166,24
451,0,0,0,304,3245,7788149757107166,25
126,0,0,143,85,3646,7788149757107166,26
673,0,0,0,276,3051,7788149757107166,27
595,0,0,0,322,3083,7788149757107166,28
0,5,0,0,296,3699,7788149757107166,29
69,0,0,0,586,3345,7788149757107166,30
213,0,0,0,843,2944,7788149757107166,31
1603,0,0,0,1300,1097,7788149757107166,32
327,0,0,0,164,3509,7788149757107166,33
788,0,0,0,756,2456,7788149757107166,34
79,0,0,0,1174,2747,7788149757107166,35
15,0,0,0,260,3725,7788149757107166,36
62,0,0,0,308,3630,7788149757107166,37
86,121,0,0,326,3467,7788149757107166,38
2145,0,0,0,53,1802,7788149757107166,39
332,0,0,0,282,3386,7788149757107166,40
0,0,0,0,263,3737,7788149757107166,41
282,0,0,0,1257,2461,7788149757107166,42
361,0,0,0,319,3320,7788149757107166,43
0,0,0,0,511,3489,7788149757107166,44
3,0,0,0,463,3534,7788149757107166,45
4,0,0,0,301,3695,7788149757107166,46
39,0,0,0,139,3822,7788149757107166,47
326,0,0,0,686,2988,7788149757107166,48
255,0,0,0,268,3477,7788149757107166,49
689,0,0,0,486,2825,7788149757107166,50
0,0,0,0,1037,2963,7788149757107166,51
212,0,0,0,1471,2317,7788149757107166,52
0,0,0,0,212,3788,7788149757107166,53
96,111,0,0,188,3605,7788149757107166,54
1330,0,0,0,1166,1504,7788149757107166,55
0,0,0,0,222,3778,7788149757107166,56
29,0,0,0,179,3792,7788149757107166,57
76,0,0,0,606,3318,7788149757107166,58
250,0,0,0,335,3415,7788149757107166,59
174,0,0,0,612,3214,7788149757107166,60
2,0,0,0,377,3621,7788149757107166,61
119,0,0,0,429,3452,7788149757107166,62
205,0,0,0,700,3095,7788149757107166,63
709,0,0,0,587,2704,7788149757107166,64
18,0,0,0,340,3642,7788149757107166,65
4,0,0,0,179,3817,7788149757107166,66
161,0,0,0,973,2866,7788149757107166,67
865,0,0,0,566,2569,7788149757107166,68
0,0,0,0,94,3906,7788149757107166,69
0,0,0,0,160,3840,7788149757107166,70
151,0,0,0,61,3788,7788149757107166,71
24,0,0,0,194,3782,7788149757107166,72
885,0,0,0,296,2819,7788149757107166,73
236,0,0,0,252,3512,7788149757107166,74
234,62,0,0,225,3479,7788149757107166,75
101,0,0,0,293,3606,7788149757107166,76
0,0,0,0,342,3658,7788149757107166,77
89,0,0,0,85,3826,7788149757107166,78
564,0,0,0,321,3115,7788149757107166,79
46,0,0,0,130,3824,7788149757107166,80
36,0,0,18,149,3797,7788149757107166,81
677,0,0,0,647,2676,7788149757107166,82
770,0,0,0,348,2882,7788149757107166,83
81,0,0,0,826,3093,7788149757107166,84
380,75,0,0,120,3425,7788149757107166,85
501,0,0,0,1316,2183,7788149757107166,86
733,0,0,0,650,2617,7788149757107166,87
0,0,0,0,456,3544,7788149757107166,88
0,273,0,0,324,3403,7788149757107166,89
6,0,0,196,473,3325,7788149757107166,90
331,0,0,124,182,3363,7788149757107166,91
183,0,0,0,957,2860,7788149757107166,92
0,0,0,0,118,3882,7788149757107166,93
0,0,0,0,434,3566,7788149757107166,94
165,0,0,0,659,3176,7788149757107166,95
0,0,0,0,1575,2425,7788149757107166,96
152,0,0,0,482,3366,7788149757107166,97
327,0,0,0,793,2880,7788149757107166,98
0,0,0,0,514,3486,7788149757107166,99
0,0,0,0,340,3660,7788149757107166,100
799,0,0,0,474,2727,7788150025541598,1
1130,0,0,0,86,2784,7788150025541598,2
0,0,0,0,119,3881,7788150025541598,3
588,0,10,0,2,3400,7788150025541598,4
426,0,0,0,885,2689,7788150025541598,5
229,0,0,0,146,3625,7788150025541598,6
0,0,0,0,552,3448,7788150025541598,7
123,0,0,0,470,3407,7788150025541598,8
436,0,0,0,333,3231,7788150025541598,9
0,0,1,0,420,3579,7788150025541598,10
594,0,0,0,19,3387,7788150025541598,11
181,21,0,0,320,3478,7788150025541598,12
0,175,0,0,421,3404,7788150025541598,13
768,0,0,0,448,2784,7788150025541598,14
0,0,0,0,185,3815,7788150025541598,15
0,0,0,0,378,3622,7788150025541598,16
335,0,0,0,69,3596,7788150025541598,17
538,0,0,0,1168,2294,7788150025541598,18
0,0,0,0,911,3089,7788150025541598,19
110,0,0,0,1001,2889,7788150025541598,20
134,0,0,0,149,3717,7788150025541598,21
842,0,0,0,1579,1579,7788150025541598,22
319,0,0,0,988,2693,7788150025541598,23
0,86,0,0,106,3808,7788150025541598,24
181,0,0,0,379,3440,7788150025541598,25
73,0,0,0,324,3603,7788150025541598,26
243,0,0,0,419,3338,7788150025541598,27
72,0,0,0,30,3898,7788150025541598,28
559,0,0,0,933,2508,7788150025541598,29
563,0,0,0,983,2454,7788150025541598,30
0,0,0,0,70,3930,7788150025541598,31
49,0,0,0,151,3800,7788150025541598,32
233,420,0,0,368,2979,7788150025541598,33
4,0,0,0,163,3833,7788150025541598,34
696,0,0,0,80,3224,7788150025541598,35
0,0,0,0,458,3542,7788150025541598,36
511,0,0,0,147,3342,7788150025541598,37
100,0,0,0,418,3482,7788150025541598,38
0,0,0,0,360,3640,7788150025541598,39
717,0,0,0,496,2787,7788150025541598,40
56,0,0,0,1476,2468,7788150025541598,41
0,3,0,0,794,3203,7788150025541598,42
0,0,0,0,302,3698,7788150025541598,43
280,0,0,0,133,3587,7788150025541598,44
1357,0,0,0,450,2193,7788150025541598,45
1194,0,0,0,320,2486,7788150025541598,46
1077,0,0,0,399,2524,7788150025541598,47
361,0,0,0,1037,2602,7788150025541598,48
0,0,0,0,76,3924,7788150025541598,49
1727,0,0,0,583,1690,7788150025541598,50
515,0,0,0,781,2704,7788150025541598,51
0,0,0,0,171,3829,7788150025541598,52
2946,0,0,0,205,849,7788150025541598,53
0,0,0,0,437,3563,7788150025541598,54
0,0,0,0,234,3766,7788150025541598,55
101,0,0,0,661,3238,7788150025541598,56
42,0,0,0,252,3706,7788150025541598,57
599,0,0,0,196,3205,7788150025541598,58
297,0,0,0,437,3266,7788150025541598,59
657,0,0,0,682,2661,7788150025541598,60
49,0,0,0,1082,2869,7788150025541598,61
2,0,0,0,1600,2398,7788150025541598,62
322,0,0,0,1291,2387,7788150025541598,63
609,0,0,0,249,3142,7788150025541598,64
0,0,0,0,428,3572,7788150025541598,65
1128,0,0,0,588,2284,7788150025541598,66
88,0,0,0,448,3464,7788150025541598,67
89,0,0,0,642,3269,7788150025541598,68
1153,0,0,0,216,2631,7788150025541598,69
773,0,0,0,107,3120,7788150025541598,70
108,0,16,0,22,3854,7788150025541598,71
153,0,0,0,243,3604,7788150025541598,72
821,0,0,0,509,2670,7788150025541598,73
1026,0,0,0,162,2812,7788150025541598,74
149,0,0,0,617,3234,7788150025541598,75
475,0,0,0,632,2893,7788150025541598,76
468,0,0,59,313,3160,7788150025541598,77
267,0,0,0,737,2996,7788150025541598,78
0,54,0,0,215,3731,7788150025541598,79
0,0,0,0,757,3243,7788150025541598,80
0,0,0,0,442,3558,7788150025541598,81
1286,0,0,0,724,1990,7788150025541598,82
0,0,0,0,107,3893,7788150025541598,83
0,0,0,0,285,3715,7788150025541598,84
65,0,0,0,144,3791,7788150025541598,85
113,0,0,0,596,3291,7788150025541598,86
257,0,0,0,1537,2206,7788150025541598,87
160,0,0,0,317,3523,7788150025541598,88
507,0,0,0,496,2997,7788150025541598,89
0,59,0,0,726,3215,7788150025541598,90
214,0,0,58,225,3503,7788150025541598,91
477,0,0,0,185,3338,7788150025541598,92
616,0,0,0,484,2900,7788150025541598,93
254,0,0,0,442,3304,7788150025541598,94
1056,0,0,0,1075,1869,7788150025541598,95
279,0,0,0,110,3611,7788150025541598,96
134,0,0,314,79,3473,7788150025541598,97
833,0,0,0,371,2796,7788150025541598,98
167,0,0,0,177,3656,7788150025541598,99
0,0,0,0,407,3593,7788150025541598,100
748,0,0,0,385,2867,7788150025541599,1
123,0,0,0,142,3735,7788150025541599,2
35,0,0,0,294,3671,7788150025541599,3
381,0,0,0,4,3615,7788150025541599,4
436,0,0,0,376,3188,7788150025541599,5
294,0,0,0,1371,2335,7788150025541599,6
408,0,0,0,219,3373,7788150025541599,7
509,0,0,0,207,3284,7788150025541599,8
810,0,0,0,1545,1645,7788150025541599,9
853,0,0,0,304,2843,7788150025541599,10
392,0,0,0,649,2959,7788150025541599,11
846,0,0,0,173,2981,7788150025541599,12
160,0,0,0,1368,2472,7788150025541599,13
1227,0,0,0,497,2276,7788150025541599,14
109,0,0,0,737,3154,7788150025541599,15
289,0,0,0,458,3253,7788150025541599,16
311,0,0,0,488,3201,7788150025541599,17
475,0,0,0,90,3435,7788150025541599,18
0,0,0,0,313,3687,7788150025541599,19
1071,0,0,0,221,2708,7788150025541599,20
52,0,0,0,337,3611,7788150025541599,21
638,0,0,0,1306,2056,7788150025541599,22
390,0,0,0,842,2768,7788150025541599,23
313,0,0,0,349,3338,7788150025541599,24
184,0,0,0,245,3571,7788150025541599,25
525,0,0,0,828,2647,7788150025541599,26
377,0,0,0,429,3194,7788150025541599,27
263,0,0,0,214,3523,7788150025541599,28
289,0,0,0,22,3689,7788150025541599,29
1023,0,0,0,622,2355,7788150025541599,30
2041,0,0,0,28,1931,7788150025541599,31
0,0,0,0,182,3818,7788150025541599,32
1659,0,0,0,147,2194,7788150025541599,33
126,0,0,0,1094,2780,7788150025541599,34
401,0,0,0,465,3134,7788150025541599,35
212,0,0,0,56,3732,7788150025541599,36
0,0,0,0,809,3191,7788150025541599,37
127,0,0,0,567,3306,7788150025541599,38
413,0,0,0,530,3057,7788150025541599,39
0,0,0,0,2170,1830,7788150025541599,40
1641,0,0,0,118,2241,7788150025541599,41
565,0,0,0,37,3398,7788150025541599,42
552,0,0,0,148,3300,7788150025541599,43
1297,0,0,0,1,2702,7788150025541599,44
40,0,0,0,1345,2615,7788150025541599,45
1406,0,0,0,504,2090,7788150025541599,46
218,0,0,0,249,3533,7788150025541599,47
11,0,0,0,971,3018,7788150025541599,48
190,0,0,0,439,3371,7788150025541599,49
460,0,0,0,1364,2176,7788150025541599,50
991,0,0,0,379,2630,7788150025541599,51
403,0,0,0,113,3484,7788150025541599,52
378,0,0,0,201,3421,7788150025541599,53
1107,0,0,0,149,2744,7788150025541599,54
627,0,0,0,97,3276,7788150025541599,55
1467,0,0,0,435,2098,7788150025541599,56
94,0,0,0,602,3304,7788150025541599,57
159,0,0,0,126,3715,7788150025541599,58
1334,0,0,0,8,2658,7788150025541599,59
1683,0,0,0,75,2242,7788150025541599,60
335,0,0,0,302,3363,7788150025541599,61
479,0,0,0,878,2643,7788150025541599,62
294,0,0,0,449,3257,7788150025541599,63
0,0,0,0,531,3469,7788150025541599,64
0,0,0,0,81,3919,7788150025541599,65
49,0,0,0,1629,2322,7788150025541599,66
1175,0,0,0,259,2566,7788150025541599,67
1847,0,0,0,1452,701,7788150025541599,68
95,0,0,0,497,3408,7788150025541599,69
8,0,0,0,980,3012,7788150025541599,70
418,323,0,0,304,2955,7788150025541599,71
270,0,0,0,574,3156,7788150025541599,72
900,0,0,0,29,3071,7788150025541599,73
1217,0,0,0,388,2395,7788150025541599,74
561,0,0,0,105,3334,7788150025541599,75
166,0,0,0,287,3547,7788150025541599,76
1992,0,0,0,334,1674,7788150025541599,77
449,0,0,0,405,3146,7788150025541599,78
1609,0,0,0,672,1719,7788150025541599,79
567,0,0,0,121,3312,7788150025541599,80
47,0,0,0,919,3034,7788150025541599,81
1606,0,0,0,768,1626,7788150025541599,82
16,0,0,0,261,3723,7788150025541599,83
1053,0,0,0,802,2145,7788150025541599,84
673,0,0,0,324,3003,7788150025541599,85
533,0,0,0,552,2915,7788150025541599,86
366,0,0,0,70,3564,7788150025541599,87
852,0,316,436,39,2357,7788150025541599,88
0,0,0,0,571,3429,7788150025541599,89
1214,0,0,0,262,2524,7788150025541599,90
631,0,0,0,954,2415,7788150025541599,91
422,0,0,0,292,3286,7788150025541599,92
421,0,0,0,941,2638,7788150025541599,93
0,0,0,0,1336,2664,7788150025541599,94
53,0,0,0,1331,2616,7788150025541599,95
865,0,0,0,57,3078,7788150025541599,96
0,0,0,0,382,3618,7788150025541599,97
208,0,0,0,1288,2504,7788150025541599,98
730,0,0,0,87,3183,7788150025541599,99
1230,0,0,0,811,1959,7788150025541599,100
905,0,0,0,134,2961,7788150025543646,1
0,0,0,0,427,3573,7788150025543646,2
46,0,0,0,103,3851,7788150025543646,3
1532,0,0,0,227,2241,7788150025543646,4
454,469,0,0,128,2949,7788150025543646,5
981,0,0,0,921,2098,7788150025543646,6
762,0,0,0,872,2366,7788150025543646,7
0,0,0,0,343,3657,7788150025543646,8
79,61,0,0,340,3520,7788150025543646,9
0,0,0,0,310,3690,7788150025543646,10
142,0,0,0,1371,2487,7788150025543646,11
162,0,0,0,689,3149,7788150025543646,12
697,0,0,0,103,3200,7788150025543646,13
326,589,0,0,273,2812,7788150025543646,14
0,0,33,2,759,3206,7788150025543646,15
204,0,0,0,217,3579,7788150025543646,16
394,0,0,0,1247,2359,7788150025543646,17
285,0,0,0,192,3523,7788150025543646,18
273,0,0,0,243,3484,7788150025543646,19
1937,0,0,0,138,1925,7788150025543646,20
152,0,0,0,111,3737,7788150025543646,21
1242,0,0,0,437,2321,7788150025543646,22
526,0,0,0,561,2913,7788150025543646,23
126,0,0,0,1245,2629,7788150025543646,24
1032,0,0,0,1156,1812,7788150025543646,25
0,300,0,0,387,3313,7788150025543646,26
90,0,0,0,167,3743,7788150025543646,27
329,0,0,0,639,3032,7788150025543646,28
486,0,0,0,1117,2397,7788150025543646,29
324,0,0,0,2,3674,7788150025543646,30
0,0,0,0,627,3373,7788150025543646,31
819,0,0,0,41,3140,7788150025543646,32
325,0,0,0,318,3357,7788150025543646,33
339,0,0,0,1052,2609,7788150025543646,34
232,0,0,0,593,3175,7788150025543646,35
113,0,0,0,473,3414,7788150025543646,36
0,0,0,0,877,3123,7788150025543646,37
242,0,0,0,891,2867,7788150025543646,38
963,0,0,0,559,2478,7788150025543646,39
23,0,0,0,257,3720,7788150025543646,40
167,0,0,0,349,3484,7788150025543646,41
175,0,0,0,1545,2280,7788150025543646,42
328,0,0,0,660,3012,7788150025543646,43
0,1,0,0,325,3674,7788150025543646,44
48,0,0,0,383,3569,7788150025543646,45
516,0,0,0,430,3054,7788150025543646,46
0,0,0,0,1368,2632,7788150025543646,47
739,0,0,0,2125,1136,7788150025543646,48
746,0,91,0,414,2749,7788150025543646,49
426,0,0,0,1382,2192,7788150025543646,50
291,0,0,0,85,3624,7788150025543646,51
263,0,0,0,45,3692,7788150025543646,52
0,0,442,0,396,3162,7788150025543646,53
765,0,0,0,936,2299,7788150025543646,54
888,0,0,0,82,3030,7788150025543646,55
954,0,0,0,137,2909,7788150025543646,56
590,0,0,0,68,3342,7788150025543646,57
211,0,0,0,545,3244,7788150025543646,58
586,0,0,0,7,3407,7788150025543646,59
1561,0,0,0,102,2337,7788150025543646,60
931,0,0,0,189,2880,7788150025543646,61
776,0,0,0,134,3090,7788150025543646,62
55,0,0,0,140,3805,7788150025543646,63
96,0,0,0,1624,2280,7788150025543646,64
1801,0,0,0,306,1893,7788150025543646,65
56,0,0,0,425,3519,7788150025543646,66
585,0,0,0,1024,2391,7788150025543646,67
1683,0,0,0,50,2267,7788150025543646,68
0,0,0,0,1082,2918,7788150025543646,69
705,0,0,0,373,2922,7788150025543646,70
117,0,0,0,142,3741,7788150025543646,71
571,0,0,0,1036,2393,7788150025543646,72
0,0,0,0,420,3580,7788150025543646,73
762,0,0,0,174,3064,7788150025543646,74
85,0,0,0,103,3812,7788150025543646,75
0,0,0,0,868,3132,7788150025543646,76
421,0,0,0,464,3115,7788150025543646,77
971,0,0,0,648,2381,7788150025543646,78
0,0,0,0,372,3628,7788150025543646,79
217,0,0,0,133,3650,7788150025543646,80
1028,0,0,0,250,2722,7788150025543646,81
91,0,0,0,184,3725,7788150025543646,82
1747,0,0,0,184,2069,7788150025543646,83
582,0,0,0,240,3178,7788150025543646,84
291,0,0,0,494,3215,7788150025543646,85
881,0,0,0,128,2991,7788150025543646,86
694,0,0,0,250,3056,7788150025543646,87
89,0,0,0,897,3014,7788150025543646,88
347,0,0,0,317,3336,7788150025543646,89
389,0,0,0,57,3554,7788150025543646,90
183,0,0,0,336,3481,7788150025543646,91
309,0,0,0,437,3254,7788150025543646,92
0,0,0,0,1068,2932,7788150025543646,93
0,151,0,0,286,3563,7788150025543646,94
152,0,0,0,80,3768,7788150025543646,95
893,0,0,0,117,2990,7788150025543646,96
848,0,0,0,76,3076,7788150025543646,97
527,0,0,0,572,2901,7788150025543646,98
1306,0,0,0,55,2639,7788150025543646,99
0,432,0,0,130,3438,7788150025543646,100
475,0,0,0,307,3218,7805725014939615,1
0,0,0,0,419,3581,7805725014939615,2
119,0,0,0,608,3273,7805725014939615,3
17,0,0,0,140,3843,7805725014939615,4
0,0,0,0,710,3290,7805725014939615,5
0,0,0,0,791,3209,7805725014939615,6
694,0,0,0,518,2788,7805725014939615,7
927,0,0,0,501,2572,7805725014939615,8
255,0,0,0,440,3305,7805725014939615,9
434,0,0,0,1117,2449,7805725014939615,10
128,0,0,0,127,3745,7805725014939615,11
41,0,0,0,483,3476,7805725014939615,12
482,0,0,0,1168,2350,7805725014939615,13
47,0,0,0,174,3779,7805725014939615,14
0,0,0,0,183,3817,7805725014939615,15
575,0,0,0,262,3163,7805725014939615,16
105,0,0,0,197,3698,7805725014939615,17
1726,0,0,0,212,2062,7805725014939615,18
338,0,0,0,773,2889,7805725014939615,19
90,0,0,0,630,3280,7805725014939615,20
167,0,0,0,240,3593,7805725014939615,21
0,0,0,0,255,3745,7805725014939615,22
0,0,0,0,326,3674,7805725014939615,23
95,0,0,0,79,3826,7805725014939615,24
0,0,0,0,334,3666,7805725014939615,25
