,orig.ident,nCount_RNA,nFeature_RNA,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,percent.mt,condition,nCount_SCT,nFeature_SCT,SCT_snn_res.0.8,seurat_clusters,tree.ident,SCT_snn_res.0.5,rcpa_clusters,predicted.id,prediction.score.Generalist.NE,prediction.score.Neuroendocrine2,prediction.score.Stress,prediction.score.Generalist.nonNE,prediction.score.nonNE1,prediction.score.Neuroendocrine1,prediction.score.Intermediate,prediction.score.nonNE2,prediction.score.max,Ascl1_targets_score1,Rest_targets_score1,HES1_high_score1,Liu_sclcI_score1,Intermediate_score1,NE1_score1,NE2_score1,nonNE1_score1,nonNE2_score1,stress_score1,ident
07_45_21__s5,organoid,9325.0,3523.0,D_Sample4,GRCm39,3523,9325,16137,7,45,21,A7,D9,B9,1.6085790884718498,shGFP,9423.0,3507,12,2,2,12,2,Generalist NE,0.5330685283101121,0.0,0.0,0.0,0.0,0.46693147168988786,0.0,0.0,0.5330685283101121,0.38495163726597376,0.2139591606366178,-0.09253456504529574,-0.048820135537703625,0.21031196937331914,0.4702271338863751,0.2099434528703909,0.08032506009313928,0.06731461041051805,0.08396880779242091,D_Sample4
07_45_22__s5,organoid,7925.0,3412.0,D_Sample4,GRCm39,3412,7925,13599,7,45,22,A7,D9,B10,1.085173501577287,shGFP,8931.0,3398,4,1,3,5,1,Generalist NE,0.8319901845559722,0.0,0.0,0.0,0.0,0.017532910445282712,0.15047690499874536,0.0,0.8319901845559722,0.3109937764419699,0.14638913002348714,-0.10130995425149947,-0.05038112769149063,0.3559974350896472,0.12696462439370615,0.10204089346664469,-0.0861626935723876,-0.01331408508857558,0.11327028119309893,D_Sample4
07_45_25__s5,organoid,4384.0,2209.0,D_Sample4,GRCm39,2209,4384,7486,7,45,25,A7,D9,C1,1.7563868613138685,shGFP,8997.0,2498,0,3,6,1,3,Generalist NE,0.9247808201163907,0.0,0.0,0.0,0.0,0.0,0.07521917988360902,0.0,0.9247808201163907,0.2984619022600945,0.11536221024522558,-0.07725370722982353,-0.034202866865242244,0.46067937837006023,0.19908229232328323,0.08660799699400623,0.021492986047002643,-0.004904721478553586,-0.030986266535127316,D_Sample4
07_45_44__s5,organoid,5904.0,2807.0,D_Sample4,GRCm39,2807,5904,10446,7,45,44,A7,D9,D8,1.321138211382114,shGFP,8864.0,2825,1,2,2,2,2,Generalist NE,0.781554957157616,0.0,0.0,0.0,0.0,0.21844504284238392,0.0,0.0,0.781554957157616,0.3368878765258449,0.27129307652760565,-0.08686490645687303,-0.02969479970822122,0.3407987523102914,0.21352627097728621,-0.03177852054683858,0.06539444106180856,0.0776682733279742,0.15232953780306413,D_Sample4
07_45_71__s5,organoid,14770.0,4749.0,D_Sample4,GRCm39,4749,14770,25453,7,45,71,A7,D9,F11,1.042654028436019,shGFP,10557.0,4645,10,3,6,9,3,Generalist NE,0.8667035305261988,0.0,0.0,0.0,0.0,0.1332964694738014,0.0,0.0,0.8667035305261988,0.2687684652917152,0.1943208489144379,-0.12556259584164223,-0.05723289115108875,0.32919758632858276,0.3296363407632697,0.09765190274501084,-0.051397166304373715,-0.04766748334044617,-0.09494537683689883,D_Sample4
07_46_14__s5,organoid,6443.0,2907.0,D_Sample4,GRCm39,2907,6443,11442,7,46,14,A7,D10,B2,1.8159242588856124,shGFP,8744.0,2901,12,2,7,12,2,Neuroendocrine1,0.2557103573129782,0.0,0.0,0.0,0.0,0.7442896426870218,0.0,0.0,0.7442896426870218,0.42557164958658833,0.2783809972834898,-0.08706518079097729,-0.033399474443179214,-0.1021258464689119,0.40594631236418316,0.13211835698554492,0.09989389437588167,0.03599955802325727,0.19289831720336353,D_Sample4
07_46_21__s5,organoid,11898.0,4254.0,D_Sample4,GRCm39,4254,11898,21032,7,46,21,A7,D10,B9,1.4288115649689024,shGFP,10556.0,4228,9,2,8,10,2,Generalist NE,0.5218906634833308,0.0,0.0,0.0,0.0,0.4781093365166692,0.0,0.0,0.5218906634833308,0.3371612343971415,0.26104343763690135,-0.11244122323934286,-0.032990072024221884,0.2021676386466591,0.29555062559243245,0.13316972157366963,0.10536840920483073,0.13665437939898933,0.0725741280832117,D_Sample4
07_46_27__s5,organoid,14058.0,4697.0,D_Sample4,GRCm39,4697,14058,24215,7,46,27,A7,D10,C3,1.6147389386826008,shGFP,10609.0,4622,3,3,6,4,3,Generalist NE,0.5138165834549165,0.0,0.0,0.0,0.0,0.48618341654508346,0.0,0.0,0.5138165834549165,0.2701911412109892,0.13055356565161041,-0.10565198654230094,-0.06290060782117615,0.26162468188479,0.10240359419506179,0.021030994711315032,0.05017383112755869,0.036721435787295864,-0.04981644408470254,D_Sample4
07_46_68__s5,organoid,11755.0,4200.0,D_Sample4,GRCm39,4200,11755,20725,7,46,68,A7,D10,F8,1.020842194810719,shGFP,10539.0,4172,12,2,7,12,2,Neuroendocrine1,0.19368589061264724,0.0,0.0,0.0,0.0,0.8063141093873529,0.0,0.0,0.8063141093873529,0.4599215506328955,0.3606714870866672,-0.10613345854078567,-0.05589338628721394,0.19300775846686086,0.5867537560637721,0.12809865093668,0.08210336877098093,-0.04160171460920331,0.21825229810278013,D_Sample4
07_47_26__s5,organoid,17294.0,5268.0,D_Sample4,GRCm39,5268,17294,30482,7,47,26,A7,D11,C2,1.2778998496588412,shGFP,10651.0,4828,3,3,6,4,3,Generalist NE,0.990014917219056,0.0,0.0,0.0,0.0,0.009985082780943852,0.0,0.0,0.990014917219056,0.2868214019589512,0.05428379696476904,-0.12223416193077827,-0.05683564042267705,0.479220174639133,0.5186982605214897,0.19599227987617768,-0.04767756489651723,0.07068195730596774,-0.026631148773388125,D_Sample4
07_47_77__s5,organoid,18027.0,5470.0,D_Sample4,GRCm39,5470,18027,31486,7,47,77,A7,D11,G5,1.2314861041770677,shGFP,10711.0,4921,9,2,8,10,2,Generalist NE,0.6045219174213398,0.0,0.0,0.0,0.0,0.39547808257866013,0.0,0.0,0.6045219174213398,0.3187119659475195,0.1192770588508325,-0.12124164334620102,-0.05378639703418256,0.4124360507529581,0.23030668243385588,-0.022945373498858,0.06805105840395945,0.08204550557622908,0.02469770515796907,D_Sample4
07_47_80__s5,organoid,7410.0,3330.0,D_Sample4,GRCm39,3330,7410,12786,7,47,80,A7,D11,G8,1.349527665317139,shGFP,8868.0,3317,4,2,7,5,2,Generalist NE,0.9077512893449095,0.0,0.0,0.0,0.0,0.031685895305686676,0.06056281534940414,0.0,0.9077512893449095,0.32385313660723014,0.121861386629106,-0.08791189827666353,-0.04906725853187019,0.2992126446498743,-0.029131762569212072,-0.010607521268826137,0.07323662127857922,-0.010469214858394554,0.11484613579572675,D_Sample4
07_48_34__s5,organoid,7621.0,3309.0,D_Sample4,GRCm39,3309,7621,13313,7,48,34,A7,D12,C10,1.1940690198136727,shGFP,8908.0,3293,12,2,7,12,2,Neuroendocrine1,0.3402349073196268,0.0,0.0,0.0,0.0,0.6597650926803734,0.0,0.0,0.6597650926803734,0.35572506145804617,0.2562987969518644,-0.0899776448586013,-0.040811642797148495,0.24003204766922648,0.5721716394010228,0.15284086103809258,0.03364809279399372,0.05033559029061786,0.1676250634037813,D_Sample4
07_48_69__s5,organoid,6181.0,2905.0,D_Sample4,GRCm39,2905,6181,10889,7,48,69,A7,D12,F9,1.6502184112603138,shGFP,8859.0,2909,12,2,7,12,2,Generalist NE,0.9216479603293124,0.0,0.0,0.0,0.0,0.01804002760271733,0.06031201206797041,0.0,0.9216479603293124,0.28310689893656726,0.12195336562573689,-0.0938322587589756,-0.041052040556254214,0.4062196102989656,0.07829114400690806,0.031066622030864688,0.006467101553454785,0.06945817740627099,0.04064883881959294,D_Sample4
07_49_10__s5,organoid,16676.0,5329.0,D_Sample4,GRCm39,5329,16676,29034,7,49,10,A7,E1,A10,0.9174862077236747,shGFP,10666.0,4960,0,2,5,1,2,Generalist NE,0.7048997407724645,0.0,0.0,0.0,0.0,0.2951002592275355,0.0,0.0,0.7048997407724645,0.31332546663086497,0.1492336530545788,-0.1283520983251914,-0.06409080650645717,0.4261009997011431,0.4125135755473066,0.14123221402643427,0.09466540371280699,0.0323003941585944,0.09416745293674436,D_Sample4
07_49_31__s5,organoid,9397.0,3958.0,D_Sample4,GRCm39,3958,9397,16340,7,49,31,A7,E1,C7,0.9577524741938916,shGFP,9446.0,3941,0,3,6,1,3,Generalist NE,0.8421411675120604,0.0,0.0,0.0,0.0,0.1578588324879397,0.0,0.0,0.8421411675120604,0.3299956192586604,0.16228204921155925,-0.10707179336578038,-0.0431300940160961,0.3571235600820001,0.3239526261978925,0.11593546407590866,0.05077839612700624,0.045241168528355455,0.10579302465871021,D_Sample4
07_49_43__s5,organoid,13785.0,4533.0,D_Sample4,GRCm39,4533,13785,24837,7,49,43,A7,E1,D7,1.545157780195865,shGFP,10607.0,4494,0,3,6,1,3,Generalist NE,0.9707350732355224,0.0,0.0,0.0,0.0,0.013137601645652341,0.016127325118825257,0.0,0.9707350732355224,0.2868752532206478,0.08922445658903932,-0.1328252059123648,-0.08446707470882808,0.37805938526012894,0.5198822850856923,0.1535368728147518,-0.07112965276264178,-0.07947909855822696,0.07097145840796151,D_Sample4
07_49_79__s5,organoid,16312.0,5013.0,D_Sample4,GRCm39,5013,16312,28396,7,49,79,A7,E1,G7,1.569396763119176,shGFP,10614.0,4677,3,3,6,4,3,Generalist NE,0.7100410206965445,0.0,0.0,0.0,0.0,0.28995897930345577,0.0,0.0,0.7100410206965445,0.30605015163063637,0.1083186536118193,-0.10701861610339518,-0.06456048442934054,0.3099974712748789,0.5378217932564451,0.3135705350715808,0.07993348858158453,0.05297211663111541,0.062070523834552443,D_Sample4
07_49_93__s5,organoid,7543.0,3363.0,D_Sample4,GRCm39,3363,7543,13280,7,49,93,A7,E1,H9,1.3655044412037651,shGFP,8898.0,3344,4,1,4,5,1,Generalist NE,0.6018915314733508,0.0,0.0,0.0,0.0,0.3829968912189266,0.015111577307722683,0.0,0.6018915314733508,0.335886243719537,0.18017873889958896,-0.08216608575216058,-0.04969825711542401,0.25975395247982525,0.13621669611909698,0.0650439332958162,0.10711578876785344,-0.08717489553490002,0.01781032610003086,D_Sample4
07_50_70__s5,organoid,6618.0,3037.0,D_Sample4,GRCm39,3037,6618,11630,7,50,70,A7,E2,F10,1.2541553339377456,shGFP,8845.0,3026,1,2,8,2,2,Neuroendocrine1,0.3733824545412364,0.0,0.0,0.0,0.0,0.6266175454587635,0.0,0.0,0.6266175454587635,0.39612504531840886,0.2826183668869219,-0.08443211931198595,-0.035443544474285445,0.17136887422162395,0.3771765098107073,0.021481731538865845,0.08769415599522418,0.03915504363796664,0.1317183290378132,D_Sample4
07_52_09__s5,organoid,15883.0,5190.0,D_Sample4,GRCm39,5190,15883,27791,7,52,9,A7,E4,A9,1.303280236731096,shGFP,10555.0,4910,7,6,13,8,6,Generalist NE,0.5584515471034409,0.0,0.0,0.0,0.0,0.44154845289655914,0.0,0.0,0.5584515471034409,0.37709417424057473,0.2392533596803867,-0.1151557564522736,-0.0567116860508865,0.32804617448686496,0.12963297054724343,0.17066411014955746,-0.06035135494684678,0.08353336648149166,0.13360955999220894,D_Sample4
07_52_25__s5,organoid,3441.0,2078.0,D_Sample4,GRCm39,2078,3441,5964,7,52,25,A7,E4,C1,0.929962220284801,shGFP,8492.0,2652,4,1,3,5,1,Generalist NE,0.8570415567706925,0.0,0.0,0.0,0.0,0.0,0.1429584432293074,0.0,0.8570415567706925,0.3026860446940991,0.1733131975916224,-0.08005926488989396,-0.034391315071824524,0.26527733472863685,-0.08019817213788408,-0.005283704336437212,-0.12943484787823106,-0.0043770061446984365,0.06976872183445373,D_Sample4
07_52_72__s5,organoid,7010.0,3098.0,D_Sample4,GRCm39,3098,7010,11945,7,52,72,A7,E4,F12,0.9700427960057061,shGFP,8865.0,3082,12,2,7,12,2,Neuroendocrine1,0.4528932072340053,0.0,0.0,0.0,0.0,0.5471067927659946,0.0,0.0,0.5471067927659946,0.3702732278982277,0.17483895825171125,-0.09629720539050825,-0.03947347576707909,0.19893308861803138,0.45701346917197405,0.17646877328176824,-0.03192381907260192,0.016816062774704307,0.07212791274095043,D_Sample4
07_53_65__s5,organoid,13563.0,4326.0,D_Sample4,GRCm39,4326,13563,23743,7,53,65,A7,E5,F5,1.4008700140087003,shGFP,10640.0,4239,0,2,5,1,2,Generalist NE,0.7372037422624126,0.0,0.0,0.0,0.0,0.0,0.26279625773758764,0.0,0.7372037422624126,0.10110748408791179,-0.08572632248106937,-0.10819742940003366,-0.061732701673175114,0.47907377683759145,0.21641455807096371,-0.010067002981127532,0.045778619977474705,-0.026143790759597232,0.021180265347350347,D_Sample4
07_54_15__s5,organoid,8059.0,3361.0,D_Sample4,GRCm39,3361,8059,14103,7,54,15,A7,E6,B3,1.1043553790792904,shGFP,8972.0,3347,9,2,8,10,2,Generalist NE,0.8521944711853235,0.0,0.0,0.0,0.0,0.06657916896082072,0.08122635985385568,0.0,0.8521944711853235,0.3449058931935276,0.1443739971086257,-0.09055795458210802,-0.0323643560438133,0.34691956792262196,0.017865615439237148,-0.0061225929558224035,0.026525855437169787,-0.016385653947040293,0.11236595243859424,D_Sample4
07_54_21__s5,organoid,12700.0,4316.0,D_Sample4,GRCm39,4316,12700,22160,7,54,21,A7,E6,B9,2.8110236220472444,shGFP,10555.0,4287,9,2,8,10,2,Generalist NE,0.5141747752965958,0.0,0.0,0.0,0.0,0.485825224703404,0.0,0.0,0.5141747752965958,0.37448534641294834,0.1845526905447843,-0.11383108736666517,-0.05239723581273501,0.2454917966245142,0.33421710311069847,0.024449125577560182,0.006862824711040605,0.020601050211482647,0.11839065041725483,D_Sample4
07_54_73__s5,organoid,13251.0,4634.0,D_Sample4,GRCm39,4634,13251,22839,7,54,73,A7,E6,G1,1.6753452569617386,shGFP,10665.0,4561,1,2,7,2,2,Neuroendocrine1,0.26312145093006906,0.0,0.0,0.0,0.0,0.736878549069931,0.0,0.0,0.736878549069931,0.42040705208372725,0.23652521052636416,-0.10601634825118557,-0.05329613023423119,-0.07912664437178829,0.2792830955797309,0.018811009105191012,0.2283950391116769,0.018414531787672633,0.2041751166956398,D_Sample4
07_55_14__s5,organoid,13107.0,4306.0,D_Sample4,GRCm39,4306,13107,23007,7,55,14,A7,E7,B2,1.9455252918287937,shGFP,10554.0,4269,1,2,7,2,2,Neuroendocrine1,0.3008143986654819,0.0,0.0,0.0,0.0,0.6991856013345181,0.0,0.0,0.6991856013345181,0.3936018143106622,0.24224607897802297,-0.11093766790456966,-0.0460616559698036,0.16463272395654155,0.4226616610917279,0.30094745862395034,0.06892387368904623,0.06936309151318737,0.13249668299244655,D_Sample4
07_55_27__s5,organoid,10374.0,3846.0,D_Sample4,GRCm39,3846,10374,17693,7,55,27,A7,E7,C3,1.1760169654906496,shGFP,10171.0,3830,0,3,6,1,3,Generalist NE,0.9664601822223997,0.0,0.0,0.0,0.0,0.03353981777760025,0.0,0.0,0.9664601822223997,0.31439871394035673,0.1473190875189616,-0.10262765510106414,-0.038597033509928304,0.27722184855343335,0.5933371649361467,0.2396838323059589,0.07506177411928547,-0.005619122449936259,0.058952763707489225,D_Sample4
07_55_39__s5,organoid,3319.0,1936.0,D_Sample4,GRCm39,1936,3319,5698,7,55,39,A7,E7,D3,2.1090689966857488,shGFP,8474.0,2543,12,2,7,12,2,Generalist NE,0.766430539912565,0.0,0.0,0.0,0.0,0.1489941981140022,0.08457526197343247,0.0,0.766430539912565,0.34876548207552294,0.1973959880216617,-0.09001662900893478,-0.03457487195503377,0.4112502096407551,0.2631034862707291,0.13977996632844875,-0.08529498025735154,-0.07811214636927574,0.03823987260621636,D_Sample4
07_55_48__s5,organoid,8043.0,3314.0,D_Sample4,GRCm39,3314,8043,13983,7,55,48,A7,E7,D12,1.5790128061668531,shGFP,8985.0,3301,12,2,7,12,2,Generalist NE,0.6176516556153685,0.0,0.0,0.0,0.0,0.3823483443846313,0.0,0.0,0.6176516556153685,0.35465476884788905,0.21638967897019923,-0.08648192421331463,-0.03387520050845689,0.1649552359148604,0.28680487171523306,0.10148655847153959,-0.01470275941388291,0.04935530635001911,0.16202079134929046,D_Sample4
07_56_32__s5,organoid,9505.0,3707.0,D_Sample4,GRCm39,3707,9505,16572,7,56,32,A7,E8,C8,0.9784324039978958,shGFP,9525.0,3693,9,2,8,10,2,Neuroendocrine1,0.4132813830793678,0.0,0.0,0.0,0.0,0.5867186169206319,0.0,0.0,0.5867186169206319,0.378177509082682,0.250135498856159,-0.10303646578881044,-0.041308018453722756,0.3043718368968719,0.3484506623494012,0.059536699171611085,0.13793853656500132,0.0532094655909148,0.08960885161299645,D_Sample4
07_56_38__s5,organoid,11519.0,4184.0,D_Sample4,GRCm39,4185,11520,20049,7,56,38,A7,E8,D2,1.3108776803541973,shGFP,10493.0,4160,0,3,6,1,3,Generalist NE,0.9826680964303397,0.0,0.0,0.0,0.0,0.0028274424716426454,0.014504461098017474,0.0,0.9826680964303397,0.32449028665164503,0.2232371535176363,-0.11552115170748392,-0.048763777852335,0.3527846114508099,0.29010912826931035,0.18632784443825823,0.06384953057285117,0.09986802952155603,0.07159300331414195,D_Sample4
07_56_72__s5,organoid,8880.0,3821.0,D_Sample4,GRCm39,3821,8880,15095,7,56,72,A7,E8,F12,1.779279279279279,shGFP,9107.0,3802,4,1,3,5,1,Generalist NE,0.5932755763869101,0.0,0.0,0.0,0.0,0.0,0.40672442361309,0.0,0.5932755763869101,0.19603803006943224,0.012832243660208353,-0.10615474105176759,-0.052474575393495385,0.4022872016844564,-0.1579284652211051,-0.14263375904538467,-0.10742201991092915,0.035242030693532725,-0.09091684504997342,D_Sample4
07_57_11__s5,organoid,6509.0,2894.0,D_Sample4,GRCm39,2894,6509,11528,7,57,11,A7,E9,A11,1.4134275618374559,shGFP,8889.0,2890,1,2,2,2,2,Generalist NE,0.7646750407139321,0.0,0.0,0.0,0.0,0.17879942633689136,0.05652553294917648,0.0,0.7646750407139321,0.32298958120105115,0.16824953837632473,-0.07710964198917028,-0.03545790333963594,0.2794874219872321,0.32808669967214565,0.22561089726915629,0.13899280704996542,0.028194880107001177,0.021873789762309,D_Sample4
07_58_45__s5,organoid,11706.0,4379.0,D_Sample4,GRCm39,4379,11706,21015,7,58,45,A7,E10,D9,0.8798906543652828,shGFP,10563.0,4357,19,2,7,15,2,Generalist NE,0.5186836359593313,0.0,0.0,0.0,0.0,0.4813163640406688,0.0,0.0,0.5186836359593313,0.3542512188861123,0.1782181280764094,-0.11992174314208562,-0.07191752144997994,0.15053519622600325,0.2685406419394433,0.08824675596375664,0.01098342758018478,0.028971869440910708,0.1316675797726281,D_Sample4
07_58_83__s5,organoid,7150.0,3174.0,D_Sample4,GRCm39,3174,7150,12495,7,58,83,A7,E10,G11,0.965034965034965,shGFP,8927.0,3158,0,3,6,1,3,Generalist NE,0.5761697639280945,0.0,0.0,0.0,0.0,0.4238302360719056,0.0,0.0,0.5761697639280945,0.2891448461529369,0.20072959711773952,-0.08248214582121526,-0.05209436141595898,0.3517697085166126,0.4401641252852658,0.21374622201152327,0.01386095370201168,-0.006895349861481881,-0.01790583712504898,D_Sample4
07_58_93__s5,organoid,15132.0,4913.0,D_Sample4,GRCm39,4913,15132,26554,7,58,93,A7,E10,H9,1.5199577055247158,shGFP,10575.0,4738,0,3,6,1,3,Generalist NE,0.9948527371341591,0.0,0.0,0.0,0.0,0.005147262865840829,0.0,0.0,0.9948527371341591,0.3869449599094072,0.17188073904656187,-0.09697554907442198,-0.05394844784540151,0.4073158908637325,0.607773220118649,0.28527390920522466,0.1211752262391988,-0.01522096381723105,0.1574550130984881,D_Sample4
07_59_04__s5,organoid,11958.0,4196.0,D_Sample4,GRCm39,4196,11958,20651,7,59,4,A7,E11,A4,1.7645091152366617,shGFP,10526.0,4174,2,2,4,0,2,Generalist NE,0.795321866680173,0.0,0.0,0.0,0.0,0.07721384760203966,0.1274642857177872,0.0,0.795321866680173,0.3390941620341688,0.16177814184266115,-0.12087726025297031,-0.044339197353952434,0.5597931624563295,0.01805023027471725,0.04782841134964955,0.026123991719682632,0.04873631626766817,0.0350691742716395,D_Sample4
07_59_88__s5,organoid,12725.0,4444.0,D_Sample4,GRCm39,4444,12725,22246,7,59,88,A7,E11,H4,2.0353634577603144,shGFP,10601.0,4422,0,4,14,1,4,Neuroendocrine1,0.47039088005033913,0.0,0.0,0.0,0.0,0.5296091199496609,0.0,0.0,0.5296091199496609,0.3408326966388524,0.2479525966300532,-0.10795421858865067,-0.057399333009218484,0.24757037073630028,0.30410503873643835,0.06544683570758314,0.05560358591966491,0.029157741771410783,0.05244289461526433,D_Sample4
07_60_16__s5,organoid,11951.0,4151.0,D_Sample4,GRCm39,4151,11951,21174,7,60,16,A7,E12,B4,1.1798175884863191,shGFP,10530.0,4131,0,3,19,1,3,Generalist NE,0.9555626552697469,0.0,0.0,0.0,0.0,0.04173059196672014,0.002706752763533104,0.0,0.9555626552697469,0.3090645651332209,0.05324720902125596,-0.11343499952397731,-0.06064799301478765,0.38398001508516805,0.33855873048634555,0.13502667972831894,-0.0804118289771506,-0.010837648074583817,-0.00784822366513993,D_Sample4
07_60_17__s5,organoid,8262.0,3590.0,D_Sample4,GRCm39,3590,8262,14511,7,60,17,A7,E12,B5,1.4645364318566934,shGFP,8979.0,3577,4,1,3,5,1,Generalist NE,0.8949046970238974,0.0,0.0,0.0,0.0,0.0,0.10509530297610244,0.0,0.8949046970238974,0.23063723736798056,0.023159112977826524,-0.0971738569177181,-0.057419623449413384,0.4725177044750209,-0.12752733837546731,-0.09418505951924813,-0.09574050063157068,-0.015255556377062524,0.02325710001168782,D_Sample4
07_60_44__s5,organoid,14450.0,4881.0,D_Sample4,GRCm39,4881,14450,26150,7,60,44,A7,E12,D8,1.1833910034602075,shGFP,10568.0,4792,6,2,7,7,2,Neuroendocrine1,0.30143964460148254,0.0,0.0,0.0,0.0,0.6985603553985175,0.0,0.0,0.6985603553985175,0.3647907854228264,0.2893646182800267,-0.1095810639592975,-0.06621151376566568,0.2653673253757324,0.5213241612564321,0.1696172829141312,-0.03425130753584696,-0.01043826511895371,0.15730100379041315,D_Sample4
07_60_70__s5,organoid,3470.0,1956.0,D_Sample4,GRCm39,1956,3470,6106,7,60,70,A7,E12,F10,0.8357348703170028,shGFP,8489.0,2548,6,2,7,7,2,Neuroendocrine1,0.4717379758600131,0.0,0.0,0.0,0.0,0.528262024139987,0.0,0.0,0.528262024139987,0.34781277229729224,0.22534548848581054,-0.08848980253561463,-0.029229995404155613,0.17852675451332256,0.5520394826714754,0.1497527399074739,0.04076751560188713,0.0022779382264816184,-0.0757726946720132,D_Sample4
07_61_58__s5,organoid,8403.0,3651.0,D_Sample4,GRCm39,3651,8403,15077,7,61,58,A7,F1,E10,1.4399619183624894,shGFP,8987.0,3631,4,1,3,5,1,Generalist NE,0.7090849633215632,0.0,0.0,0.0,0.0,0.0,0.2909150366784366,0.0,0.7090849633215632,0.23185770347161339,0.09788223878176061,-0.10424381439589168,-0.050305349773211994,0.33363125241894565,-0.14059638540875088,-0.07727510252094363,0.010347349612964213,-0.047723910768679295,-0.046525857587471076,D_Sample4
07_62_93__s5,organoid,10761.0,4082.0,D_Sample4,GRCm39,4082,10761,18653,7,62,93,A7,F2,H9,1.050088281758201,shGFP,10350.0,4065,0,3,6,1,3,Generalist NE,0.9062803702620742,0.0,0.0,0.0,0.0,0.09371962973792575,0.0,0.0,0.9062803702620742,0.3445695888528465,0.14734384831410902,-0.11639788006024873,-0.05695278447165601,0.3877616654130183,0.487844677116009,0.32891764513726807,0.01338223110039613,-0.026218100008569098,-0.0696953558930645,D_Sample4
07_64_09__s5,organoid,6389.0,3007.0,D_Sample4,GRCm39,3007,6389,11173,7,64,9,A7,F4,A9,0.8608545938331507,shGFP,8865.0,3000,0,3,6,1,3,Generalist NE,0.9809156119061295,0.0,0.0,0.0,0.0,0.01908438809387062,0.0,0.0,0.9809156119061295,0.33414553213259784,0.1696681279421749,-0.07734756861558549,-0.04529607397349095,0.4107944980817926,0.3307476048236228,0.24864167619836786,0.03132929979575158,0.07570748713057066,0.18371626402414531,D_Sample4
07_64_37__s5,organoid,7672.0,3412.0,D_Sample4,GRCm39,3412,7672,13474,7,64,37,A7,F4,D1,0.7429614181438998,shGFP,8884.0,3401,12,2,7,12,2,Generalist NE,0.7546920250279067,0.0,0.0,0.0,0.0,0.2453079749720934,0.0,0.0,0.7546920250279067,0.38014608060918015,0.2080026430752639,-0.09769270703176798,-0.04959118447093888,0.23409938326376234,0.22265535883486975,0.11209701715949127,0.08438426725384043,-0.06276025712555232,0.14141928230539508,D_Sample4
