source,target,weight,evidence
NFIA,TCF7L2,12.8144479923696,direct-net
TFDP1,TCF7L2,14.1520108070611,direct-net
MEIS2,TCF7L2,13.4424405187233,direct-net
PROX1,TCF7L2,12.2422120397684,direct-net
NFIB,TEAD1,10.5191058656165,direct-net
EGR1,TEAD1,12.1071286783152,direct-net
TCF4,TEAD1,12.8136326690641,direct-net
PBX1,TEAD1,11.2062842629465,direct-net
RUNX1,TEAD1,12.1585198346248,direct-net
EHF,TEAD1,13.9817504379229,direct-net
SIX1,THRB,13.3028019551048,direct-net
THRB,THRB,11.564383112998,direct-net
TBX15,ZBTB20,15.3102617875335,direct-net
CREB1,ZBTB20,14.61135981925,direct-net
FOS,ZBTB20,14.9072880072322,direct-net
NFIA,ZBTB20,12.7337950942057,direct-net
JUN,ZBTB20,14.9891053055984,direct-net
ETS1,ZBTB20,14.0361569713146,direct-net
JUND,ZBTB20,12.2797121724775,direct-net
