gene,sample,transferability
NFIX,allograft_2LR,0.23926174496644295
NFKB1,allograft_2LR,0.2801608579088472
NFYC,allograft_2LR,1.0
NR6A1,allograft_2LR,1.0
PBX1,allograft_2LR,0.7966273187183811
PKNOX2,allograft_2LR,0.2863376972138301
PROX1,allograft_2LR,0.8993983957219251
RBPJ,allograft_2LR,1.0
REST,allograft_2LR,0.5030080213903744
RORA_RORB,allograft_2LR,0.4675848169297951
RUNX1,allograft_2LR,0.675028079371022
SIX1,allograft_2LR,0.7224126113776559
SIX4,allograft_2LR,0.6138578130638759
SMAD3,allograft_2LR,0.3227211796246649
SOX11,allograft_2LR,0.46604215456674475
SOX9,allograft_2LR,1.0
STAT1,allograft_2LR,1.0
STAT2,allograft_2LR,0.34893184130213634
TBX15,allograft_2LR,0.5772946859903382
TCF4,allograft_2LR,1.0
TCF7L1,allograft_2LR,0.3882633913340157
TCF7L2,allograft_2LR,0.5164609053497943
TEAD1,allograft_2LR,0.8439986163957108
TFDP1,allograft_2LR,1.0
THRB,allograft_2LR,0.7967914438502673
ZBTB20,allograft_2LR,0.6440438317426652
ZEB1,allograft_2LR,1.0
ASCL1,allograft_mt5,0.07030739045127535
BACH1,allograft_mt5,0.8196170641585488
BACH2,allograft_mt5,0.9399612653324726
CREB1,allograft_mt5,1.0
CUX2,allograft_mt5,0.678448867536033
EGR1,allograft_mt5,0.6032944406314344
EHF,allograft_mt5,0.790270618556701
EPCAM,allograft_mt5,0.17237969676994067
ESR1,allograft_mt5,1.0
ETS1,allograft_mt5,0.3489046391752577
FOS,allograft_mt5,0.2814306358381503
FOXO3,allograft_mt5,0.39131853785900783
GRHL2,allograft_mt5,0.6099221789883269
HES1,allograft_mt5,0.40301936330817195
HSF2,allograft_mt5,0.665331998665332
ICAM1,allograft_mt5,0.4402283411685695
JUN,allograft_mt5,0.5021459227467812
JUNB,allograft_mt5,0.26836340206185566
JUND,allograft_mt5,1.0
KMT2A,allograft_mt5,0.1905890318212593
LMX1B,allograft_mt5,0.2802835051546392
MEIS2,allograft_mt5,0.2657860824742268
NCAM1,allograft_mt5,0.4233425414364641
NFATC2,allograft_mt5,0.38240979381443296
NFIA,allograft_mt5,0.6407447973713034
NFIB,allograft_mt5,0.48308823529411765
NFIX,allograft_mt5,0.10543442889684347
NFKB1,allograft_mt5,0.25579896907216493
NFYC,allograft_mt5,1.0
NR6A1,allograft_mt5,1.0
PBX1,allograft_mt5,0.9427554980595084
PKNOX2,allograft_mt5,0.23432449903038138
PROX1,allograft_mt5,0.8524484536082474
RBPJ,allograft_mt5,1.0
REST,allograft_mt5,0.46713917525773196
RORA_RORB,allograft_mt5,0.4582113821138211
RUNX1,allograft_mt5,0.6154960173787111
SIX1,allograft_mt5,0.5799207397622193
SIX4,allograft_mt5,0.686969361387966
SMAD3,allograft_mt5,0.14267100977198696
SOX11,allograft_mt5,0.2641265741039716
SOX9,allograft_mt5,1.0
STAT1,allograft_mt5,1.0
STAT2,allograft_mt5,0.7987666342096722
TBX15,allograft_mt5,0.5897604200853298
TCF4,allograft_mt5,1.0
TCF7L1,allograft_mt5,0.5872911889944317
TCF7L2,allograft_mt5,0.410780046869769
TEAD1,allograft_mt5,0.7726072607260726
TFDP1,allograft_mt5,1.0
THRB,allograft_mt5,0.779639175257732
ZBTB20,allograft_mt5,0.5189830508474577
ZEB1,allograft_mt5,1.0
ASCL1,allograft_2L,0.2
BACH1,allograft_2L,0.7315270935960592
BACH2,allograft_2L,0.959395656279509
CREB1,allograft_2L,1.0
CUX2,allograft_2L,0.5099439061703213
EGR1,allograft_2L,0.4467108618052014
EHF,allograft_2L,0.6470588235294118
EPCAM,allograft_2L,0.3047711781888997
ESR1,allograft_2L,1.0
ETS1,allograft_2L,0.38203309692671394
FOS,allograft_2L,0.0794813979706877
FOXO3,allograft_2L,0.3619952494061758
GRHL2,allograft_2L,0.782088122605364
HES1,allograft_2L,0.6177625122669284
HSF2,allograft_2L,0.4337231968810916
ICAM1,allograft_2L,0.2993062438057483
JUN,allograft_2L,0.6492937165124208
JUNB,allograft_2L,0.2842352941176471
JUND,allograft_2L,1.0
KMT2A,allograft_2L,0.10900945744151319
LMX1B,allograft_2L,0.3668555240793201
MEIS2,allograft_2L,0.26494117647058824
NCAM1,allograft_2L,0.4803427419354839
NFATC2,allograft_2L,0.5581176470588235
NFIA,allograft_2L,0.6018418201516793
NFIB,allograft_2L,0.646448087431694
NFIX,allograft_2L,0.2119047619047619
NFKB1,allograft_2L,0.3647502356267672
NFYC,allograft_2L,1.0
NR6A1,allograft_2L,1.0
PBX1,allograft_2L,0.8716856060606061
PKNOX2,allograft_2L,0.4301330798479088
PROX1,allograft_2L,0.9204705882352942
RBPJ,allograft_2L,1.0
REST,allograft_2L,0.4371764705882353
RORA_RORB,allograft_2L,0.5545497856121963
RUNX1,allograft_2L,0.6583194212576516
SIX1,allograft_2L,0.6867291563887519
SIX4,allograft_2L,0.533013844515442
SMAD3,allograft_2L,0.15664931377188832
SOX11,allograft_2L,0.7183231276495525
SOX9,allograft_2L,1.0
STAT1,allograft_2L,1.0
STAT2,allograft_2L,0.505938242280285
TBX15,allograft_2L,0.5935775213246363
TCF4,allograft_2L,1.0
TCF7L1,allograft_2L,0.4408759124087591
TCF7L2,allograft_2L,0.4
TEAD1,allograft_2L,0.8167311411992263
TFDP1,allograft_2L,1.0
THRB,allograft_2L,0.8207058823529412
ZBTB20,allograft_2L,0.4333499750374438
ZEB1,allograft_2L,1.0
ASCL1,allograft_mt4Rf,0.41607862903225806
BACH1,allograft_mt4Rf,0.6404979674796748
BACH2,allograft_mt4Rf,0.8841372451516658
CREB1,allograft_mt4Rf,1.0
CUX2,allograft_mt4Rf,0.5545501551189245
EGR1,allograft_mt4Rf,0.5793691830403309
EHF,allograft_mt4Rf,0.6492796820665673
EPCAM,allograft_mt4Rf,0.49061796347260445
ESR1,allograft_mt4Rf,1.0
ETS1,allograft_mt4Rf,0.15424739195231
FOS,allograft_mt4Rf,0.11927097292950951
FOXO3,allograft_mt4Rf,0.39522150323544053
GRHL2,allograft_mt4Rf,0.596100974756311
HES1,allograft_mt4Rf,0.48765743073047857
HSF2,allograft_mt4Rf,0.7147922998986829
ICAM1,allograft_mt4Rf,0.17894203998987598
JUN,allograft_mt4Rf,0.680727456428391
JUNB,allograft_mt4Rf,0.14307004470938897
JUND,allograft_mt4Rf,1.0
KMT2A,allograft_mt4Rf,0.1913422131147541
LMX1B,allograft_mt4Rf,0.41306507699950323
MEIS2,allograft_mt4Rf,0.12021857923497267
NCAM1,allograft_mt4Rf,0.5871369294605809
NFATC2,allograft_mt4Rf,0.410829607550919
NFIA,allograft_mt4Rf,0.37801245599783373
NFIB,allograft_mt4Rf,0.6371822033898306
NFIX,allograft_mt4Rf,0.2931335830212235
NFKB1,allograft_mt4Rf,0.3211624441132638
NFYC,allograft_mt4Rf,1.0
NR6A1,allograft_mt4Rf,1.0
PBX1,allograft_mt4Rf,0.9446107784431138
PKNOX2,allograft_mt4Rf,0.36422845691382766
PROX1,allograft_mt4Rf,0.8154495777446598
RBPJ,allograft_mt4Rf,1.0
REST,allograft_mt4Rf,0.3363139592647789
RORA_RORB,allograft_mt4Rf,0.48305929247633284
RUNX1,allograft_mt4Rf,0.6359945872801083
SIX1,allograft_mt4Rf,0.6423451100870455
SIX4,allograft_mt4Rf,0.5177514792899408
SMAD3,allograft_mt4Rf,0.168671679197995
SOX11,allograft_mt4Rf,0.2390547263681592
SOX9,allograft_mt4Rf,1.0
STAT1,allograft_mt4Rf,1.0
STAT2,allograft_mt4Rf,0.6390072699924794
TBX15,allograft_mt4Rf,0.20792575871582644
TCF4,allograft_mt4Rf,1.0
TCF7L1,allograft_mt4Rf,0.2887092700176812
TCF7L2,allograft_mt4Rf,0.48848975461674676
TEAD1,allograft_mt4Rf,0.6369183829138062
TFDP1,allograft_mt4Rf,1.0
THRB,allograft_mt4Rf,0.8994038748137109
ZBTB20,allograft_mt4Rf,0.3632589517384536
ZEB1,allograft_mt4Rf,1.0
ASCL1,allograft_TKO-luc,0.7342606149341142
BACH1,allograft_TKO-luc,0.5458108770210681
BACH2,allograft_TKO-luc,0.9973372064875333
CREB1,allograft_TKO-luc,1.0
CUX2,allograft_TKO-luc,0.8725079990155058
EGR1,allograft_TKO-luc,0.6359832635983264
EHF,allograft_TKO-luc,0.519295706705258
EPCAM,allograft_TKO-luc,0.45093228655544654
ESR1,allograft_TKO-luc,1.0
ETS1,allograft_TKO-luc,0.681379643029426
FOS,allograft_TKO-luc,0.5
FOXO3,allograft_TKO-luc,0.5150558523555124
GRHL2,allograft_TKO-luc,0.7978181818181819
HES1,allograft_TKO-luc,0.3631489154277358
HSF2,allograft_TKO-luc,0.8731343283582089
ICAM1,allograft_TKO-luc,0.6725018234865062
JUN,allograft_TKO-luc,0.13603297769156159
JUNB,allograft_TKO-luc,0.21177038109020743
JUND,allograft_TKO-luc,1.0
KMT2A,allograft_TKO-luc,0.23940886699507388
LMX1B,allograft_TKO-luc,0.6997105643994211
MEIS2,allograft_TKO-luc,0.8642303969022265
NCAM1,allograft_TKO-luc,0.8091811414392059
NFATC2,allograft_TKO-luc,0.9126869271587071
NFIA,allograft_TKO-luc,0.7336956521739131
NFIB,allograft_TKO-luc,0.8874221668742217
NFIX,allograft_TKO-luc,0.016755706653715396
NFKB1,allograft_TKO-luc,0.1544970986460348
NFYC,allograft_TKO-luc,1.0
NR6A1,allograft_TKO-luc,1.0
PBX1,allograft_TKO-luc,0.9542579075425791
PKNOX2,allograft_TKO-luc,0.8165938864628821
PROX1,allograft_TKO-luc,0.9425952725518573
RBPJ,allograft_TKO-luc,1.0
REST,allograft_TKO-luc,0.8093394628599081
RORA_RORB,allograft_TKO-luc,0.8840368753032508
RUNX1,allograft_TKO-luc,0.6689982513115164
SIX1,allograft_TKO-luc,0.9740038872691934
SIX4,allograft_TKO-luc,0.7942336126170527
SMAD3,allograft_TKO-luc,0.8802032913843175
SOX11,allograft_TKO-luc,0.42281717317896766
SOX9,allograft_TKO-luc,1.0
STAT1,allograft_TKO-luc,1.0
STAT2,allograft_TKO-luc,0.7485436893203884
TBX15,allograft_TKO-luc,0.7929268292682927
TCF4,allograft_TKO-luc,1.0
TCF7L1,allograft_TKO-luc,0.5321011673151751
TCF7L2,allograft_TKO-luc,0.8642578125
TEAD1,allograft_TKO-luc,0.5705190989226249
TFDP1,allograft_TKO-luc,1.0
THRB,allograft_TKO-luc,0.8663772310660878
ZBTB20,allograft_TKO-luc,0.46564885496183206
ZEB1,allograft_TKO-luc,1.0
ASCL1,allograft_mt4,0.3421798505539809
BACH1,allograft_mt4,0.7116279069767442
BACH2,allograft_mt4,0.959928988080142
CREB1,allograft_mt4,1.0
CUX2,allograft_mt4,0.34528907922912205
EGR1,allograft_mt4,0.5800321199143469
EHF,allograft_mt4,0.5901140684410646
EPCAM,allograft_mt4,0.3869889431730522
ESR1,allograft_mt4,1.0
ETS1,allograft_mt4,0.29581749049429656
FOS,allograft_mt4,0.27406789092932665
FOXO3,allograft_mt4,0.36883780332056193
GRHL2,allograft_mt4,0.5396582504463148
HES1,allograft_mt4,0.40241087458322644
HSF2,allograft_mt4,0.2668219461697723
ICAM1,allograft_mt4,0.28704905268621855
JUN,allograft_mt4,0.36213991769547327
JUNB,allograft_mt4,0.13307984790874525
JUND,allograft_mt4,1.0
KMT2A,allograft_mt4,0.15270164447924825
LMX1B,allograft_mt4,0.3685678073510773
MEIS2,allograft_mt4,0.17465145754119138
NCAM1,allograft_mt4,0.5192767880882744
NFATC2,allograft_mt4,0.5726235741444867
NFIA,allograft_mt4,0.5182502089718585
NFIB,allograft_mt4,0.5809264305177112
NFIX,allograft_mt4,0.2962115433511315
NFKB1,allograft_mt4,0.048669201520912544
NFYC,allograft_mt4,1.0
NR6A1,allograft_mt4,1.0
PBX1,allograft_mt4,0.912566913076727
PKNOX2,allograft_mt4,0.6005089058524173
PROX1,allograft_mt4,0.8005069708491762
RBPJ,allograft_mt4,1.0
REST,allograft_mt4,0.43548795944233204
RORA_RORB,allograft_mt4,0.45244737509510524
RUNX1,allograft_mt4,0.7060260586319218
SIX1,allograft_mt4,0.5867639395518499
SIX4,allograft_mt4,0.4848901098901099
SMAD3,allograft_mt4,0.39658685685175754
SOX11,allograft_mt4,0.06768060836501902
SOX9,allograft_mt4,1.0
STAT1,allograft_mt4,1.0
STAT2,allograft_mt4,0.5965894629676762
TBX15,allograft_mt4,0.5329910141206675
TCF4,allograft_mt4,1.0
TCF7L1,allograft_mt4,0.4441304906241973
TCF7L2,allograft_mt4,0.5236495218402688
TEAD1,allograft_mt4,0.6529245039938161
TFDP1,allograft_mt4,1.0
THRB,allograft_mt4,0.8496831432192649
ZBTB20,allograft_mt4,0.17413066385669126
ZEB1,allograft_mt4,1.0
ASCL1,allograft_5B,0.069067405355494
BACH1,allograft_5B,0.5744047619047619
BACH2,allograft_5B,0.988964502482987
CREB1,allograft_5B,1.0
CUX2,allograft_5B,0.3305676032434471
EGR1,allograft_5B,0.3415048085989063
EHF,allograft_5B,0.6551597502754315
EPCAM,allograft_5B,0.49546212261529915
ESR1,allograft_5B,1.0
ETS1,allograft_5B,0.14403973509933773
FOS,allograft_5B,0.3283841110682607
FOXO3,allograft_5B,0.51830053338238
GRHL2,allograft_5B,0.3959793434157138
HES1,allograft_5B,0.46429233908365797
HSF2,allograft_5B,0.17371937639198218
ICAM1,allograft_5B,0.2099630996309963
JUN,allograft_5B,0.3273099850968703
JUNB,allograft_5B,0.26776859504132233
JUND,allograft_5B,1.0
KMT2A,allograft_5B,0.26347760060744113
LMX1B,allograft_5B,0.3696290855673889
MEIS2,allograft_5B,0.3018729342636798
NCAM1,allograft_5B,0.2923809523809524
NFATC2,allograft_5B,0.07822254865956665
NFIA,allograft_5B,0.1658173265386123
NFIB,allograft_5B,0.6363111282248749
NFIX,allograft_5B,0.3366427652141938
NFKB1,allograft_5B,0.08777084098420859
NFYC,allograft_5B,1.0
NR6A1,allograft_5B,1.0
PBX1,allograft_5B,0.7870575221238938
PKNOX2,allograft_5B,0.6405733186328556
PROX1,allograft_5B,0.13808299669482188
RBPJ,allograft_5B,1.0
REST,allograft_5B,0.46951891296364306
RORA_RORB,allograft_5B,0.21170839469808542
RUNX1,allograft_5B,0.647459606774382
SIX1,allograft_5B,0.6159540995743106
SIX4,allograft_5B,0.7081960860298392
SMAD3,allograft_5B,0.4885819521178637
SOX11,allograft_5B,0.12082262210796915
SOX9,allograft_5B,1.0
STAT1,allograft_5B,1.0
STAT2,allograft_5B,0.24211690945970865
TBX15,allograft_5B,0.18141263940520447
TCF4,allograft_5B,1.0
TCF7L1,allograft_5B,0.29688080207946527
TCF7L2,allograft_5B,0.6167130919220055
TEAD1,allograft_5B,0.7357049729931086
TFDP1,allograft_5B,1.0
THRB,allograft_5B,0.6926184355490268
ZBTB20,allograft_5B,0.6504357711254263
ZEB1,allograft_5B,1.0
ASCL1,allograft_mt2,0.4232378500160927
BACH1,allograft_mt2,0.6696343402225755
BACH2,allograft_mt2,0.9173682569379482
CREB1,allograft_mt2,1.0
CUX2,allograft_mt2,0.634432466708941
EGR1,allograft_mt2,0.2733037412809131
EHF,allograft_mt2,0.21991315136476428
EPCAM,allograft_mt2,0.06967865097041044
ESR1,allograft_mt2,1.0
ETS1,allograft_mt2,0.06918043004051107
FOS,allograft_mt2,0.47186872069658403
FOXO3,allograft_mt2,0.6572769953051644
GRHL2,allograft_mt2,0.08035153797865663
HES1,allograft_mt2,0.30488578680203043
HSF2,allograft_mt2,0.4717219589257504
ICAM1,allograft_mt2,0.39923833703586165
JUN,allograft_mt2,0.5006349206349207
JUNB,allograft_mt2,0.3356079404466501
JUND,allograft_mt2,1.0
KMT2A,allograft_mt2,0.12281270252754374
LMX1B,allograft_mt2,0.6650124069478908
MEIS2,allograft_mt2,0.38864764267990076
NCAM1,allograft_mt2,0.3486477680026067
NFATC2,allograft_mt2,0.22053349875930522
NFIA,allograft_mt2,0.0790758216726326
NFIB,allograft_mt2,0.08419689119170984
NFIX,allograft_mt2,0.2010066058508965
NFKB1,allograft_mt2,0.4349984486503258
NFYC,allograft_mt2,1.0
NR6A1,allograft_mt2,1.0
PBX1,allograft_mt2,0.7003429996881821
PKNOX2,allograft_mt2,0.2803621604745551
PROX1,allograft_mt2,0.08529776674937965
RBPJ,allograft_mt2,1.0
REST,allograft_mt2,0.4860421836228288
RORA_RORB,allograft_mt2,0.2681023720349563
RUNX1,allograft_mt2,0.5107772697583279
SIX1,allograft_mt2,0.4890649762282092
SIX4,allograft_mt2,0.34610303830911493
SMAD3,allograft_mt2,0.2457838850718301
SOX11,allograft_mt2,0.2789179104477612
SOX9,allograft_mt2,1.0
STAT1,allograft_mt2,1.0
STAT2,allograft_mt2,0.4692211055276382
TBX15,allograft_mt2,0.6978601085915043
TCF4,allograft_mt2,1.0
TCF7L1,allograft_mt2,0.45957043588123814
TCF7L2,allograft_mt2,0.4747056951956729
TEAD1,allograft_mt2,0.8459089461954792
TFDP1,allograft_mt2,1.0
THRB,allograft_mt2,0.957196029776675
ZBTB20,allograft_mt2,0.23355048859934854
ZEB1,allograft_mt2,1.0
ASCL1,allograft_1L,0.6
BACH1,allograft_1L,0.17751479289940827
BACH2,allograft_1L,0.6634897360703812
CREB1,allograft_1L,1.0
CUX2,allograft_1L,0.8704819277108434
EGR1,allograft_1L,0.8471385542168675
EHF,allograft_1L,0.1269956458635704
EPCAM,allograft_1L,0.4118975903614458
ESR1,allograft_1L,1.0
ETS1,allograft_1L,0.4180626365622724
FOS,allograft_1L,0.22519083969465647
FOXO3,allograft_1L,0.523168908819133
GRHL2,allograft_1L,0.5982209043736101
HES1,allograft_1L,0.3620689655172414
HSF2,allograft_1L,0.7561890472618155
ICAM1,allograft_1L,0.43884358784284655
JUN,allograft_1L,0.1432813659985152
JUNB,allograft_1L,0.08632040965618142
JUND,allograft_1L,1.0
KMT2A,allograft_1L,0.496274217585693
LMX1B,allograft_1L,0.8461538461538461
MEIS2,allograft_1L,0.9919236417033774
NCAM1,allograft_1L,0.5549698795180723
NFATC2,allograft_1L,0.7340579710144928
NFIA,allograft_1L,0.3996937212863706
NFIB,allograft_1L,0.7726907630522089
NFIX,allograft_1L,0.2038547071905115
NFKB1,allograft_1L,0.0
NFYC,allograft_1L,1.0
NR6A1,allograft_1L,1.0
PBX1,allograft_1L,0.9384272997032641
PKNOX2,allograft_1L,0.6485294117647059
PROX1,allograft_1L,0.19088937093275488
RBPJ,allograft_1L,1.0
REST,allograft_1L,0.8265602322206096
RORA_RORB,allograft_1L,0.83690036900369
RUNX1,allograft_1L,0.509090909090909
SIX1,allograft_1L,0.7781871775976419
SIX4,allograft_1L,0.6500389711613406
SMAD3,allograft_1L,0.9672489082969432
SOX11,allograft_1L,0.18944323933477947
SOX9,allograft_1L,1.0
STAT1,allograft_1L,1.0
STAT2,allograft_1L,0.06537890044576523
TBX15,allograft_1L,0.5003779289493575
TCF4,allograft_1L,1.0
TCF7L1,allograft_1L,0.10695970695970695
TCF7L2,allograft_1L,0.7922848664688428
TEAD1,allograft_1L,0.727540500736377
TFDP1,allograft_1L,1.0
THRB,allograft_1L,1.0
ZBTB20,allograft_1L,0.48687350835322196
ZEB1,allograft_1L,1.0
ASCL1,human_RU1181,0.3979214780600462
BACH1,human_RU1181,0.5271625087432968
BACH2,human_RU1181,0.9752407152682255
CREB1,human_RU1181,1.0
CUX2,human_RU1181,0.4263731060606061
EGR1,human_RU1181,0.4550189393939394
EHF,human_RU1181,0.6279229711141678
EPCAM,human_RU1181,0.2704212241098441
ESR1,human_RU1181,1.0
ETS1,human_RU1181,0.4211370930765704
FOS,human_RU1181,0.4213606437454279
FOXO3,human_RU1181,0.5988532110091743
GRHL2,human_RU1181,0.4456971928209848
HES1,human_RU1181,0.5015056752374334
HSF2,human_RU1181,0.4934974454249884
ICAM1,human_RU1181,0.21234625203063356
JUN,human_RU1181,0.5372093023255814
JUNB,human_RU1181,0.2746446584135718
