gene,dataset,mean_shift_in_gemm_sds,std_ratio,dataset_mean,dataset_std
NR6A1,organoid_celltag_WT,11.627788698574069,3.4070863272755703,1.1573131582542049,0.33705773516043835
RBPJ,human_RU1152,11.538963516888622,2.271482768926365,1.7577480416520568,0.34321993483719637
PBX1,human_RU1311,11.529810323991038,8.071234289245258,0.8056930483724137,0.5516206063788797
NR6A1,tbo_allograft_5khvg_RPM_CTpostCre,11.504171822937609,1.8959820328888215,1.1450839335949776,0.18756654470255288
RBPJ,human_RU1215,11.43507899379024,1.8305863927639996,1.7420511410476676,0.27660070815121635
JUND,human_RU779,11.205375497869904,2.7906517411773657,2.6835073064814816,0.6663616135511464
EPCAM,human_RU426,11.057844949003865,2.535805180016973,2.8266205203493446,0.6448198945216572
EPCAM,human_RU1145,11.026149597464421,2.6701546642648384,2.8185608344564583,0.6789830948118182
NFYC,allograft_2L,11.025787503918485,2.498546573724956,0.9750874419592291,0.22033982462102522
JUND,human_RU1311,10.96465338433114,5.24173175238311,2.6260268356551726,1.251639098057664
EPCAM,human_RU1108,10.923077355593778,1.8809284326343447,2.79235100072992,0.47829387016472064
NFIX,tbo_allograft_5khvg_RPM_CTpostCre,10.877121808164757,2.0403627641462436,1.7627212653213677,0.33112741215264196
NFIX,tbo_allograft_5khvg,10.860594056482938,2.1769982419078167,1.7600390012949547,0.35330177886549513
NFIX,tbo_allograft_5khvg_RPM_CTpreCre,10.831280295526312,2.4006764972563013,1.755281715004205,0.38960218737611274
JUND,tbo_allograft_5khvg_RPM_CTpostCre,10.816362619264925,1.0731949380320085,2.5906174465056093,0.25626125252741805
PBX1,human_RU426,10.812306379359608,3.183844208550825,0.756655943657933,0.21759671569401562
JUND,human_RU1124,10.769598426061565,2.288022412760952,2.5794509283838383,0.5463420190744871
JUND,celltag_fate_dpt_RPM,10.75711271216396,1.0948295060988433,2.576469545814175,0.26142723059368006
FOS,allograft_mt6,10.73648481848872,2.833856819852692,1.8633268405614412,0.4909586824974871
EPCAM,human_RU1080,10.698495835327716,3.1962275047618123,2.735243052,0.8127560818666426
NFIX,rpr2_allograft_RPR2,10.684930676116801,0.9712531923165981,1.7315308548159323,0.15762322356012964
PBX1,human_RU1065,10.683131100101276,5.205265450423971,0.7478275856497175,0.35574877165341234
FOS,organoid_celltag_RPM,10.647171121398857,5.412426632954052,1.8478534635209958,0.9376895227076295
TFDP1,human_RU1145,10.63976401269394,2.5529703083522124,1.7856611304500292,0.42864583858032934
NFYC,allograft_2LR,10.631886131970848,2.4422220856732384,0.9403503831724764,0.21537272576855826
EPCAM,human_RU1066,10.624662615801894,1.7326087210225274,2.7164682939065896,0.44057823587597983
EGR1,human_RU1231,10.618227426586637,1.8439980833260412,2.417826730817483,0.4153382321784671
JUNB,rpr2_allograft_RPR2,10.616994315786268,4.233693242430504,1.2722339606963746,0.5087122889221111
JUN,human_RU1144,10.540910555569326,5.39827879191168,2.3446594507492398,1.2044753253904925
EPCAM,human_RU1229,10.506567295662068,1.7849126799731132,2.6864383008786734,0.45387840323874074
JUN,human_RU1108,10.50031687879686,2.267850749320604,2.3356021041534007,0.5060076321581906
SIX1,human_RU1293,10.490026345030685,1.9893933483569994,2.6797102599698253,0.5072858867668752
PBX1,human_RU1293,10.448718500964882,2.4596534288044705,0.7318068860337039,0.16810260577950423
BACH2,cgrp_k5_CGRP,10.407133902401998,4.850420207181262,0.45860886047231675,0.21658006493120044
NFIB,organoid_shRORB2,10.393382725092518,2.2080657051139543,3.362640640604894,0.7134119236758354
NFIX,celltag_fate_dpt_RPM,10.386851851582348,2.8312834756070546,1.6831560895437894,0.45948474791961313
KMT2A,human_RU1231,10.345184776072088,1.3997235151324257,2.0554719285673815,0.27547037634974025
JUND,tbo_allograft_5khvg,10.323893059585314,1.4249034132809606,2.473023837252712,0.34024343619023056
JUNB,human_RU1144,10.289124137510221,7.341352701072373,1.2328377221620126,0.8821225635617963
JUND,human_RU1065,10.275213896618116,3.6559536927676826,2.4614000559322036,0.8729814493990306
JUNB,allograft_mt5,10.264077243126328,2.2999269451419417,1.2298281363836379,0.27635471764721303
JUND,celltag_fate_dpt,10.249399170537009,1.6018045578197282,2.4552359250695224,0.38248451212762596
NFIX,rpr2_allograft,10.199338414096317,1.645440107198626,1.6527248150715872,0.2670360065979887
RBPJ,human_RU779,10.17723680289962,3.8720891303657785,1.551991801527778,0.5850707727957414
NFIB,rpr2_allograft,10.03842050764484,1.8630705304803006,3.2479546157302313,0.601946186662555
JUN,allograft_TKO-luc,10.02585829309778,4.549322723061041,2.2297399059559937,1.0150544605764702
NR6A1,rpr2_allograft_RPM,9.985127269066368,1.8327658069407275,0.9948072256534277,0.18131266208946
JUND,human_RU1195,9.948914121940458,3.4649649491114944,2.3834850509363297,0.8273764871190902
JUND,allograft_TKO-luc,9.944756624416398,3.14261401557629,2.3824923090912655,0.7504044002654247
JUN,human_RU1215,9.890596050387284,2.8573490095778276,2.1995599096864646,0.6375377246581012
NFIB,celltag_fate_dpt_RPM,9.880712165183123,1.2432808538254545,3.1970000577590794,0.40169610149856366
FOXO3,organoid_celltag_WT,9.878419824310988,3.5872551094101275,0.8160795287848547,0.2943120867461961
BACH2,cgrp_k5,9.865870001007648,4.380731073859894,0.434440444973935,0.1956075927232024
NFIX,rpr2_allograft_RPM,9.795504970312349,1.9533562625905536,1.5871872912887377,0.31700725753756515
RBPJ,human_RU1229,9.790539416081797,1.5329099773224424,1.493562015609543,0.23162194744562128
NFYC,rpr2_allograft_RPR2,9.757270880868077,1.6938574211303619,0.863220513725395,0.14937654195833738
EPCAM,human_RU1311,9.744865122562945,3.626535393513502,2.4927480604827585,0.9221773771708994
RBPJ,human_RU426,9.68430986518727,2.2986847200651543,1.477510782452693,0.3473301363430228
BACH2,cgrp_k5_K5,9.659905666984095,4.169906179536855,0.42524376366985156,0.1861938785806638
EPCAM,human_RU1065,9.617221253098784,4.656925805231098,2.460290004519774,1.1841912896889817
EPCAM,allograft_mt6,9.598595197380071,2.7409335571562354,2.4555536582978554,0.6969811802358272
NFKB1,organoid_celltag_WT,9.567612921599919,2.221141242923461,0.8847765705216081,0.20375052134153715
KMT2A,human_RU1080,9.557310270539125,3.704974897437184,1.9004155304936536,0.7291517348458656
NFIX,celltag_fate_dpt,9.520075208969134,2.7813473494102303,1.542488208505015,0.45138068891057653
TFDP1,celltag_fate_dpt_RPM,9.489522069324549,1.054522411201583,1.592534551275643,0.17705519009463247
NFIB,organoid_shGFP,9.470727257069047,1.8305089033337565,3.0645365530280784,0.5914257329428897
JUND,tbo_allograft_5khvg_RPM_CTpreCre,9.450444859928414,1.5480753387193682,2.264458811710987,0.36965486068589726
NFIB,tbo_allograft_5khvg_RPM_CTpostCre,9.444865568821706,1.1032389246102134,3.05618080676595,0.356449448790118
JUND,celltag_fate_dpt_RPMA,9.42696319926769,1.9200589300488955,2.25885177839477,0.45847840770015713
JUND,rpr2_allograft_RPR2,9.392344873164836,1.0710874868122833,2.250585493032124,0.2557580279313371
FOXO3,human_RU1181,9.356337069721516,2.4640070877338025,0.7732458689889958,0.20215653630153987
JUND,rpr2_allograft,9.35378485913399,1.1799754340685653,2.241377997596915,0.28175867400240723
JUND,rpr2_allograft_RPM,9.321717166799598,1.2625564422859166,2.23372076151421,0.3014776568738343
NR6A1,celltag_fate_dpt,9.312671637952038,4.113651853304177,0.92828223912615,0.4069571603787251
TFDP1,tbo_allograft_5khvg_RPM_CTpostCre,9.299071190911796,0.810277590757264,1.5605576903546534,0.1360462815555312
JUND,human_RU1181,9.270817490790051,1.4574287701760817,2.2215667582989456,0.3480099550224285
NFIB,tbo_allograft_5khvg,9.258201254512974,1.2924424084057315,2.995870759268631,0.4175798857278015
PKNOX2,organoid_shRORB2,9.238792076322914,3.295785376856701,0.5522600773247337,0.19844387904199384
EGR1,allograft_TKO-luc,9.229650261619879,4.344823611426384,2.1050665440495946,0.9786188902334272
EGR1,allograft_mt6,9.180393414792086,2.8690067585651704,2.0939720359429264,0.6462090204894434
JUN,human_RU1195,9.167747159298937,4.732862963934558,2.038276343782772,1.056006345403095
PKNOX2,organoid_shGFP,9.138396614783657,3.21002324506609,0.5462151251970977,0.1932800203068504
EGR1,human_RU1108,9.134173080185551,2.5755075941654306,2.0835614654332493,0.5801018888227064
ZEB1,human_RU1152,9.111906523534987,3.1155664314330416,0.5494538718941335,0.18475756278138908
JUND,cgrp_k5_K5,9.052333629204513,0.9790733680606124,2.1693964152952714,0.23378657383116275
NR6A1,rpr2_allograft,9.018067157002413,2.07947007136582,0.8991374774210951,0.20571873010008077
JUN,organoid_celltag_WT,8.997597081317739,3.053790223874442,2.0003121002819197,0.6813681018265668
NFIB,tbo_allograft_5khvg_RPM_CTpreCre,8.927131839016056,1.5179212131804842,2.8889043460713832,0.4904306471385372
NFIB,organoid_shRORB1,8.914612376989714,1.870168429670694,2.8848593878679596,0.6042394725479105
EPCAM,human_RU1293,8.878050056675448,1.776575087748261,2.2723290772895712,0.45175826980681916
TFDP1,tbo_allograft_5khvg,8.871455234635485,1.5446981652045162,1.488760615563488,0.2593561069673974
EPCAM,organoid_celltag_RPM,8.85468663388781,1.023623144450179,2.26638808468639,0.2602930908240646
EPCAM,human_RU1152,8.803965120383573,1.5384991459509436,2.253490311132839,0.3912188778662827
JUND,cgrp_k5,8.803840658930497,1.1317921145444219,2.1100603920342498,0.27025329191886116
JUND,allograft_mt6,8.793909561230913,1.5337444315357909,2.10768900968303,0.36623287638968716
BACH2,organoid_celltag_WT,8.777916319534874,4.590475545334882,0.3858613386468889,0.2049730640247934
NFIB,celltag_fate_dpt,8.726207063225951,1.9237429414504044,2.8239868345686374,0.62154905505727
NFIX,cgrp_k5_CGRP,8.69291235848453,1.753964367768451,1.408249190364348,0.28464824604370403
TCF4,celltag_fate_dpt_RPM,8.691658243591796,1.6749416532147183,3.0036715367528712,0.5750730294104505
NFIB,cgrp_k5_K5,8.675254792627994,0.9122134470139821,2.807524481433605,0.2947303372947518
NFIB,rpr2_allograft_RPM,8.656184947390507,1.2781939410881213,2.801363136260059,0.4129762969600642
JUN,human_RU1065,8.641566778601643,4.445622050295049,1.9208738698305086,0.9919165482181499
NFIB,cgrp_k5,8.586964527434011,0.904737969565885,2.7789984607685456,0.29231505828639137
PBX1,human_RU1080,8.582908617411787,3.173005371079727,0.6042899360271012,0.2168559459574443
TCF4,cgrp_k5_K5,8.538010932299853,1.0384269667335502,2.950918400787901,0.3565326233512766
EPCAM,human_RU1144,8.535585642773231,2.926062655334854,2.1852451526292507,0.7440569282077701
EPCAM,rpr2_allograft_RPR2,8.484656334356691,1.0165370382337444,2.172294539727279,0.25849119283164074
JUNB,human_RU1195,8.466448325078256,5.387172304478716,1.0138285659925093,0.647312074092519
RBPJ,human_RU1080,8.440753409979504,2.64054205577154,1.2896100106037736,0.39898461248074907
TCF4,cgrp_k5,8.42229035806183,0.9922683616886069,2.9111869981659337,0.34068456751863974
JUN,human_RU1124,8.38749552107892,3.9302829661439973,1.8641849561279462,0.8769330071681212
PKNOX2,organoid_shRORB1,8.378928835114573,4.183003720572242,0.5004865006139393,0.2518645449993269
JUND,human_RU1215,8.371607825185517,1.0028494271873987,2.006850319536069,0.23946390464598113
TFDP1,celltag_fate_dpt,8.36030153171005,1.7178570703349831,1.402937483615145,0.28842963118915294
NFIB,cgrp_k5_CGRP,8.35494215511117,0.8418024947279861,2.7040335144848813,0.27198100841297945
PBX1,human_RU1066,8.32102252627216,2.299898069057568,0.5863915874945691,0.1571842821058517
RBPJ,human_RU1311,8.211221659181545,4.280866358836828,1.2549278753793103,0.646836811983033
NR6A1,organoid_shGFP,8.188582937759206,1.4613518022379488,0.8170778976413818,0.1445692540255699
PBX1,human_RU779,8.172577947632936,2.768129790498696,0.5762462880833333,0.18918512074478733
JUND,cgrp_k5_CGRP,8.150813642397603,1.2407920245345545,1.9541283099301026,0.296280672844333
FOS,human_RU1124,8.14721177297694,6.794354233243143,1.4147416918181819,1.177105060285888
TCF4,cgrp_k5_CGRP,8.118182514436315,0.7814648635666751,2.806774872187964,0.2683074754315049
NFIX,celltag_fate_dpt_RPMA,8.115999423129734,2.023330292345621,1.314622855538858,0.3283632378553018
TFDP1,tbo_allograft_5khvg_RPM_CTpreCre,8.11303193757507,2.1344488119763625,1.3614207130570817,0.3583757311721039
TCF4,tbo_allograft_5khvg_RPM_CTpreCre,8.11058126141346,1.8667873645992403,2.804165064500168,0.6409411712729163
JUN,organoid_celltag_RPMA,8.097803087294901,3.2333906079096537,1.7995481706088334,0.7214409175035176
NCAM1,celltag_fate_dpt_RPM,8.09169903907654,1.474335747851748,2.190568622347859,0.3960895662367103
JUN,organoid_celltag,8.07260908866105,3.284971221140831,1.7939268326097917,0.7329496924853784
PBX1,human_RU1145,8.055193402070689,2.9946680791229596,0.5682237562273523,0.20466765831719563
NCAM1,rpr2_allograft_RPR2,8.05408247968311,0.7204971751059033,2.180462697211627,0.1935660950894673
NFIB,allograft_mt4Rf,8.039398661900538,1.3531305837081986,2.602083427595066,0.4371878474775969
FOXO3,human_RU1066,8.017514008609979,2.286832017318521,0.6634037203595221,0.18762041798741746
RBPJ,human_RU1181,8.00972593469738,1.775887590374869,1.2244819700114626,0.2683357458770171
EPCAM,human_RU1231,7.967086281165514,2.8840817590597827,2.0406836929097527,0.7333817717244022
EPCAM,organoid_celltag,7.951753928296206,1.3167077172929298,2.036784889390513,0.33482041052341255
NR6A1,organoid_shRORB1,7.932584533170921,1.8754746934276438,0.7917523748436632,0.1855377856019644
SOX11,celltag_fate_dpt_RPM,7.91897332901049,1.3231764143989089,2.666434529173511,0.4468244579341356
NFIB,allograft_mt5,7.915125742520242,1.3975092327917968,2.5619316412281226,0.4515263054951905
NR6A1,cgrp_k5_K5,7.891942682864533,1.8974158719309013,0.7877317399958358,0.18770839216213706
NFIX,allograft_mt5,7.889771213029355,1.626374133104271,1.277908618696858,0.26394181826394764
JUNB,human_RU1124,7.856171053280711,5.684694826271377,0.9404988441548822,0.6830617976554226
NR6A1,rpr2_allograft_RPR2,7.85521916965708,1.7344273801270396,0.7840987401244365,0.17158419493683383
TCF4,tbo_allograft_5khvg,7.844919727270727,1.5755857322989226,2.7129530614169157,0.5409602528123828
EPCAM,organoid_celltag_RPMA,7.83810922045022,1.335725592583685,2.007886625003459,0.33965639099843026
FOS,tbo_allograft_5khvg_RPM_CTpreCre,7.823174551006383,4.124325441921371,1.3586030448462152,0.7145291783872971
STAT1,human_RU1066,7.80481947590272,2.163650896929876,1.1038497695825489,0.30370434005389313
NCAM1,tbo_allograft_5khvg_RPM_CTpostCre,7.793370295465094,1.1419604622874702,2.110420730102027,0.3067948564809541
EPCAM,organoid_celltag_WT,7.737471444676577,1.175656591195216,1.9822958420558425,0.2989530761677504
JUND,organoid_celltag_WT,7.735147702278398,1.6703214442682608,1.8548741384155911,0.3988452146601757
JUNB,human_PleuralEffusion,7.713127543978001,1.6582994329472107,0.9233110162075134,0.19925801231846385
TFDP1,rpr2_allograft_RPM,7.713041509372685,1.1204693540778914,1.2942619874111188,0.1881277366646196
TCF4,tbo_allograft_5khvg_RPM_CTpostCre,7.695133834078121,1.3623732232659367,2.661525701427451,0.4677560529869911
JUNB,celltag_fate_dpt_RPMA,7.684360099442354,3.6281468554069143,0.9198543764090741,0.43595102093415494
NFIB,allograft_3L,7.680315225860329,1.501093853727094,2.4860658633204764,0.4849938347963028
FOXO3,tbo_allograft_5khvg_RPM_CTpreCre,7.676116676176187,4.322099297680898,0.6353941815189192,0.3546015057830396
EGR1,human_RU1293,7.6528590312028,2.486599211250587,1.7499134188496561,0.5600763525059377
NFIB,allograft_mt3,7.638518601103282,1.3850591142172928,2.472561640868209,0.4475037517180733
NFIX,allograft_3L,7.601485431227237,1.8490221370597215,1.2311231516387589,0.30007502882151654
JUNB,allograft_3L,7.597977444452537,3.315688939360397,0.9094748057536879,0.3984066896465615
NCAM1,tbo_allograft_5khvg,7.597113312362516,1.827187160451116,2.057695057933192,0.49088531623201453
SOX11,tbo_allograft_5khvg_RPM_CTpostCre,7.596034538806286,0.8539084075704538,2.557381081493634,0.2883569848933544
FOXO3,human_RU1152,7.5324511107913334,1.7955991564837712,0.6236073107633177,0.14731780110039258
NFIX,cgrp_k5,7.51606559675818,2.581721658533571,1.2172604948449404,0.4189837350057495
NR6A1,cgrp_k5,7.502179313581669,1.8584030388648085,0.7491730579198127,0.18384891344855706
TCF4,celltag_fate_dpt,7.489645568977542,2.1874653846158973,2.5909735368831623,0.7510424873888414
FOS,human_RU1065,7.4868570504893786,4.789774033175364,1.30033687,0.8298165003659891
JUND,organoid_celltag_RPMA,7.4810250966018295,1.5137661087538632,1.7941938510619937,0.3614623823833679
JUN,tbo_allograft_5khvg_RPM_CTpreCre,7.465715064507032,1.7621243214246336,1.6585153606577117,0.39316888720280846
NFIB,allograft_mt4,7.463429449038873,2.377756012916132,2.415991454347154,0.7682377781048585
CUX2,organoid_shGFP,7.4537674747208005,2.1202703141592405,0.9392112879678131,0.26417780571644284
FOXO3,human_RU1293,7.4473720821059155,2.6378694855491696,0.6166271028586554,0.2164208703249297
JUND,organoid_celltag,7.443342430714538,1.5958855244284358,1.7851958518946127,0.3810711445679674
TFDP1,human_RU426,7.431992497534231,2.6064285533956566,1.2470736245196508,0.43762152239487
NCAM1,rpr2_allograft,7.41857476275699,1.3412203035975678,2.009729554300233,0.3603272653830061
NFIX,organoid_shRORB2,7.406820489588356,3.767751207500228,1.199531270285886,0.6114626912908708
PBX1,human_RU1124,7.379623534290242,3.726499742461425,0.5220525949450057,0.25468397694097056
SIX1,human_RU1080,7.36183725803225,2.0677348915719094,1.8820368504939964,0.5272626094463206
NFYC,rpr2_allograft,7.339823336898251,2.564548863080488,0.6500325854032408,0.22616038166571648
