gene,sample,transferability_baseline,transferability_adaptive,n_regulators_dropped
ETS1,allograft_mt4Rf,0.15424739195231,0.10879284649776454,2
FOS,allograft_mt4Rf,0.11927097292950951,0.14597989949748744,2
FOXO3,allograft_mt4Rf,0.037055458841084306,0.12791852955787383,1
GRHL2,allograft_mt4Rf,0.39716840536512665,1.0,4
HES1,allograft_mt4Rf,0.20344053851907254,0.7384500745156483,3
HSF2,allograft_mt4Rf,0.7350557244174265,0.42871336313959263,4
ICAM1,allograft_mt4Rf,0.1850164515312579,0.15027322404371585,2
JUN,allograft_mt4Rf,0.6837585248800202,0.9098360655737705,4
JUNB,allograft_mt4Rf,0.14307004470938897,0.14307004470938897,0
KMT2A,allograft_mt4Rf,0.2026127049180328,0.0972636815920398,2
LMX1B,allograft_mt4Rf,0.41306507699950323,0.5166418281172379,1
MEIS2,allograft_mt4Rf,0.12021857923497267,0.4913065076999503,1
NCAM1,allograft_mt4Rf,0.5827282157676349,0.262046696472926,5
NFATC2,allograft_mt4Rf,0.410829607550919,0.410829607550919,0
NFIA,allograft_mt4Rf,0.2083766909469303,0.14207650273224043,5
NFIB,allograft_mt4Rf,0.6371822033898306,0.6797108673978066,3
NFIX,allograft_mt4Rf,0.2389513108614232,0.30029806259314457,1
NFKB1,allograft_mt4Rf,0.3211624441132638,0.0,3
PBX1,allograft_mt4Rf,0.2414307004470939,0.0,3
PKNOX2,allograft_mt4Rf,0.36422845691382766,0.4981357196122297,1
PROX1,allograft_mt4Rf,0.8154495777446598,0.8154495777446598,0
REST,allograft_mt4Rf,0.08420268256333831,0.0,1
RORA_RORB,allograft_mt4Rf,0.4798206278026906,0.2531048186785892,2
RUNX1,allograft_mt4Rf,0.5255681818181818,0.43066965397062484,3
SIX1,allograft_mt4Rf,0.4301717699775952,0.4942871336313959,3
SIX4,allograft_mt4Rf,0.5244755244755245,0.38782131270277015,3
SMAD3,allograft_mt4Rf,0.168671679197995,0.3286140089418778,2
SOX11,allograft_mt4Rf,0.2390547263681592,0.2237953303527074,1
STAT2,allograft_mt4Rf,0.6390072699924794,0.16269249875807254,3
TBX15,allograft_mt4Rf,0.18886380737396538,0.3554396423248882,4
TCF7L1,allograft_mt4Rf,0.2760798181358929,0.8047690014903129,4
TCF7L2,allograft_mt4Rf,0.3395615346287992,0.5516641828117238,2
TEAD1,allograft_mt4Rf,0.6226798881261124,0.20193740685543965,4
THRB,allograft_mt4Rf,1.0,1.0,0
ZBTB20,allograft_mt4Rf,0.3668915412558381,0.34656679151061176,2
ASCL1,allograft_TKO-luc,0.7342606149341142,0.7348320038675369,3
BACH1,allograft_TKO-luc,0.20267314702308628,0.16195993241612358,1
BACH2,allograft_TKO-luc,0.47009165460685,0.47009165460685,0
CUX2,allograft_TKO-luc,0.8725079990155058,0.8695546361645169,1
EGR1,allograft_TKO-luc,0.6874230863893674,0.7009004623996106,1
EHF,allograft_TKO-luc,0.2819585142305837,0.2819585142305837,0
EPCAM,allograft_TKO-luc,0.45093228655544654,0.7951195941048562,2
ETS1,allograft_TKO-luc,0.681379643029426,0.7850940665701881,1
FOS,allograft_TKO-luc,0.5608782435129741,0.05716370712721965,2
FOXO3,allograft_TKO-luc,0.2559768171939145,0.7069048768710767,1
GRHL2,allograft_TKO-luc,0.671584038694075,0.671584038694075,0
HES1,allograft_TKO-luc,0.5601549261679981,0.6954633204633205,1
HSF2,allograft_TKO-luc,0.8786069651741294,0.796630859375,1
ICAM1,allograft_TKO-luc,0.6725018234865062,0.8448900700652332,1
JUN,allograft_TKO-luc,0.13603297769156159,0.020742884708152436,3
JUNB,allograft_TKO-luc,0.21177038109020743,0.11263868789194405,1
KMT2A,allograft_TKO-luc,0.23940886699507388,0.1612590799031477,3
LMX1B,allograft_TKO-luc,0.6997105643994211,0.5525808007718283,2
MEIS2,allograft_TKO-luc,0.8642303969022265,0.862143891839691,1
NCAM1,allograft_TKO-luc,0.7421836228287841,0.8609401919763722,1
NFATC2,allograft_TKO-luc,0.9126869271587071,0.9968644476603956,1
NFIA,allograft_TKO-luc,0.5866831072749692,0.5866831072749692,0
NFIB,allograft_TKO-luc,0.8956413449564135,0.778872198965772,1
NFIX,allograft_TKO-luc,0.016755706653715396,0.016755706653715396,0
NFKB1,allograft_TKO-luc,0.1544970986460348,0.1544970986460348,0
PBX1,allograft_TKO-luc,0.355174081237911,0.355174081237911,0
PKNOX2,allograft_TKO-luc,0.8165938864628821,0.8165938864628821,0
PROX1,allograft_TKO-luc,0.9425952725518573,0.9425952725518573,0
REST,allograft_TKO-luc,0.773757838880849,0.773757838880849,0
RORA_RORB,allograft_TKO-luc,0.8840368753032508,0.8840368753032508,0
RUNX1,allograft_TKO-luc,0.5137888198757764,0.30024330900243307,2
SIX1,allograft_TKO-luc,0.9582726831635129,0.9582726831635129,0
SIX4,allograft_TKO-luc,0.7942336126170527,0.7942336126170527,0
SMAD3,allograft_TKO-luc,0.8802032913843175,0.8802032913843175,0
SOX11,allograft_TKO-luc,0.42281717317896766,0.6406174626145683,1
STAT2,allograft_TKO-luc,0.7485436893203884,0.7485436893203884,0
TBX15,allograft_TKO-luc,0.7685365853658537,0.7685365853658537,0
TCF7L1,allograft_TKO-luc,0.40004863813229574,0.40004863813229574,0
TCF7L2,allograft_TKO-luc,0.7529126213592233,0.7805408015451473,1
TEAD1,allograft_TKO-luc,0.5705190989226249,0.5676070038910506,1
THRB,allograft_TKO-luc,1.0,1.0,0
ZBTB20,allograft_TKO-luc,0.5961585816301403,0.6539483216614345,3
ASCL1,allograft_mt4,0.2891007472300953,0.346085182351441,1
BACH1,allograft_mt4,0.6090816844241502,0.523447401774398,2
BACH2,allograft_mt4,0.5685678073510773,0.43371356147021545,1
CUX2,allograft_mt4,0.3958779443254818,0.5581749049429657,3
EGR1,allograft_mt4,0.5152569593147751,0.1358681875792142,3
EHF,allograft_mt4,0.0,0.47655259822560203,1
EPCAM,allograft_mt4,0.3869889431730522,0.09150823827629911,3
ETS1,allograft_mt4,0.29581749049429656,1.0,3
FOS,allograft_mt4,0.27406789092932665,0.2810386800108196,1
FOXO3,allograft_mt4,0.4255642911488714,0.9196451204055767,2
GRHL2,allograft_mt4,0.4403041825095057,0.523447401774398,3
HES1,allograft_mt4,0.41118170266836085,0.6408111533586819,2
HSF2,allograft_mt4,0.2668219461697723,1.0,4
ICAM1,allograft_mt4,0.33610173890474954,0.22479633401221996,1
JUN,allograft_mt4,0.4022633744855967,0.0,3
JUNB,allograft_mt4,0.13307984790874525,0.13307984790874525,0
KMT2A,allograft_mt4,0.15270164447924825,0.16037008481110254,1
LMX1B,allograft_mt4,0.3685678073510773,0.6552598225602028,1
MEIS2,allograft_mt4,0.17465145754119138,0.17465145754119138,0
NCAM1,allograft_mt4,0.3943100239298059,0.2631178707224335,4
NFATC2,allograft_mt4,0.5726235741444867,0.5726235741444867,0
NFIA,allograft_mt4,0.40644820295983086,0.2874524714828897,3
NFIB,allograft_mt4,0.5572207084468664,0.3888747777495555,3
NFIX,allograft_mt4,0.3142639206712433,0.3142639206712433,0
NFKB1,allograft_mt4,0.048669201520912544,0.15690747782002534,1
PBX1,allograft_mt4,0.3683143219264892,0.32370088719898604,1
PKNOX2,allograft_mt4,0.6005089058524173,0.6005089058524173,0
PROX1,allograft_mt4,0.8005069708491762,0.8005069708491762,0
REST,allograft_mt4,0.061596958174904945,0.19670468948035488,1
RORA_RORB,allograft_mt4,0.45244737509510524,0.45804816223067174,2
RUNX1,allograft_mt4,0.6328207847295865,0.7110266159695817,3
SIX1,allograft_mt4,0.36589698046181174,0.47300380228136885,1
SIX4,allograft_mt4,0.47417582417582416,0.28508544795442775,2
SMAD3,allograft_mt4,0.39658685685175754,0.39658685685175754,0
SOX11,allograft_mt4,0.06768060836501902,0.15285171102661596,1
STAT2,allograft_mt4,0.5838635785187071,0.30367553865652724,2
TBX15,allograft_mt4,0.506033376123235,0.2993662864385298,4
TCF7L1,allograft_mt4,0.42024145902902643,0.29074778200253487,2
TCF7L2,allograft_mt4,0.3788378584115707,0.332319391634981,2
TEAD1,allograft_mt4,0.6529245039938161,0.1008871989860583,2
THRB,allograft_mt4,0.4679340937896071,0.4679340937896071,0
ZBTB20,allograft_mt4,0.2131190727081138,0.3728770595690748,3
ASCL1,allograft_5B,0.069067405355494,0.1641571795813441,2
BACH1,allograft_5B,0.3287898323816541,0.39203084832904883,3
BACH2,allograft_5B,0.09511568123393316,0.13900110172603747,1
CUX2,allograft_5B,0.3271732981331322,0.5965846492838781,4
EGR1,allograft_5B,0.36488779935885346,0.49008446566287184,4
EHF,allograft_5B,0.25211164157179583,0.0,1
EPCAM,allograft_5B,0.4928690498240415,0.43867058391479985,2
ETS1,allograft_5B,0.14403973509933773,0.0,2
FOS,allograft_5B,0.3154647126880062,0.22637321990012946,2
FOXO3,allograft_5B,0.5751009915534337,0.6726037458685273,1
GRHL2,allograft_5B,0.18753447324875896,0.47190598604480355,3
HES1,allograft_5B,0.2622197721425946,0.5879544619904518,2
HSF2,allograft_5B,0.17130660727542688,0.18170103092783504,2
ICAM1,allograft_5B,0.2099630996309963,0.5601545253863135,1
JUN,allograft_5B,0.3241430700447094,0.3769739258171135,3
JUNB,allograft_5B,0.26776859504132233,0.26776859504132233,0
KMT2A,allograft_5B,0.25,0.2660668380462725,5
LMX1B,allograft_5B,0.3696290855673889,0.8683437385236871,1
MEIS2,allograft_5B,0.3018729342636798,0.3018729342636798,0
NCAM1,allograft_5B,0.3062857142857143,0.18545721630554535,3
NFATC2,allograft_5B,0.07822254865956665,0.0,1
NFIA,allograft_5B,0.06449771689497717,0.17756151303709145,4
NFIB,allograft_5B,0.575279168271082,0.30805068952664927,2
NFIX,allograft_5B,0.4888766317337746,0.47521116415717957,1
NFKB1,allograft_5B,0.08777084098420859,0.0,2
PBX1,allograft_5B,0.535438854204921,0.8294160852001469,2
PKNOX2,allograft_5B,0.6460859977949284,0.6460859977949284,0
PROX1,allograft_5B,0.13808299669482188,0.4926551597502754,1
REST,allograft_5B,0.26055820785897904,0.21134777818582445,1
RORA_RORB,allograft_5B,0.21170839469808542,0.24623576937201616,3
RUNX1,allograft_5B,0.5153700189753321,0.4672569636598414,2
SIX1,allograft_5B,0.3824825560044069,0.2236503856041131,2
SIX4,allograft_5B,0.6783569075760512,0.7248184695587414,2
SMAD3,allograft_5B,0.46593001841620624,0.5100991553433712,1
SOX11,allograft_5B,0.12082262210796915,0.1926184355490268,2
STAT2,allograft_5B,0.24211690945970865,0.7563349247153874,2
TBX15,allograft_5B,0.15780669144981413,1.0,5
TCF7L1,allograft_5B,0.38080207946528033,0.2932427469702534,3
TCF7L2,allograft_5B,0.35521947620804134,0.4458318031582813,2
TEAD1,allograft_5B,0.7357049729931086,0.1085200146896805,3
THRB,allograft_5B,0.0,0.0,0
ZBTB20,allograft_5B,0.5143993937097385,0.6957399926551597,3
ASCL1,allograft_mt2,0.4431927904731252,0.48182665424044735,2
BACH1,allograft_mt2,0.6550969355847405,0.5497822028624767,2
BACH2,allograft_mt2,0.4661910669975186,0.0,2
CUX2,allograft_mt2,0.5897273303741281,0.30559006211180123,4
EGR1,allograft_mt2,0.2967660114140774,0.061180124223602486,4
EHF,allograft_mt2,0.211848635235732,1.0,2
EPCAM,allograft_mt2,0.06967865097041044,0.03526841448189763,2
