"","V1","V2","V3","V4","V5"
"Ankrd39",0.014704878822846,0.00363620231225547,0.0214915206665759,0.0116032013742435,0.0125780615222114
"Sema4c",0.0423084433324601,0.0224522976127215,0.0205658522231278,0.012169686211051,0.0323389255351462
"Actr1b",0.0379345480712674,0.0278301663109814,0.0364281865840185,0.0256866092720627,0.0573058321862277
"Tmem131",0.0878572018484308,0.0600880172725073,0.0412880182504378,0.021089875185226,0.0693102039812559
"Coa5",0.0139455698475687,0.0181007379292204,0.00840409518676523,0.0189691172967282,0.0121253708927029
"Mgat4a",0.0643471989608576,0.0515208268199823,0.0499796488761314,0.0609865435391333,0.110598860270286
"2010300C02Rik",0.0519826637006835,0.0157635060634872,0.042907194767989,0.0332328544948401,0.0505548465491075
"Tsga10",0.00885399980379819,0.00774679681732812,0.00744252716548552,0.00302712228178265,0.011007629212632
"Mitd1",0.00846813270757112,0.0223055171188466,0.0271415807678824,0.0412314175668042,0.00325916690626028
"Txndc9",0.0161183333365098,0.0163168074813569,0.0249055902134185,0.0277707777530121,0.0145733519090051
"Rev1",0.220861808922896,0.0680076880698793,0.0337593759995463,-0.0110377643464195,0.22317966246099
"Aff3",0.021346059973306,0.009365498902794,-0.00375812976857524,-0.00129311530068806,0.0156022222281724
"Chst10",0.00206478171433086,0.000862570306342203,-0.00100008257283958,-0.000692684584699325,0.00199747093137415
"Tbc1d8",0.0605607696093908,0.0199602234155947,0.0481400298459679,0.0474576178376711,0.0493952704331538
"Gm15832",0.00173596885420462,0.00211433979320341,0.00380644617339647,0.0037859455945151,0.00181938713597503
"Rnf149",0.0105219147652179,0.0134574581336147,0.0159272055523848,0.0291762328045992,0.0160818742431694
"Creg2",0.00198035145314049,0.000714519393580546,-0.000833485167967059,0.000195583927363095,0.00126032464596689
"Gm16894",-0.000324941767632304,-0.000188369068922165,0.00401163074729824,0.00116858725266939,-6.06247249508164e-05
"Mfsd9",0.000677973242232756,0.000427030611045784,0.00222445988777511,0.00337749427927679,0.000459901586795347
"Tgfbrap1",0.0189319042540463,0.01133579972912,0.02408871752278,0.021401410016413,0.0391008198088462
"Fhl2",0.0330032507439966,0.0145147325688254,0.0102015799891601,-0.000632016515753262,0.0151949039046441
"Gm29156",0.000880961234178293,0.000395439628781049,-0.000444333164186575,0.00041697955128799,-0.000609785352899438
"Uxs1",0.0189350228918777,0.00745695897640168,0.00692733026318825,0.0145046468723305,0.0263791172632099
"Gm8251",0.00814688216147323,0.0177725777195265,-0.00262456948730477,0.00332976028830829,0.0379390448697551
"Tex30",0.008715044611131,0.0121364989435708,0.0017702051449183,0.00747675000288176,0.0229359029661075
"Poglut2",0.00931978908941193,0.00226290103234497,0.00800186073576761,0.0105023478405377,0.00321736268654164
"Slc40a1",0.0197577398663778,0.00569141870994679,-0.000909034331115001,0.000689834716536447,0.0110570498964962
"Slc39a10",0.0366405073910079,0.0214537054692952,0.0172157475020272,0.0173814406062434,0.0349086105835125
"Nabp1",0.00727771457430058,0.0104953907802687,0.0181476879766151,0.00976163680248842,0.0176475078895373
"Myo1b",0.104083180230078,0.0917081661415552,0.0820136927737366,0.107313045439502,0.0821380611984833
"Gm31812",0.00017176730312395,0.00336425787977535,-0.00250974527509993,0.00173258337619316,0.000260420331364794
"Gls",0.103123798095046,0.067271777458368,0.0515627607935027,0.0348209263300331,0.103529445672144
"Nab1",0.0612639849713274,0.0586839646622576,0.0855836235902252,0.0850514789840016,0.0968349382253923
"Mfsd6",0.177209919675603,0.0926341856146464,0.0360141157212638,0.0466844934976053,0.0950245074771193
"Inpp1",0.0382425031483341,0.0139140116606835,0.0472766020787067,0.0291983775263852,0.0494771689038797
"1700019D03Rik",0.011422974980772,0.00448844510101096,-0.00282936281674373,0.00405155721260361,0.0159363404684082
"Pms1",0.0110872549260228,0.00985038957709295,0.000968959873493181,0.0163096798339637,0.0261542020629457
"Asnsd1",0.00891411912295236,0.00183350635751452,0.00825106132282309,0.00817938184127678,0.020608740867902
"Dnah7a",0.00101651452238179,0.00276489894199884,0.00197480814363173,-0.000445759801776638,0.00797952142951358
"Stk17b",0.020205027555629,0.0171649906510874,0.0214351816975345,0.00685170069348999,0.05430137915855
"Hecw2",0.000445316567175149,-0.000424545584337054,-0.000490365371344706,0.000396507391781802,0.00367146886032357
"Gtf3c3",0.039534929262204,0.0339109692355576,0.0394656711342239,0.0416584657933116,0.0449938927724564
"Pgap1",0.052324800737459,0.0258107926243272,0.0350613027456641,0.0475039424378111,0.1541471885597
"Ankrd44",0.0211956401493018,0.00646404565035452,0.00800051728831482,0.0213723744858976,0.0477641618867596
"Sf3b1",0.290578676391611,0.264521858553905,0.189954487170309,0.279227904575967,0.316082823936506
"Hspd1",0.0451292396195555,0.0447886986992337,0.0772420966124076,0.045324566830274,0.0487502116388683
"Rftn2",-0.00276087708345375,0.00155327428496467,0.0127020083491603,0.0154757781676253,0.000523009289322739
"Boll",0.000841916993253371,-0.000486402933327916,-7.56102342806015e-05,-0.000110610584704651,0.00147783091508452
"Satb2",0.00101451894142385,0.000560554930967228,-0.00030892587689717,0.00422040538681543,0.00155806147801647
"4930558J18Rik",-0.000459508181907121,0.000679545438504723,0.000807440385429497,0.000274141917567217,0.00751524888029415
"Tyw5",0.0195486712640821,0.0242845145651018,0.0124742057501372,0.0231909574894123,0.0358393977959191
"Kctd18",0.00930736779650311,0.00169790423451113,0.0105578683739503,0.0118056562863681,0.0123702291206251
"Clk1",0.198670041869547,0.172033219099009,0.310549871801378,0.316591738553151,0.128415937563339
"Ppil3",0.00200056226027011,0.00185553677378329,0.00616877839205176,0.00490924853185089,0.00159616041422173
"Orc2",0.0360431863733862,0.0227692590961897,0.0166488362221794,0.0172767368047537,0.0287999869783502
"Fam126b",0.0762583953733827,0.0684742228371874,0.1539925622686,0.169030381658959,0.124289079096041
"Trak2",0.0378420383204044,0.0355397804513562,0.0219507224671883,0.0321673771942034,0.0512595005874891
"Tmem237",0.0283441893496543,0.0111091086310227,0.0101281843896218,0.00491099481187909,0.0392254156449852
"Mpp4",0.000344853949319186,-0.000174173341803277,4.21999168823147e-05,-0.000354625518713178,0.00423296503560005
"Als2",0.0122831296766163,0.00797907677122722,0.000259376552788888,0.0154535365628991,0.0342077388793915
"Sumo1",0.00809575751211788,0.0119649126652836,0.00695076012580492,0.0104784871449672,0.0127967680663986
"Ica1l",0.0215817247646797,0.00254968585818504,-0.000392809473780301,-0.005326409487603,0.0226905647231842
"Wdr12",0.0413035911110226,0.0207165527960742,0.0305495286025686,0.0229863975830711,0.0747302864456879
"Raph1",0.0311209319362294,0.015484993755695,0.0221918041960301,0.0247457798646468,0.0674972771895972
"Ino80d",0.0558143143674498,0.0431088902446616,0.0394544807087064,0.0355036220942031,0.0713082340443944
"Ndufs1",0.0267964917131014,0.0199872350597704,0.0306353292199012,0.0250269935612154,0.0109824574484822
"Klf7",0.155985712824669,0.0418207123789857,0.124151411178047,0.0593625519122375,0.127648457192361
"Mettl21a",0.00469409677315134,0.00451878694380134,0.0160060530000557,0.00947793018903096,0.00745766931561859
"2810408I11Rik",0.00042539530376598,0.000459870192815292,-0.00100243527906332,0.000588833031372023,0.00852629273825609
"Fzd5",0.00943549574936576,0.0110711728560846,0.0295333886040399,0.0136764470620148,0.0167725337778687
"Plekhm3",0.0138656285330453,0.008500356231341,0.0137884418874023,0.0162799683277318,0.0136289818145138
"Idh1",-0.00252103908844528,0.0145918222896283,0.0546363495740794,0.0759792296560097,-0.00468667655686461
"Kansl1l",0.04200667649502,0.0484560621377538,0.102750046854282,0.101695380113912,0.0665331516642963
"Acadl",0.0289686364406899,0.0348761652218398,0.0766834793430608,0.106744434929422,0.0394217214966766
"Lancl1",0.0301223156944807,0.0149856862167963,0.0297971566342631,0.0297885045495313,0.0338846047652079
"Erbb4",-0.000508571840646866,-0.000374315151810069,0.00541824085014923,0.00266157489878988,-0.000947770919246868
"Ikzf2",-0.0236382230165833,0.0101738584194121,0.170520021413844,0.160366990822391,-0.0149555962193867
"Bard1",0.0179299965750291,0.00816423000516408,-0.0086130718192248,0.00662366369878904,0.103636085444427
"Fn1",0.028297990278313,0.0877306350826022,0.121882156936287,0.0980493221588926,-0.005142100104622
"Mreg",0.00753468527399419,0.00443303595199938,0.00197226833224807,-0.00033140448275354,0.0107328691678335
"Pecr",0.00142057625123081,0.00328963277913049,0.000639117850239723,0.00779461142287058,-0.000274873425972554
"March4",0.0127679748307835,0.00369621188981332,0.00101781582752444,-0.00228463015426821,0.016416280118503
"Igfbp5",0.962835546296824,0.3809772608307,0.138364139415493,0.0691234883032604,0.200220450702154
"Tns1",0.015966721893685,0.0300707133093607,0.0739557992651943,0.0942365549892222,0.0110199595166551
"Aamp",0.0566142433608491,0.0605716569662173,0.0408707809290496,0.0504370428214017,0.0540172045917946
"Tmbim1",0.00886968677084638,0.0125813323617507,0.0238943050541333,0.0363026479038786,0.00529245486936886
"Usp37",0.157377989432718,0.0749092294659383,0.0414418915328522,0.0961399242391637,0.176851400856754
"Zfp142",0.022017143879506,0.017168789235428,0.0141645057184623,0.0263737177047165,0.0429711650524859
"Rnf25",0.0367963687074362,0.0302595879335598,0.0489116491759635,0.0278316484357373,0.0201887498514535
"Fev",0.00170849156158209,0.000230093513540043,-0.000944825810367094,-0.000497317548481054,0.00391866513841127
"Cryba2",0.0183801195087211,0.00567563799402461,0.000212016350639147,-0.00408320470881527,0.0208912298679281
"Cfap65",0.000153901826631408,0.00194570235981063,0.00258711409484518,0.000121231172298727,0.0038727878285005
"Nhej1",0.00386025780403362,0.00181049065631886,1.12047674282953e-05,0.00369738390622325,0.00978707164943748
"Slc23a3",0.00224169580906784,0.00239009324954832,0.00316673082229291,0.00381720444906691,0.00446212636126759
"Cnppd1",0.0173331126635135,0.0202681965050361,0.0147376895198446,0.034941388453809,0.0270907466634225
"Abcb6",0.012107946702999,0.0106609811015756,0.0111329676576833,0.00233270144341988,0.00839208786216138
"Atg9a",0.0244006614733826,0.0040780360501266,0.0384206293135338,0.0331621828896283,0.0313210409777021
"Glb1l",0.00472182463311003,0.00979952168494269,0.00261231545056987,0.00663533758615351,0.0233562989921664
"Tuba4a",0.0164506879315719,0.0118349746047251,0.0271454863986716,0.0169181739088939,0.0165163898590601
"Ptprn",0.281107801290468,0.124894275758547,0.0144073898825835,-0.0177157832697479,0.131911519288484
"Resp18",0.150934284393282,0.0957486443947651,0.0418577012492453,0.00550997970303489,0.0588112982833073
"Dnpep",0.0338031734408682,0.0171228200803745,0.0245092697380489,0.0168325213406413,0.0305530703374884
"Chpf",0.0434490360809844,0.0227788078981876,0.0149315259095604,-0.000997606695818012,0.0411540204085283
"Obsl1",0.12167533818147,0.0285976587240731,0.000797356779942332,-0.0221033605118198,0.0650838450957479
"Gm816",0.00674010183757098,0.0109049434176744,0.000495277554172284,0.00724424623258957,0.00195805393883391
"Epha4",-0.00979632642343128,0.0141520221516426,0.0396770981674323,0.0761995798365316,-0.00347907689547964
"Farsb",0.0107356184658623,0.00667062644161325,0.00491643506749536,0.0135272036758014,0.00612643217288983
"Scg2",0.29472421992979,0.17428306372364,0.0664326807921783,-0.00990295070078182,0.183241795837761
"Ap1s3",0.0185634406665084,0.0251535866251441,0.0353620170295601,0.0481359458443474,0.0426621747732227
"Wdfy1",0.0234801050708256,0.0374258710427727,0.12926929195063,0.13950552051779,0.0394294519265026
"Serpine2",0.0841857195100277,0.0397358620250141,0.0129906601102515,0.0284422042807615,0.11697021850317
"Cul3",0.167108284942592,0.107090415290968,0.0834754409007606,0.0740695540759406,0.175138284404928
"Dock10",0.00739040986459004,0.00993701776252168,-0.00565790924873017,-0.000312604120676392,0.0376874915723949
"Irs1",0.00554559069548017,0.00996210120273572,0.0492362217735247,0.0382409046926138,0.0463236502381374
"Col4a4",-0.0148226506500048,0.0170424765019858,0.0782935455798839,0.0994049598198083,-0.00557114545531326
"Slc19a3",0.000114044797348311,0.000476597666682826,0.000291061468827752,0.000840594537422901,0.000366935331702066
"Pid1",0.00286492263747069,0.000595158453855956,-0.000654723499314316,-0.000286150558683304,0.00415633313261837
"Dner",0.184269402848713,0.0937857236846899,0.0240366311251995,-0.00290148356567407,0.0906096675482846
"Trip12",0.143170775677707,0.10048112706021,0.106487735941005,0.127214250523077,0.138186678788785
"C130026I21Rik",-0.000690182255357495,2.34903934278139e-05,0.00232439771737078,0.00361936186926653,-0.000336650861014637
"A530032D15Rik",-0.000302507108849641,0.00126703662004602,0.00165837898988471,0.00165364183640762,0.000121115901379294
"Sp110",-0.00477312912405208,0.0161162964381771,0.0461751067765546,0.0504494879908751,-0.00355903180336574
"Gm17017",-0.000115444628129854,-0.000444934459828905,0.00349476242947312,0.00189989133959931,4.39316741472691e-05
"A630001G21Rik",-0.000653301555732045,0.000100761986512781,0.0023754405899946,0.00618539714020171,0.00134494395169207
"Ncl",0.230260810145534,0.247270432386175,0.156602568807833,0.259714789309476,0.434105030085974
"Pde6d",0.00685641819043399,0.000898972042752339,0.00258125853531626,0.00393084755737777,0.0145657727918277
"Kcnj13",-0.000562107321880249,0.00111708114394017,0.00398505916330378,0.00736839889244491,-0.000977485272097161
"Ngef",0.0169563473692752,0.0114724144308522,0.0300493624698597,0.0326154724817063,0.00365085005791704
"Usp40",0.0460920257222119,0.0266419644045749,0.0607417054666902,0.0715878202683865,0.038106233034581
"Hjurp",0.0218140375763322,0.0139878042288025,0.0759698827282055,0.074262061784001,0.23888375511806
"Gm29538",-1.3707383337077e-05,2.89766523392735e-05,0.00202707377883867,0.00232435636799145,-0.000539523111468247
"Glrp1",-0.000166981245388021,0.000560158749068922,0.000567828180605177,0.00148494891853162,0.000541746779900989
"Arl4c",-0.000270759887851576,0.0242693240415997,0.0450810617979241,0.058803493690681,0.0176026316231881
"Iqca",0.000456748286268952,0.000886382356023846,0.0006572645576034,-0.000106805537824412,-0.000110169555721555
"Col6a3",-0.00276503913796641,0.00261998911705587,0.00340839789641983,0.0197817629087098,0.000773804369492446
"Rab17",0.0102900016903305,0.00721621771736728,0.00130844919163982,0.00451757434162556,-0.00154609492747625
"Ilkap",0.0321839976019515,0.0174754474142651,0.0157167334416588,0.0134768653555532,0.0459212701513424
"1700020N18Rik",0.000365584182484146,-0.000162706017553492,0.000193879788909274,0.000364285617188013,0.00233423975407918
"Hes6",0.0823198270674891,0.0266634703611322,0.0313308789661595,0.00997213941886833,0.133026429972874
"Per2",0.0375890609120127,0.0294020380288974,0.0387228116856023,0.0369511513487918,0.0234058476943274
"Hdac4",0.100204028921632,0.0485288375531808,0.0422349667806411,0.0581637781172898,0.0715469107768636
"Ndufa10",0.0249396515158185,0.0327187128302659,0.0338165469889231,0.0329591003389351,0.0474126468002362
"Cops9",0.0317840222768086,0.0221703814621494,0.0194802519588593,0.0214344661383908,0.0270007133789595
"Ankmy1",0.00907361055997887,0.00215556966958303,-0.00213332536052268,0.00095085043975689,0.00418808063902629
"5033417F24Rik",0.00197876950046777,0.00207753209615992,0.00177842743897887,0.00144384675887331,-0.00114949846022475
"9430060I03Rik",0.00154400456733553,-0.000638926509092918,0.00198226943189155,0.000822151086852297,0.00161035599646147
"Kif1a",0.108463197528156,0.0340871367055518,0.00716505828076978,-0.0150790946450887,0.0784958038338227
"Mab21l4",-0.00209378286979012,0.00168058491654856,0.014113989159875,0.0118437950690445,-0.00170127203445856
"Mterf4",0.0104936891836328,0.0162721208773918,0.0172416178533974,0.0198898078613789,0.0135956989188144
"Pask",0.0131645280389101,0.00281668940417281,0.00545161635683642,0.0129976034638196,0.0568275799060166
"Hdlbp",0.0961349928235416,0.0812296895397448,0.0730405858884299,0.1207672913467,0.115336722069047
"Stk25",0.089306179210836,0.0518138709077674,0.0890973250115291,0.110615369225241,0.0744587870671584
"Thap4",0.0082859223140777,0.00550698170795527,0.00747180194260243,0.00933354506144432,0.0159728413188065
"Dtymk",0.042695971889849,0.0215772810985474,0.0261754091759803,0.0723163838277724,0.114117815701634
"St8sia4",0.0115509487035458,0.0157482639193546,0.001811521070372,0.00138951506520911,0.0345615470644147
"Slco4c1",-0.014463972126794,0.0140173109870609,0.0775157667498529,0.091038574591648,-0.0053690402433097
"D1Ertd622e",0.0327722911146468,0.00620576811099313,0.00576827531748574,0.0308659851796825,0.069080561372709
"Ppip5k2",0.15200841104529,0.0761101775532322,0.0246642080238942,0.0344170824757722,0.133000622544478
"Pam",0.254513910341596,0.0997751263986467,0.0299350053601368,-0.00741196110858888,0.109527021164254
"Gm28187",0.0193738399600176,0.00311606810729697,-0.00182252281609555,-0.00189271377815804,0.0137482533109523
"Rnf152",0.381071196360593,0.0821603869794627,0.0582279267852048,-0.0381840452459629,0.0870357794996749
"Pign",0.0315475809398763,0.0315862664772909,0.0514040467100152,0.0741930972947296,0.0481269862497833
"Gm7160",0.000269293349703523,0.00119493839696086,0.0020314798324739,0.000752849844041132,0.00274587602670716
"Bcl2",-0.000100464109718777,0.0223773714904653,0.108690795419274,0.162545337481674,0.00613529728070922
"Kdsr",0.0310712622248084,0.0251717937859436,0.0443031193359295,0.062656740657628,0.0361602573146553
"Vps4b",0.0372889037755434,0.0217462634380824,0.0433221782635392,0.0382330555639275,0.0357617696253522
"Dsel",0.0228479803961984,0.0171721449377472,0.0192142233473171,0.0276473878538302,0.0463254530338968
"Tsn",0.137422709573323,0.0639213072891749,0.0614641771633092,0.0993489646055492,0.183268354023215
"2900060B14Rik",0.0113222618029394,0.00759664832720524,0.0276275924743274,0.00985146177145071,0.0115313795333641
"Inhbb",0.0391023732219312,0.0597929704102412,0.12454252693631,0.1476731473501,0.00207590729475073
"Ralb",0.0227817695643655,0.0224776586277558,0.0180302305318634,0.0244049885383853,0.0128584676272204
"Epb41l5",0.0437183270537239,0.0416568901337823,0.0491414189441378,0.0749939928371554,0.0399485713653041
"Ptpn4",0.145671376269479,0.0566474969136586,0.0800347984969286,0.0704669753752769,0.17664218418634
"Tmem177",0.0058257976415481,0.00338792038170637,-0.000693543065490565,0.00435430166433801,0.00525067657439502
"Tmem37",3.15341883654241e-05,0.00399309420843927,0.00901343164545068,0.0121193405552438,0.00178710206884708
"Dbi",0.010807204579603,0.0318270787148852,0.0323808966888738,0.0610131923055544,0.0238895770798371
"Insig2",0.0428521247703724,0.0251877196251062,0.028293970375298,0.0364892019697132,0.0355811958843882
"Ddx18",0.0410890043906737,0.0355115427730682,0.0287371112608727,0.0603703855172506,0.0582023712773243
"Dpp10",0.00099278003130341,-0.000583256465584452,-0.000520142125204856,-0.000203931015994476,0.00761264027728661
"Actr3",0.0459539722186451,0.0216296857602505,0.0337474084578957,0.056915051557503,0.0474270072193974
"Lypd1",0.00104461763834701,0.00155983270507407,0.00153086861055707,0.00749749427481071,0.00503244576866913
"Nckap5",-0.011603717450141,0.022801265709035,0.0472650934241963,0.0747116559551773,-0.00721027172647941
"Tmem163",0.0662314778065619,0.0174509151865004,4.95864993527023e-05,-0.00261976210351932,0.0447350001112438
"2900009J06Rik",0.000804798398260647,-0.000104121470934708,-0.000345224569257178,0.000183610672339474,3.87478789706997e-05
"Zranb3",0.00958590212057522,0.00639214339174809,0.00748834610751635,0.0126184814135983,0.0374036408268286
"Mcm6",0.13111584022645,0.0829700405342298,0.0544938322011438,0.130228607104998,0.12719695304474
"Dars",0.0368540420191025,0.0444953720295856,0.0412619688798232,0.0608665138622753,0.0445739123919892
"Cxcr4",-0.00190446547693456,0.0100199180264257,0.0122028083692947,0.0139016210941704,0.0322776407900022
"Cd55b",-0.000743616265113242,0.00059773726098426,0.00152467795798704,0.00673843251226557,0.00793470167210806
"Gm15675",-0.0110986838351282,0.0124053609287251,0.0685117979554982,0.0708592062370514,0.00416852619839295
"Cd55",-0.0104104597451813,0.0205618536645099,0.145818478080937,0.154532240967674,0.00630664468788138
"Pfkfb2",0.0163058061338205,0.0134797682806852,0.0464045465709433,0.0387354558369982,0.0161052758353951
"Gm15848",0.000837403537402534,-9.48281019532051e-05,0.00364573397071477,0.00322304738160196,-0.00103303354295654
"Mapkapk2",0.0186068098796118,0.0214044176461188,0.0462620224969604,0.0452124950404773,0.0164780156207123
"Dyrk3",0.00411694508705207,0.00164356805365343,0.000866589201592426,0.000635801894170375,0.0110137714254393
"Rassf5",0.000271324432904166,0.0015758533270613,-6.77314410697401e-05,0.00298937194467614,0.00128350219441727
"Ikbke",0.0124104557109853,0.015195560475901,0.0459344425190689,0.0388016654704481,-0.00116207047681852
"Srgap2",0.0713384516938359,0.0492205346192503,0.107520118176917,0.110154715865198,0.0759323780360543
"Cdk18",0.0181820668304574,0.0104980068326788,0.020095696779995,0.0221774438287061,0.0154895412233036
"Tmcc2",0.0365858696248367,0.0139623758936068,0.00931420679042601,0.0068945835037245,0.055739319274128
"6030442K20Rik",0.00696850952629778,0.000520982688945477,0.00461164296513901,0.00636731333674215,0.0106311927984689
"Cntn2",0.000810038098018689,-1.94645032118643e-05,-0.000229908038019435,7.77824845638995e-05,-0.000109934171868938
"Nfasc",0.199841662127795,0.0711252379408823,-0.00855828662894842,-0.0240253007469107,0.0838914994402015
"Mdm4",0.0107665182799588,0.0164410287322916,0.0119105399450488,0.0123623590160574,0.0342754331367634
"Sox13",0.0555667421618989,0.0179177834626903,0.0222077292662324,0.0141733094387493,0.0431489138292521
"Snrpe",0.0171854636143943,0.0192284149350259,0.00557050378476139,0.0319590553615052,0.0300539391454542
"Zc3h11a",0.000577626149176598,-0.000758027224981893,0.00131843706695265,0.000212650055560125,0.00240830089028894
"Atp2b4",0.0240401437079501,0.018758815771121,0.0269015587917012,0.0425230529680311,0.00977567066530478
"Optc",0.00123671095599395,-0.000282685846621838,0.000535609293531829,-0.000520483416344758,0.00160176068258787
"Prelp",0.00373131842207178,0.01539571005228,0.0226554854517299,0.0422783592430062,-0.000965061677945925
