,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
PROX1,0.3151499269817498,,,,,,,,,,,0.07389991991348294,,,,0.26013569170583506,,,,,0.0253971471277733,,0.16313132538637354,,,,,,,0.020658509933780378,,,,,,,,,,,,,,0.07893529398606275,,,,-0.08935691336083934,,,,,
RARB,,,,,,-0.12129662909878525,,,,-0.005003879059890026,,,,0.005624217097998929,,,,,,,,,,,,,,,,,,0.04081250669370817,,,,,,,,,,,,,,,,0.12080435420914443,0.01669963095982352,0.2869169325712221,,,0.02276450666941976
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81226813199646,,,,,,,,,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7351228327586505,,,,,,,,,,,,,,,,,
RORB,,,,,,-0.15727469292204532,,,,,-0.09930385574040279,0.06235147471799651,,,,,-0.07778854548498992,0.0034990131345962183,,,0.1127066106539002,,,,,,,,,,,,,,,,,,-0.1881665070712938,0.0760936113521497,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,-0.14027788052516,,,,,,,-0.07591107998450153,,,,,,,,,,,,,,,0.08511181298700932,0.19942307058233888,,,,,,,0.022511852023820667,,,-0.18553402117998619,0.042794015264634444,,,,0.12743093535265254,0.045288104585133326
SIX1,,,,,,0.15546909306521506,,,,,,,,,,,,,,,-0.23370080275859895,,0.03150177187365577,0.24097807161219742,,,,,,,,,,,,,,,,,0.06476922586370015,,,,,,0.22750586269049772,,,0.10652663014439934,,,0.10271533974610325
SIX4,,,,,,0.10924514443346867,,,,,,,,,,,,,,,-0.13417827901186308,,0.08199335965039534,0.140085382350703,,,,,,,,,,,,,,,,,0.1307944528343865,,,,,,0.2073369139365212,0.1969930532804124,,,,,0.144161329881073
SMAD3,,,,0.13829530154302438,0.01877806434834417,,,,,,,0.10815785538841693,,,,0.07708554418532865,,,,,,,,,,,,,,,,,,,,0.1945320421038207,0.23496138860795823,,,,,,,0.05979249297677547,-0.09148026606420934,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7689964938992698,,,,,,,,,,,
SP100,,,,-0.09912783831791178,-0.09101589977547159,0.17570188833157208,,,,,,,,,,,,,,,,,,-0.18081809829472079,,,,,,,,,,,,0.125263275360724,0.03760873968243161,,,,,0.16050053171693057,,,,,,,-0.08298029864805706,,,,
STAT1,,,,,,,0.2113827489148088,,,,0.03491503061714929,,,,,-0.05134547713891824,0.12819350487515202,0.07266414944383642,,,,,,-0.07940653703372647,,,,,,,,,,,,,,,,,,,,,,,,0.036931068011612056,,,,,0.0618964950128561
TBX15,0.1542137708720679,,,,,0.39059679519361956,,,,,,-0.023045214283948956,,,,,,,,,0.2937602930157712,,0.017031138272115,0.09265260487434657,,,,,,,,,,,,,,,,,,0.017092453072265146,,-0.0014922300936361932,,,,,,,,,
TCF12,,,,,,-0.0913817120467344,,,,,-0.07944733339460863,,,,,0.06839490477636778,-0.031031397279632,0.1932905754034832,,,,,0.24923547582149508,,,,,,,,,,,,,,,,,,,,,,-0.024666520796339186,,,,,,,,-0.07816260169877942
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7603099039454506,,,,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,0.09553604754360018,,-0.0048837250179512015,,,,,0.1263261322529884,,-0.19424573472295031,,,,,,,,,,,,-0.004510963354199593,,,,0.29911580460220366,,,,
TEAD1,,,0.15018768099124058,,,0.0109206544578343,,,,,0.09883456455864081,,,,,,-0.06845607495567219,0.17156127644561614,,,,,,,,,,,0.11897271002807269,,,,,,,,,,,,,,,,,,,0.10843325852751423,0.41044343024939434,,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7359751360843185,,,
ZBTB20,,,,,,,0.27037827300758366,,,,0.1060729190044506,,,,,0.19653713213194324,0.12438854406486854,0.11930465290601422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16401203932709996,-0.027256062620014232,,,,,0.18990025618107564
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140658338165994,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,0.19233008178088812,,-0.007064595934692941,,,,,-0.12618532289334844,,,,,0.12847256690539544,-0.07241556588058845,,,,,,,,,,,,,,,,
