,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
FOS,,,,,,,,,,,,0.08248200924657134,,-0.010884057262900426,,,,,,,,,,,,,,,,,,0.04730876464452638,,-0.12600844210941797,,,,,,,,,0.001557385131418565,,,,,,,-0.18033871102959742,,0.23382039234655339,0.03827157955841676
FOXO3,,,0.07725376109188842,,,-0.025570221727600817,,,,,,0.5459988529179798,,,,0.04938897663937242,,,,,,,,,,,,,,,,,,,,0.03084858061658141,-0.0005374227490672623,,,,,,,0.024035365677622933,,,,-0.02391639471745516,0.03474174158892768,,,,
GRHL2,,,,,,,,,,,-0.02430757576086595,,,,,,-0.09820195158183431,,,,,,,,,,,,,,,0.1334807091471668,,,,-0.09198092941358676,0.06719480543683698,,,,0.17074958118772082,,0.005392074351867837,,,,,,,,,,0.0700772379928305
HSF2,,,,,,-0.1186046988072807,,,,,-0.05225392197307521,,,,,0.20963181848228796,-0.1431712820328508,,,,,,,,,,,,,,,,,,,-0.10121313311691738,-0.050413715456104846,,,,,,,-0.016491628654211166,,,,,0.29978412580652136,,,,
ICAM1,,,,,,0.35822569886042327,,,,,,,,,,,,,,,,,,,,,0.05007351314227182,,,,,,,,,,,0.09463812975317953,,,,0.10096658372588069,,,,,-0.23549113525497778,,,,,,
JUN,,,,,,0.27545636178424776,0.13658102557092344,,,0.1979843700060026,,0.19204484642516595,,,,,,,,,-0.15597026676157782,,,,,,,,,,,,,,,,,,,,0.0007238780480899321,,,,,,,0.15364086159787543,,,,,0.07719877105014095
JUNB,,,,,,0.28251960271078275,,,,,,,,,,,0.40044355303238344,,,,,,,,,,,,,,,,0.09914955115850149,,,0.0642521760581074,-0.012111027392119555,,,,,,,,,,-0.10780553705408374,,-0.08916487217025526,,,,0.030112885375015552
JUND,,,,,,,,,,,,,0.339897672075921,,,,,,,,,,,,,,,,,,,0.42675331076851974,,,,,,,,,,,,,,,,,,,,,
KMT2A,,,,,,-0.03614467509356811,,,0.0034173154929459937,,,,,,,,-0.07007887272559521,0.4045108623051005,,,,,,,,,,,,,0.16775085895699232,,,,,,,,,,0.08929311271930751,,,0.08365837196208015,,,,,,,,,0.25752108658836503
LMX1B,,,,,,,,,,,-0.07483309240308256,,,,,,0.06327175424381282,,,,,,,,,,,,-0.02277551802236083,,,,,,,0.03456496108050722,0.20941671618015645,,,,,,,-0.04050353121755196,0.14736120250164225,,,,,-0.1653555053237012,,,
MEIS2,,,,,,0.04761772338507281,-0.10549202251834716,,,,,0.050490280386762953,,,,,,,,,,,,,,,,,,,,,,,-0.1552383767621916,,,,,,,,,0.10124945011846787,,,0.023022302764121483,-0.1468620683574594,,-0.12591773371655368,,,0.056445400383393796
NCAM1,,,,0.23332678153379738,,,,,,-0.09898389375694949,,,,,,,,,,,,,,,,,,,,,-0.11496766259815289,,,,-0.20824162587659045,,,,,,,,,,,,0.011718140987437842,,0.22929997940033076,,,,
NFATC2,0.35539344586816285,,,,,0.0566902406470744,,,,,0.012718205035721186,,,,,0.08049208950288034,0.03038275519137612,-0.05561279169303235,,,,,,,,,,,,,,,,,,,,,,,-0.117558194791065,,,,,,,,,,,,-0.05757940043251031
NFIA,,,,,,0.05187399658203912,,,,,0.06471465036077617,,,,,,-0.012919633772600525,0.15198346245041916,,,-0.016970107963900027,,,0.5520090945516061,,,,,,,,,,,,0.13207640500062173,0.041384158102685364,,,,,,,,,,,,,,,,
NFIB,,,,,,,,,,,,0.07996191830316057,,,,0.1477290940532675,,,,,,,,,0.510548743732489,,,,0.07778518131576162,,,,,,,,,,,,-0.019672425250620518,,,0.09610279406657274,,,,0.0339917424852163,,0.051025641893073015,,,
NFIX,,,,,,,-0.017165180220689913,,,,,,0.13180665434453454,0.2932614002250453,,,,,,,,,,,,,-0.12388732778391304,,,,,,0.025565287431349115,,,0.2605453425824462,-0.18166958974516173,,,,,,,0.08576956721517548,,,,,,,,,
NFKB1,,,,,,,,,0.07934649830303547,,-0.06400626224306921,0.033033579560401205,,,,,0.08158603325551905,0.04224756267064689,,,,,,,,,,,,0.006949924255695572,,,0.15296460156504904,,,,,,,,,,,,,,,,,,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266836002037116,0.020355628720350183,,,,,,,,-0.30002791196384276,,,,,,,,
PBX1,,,,0.09643086753795249,0.0909148353936523,,,,,,0.029762622979537023,,,,,,0.01611819442390605,0.0604695377662916,,,,,,,,,,,0.5349733900163472,,,-0.08256192929777706,,,,,,,,,,,,,,,,,0.10872105203277793,,,,
PKNOX2,,,,,,-0.14626027776326422,,,,,,,,0.03986973802402349,,,,,,,,,,,,,,,,,,,,,0.09048016046898949,,,,,,,,,-0.021405318114305794,,,-0.10153187496587035,0.051474794412044445,,-0.0686544296974897,,,-0.19540941601735518
PPARG,,,,,,,,,,,-0.13464797426266262,,,,,0.07112386129653359,-0.21114376180399375,0.15063852945702066,,,,,,,,,,,,,,,,,,0.12848066020715265,0.09990313314263422,,,,,,,,,,0.1428315345957999,,,,,,-0.1053376893791208
PRDM16,,,,,,-0.24260533198766,0.08560009477913522,,,,,,,,,0.18344691310715827,,,,,,,,0.15827174737760508,,,,,,,,,,,,0.3103343572153855,-0.1806125998142995,,,,,,,-0.025197119087921827,,,,,,,,,0.1026353203478918
PROX1,0.31656484093633697,,,,,,,,,,,0.0718128239751864,,,,0.25903064434760814,,,,,0.023628297899814132,,0.16346526156912528,,,,,,,0.021755978236187024,,,,,,,,,,,,,,0.07890431285895888,,,,-0.0884328315645474,,,,,
RARB,,,,,,-0.1198508343046637,,,,-0.007356553811294464,,,,0.002525762909812823,,,,,,,,,,,,,,,,,,0.040352795676269926,,,,,,,,,,,,,,,,0.12349195501565358,0.017258240003113323,0.28537659892081846,,,0.023096448400897085
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8128577959782437,,,,,,,,,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7349587394872694,,,,,,,,,,,,,,,,,
RORB,,,,,,-0.15405415119005617,,,,,-0.0981056859741869,0.0612749199792787,,,,,-0.07822577647845197,0.0038409862500841108,,,0.10572159902690381,,,,,,,,,,,,,,,,,,-0.19145376543414588,0.07456478991676252,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,-0.14038067103408836,,,,,,,-0.07418352486125213,,,,,,,,,,,,,,,0.08417214160549524,0.19875261465337268,,,,,,,0.021094042414461778,,,-0.18624781009018004,0.04355732916106947,,,,0.1306503524688804,0.0460474971357282
SIX1,,,,,,0.15510233891578973,,,,,,,,,,,,,,,-0.232071109766672,,0.030652013931835587,0.24275932856480492,,,,,,,,,,,,,,,,,0.062458657480651436,,,,,,0.22765805104064168,,,0.10842744703315721,,,0.10386811196785761
SIX4,,,,,,0.11090411613627715,,,,,,,,,,,,,,,-0.1338721955546588,,0.08386077572022355,0.13862608201778148,,,,,,,,,,,,,,,,,0.1286254098712919,,,,,,0.207405144371338,0.19634903445465335,,,,,0.14584269226046775
SMAD3,,,,0.14044479728641568,0.016063970481139667,,,,,,,0.10396133294892179,,,,0.07527633130999756,,,,,,,,,,,,,,,,,,,,0.18986543319600735,0.23546214960463785,,,,,,,0.05886585924479604,-0.09350608393217585,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7677791983494855,,,,,,,,,,,
SP100,,,,-0.09808111694965876,-0.0928866078134084,0.1750583824981346,,,,,,,,,,,,,,,,,,-0.1776659895313935,,,,,,,,,,,,0.12880903490646356,0.03986655108683057,,,,,0.16125282517855177,,,,,,,-0.08265816520112307,,,,
STAT1,,,,,,,0.2102470539425344,,,,0.03303264239636933,,,,,-0.05116657479208331,0.1262447809909487,0.07060822105216957,,,,,,-0.07876491051237922,,,,,,,,,,,,,,,,,,,,,,,,0.03626952268574557,,,,,0.06129354010466115
TBX15,0.15350932382280708,,,,,0.3882232937579663,,,,,,-0.023285152709010826,,,,,,,,,0.29864337644311567,,0.016698376145392935,0.09267537235024714,,,,,,,,,,,,,,,,,,0.017564200515510497,,-0.0007284301872960142,,,,,,,,,
TCF12,,,,,,-0.09116138848467825,,,,,-0.08081876380320496,,,,,0.0714778686701193,-0.03382399253990431,0.1932802690922325,,,,,0.2434783794764055,,,,,,,,,,,,,,,,,,,,,,-0.02178447933673694,,,,,,,,-0.08099067980338742
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759676739858272,,,,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,0.09464808423650933,,-0.0022685673381514504,,,,,0.1288096142100174,,-0.19098718706514883,,,,,,,,,,,,-0.00607672044130203,,,,0.2976041737331656,,,,
TEAD1,,,0.14773366742647143,,,0.012220503335596655,,,,,0.0995220047613129,,,,,,-0.07052711800209321,0.1724745049693105,,,,,,,,,,,0.11731131857961774,,,,,,,,,,,,,,,,,,,0.10736636790528181,0.41119462577904076,,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7353963125970202,,,
ZBTB20,,,,,,,0.26756449236872554,,,,0.10767588589936994,,,,,0.19543710040257678,0.12625735058009502,0.12049878233222866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1628873325399089,-0.026099939253640625,,,,,0.19185411002405595
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7138765379140865,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,0.1913481806046411,,-0.007547717075314042,,,,,-0.12876210412625705,,,,,0.12930492646067732,-0.06943963813634996,,,,,,,,,,,,,,,,
