,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
NCAM1,,,,,,,6.404991032520334,,,,,,,8.202950986666869,,,,,,,,,,,,8.232700320054825,,,7.627279178656991,,,,,,,,6.162598437179648,,,,,,,,,,,5.190798271787359,,,,,
EHF,,21.05609701157423,26.642342540869784,22.84739579444271,,,,,,,,,24.051118185229118,,,,,,,,,29.74731882295805,,,,,,,,38.58435371894916,,,,,,27.197187135120767,,,39.953029548076096,,,,,,,,,,,,,,
JUNB,,,,,,,,,,,,,51.226304772804355,,,,,36.27433461789496,,,,,,,15.321089721931601,16.926266484073466,,18.373863393633787,,,,,,,,,17.048181817626034,,,,,,,,,,16.42713477084699,,13.962452829064366,,,,
REST,,,,,,,,,,,,,,0.81226813199646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,25.928468485278554,,,,,,,,,,,,,,,,21.926283868828154,,,,,,,32.719924413173615,,,,,,,,,,44.32625092972119,,,,27.96980144094416,,,,,,,,32.727187003318356,,32.99324492010223,23.916373526506728,,,
NFATC2,,12.475737405387928,,,,,,,,,,,21.32622054915334,,,,49.44629149323614,15.165265571422196,,,,,,,,,,,,,,,,,,,,,25.33201606370588,27.249274467020893,,26.760185285122418,,,,,24.438413319746996,,,,,,
ASCL1,,16.801871482396844,,,,,18.00450054464618,,,,,,18.548325689649708,,,43.4936699498482,,15.38465657767528,,,,,,,,,,,,,,,,,21.87730535258389,,36.7674041860441,,,,,,,,,,,,,,34.066899929852646,,
EGR1,20.678476844837455,34.61142825251563,,,,,,,,,,,39.67001371089095,,,,,,,,,,,,21.277811126806284,,,,,,,,,18.94949117243465,,,,,21.45899109435169,,,,,,,,,,20.97569572144794,,15.904132324402148,,
SIX4,,,,,,,,,,,,,,,,20.83397071155248,,21.88016690780643,,,,32.64417093559214,,,,,,,,27.122020792379782,,,,29.58596350946274,,,34.96468926943047,,,23.758329672780608,,,,,,,28.30782076880095,,,,,,
TCF12,,20.02359316803865,,,,,,,,,,,18.435994339148543,,,38.46222924607503,,20.140389614121762,,,,,,,,,,,,,,,,,,22.010693868524818,,,32.44824388023787,,,25.221977994744435,,,,,30.159916496439205,,,,,,
EPCAM,,,,,,,3.969324318704713,,,,,,,,,,,,,,,,3.0953950022415793,3.021387169020796,,,,,,,,,,,,,,,,,3.9693243187047136,,,,,,,,,,4.145516075159085,,
TCF7L2,,,,,7.340262418808694,,6.678552651612802,,,,,,,,,,,,,,,,,,,10.538149317563846,,7.090563471522357,,6.952266961861344,,,,,,6.235171396561283,,,,,,,,,,,,,,,,,
ESR1,,22.716040823950028,,,,24.372859972917137,,,,,,,,,,,,25.949759649079052,,,,,,,,29.2861712269351,,,,30.071409810175144,,,21.409254897282633,,,,,,25.898505925592904,,,29.889823032140963,,,,,,,,,,,
RUNX1,,,,50.76374931970002,,,,,,,,,,,,,,,,,,52.653120801633186,,,54.51337590862803,,,,,,,,,47.51118143436787,,,67.65732800195477,,,,,,,,,,48.9102191685506,,71.25395334677927,47.27252185863954,47.713782593574855,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,0.7351228327586505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAD1,,15.183223487445074,,,,20.180506665559758,,,,,,,14.512573375446511,,,,,11.598431063419564,,,,17.963219366872504,,,,52.53675907192243,,,,,,,,,,,,,23.3446376450476,,,,,,,,,,,,,16.732292443498956,
SIX1,,,,,,,,,,,,,,,,27.21613041533138,,24.539330959763383,,,,,,,,,,,,39.761075239727425,,,,33.78829491724088,26.13687741268551,,33.186980926535206,,,20.337648541466894,,,,,,,27.94099421121886,,,,,,
PROX1,23.030473489352012,,,,,,,,,,,,,,,25.82866145153669,43.76428856233059,,,,,20.617082280456938,,,,,,,,,,,24.021156729396047,19.23840943527408,,,,,,,,36.471612367135236,,,,,,,,,21.42436530924118,,
CUX1,,,,,,,,,,,,,21.0313643919863,,,,,24.72098829189518,,,,28.518595040632206,,,23.695379661845823,,,,,,,,,29.13971810992533,,18.761382275150655,36.92177842806375,,,,,,,,,,,,26.02710653149537,,,,
NFIA,,12.44832053311713,,,,,,,,,,,14.976429841881954,,,,,13.819561492323656,,,,,,,22.363391762310165,,,,,70.47110806950302,,,,17.812950716855227,,,,,25.83954695664279,,,,,,,,,,15.010683639154513,,,,
RARB,,,,21.2789191812367,,,,,,,,,,,,,,30.902194687787286,,,,21.69773739636986,,,,22.75567096684154,,,,,,,,,41.050464715579636,,,27.803931022539388,,,,,,,,,25.207010058269304,29.530465389116696,,,,,
SP100,,,,,,,,,,,,,,,40.323120843404496,,,32.58137466002587,,,,,,,27.227244229250914,21.789353525991064,,,26.48350955638907,33.05917749726755,,,,,,,,,,,33.12192184660568,,,,,,,,27.95724213208842,,,,
FOXO3,,,,,,28.80021406465983,,,,,,,,,,,,32.40528084183937,,,,28.051218915044714,,,32.70463066868267,30.887076783564545,,,,,,,140.187632955236,,,,,,,,,36.34875500567691,,,,,,,31.484305033651044,,33.045524222519425,,
MEIS2,,,,,,,,,,,,52.21987969741511,,56.576479152341754,,,,40.51907323768396,,,,52.65684095553072,,,,,,,,,,,53.11035920992101,,53.82337184235507,,37.0824016033172,,,,,,,,,,47.11811142403691,,,,53.33061650786012,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7359751360843185,,,,,,,,,,,,,,,,,,
TBX15,,,,,,,,,,,,,,,,21.670178226103946,27.692135876608692,51.71038887918284,,,,,,,,,,,,27.94164410875596,,,18.096837921081363,39.00582268780666,,,,,,,26.79219046741859,,,,,,,,,,19.56088674562804,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7603099039454506,,,,,,,,,,,,,,,,
PRDM16,,,,,,,,,,,,23.927384499341887,,,,,,35.41202611318484,,,,,,,41.62218964602541,,,,,26.133656445906183,,,,,,,,,,,,26.316417718161752,,,,,27.985140603207423,,27.753340341129263,,18.203670583775956,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8525378314716273,,,,,,,,,,,,,,,0.6781323177617297
SMAD3,,,,,,,,,,,,,,,30.388730422270726,,,,,,,,,,34.101257021607516,,,,32.1732942374502,,,,25.73214907873735,,,25.410521496649995,,,,,,24.824129964474842,,,,,,,36.00408819350716,,29.009649217589043,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7689964938992698,,,,,,,,,,,,
JUN,,,,,,,,,,,,27.17255783476017,,,,,,38.724872078278636,,,,29.12432804572975,,,,,,,,,,,32.17234116449383,27.543072339499755,,,,,,21.69053166768109,,,,,,,19.207239049166404,30.26816540909762,,,,,
KMT2A,,,,,,,25.02173027819582,,,,,,21.025528752118298,,,,,15.415404730704513,,,,,15.14220216930202,,,,,,,,,,,,,,,,51.772951308085446,19.951916397528358,,,,,,,33.838563065314005,,,,18.6048531026894,,
CD44,,,,,,10.610142403923719,11.87786268930012,,,,,,,,,,,,,,,,11.289720826691664,17.446702883916732,,,,,,,,,,,,,,,,10.042084057892325,26.155263601246727,15.568696446883806,,,,,,,,,,,
ICAM1,,,,,,,,2.253604959608449,,,,,,,,,,6.039367398625632,,,,,,2.0219602133375014,,,,,,,,,,,,,4.574544799006613,,,,4.367797930865061,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,,,,,,21.42739469540443,,,,,,,,,,,16.210756989705306,,22.16383818748576,,,,,16.792407701782242,,22.189211725537856,,,,65.3675212191463,,,,,20.787730355145445,17.168606250768022,
ZEB1,,,,,3.1231598910999403,,2.6273812959785015,,,,,,,,,,,,,,,,,,2.7572137027218417,,,,,4.216251616274262,,,,,,,,,,,,,,,,,,,3.200374949773053,,,,
ETS1,,23.079982996471237,,,,,24.812544021575807,,,,,,20.95486626825709,,,,,,,,,24.038607804760577,,,37.98691198414513,,,,,,,,,,,,22.08996381583583,,30.32107322762461,,,,,,,,,,30.377606026992694,,,,
RORB,,19.890552890060533,,,,,,,,,,,23.53876393694742,,,,,26.36055703656259,28.923612802627932,,,,,,,,32.481089748642766,,,,,,30.392231337304608,25.890882811938997,,,,,26.52358548690849,,,,,,,,,,,,,,
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140658338165994,,,
STAT1,,16.419600606614143,,,,,,,,,,31.71568277889954,22.70441742257633,,,,,,,,,20.339428633556672,,,,,,,,33.95476251027561,,,,,,,,,26.579562688117566,,,20.676291369150274,,,,,31.359048728642396,,,,,,
PBX1,,10.872561657103562,,,,,,,,,,,11.139959941672414,,17.25275128348384,,,,,,,,,,,15.390539265307591,,,16.261901995070083,,,,,,,,,16.232915360118803,14.003171452246944,,,,,,,,,,,,,68.46612700471668,
GRHL2,,23.3836301051904,,,,,,,,,,,31.18031773620062,,,,,,,,,,,,31.455011883246787,,,,,,,36.04256602886667,,,,,,35.5519916794616,,33.75091832643624,,,,,,,28.956596566336664,,36.022175830848894,,,,
