,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
EHF,,21.089397654978267,26.846094690456493,23.154780631564982,,,,,,,,,23.94409263762453,,,,,,,,,29.765105957161257,,,,,,,,38.61843418400624,,,,,,27.169917547586877,,,40.068138009616895,,,,,,,,,,,,,,
JUNB,,,,,,,,,,,,,51.33317683898514,,,,,36.18723753420346,,,,,,,15.435253052149772,17.012933768614843,,18.525517907066675,,,,,,,,,16.855524875647323,,,,,,,,,,16.694215377516656,,13.916847889045417,,,,
REST,,,,,,,,,,,,,,0.8130990155815535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUX2,,25.842512103276817,,,,,,,,,,,,,,,,21.799375259860046,,,,,,,32.84927156937482,,,,,,,,,,44.64040961854798,,,,28.030114125343395,,,,,,,,32.43723855743281,,32.83386036836518,23.88111665428713,,,
NFATC2,,12.44375530970363,,,,,,,,,,,21.309636770030977,,,,49.11847261985242,15.170724121493576,,,,,,,,,,,,,,,,,,,,,25.392984808906007,27.273323751392947,,26.872101138443256,,,,,24.665504465506146,,,,,,
ASCL1,,16.92332120182901,,,,,18.006284583829196,,,,,,18.557831921641323,,,43.311157395176735,,15.43520831548371,,,,,,,,,,,,,,,,,22.064021635561122,,36.63237780744984,,,,,,,,,,,,,,34.06624358499936,,
EGR1,20.38356757275182,34.68561183977608,,,,,,,,,,,39.59522480179541,,,,,,,,,,,,21.388920307780296,,,,,,,,,18.79470412418032,,,,,21.490171361032914,,,,,,,,,,20.88832755987885,,16.153871334396047,,
SIX4,,,,,,,,,,,,,,,,20.762471907978487,,21.858087592652584,,,,32.569679554372605,,,,,,,,27.207547641740383,,,,29.42918981867627,,,34.8116089018284,,,23.78475847177044,,,,,,,28.60497717971431,,,,,,
TCF12,,19.94369860627416,,,,,,,,,,,18.521920935351126,,,38.30211205099353,,19.96095655575619,,,,,,,,,,,,,,,,,,21.96135104592738,,,32.70118514932185,,,25.230532801107827,,,,,30.236329657296984,,,,,,
EPCAM,,,,,,,3.940842388451333,,,,,,,,,,,,,,,,3.1227338155767326,2.9638436678919287,,,,,,,,,,,,,,,,,3.940842388451333,,,,,,,,,,4.149566443808336,,
TCF7L2,,,,,7.33354645654597,,6.703896095765743,,,,,,,,,,,,,,,,,,,10.520640908346806,,7.058201861807099,,6.924571700685303,,,,,,6.213850819031332,,,,,,,,,,,,,,,,,
ESR1,,22.666412168911215,,,,24.52092823877822,,,,,,,,,,,,26.015222351699155,,,,,,,,28.95121956577051,,,,29.92510450169157,,,21.447826290216177,,,,,,25.882953483319536,,,29.936390514620573,,,,,,,,,,,
RUNX1,,,,50.98838000689747,,,,,,,,,,,,,,,,,,52.39398376819875,,,54.62966152099955,,,,,,,,,47.23634527199669,,,67.47990046143724,,,,,,,,,,48.41222625853877,,70.76624739027334,47.426070667992384,47.42529086613657,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,0.7358059543678447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAD1,,15.217077533892084,,,,20.08620473054771,,,,,,,14.560839221155444,,,,,11.552688747033814,,,,17.638946074651855,,,,52.71978741974309,,,,,,,,,,,,,23.285097995209075,,,,,,,,,,,,,16.6441243967096,
SIX1,,,,,,,,,,,,,,,,27.14033883991823,,24.572948816251493,,,,,,,,,,,,39.92100299072341,,,,33.64212149692866,26.29940581829338,,33.03417005971591,,,20.315435524451583,,,,,,,28.056225554218663,,,,,,
PROX1,22.956283846195404,,,,,,,,,,,,,,,26.027791489738675,43.879122555504864,,,,,20.65892232503541,,,,,,,,,,,23.92360185829255,19.14185212543578,,,,,,,,36.33756904769839,,,,,,,,,21.48321810874988,,
CUX1,,,,,,,,,,,,,20.997176597541678,,,,,24.566576607686187,,,,28.50997862573539,,,23.671134638745713,,,,,,,,,29.18552702341652,,18.47529829242656,37.06514784848392,,,,,,,,,,,,25.946856674287947,,,,
NFIA,,12.3197810199635,,,,,,,,,,,14.879671908705678,,,,,13.729246369895499,,,,,,,22.215554655694323,,,,,70.78511231324765,,,,17.734042709397436,,,,,25.90422352044506,,,,,,,,,,14.839131141116212,,,,
RARB,,,,21.31220842783828,,,,,,,,,,,,,,31.060472005959717,,,,21.81403526247792,,,,22.732988481285783,,,,,,,,,41.14602059881792,,,27.991279809990157,,,,,,,,,25.534810707865752,29.82217358010555,,,,,
SP100,,,,,,,,,,,,,,,40.35157736482959,,,32.78819472570967,,,,,,,27.30899937157927,21.72853056168603,,,26.476490570689265,33.000494169964654,,,,,,,,,,,33.21954114101125,,,,,,,,27.640274798245798,,,,
FOXO3,,,,,,28.730732115029777,,,,,,,,,,,,32.27304293293993,,,,27.912872857829516,,,32.91745088813926,30.68256861891502,,,,,,,140.84188000344662,,,,,,,,,36.064995042364664,,,,,,,31.116686449834923,,32.84159316934388,,
MEIS2,,,,,,,,,,,,52.21840575176615,,56.578803219188245,,,,40.48437368408629,,,,52.44681423055064,,,,,,,,,,,53.229228203956396,,53.68279369997611,,37.137604117838414,,,,,,,,,,46.86136922239625,,,,53.059371676423766,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735389445648347,,,,,,,,,,,,,,,,,,
TBX15,,,,,,,,,,,,,,,,21.73403003334366,27.59533818673888,51.70235770667607,,,,,,,,,,,,27.97329672433421,,,18.271376729668305,39.05786657021523,,,,,,,26.872480222749292,,,,,,,,,,19.59771370628165,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7596487482086318,,,,,,,,,,,,,,,,
PRDM16,,,,,,,,,,,,24.003380946275325,,,,,,35.43379122438638,,,,,,,41.64658757801588,,,,,26.16195788551793,,,,,,,,,,,,26.415787703295855,,,,,27.99586290880071,,27.75049499618904,,18.263315413001667,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8538127211939466,,,,,,,,,,,,,,,0.6764612425418064
SMAD3,,,,,,,,,,,,,,,30.38445023470836,,,,,,,,,,34.03552537088553,,,,32.35676861032961,,,,25.659907569994363,,,25.585839409897435,,,,,,24.645796766694133,,,,,,,35.61861505582355,,28.87423550797012,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7687031532002027,,,,,,,,,,,,
JUN,,,,,,,,,,,,27.075980299017598,,,,,,38.846762592903254,,,,29.030972167355177,,,,,,,,,,,31.91513087803119,27.550338238455453,,,,,,21.511640028822416,,,,,,,19.100764968928107,30.212530079847188,,,,,
KMT2A,,,,,,,24.815979149308923,,,,,,21.088482202693385,,,,,15.499363841847948,,,,,15.138691812334494,,,,,,,,,,,,,,,,51.79614523576969,19.932211617946177,,,,,,,33.852934339811256,,,,18.497407388056235,,
CD44,,,,,,10.558448097306004,11.826570151903413,,,,,,,,,,,,,,,,11.205494638091338,17.397935579747514,,,,,,,,,,,,,,,,10.122593837803148,26.327151771906546,15.470521349234591,,,,,,,,,,,
ICAM1,,,,,,,,2.258118224820951,,,,,,,,,,6.044405245889135,,,,,,2.0180371076124946,,,,,,,,,,,,,4.549544064389331,,,,4.342263365069708,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,,,,,,21.39776210740531,,,,,,,,,,,16.298290398275597,,22.21597658732317,,,,,16.80823121262528,,22.09571405000807,,,,65.2841622305378,,,,,20.86347373405626,17.301947744606007,
ZEB1,,,,,3.0854026946036766,,2.6190860321440046,,,,,,,,,,,,,,,,,,2.772450852430656,,,,,4.205636071251588,,,,,,,,,,,,,,,,,,,3.1638960556716507,,,,
ETS1,,23.0500073217634,,,,,24.932548069970256,,,,,,20.932169688524,,,,,,,,,24.207942005586787,,,38.12510855368556,,,,,,,,,,,,22.527921463641274,,30.13779139583268,,,,,,,,,,30.77808807490376,,,,
RORB,,19.841920246049707,,,,,,,,,,,23.524751593623037,,,,,25.98567584366115,28.798513113283036,,,,,,,,32.66895696921967,,,,,,30.174047815712306,25.806158027314684,,,,,26.67779318062384,,,,,,,,,,,,,,
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143094914179262,,,
STAT1,,16.36868214769598,,,,,,,,,,31.415159636268303,22.753832423867166,,,,,,,,,20.34825798786848,,,,,,,,34.043530658618714,,,,,,,,,26.62722650255481,,,20.722537315089305,,,,,31.526530972866077,,,,,,
PBX1,,10.98042885987527,,,,,,,,,,,10.93363583649076,,17.250669339097453,,,,,,,,,,,15.347410428491855,,,16.25784907022125,,,,,,,,,16.387881866156633,13.915782910356437,,,,,,,,,,,,,68.34177724805052,
GRHL2,,23.631470026605054,,,,,,,,,,,31.12261289795442,,,,,,,,,,,,31.70349572304383,,,,,,,35.83677008160984,,,,,,35.6291732933246,,33.71721143082717,,,,,,,28.517978376919785,,35.68534988851366,,,,
