,PKNOX2,FOS,NR3C2,HSF2,NFIX,CREB1,PPARG,NFKB1,ZBTB20,LMX1B,NCAM1,EHF,JUNB,REST,CUX2,NFATC2,ASCL1,EGR1,SIX4,TCF12,EPCAM,TCF7L2,ESR1,RUNX1,RORA,TEAD1,SIX1,PROX1,CUX1,NFIA,RARB,SP100,FOXO3,MEIS2,ZBTB18,TBX15,TCF4,PRDM16,JUND,SMAD3,SOX9,JUN,KMT2A,CD44,ICAM1,NFIB,ZEB1,ETS1,RORB,ZBTB7A,STAT1,PBX1,GRHL2
TCF12,,-9.888317398089523,,,,,,,,,,,-3.8934958648472104,,,31.372230303842148,,-11.865916217285767,,,,,,,,,,,,,,,,,,-3.0572462569624306,,,24.860304074931616,,,9.009276706056852,,,,,-10.680481692663378,,,,,,
EPCAM,,,,,,,0.35419774513633506,,,,,,,,,,,,,,,,2.486891502944129,2.130703600141289,,,,,,,,,,,,,,,,,0.8211067149465093,,,,,,,,,,3.8094352794394153,,
TCF7L2,,,,,-0.08004584718027485,,3.9896620818440747,,,,,,,,,,,,,,,,,,,9.503354974464886,,-6.167713036342946,,3.0096203359315585,,,,,,-0.14968248676194162,,,,,,,,,,,,,,,,,
ESR1,,-8.874352137354103,,,,-19.371602634661166,,,,,,,,,,,,-7.664168907238425,,,,,,,,18.666644597229784,,,,4.3431142008990715,,,-0.8927213585606053,,,,,,6.3151948433524145,,,20.241622577510753,,,,,,,,,,,
RUNX1,,,,-35.47620061764014,,,,,,,,,,,,,,,,,,10.94548563337458,,,21.711565569941655,,,,,,,,,-19.789988405752737,,,-47.80031414783548,,,,,,,,,,11.785124252049243,,51.06877213577294,33.43393960122366,4.907025688293419,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,0.734461980274991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAD1,,12.648011818899025,,,,19.248081461905294,,,,,,,-9.060108461863484,,,,,1.5932399372388752,,,,13.562570691499792,,,,52.57057103573357,,,,,,,,,,,,,21.882456738336234,,,,,,,,,,,,,15.232504618932499,
SIX1,,,,,,,,,,,,,,,,3.9399163780876307,,19.95533860760591,,,,,,,,,,,,30.940678198685013,,,,-29.51168277815615,14.044563958252388,,29.062983709868302,,,7.962108089394052,,,,,,,13.22080408048902,,,,,,
PROX1,2.3616482521584587,,,,,,,,,,,,,,,21.06328606839484,40.5800546992801,,,,,-11.230133758509574,,,,,,,,,,,9.721617378471962,3.189361054703829,,,,,,,,33.281870017900886,,,,,,,,,10.297452612574004,,
CUX1,,,,,,,,,,,,,4.836233546471405,,,,,13.668777000317013,,,,19.82606462174829,,,11.514886215691913,,,,,,,,,-9.011539088627313,,-2.401402141718637,32.9332568308906,,,,,,,,,,,,15.240930031209176,,,,
NFIA,,8.240186092397767,,,,,,,,,,,-1.4262359972981413,,,,,6.655274426031685,,,,,,,16.751465391327574,,,,,70.73738240144677,,,,-2.0181754757270416,,,,,19.381737139710797,,,,,,,,,,5.343277436359021,,,,
RARB,,,,0.7705176886340901,,,,,,,,,,,,,,-15.583474414377651,,,,15.855490413223983,,,,2.4604781601255423,,,,,,,,,36.55246185812518,,,5.47855380778559,,,,,,,,,2.8231346939273245,-1.195925692022718,,,,,
SP100,,,,,,,,,,,,,,,-11.681498592612183,,,22.087727707043857,,,,,,,16.6245004773718,-11.15392143433898,,,-12.756469997442332,-23.102057669439617,,,,,,,,,,,21.03443212949057,,,,,,,,5.222848949017324,,,,
FOXO3,,,,,,19.841702235468805,,,,,,,,,,,,-6.688972411360712,,,,-6.238193886559656,,,8.194378242907447,8.852155361080662,,,,,,,140.3671943906947,,,,,,,,,12.375853150761962,,,,,,,-0.6055714975847875,,6.242063227091027,,
MEIS2,,,,,,,,,,,,-26.86966542342567,,-39.862035975445025,,,,11.271774605207472,,,,-38.319410510219235,,,,,,,,,,,12.64985080378677,,-31.459408583491214,,5.22447338075953,,,,,,,,,,14.551666882939708,,,,26.58909525410042,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7360037817243608,,,,,,,,,,,,,,,,,,
TBX15,,,,,,,,,,,,,,,,2.021774009766812,19.434786996895987,49.78068579795966,,,,,,,,,,,,11.761371117616315,,,-3.211195826432685,37.64538732850786,,,,,,,2.2306119035830196,,,,,,,,,,-0.10507577125676804,,
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7605610111870043,,,,,,,,,,,,,,,,
PRDM16,,,,,,,,,,,,11.163082135468182,,,,,,-30.85233855186102,,,,,,,39.64047643654136,,,,,20.07224269754613,,,,,,,,,,,,23.813122617725636,,,,,13.411429401437726,,-23.17210098790751,,-3.4114653170113214,,
JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8554340075505151,,,,,,,,,,,,,,,0.6751243227532364
SMAD3,,,,,,,,,,,,,,,2.099056246818616,,,,,,,,,,24.47756504564867,,,,17.97883487830002,,,,13.78959007434104,,,-11.918527217112457,,,,,,9.823528358226024,,,,,,,29.84459815194567,,7.507732416686127,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7691800782376265,,,,,,,,,,,,
JUN,,,,,,,,,,,,17.496985600791614,,,,,,35.182968700396614,,,,19.877493679692382,,,,,,,,,,,24.530048998132067,-19.889319505296,,,,,,0.07362775291962365,,,,,,,9.880112173286301,25.30579183129875,,,,,
KMT2A,,,,,,,21.51785400836933,,,,,,-9.055711024380775,,,,,-4.665701547651086,,,,,0.27413841712905307,,,,,,,,,,,,,,,,51.51038480774682,11.59474906164823,,,,,,,33.121771975955866,,,,10.499628227094973,,
CD44,,,,,,1.244796409861939,1.9906434421851888,,,,,,,,,,,,,,,,-0.6854021447163674,-5.3962211852046345,,,,,,,,,,,,,,,,-3.864363490770353,24.27706988726393,-12.641367677268907,,,,,,,,,,,
ICAM1,,,,,,,,0.8445551188091036,,,,,,,,,,5.7270657848684525,,,,,,1.4851492812540743,,,,,,,,,,,,,-3.745997844945745,,,,1.6013059799999831,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,,,,,,4.21063684023968,,,,,,,,,,,9.98225466960367,,6.8586243349313385,,,,,-2.7063977619236472,,18.845661566875147,,,,65.3091718106409,,,,,11.998683060097804,9.941998525218537,
ZEB1,,,,,-0.0894674215801402,,-2.0908751271014108,,,,,,,,,,,,,,,,,,2.0932545008067733,,,,,3.042266446037085,,,,,,,,,,,,,,,,,,,-1.1395520898466045,,,,
ETS1,,18.2476957244289,,,,,17.77045850709216,,,,,,0.807993327418341,,,,,,,,,12.144233777084388,,,24.0218347011753,,,,,,,,,,,,10.034769219316898,,22.01472170747086,,,,,,,,,,-9.967764808926464,,,,
RORB,,-12.510295654641517,,,,,,,,,,,-9.98285908994794,,,,,-19.815700558181952,9.602128677149881,,,,,,,,-24.200648602287906,,,,,,8.026239051516695,14.051512447152188,,,,,0.7908006192620515,,,,,,,,,,,,,,
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7137114262473684,,,
STAT1,,4.505040646523779,,,,,,,,,,26.860497978837515,16.2157571560932,,,,,,,,,4.060372519398686,,,,,,,,-10.284609643567467,,,,,,,,,9.066323284851615,,,-6.594242651266088,,,,,7.940237875367309,,,,,,
PBX1,,3.975795804711331,,,,,,,,,,,2.1729993788263764,,11.684441404311684,,,,,,,,,,,14.155827923953128,,,12.629584259726593,,,,,,,,,-11.063872083523382,8.035329243908702,,,,,,,,,,,,,68.26046243088744,
GRHL2,,-3.355774076081352,,,,,,,,,,,-12.689973833686294,,,,,,,,,,,,-11.656151518027306,,,,,,,0.766642075613803,,,,,,17.508209119297252,,21.941325232245816,,,,,,,8.530532602731906,,9.121800032880465,,,,
