,ASCL1,CD44,CREB1,CUX1,CUX2,EGR1,EHF,EPCAM,ESR1,ETS1,FOS,FOXO3,GRHL2,HSF2,ICAM1,JUN,JUNB,JUND,KMT2A,LMX1B,MEIS2,NCAM1,NFATC2,NFIA,NFIB,NFIX,NFKB1,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX9,SP100,STAT1,TBX15,TCF12,TCF4,TCF7L2,TEAD1,ZBTB18,ZBTB20,ZBTB7A,ZEB1
GRHL2,,,,,,,,,,,-0.026869259663557354,,,,,,-0.0974368798160129,,,,,,,,,,,,,,,0.13636624200030079,,,,-0.09434271278370232,0.07089116917174243,,,,0.17100008042468368,,0.00784999791891905,,,,,,,,,,0.06759022867177478
HSF2,,,,,,-0.11926903175805081,,,,,-0.051329603262710966,,,,,0.21090027418814777,-0.1432873726110362,,,,,,,,,,,,,,,,,,,-0.10070293016512388,-0.04854641873031662,,,,,,,-0.01981908550280531,,,,,0.30189987315665806,,,,
ICAM1,,,,,,0.3586611035650037,,,,,,,,,,,,,,,,,,,,,0.051988267001317146,,,,,,,,,,,0.09393249056703434,,,,0.10227840302666613,,,,,-0.23517818914356942,,,,,,
JUN,,,,,,0.2757122750785466,0.13765430091677133,,,0.1984216528928876,,0.19075289424662745,,,,,,,,,-0.1547475364063518,,,,,,,,,,,,,,,,,,,,-0.0016447503045213807,,,,,,,0.15531466083042444,,,,,0.07839727070144853
JUNB,,,,,,0.28271279323596454,,,,,,,,,,,0.40104044405457157,,,,,,,,,,,,,,,,0.10103209987187783,,,0.06361512687724219,-0.012022679684722926,,,,,,,,,,-0.10715149325814538,,-0.08877135662091135,,,,0.027807577865580912
JUND,,,,,,,,,,,,,0.33823062127090325,,,,,,,,,,,,,,,,,,,0.4269063605969733,,,,,,,,,,,,,,,,,,,,,
KMT2A,,,,,,-0.036913980748774056,,,0.003632759040004707,,,,,,,,-0.07042471989306998,0.4038064225495518,,,,,,,,,,,,,0.1669447227600328,,,,,,,,,,0.09398344131262681,,,0.083317132942473,,,,,,,,,0.2576681239325149
LMX1B,,,,,,,,,,,-0.07328274755864095,,,,,,0.06407845297895076,,,,,,,,,,,,-0.024339004768857142,,,,,,,0.03194432667042768,0.20674570028320433,,,,,,,-0.03933900433345777,0.146649082273356,,,,,-0.16657920532977688,,,
MEIS2,,,,,,0.04614235875642109,-0.10363635617522682,,,,,0.05077462647430153,,,,,,,,,,,,,,,,,,,,,,,-0.1552013945482501,,,,,,,,,0.10280301064401703,,,0.021452633693418766,-0.14665800345949215,,-0.12520120698210013,,,0.05550175793201839
NCAM1,,,,0.23246404953533412,,,,,,-0.09848536213628672,,,,,,,,,,,,,,,,,,,,,-0.11479077242661673,,,,-0.20799104936603185,,,,,,,,,,,,0.011078373349112214,,0.23008793907838843,,,,
NFATC2,0.3549644954336123,,,,,0.056948660186400324,,,,,0.013364852059264076,,,,,0.07910377470468732,0.03384574149570019,-0.05458683381386531,,,,,,,,,,,,,,,,,,,,,,,-0.11741347209552588,,,,,,,,,,,,-0.0607594864362585
NFIA,,,,,,0.05088487235909256,,,,,0.06474151402652584,,,,,,-0.012009115683184746,0.15175796674280317,,,-0.016250501472491186,,,0.5530086899472474,,,,,,,,,,,,0.1310000251939601,0.0415486892844224,,,,,,,,,,,,,,,,
NFIB,,,,,,,,,,,,0.07860969714620092,,,,0.1473920928483317,,,,,,,,,0.5100325174260766,,,,0.07739709106441428,,,,,,,,,,,,-0.021096564703063536,,,0.09487902181305163,,,,0.03354544489470823,,0.05205714722832788,,,
NFIX,,,,,,,-0.018460839964078213,,,,,,0.1320081425737728,0.2917575596678239,,,,,,,,,,,,,-0.12369238871822891,,,,,,0.027526665482707324,,,0.2612562134330564,-0.18082692939005557,,,,,,,0.08672900546889861,,,,,,,,,
NFKB1,,,,,,,,,0.07907138592423768,,-0.060432057537904815,0.032066401820334434,,,,,0.08683565343247496,0.03987407861205766,,,,,,,,,,,,0.010535452453400207,,,0.15389955422851276,,,,,,,,,,,,,,,,,,,,
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2649121414668149,0.023150791898098044,,,,,,,,-0.300634827630503,,,,,,,,
PBX1,,,,0.09799330169020948,0.09201505713242242,,,,,,0.030299762923060913,,,,,,0.01597810918217546,0.06125543504874942,,,,,,,,,,,0.5339201347503949,,,-0.08452777913635268,,,,,,,,,,,,,,,,,0.1097342949757748,,,,
PKNOX2,,,,,,-0.1479735729845158,,,,,,,,0.03682297363502096,,,,,,,,,,,,,,,,,,,,,0.08787100376539597,,,,,,,,,-0.018400362414585758,,,-0.10004233294953224,0.05108927491127224,,-0.06570113809987677,,,-0.19721057396960118
PPARG,,,,,,,,,,,-0.13721594405019077,,,,,0.07087924211377178,-0.2140747084020826,0.15015676569844277,,,,,,,,,,,,,,,,,,0.12466352796929914,0.10159897412575941,,,,,,,,,,0.1392137974290235,,,,,,-0.10290965199565227
PRDM16,,,,,,-0.24381051079114158,0.0868981044376585,,,,,,,,,0.1848669285972237,,,,,,,,0.15620521712335134,,,,,,,,,,,,0.3111009554940721,-0.1802889240507577,,,,,,,-0.024413624103137466,,,,,,,,,0.10255910788549671
PROX1,0.31645906853662387,,,,,,,,,,,0.07447315102347951,,,,0.25935874025380323,,,,,0.02529263432083284,,0.16444835526187096,,,,,,,0.02008390106219593,,,,,,,,,,,,,,0.0799290619416454,,,,-0.08903492010085956,,,,,
RARB,,,,,,-0.12270353538477807,,,,-0.006603631731191384,,,,0.0032312780993583035,,,,,,,,,,,,,,,,,,0.041886247699799206,,,,,,,,,,,,,,,,0.12358722423287205,0.01615588324395001,0.2853946551621266,,,0.02279939756681515
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8130990155815535,,,,,,,,,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7358059543678447,,,,,,,,,,,,,,,,,
RORB,,,,,,-0.1541109222410384,,,,,-0.09771297578482796,0.061753710921570615,,,,,-0.077335362319076,0.005391337840423893,,,0.11196934493928418,,,,,,,,,,,,,,,,,,-0.19155040485813646,0.07614530197152469,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,-0.14105587757451998,,,,,,,-0.07450140058139976,,,,,,,,,,,,,,,0.08301999512499603,0.19790089376902031,,,,,,,0.022172928748224408,,,-0.18585643697375615,0.043045412055037535,,,,0.12843286487713862,0.04599382158614074
SIX1,,,,,,0.15595464204812343,,,,,,,,,,,,,,,-0.2320514771570371,,0.030421520116894696,0.24271573932125357,,,,,,,,,,,,,,,,,0.06296046037099012,,,,,,0.22675614802223965,,,0.10947438813469285,,,0.10472934869242545
SIX4,,,,,,0.1092941278875239,,,,,,,,,,,,,,,-0.1332931669599423,,0.07996535173890384,0.14065491017295784,,,,,,,,,,,,,,,,,0.12988802437255975,,,,,,0.20637658151978794,0.19793161339135923,,,,,0.1480352110562574
SMAD3,,,,0.14031336029889452,0.016093732289525597,,,,,,,0.10596970507892167,,,,0.07222899361986973,,,,,,,,,,,,,,,,,,,,0.1927937366619521,0.23050667348327003,,,,,,,0.058655338674783675,-0.09318423678940846,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7687031532002027,,,,,,,,,,,
SP100,,,,-0.09994347366302658,-0.09148146115720973,0.17612329759231427,,,,,,,,,,,,,,,,,,-0.17954547350286632,,,,,,,,,,,,0.127944060809693,0.040555112538006255,,,,,0.1646039059519558,,,,,,,-0.08489646945850438,,,,
STAT1,,,,,,,0.20894733073371063,,,,0.03585787350356462,,,,,-0.051685671108901765,0.12898820589591126,0.07211679006160288,,,,,,-0.08080889873768105,,,,,,,,,,,,,,,,,,,,,,,,0.03685692420578646,,,,,0.06326479926373779
TBX15,0.1537721934208197,,,,,0.39072102530530195,,,,,,-0.024032123740337752,,,,,,,,,0.2939504716089445,,0.01678709621590546,0.09193208132042469,,,,,,,,,,,,,,,,,,0.016604533367300944,,-0.002857270400368539,,,,,,,,,
TCF12,,,,,,-0.09011440276323651,,,,,-0.07707492797913446,,,,,0.0668654454833294,-0.029032410878585213,0.19540032462182438,,,,,0.24712585605356474,,,,,,,,,,,,,,,,,,,,,,-0.02590898448347706,,,,,,,,-0.07833170540205703
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7596487482086318,,,,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,0.09380864597317229,,-0.001069181444194267,,,,,0.12692765077227608,,-0.1935343384960505,,,,,,,,,,,,-0.006724431043373169,,,,0.2974030513379948,,,,
TEAD1,,,0.14910997532753034,,,0.011846223431337843,,,,,0.09952164095676119,,,,,,-0.0689370506589903,0.17141861126740876,,,,,,,,,,,0.1191065108159366,,,,,,,,,,,,,,,,,,,0.10580826661481735,0.41187333921674274,,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735389445648347,,,
ZBTB20,,,,,,,0.27081832729226973,,,,0.10578059357142933,,,,,0.1947895834883237,0.12699288134147446,0.1225262387677919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16306251479205036,-0.026508783990030316,,,,,0.18884729816316365
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143094914179262,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,0.19208583908608828,,-0.006943431979063441,,,,,-0.13045461202900754,,,,,0.13055220373700593,-0.06890100454499937,,,,,,,,,,,,,,,,
