,cluster,attr,gene,perturb,score
323,NE_1,461398716146117,JUND,knockdown,0.006592
324,NE_1,461398716146117,KMT2A,activate,0.009341
325,NE_1,461398716146117,KMT2A,knockdown,0.024979
326,NE_1,461398716146117,LMX1B,activate,-0.030803
327,NE_1,461398716146117,LMX1B,knockdown,-0.052974
328,NE_1,461398716146117,MEIS2,activate,-0.030714
329,NE_1,461398716146117,MEIS2,knockdown,-0.34566
330,NE_1,461398716146117,NFATC2,activate,-0.016613
331,NE_1,461398716146117,NFATC2,knockdown,-0.172224
332,NE_1,461398716146117,NFIA,activate,-0.183251
333,NE_1,461398716146117,NFIA,knockdown,-0.019865
334,NE_1,461398716146117,NFIB,activate,-0.054038
335,NE_1,461398716146117,NFIB,knockdown,-0.00674
336,NE_1,461398716146117,NFIX,activate,-0.105179
337,NE_1,461398716146117,NFIX,knockdown,-0.061606
338,NE_1,461398716146117,NFKB1,activate,-0.009223
339,NE_1,461398716146117,NFKB1,knockdown,-0.069203
340,NE_1,461398716146117,NR3C2,activate,-0.040144
341,NE_1,461398716146117,NR3C2,knockdown,-0.007538
342,NE_1,461398716146117,PBX1,activate,-0.087886
343,NE_1,461398716146117,PBX1,knockdown,-0.0337
344,NE_1,461398716146117,PKNOX2,activate,0.05933
345,NE_1,461398716146117,PKNOX2,knockdown,0.036952
346,NE_1,461398716146117,PPARG,activate,0.00133
347,NE_1,461398716146117,PPARG,knockdown,-0.002513
348,NE_1,461398716146117,PRDM16,activate,-0.142988
349,NE_1,461398716146117,PRDM16,knockdown,-0.028881
350,NE_1,461398716146117,PROX1,activate,-0.007952
351,NE_1,461398716146117,PROX1,knockdown,-0.157414
352,NE_1,461398716146117,RARB,activate,-0.033966
353,NE_1,461398716146117,RARB,knockdown,-8.9e-05
354,NE_1,461398716146117,REST,activate,-0.127498
355,NE_1,461398716146117,REST,knockdown,-0.054541
356,NE_1,461398716146117,RORA,activate,-0.050313
357,NE_1,461398716146117,RORA,knockdown,-0.272201
358,NE_1,461398716146117,RORB,activate,0.02965
359,NE_1,461398716146117,RORB,knockdown,-0.237023
360,NE_1,461398716146117,RUNX1,activate,-0.0162
361,NE_1,461398716146117,RUNX1,knockdown,-0.052708
362,NE_1,461398716146117,SIX1,activate,-0.055014
363,NE_1,461398716146117,SIX1,knockdown,-0.046411
364,NE_1,461398716146117,SIX4,activate,-0.054984
365,NE_1,461398716146117,SIX4,knockdown,-0.06805
366,NE_1,461398716146117,SMAD3,activate,-0.002394
367,NE_1,461398716146117,SMAD3,knockdown,-0.052117
368,NE_1,461398716146117,SOX9,activate,-0.116826
369,NE_1,461398716146117,SOX9,knockdown,0.002335
370,NE_1,461398716146117,SP100,activate,-0.015934
371,NE_1,461398716146117,SP100,knockdown,0.013421
372,NE_1,461398716146117,STAT1,activate,-0.076652
373,NE_1,461398716146117,STAT1,knockdown,-0.047682
374,NE_1,461398716146117,TBX15,activate,-0.001005
375,NE_1,461398716146117,TBX15,knockdown,-0.160281
376,NE_1,461398716146117,TCF12,activate,0.109939
377,NE_1,461398716146117,TCF12,knockdown,0.032902
378,NE_1,461398716146117,TCF4,activate,-0.042953
379,NE_1,461398716146117,TCF4,knockdown,-0.28772
380,NE_1,461398716146117,TCF7L2,activate,-0.327214
381,NE_1,461398716146117,TCF7L2,knockdown,-0.036686
382,NE_1,461398716146117,TEAD1,activate,0.021284
383,NE_1,461398716146117,TEAD1,knockdown,-0.004405
384,NE_1,461398716146117,ZBTB18,activate,-0.12197
385,NE_1,461398716146117,ZBTB18,knockdown,-0.04647
386,NE_1,461398716146117,ZBTB20,activate,-0.065656
387,NE_1,461398716146117,ZBTB20,knockdown,-0.059566
388,NE_1,461398716146117,ZBTB7A,activate,-0.032517
389,NE_1,461398716146117,ZBTB7A,knockdown,-0.050284
390,NE_1,461398716146117,ZEB1,activate,-0.040144
391,NE_1,461398716146117,ZEB1,knockdown,-0.213374
392,NE_1,461398716146119,ASCL1,activate,-0.025133
393,NE_1,461398716146119,ASCL1,knockdown,-0.138216
394,NE_1,461398716146119,CREB1,activate,-0.033396
395,NE_1,461398716146119,CREB1,knockdown,0.044163
396,NE_1,461398716146119,CUX1,activate,-0.066041
397,NE_1,461398716146119,CUX1,knockdown,0.014085
398,NE_1,461398716146119,CUX2,activate,0.055399
399,NE_1,461398716146119,CUX2,knockdown,-0.083067
400,NE_1,461398716146119,EGR1,activate,-0.193427
401,NE_1,461398716146119,EGR1,knockdown,0.030579
402,NE_1,461398716146119,EHF,activate,-0.06964
403,NE_1,461398716146119,EHF,knockdown,-0.020156
404,NE_1,461398716146119,ESR1,activate,-0.018873
405,NE_1,461398716146119,ESR1,knockdown,-0.014429
406,NE_1,461398716146119,ETS1,activate,-0.009452
407,NE_1,461398716146119,ETS1,knockdown,0.045915
408,NE_1,461398716146119,FOS,activate,0.09543
409,NE_1,461398716146119,FOS,knockdown,0.013427
410,NE_1,461398716146119,FOXO3,activate,0.05133
411,NE_1,461398716146119,FOXO3,knockdown,0.138873
412,NE_1,461398716146119,GRHL2,activate,0.138247
413,NE_1,461398716146119,GRHL2,knockdown,0.008326
414,NE_1,461398716146119,HSF2,activate,0.031987
415,NE_1,461398716146119,HSF2,knockdown,-0.06579
416,NE_1,461398716146119,JUN,activate,-0.058905
417,NE_1,461398716146119,JUN,knockdown,-0.016901
418,NE_1,461398716146119,JUNB,activate,-0.120469
419,NE_1,461398716146119,JUNB,knockdown,-0.094366
420,NE_1,461398716146119,JUND,activate,-0.06698
421,NE_1,461398716146119,JUND,knockdown,0.053991
422,NE_1,461398716146119,KMT2A,activate,0.017277
423,NE_1,461398716146119,KMT2A,knockdown,-0.03108
424,NE_1,461398716146119,LMX1B,activate,-0.014804
425,NE_1,461398716146119,LMX1B,knockdown,-0.021408
426,NE_1,461398716146119,MEIS2,activate,-0.051299
427,NE_1,461398716146119,MEIS2,knockdown,-0.31205
428,NE_1,461398716146119,NFATC2,activate,-0.003818
429,NE_1,461398716146119,NFATC2,knockdown,-0.116088
430,NE_1,461398716146119,NFIA,activate,-0.188951
431,NE_1,461398716146119,NFIA,knockdown,-0.006448
432,NE_1,461398716146119,NFIB,activate,-0.013772
433,NE_1,461398716146119,NFIB,knockdown,-0.058153
434,NE_1,461398716146119,NFIX,activate,-0.090235
435,NE_1,461398716146119,NFIX,knockdown,-0.023975
436,NE_1,461398716146119,NFKB1,activate,-0.030767
437,NE_1,461398716146119,NFKB1,knockdown,0.011956
438,NE_1,461398716146119,NR3C2,activate,-0.009797
439,NE_1,461398716146119,NR3C2,knockdown,0.015556
440,NE_1,461398716146119,PBX1,activate,-0.049171
441,NE_1,461398716146119,PBX1,knockdown,-0.007199
442,NE_1,461398716146119,PKNOX2,activate,0.044757
443,NE_1,461398716146119,PKNOX2,knockdown,0.073083
444,NE_1,461398716146119,PPARG,activate,0.123975
445,NE_1,461398716146119,PPARG,knockdown,0.0359
446,NE_1,461398716146119,PRDM16,activate,-0.130047
447,NE_1,461398716146119,PRDM16,knockdown,0.000501
448,NE_1,461398716146119,PROX1,activate,-0.026729
449,NE_1,461398716146119,PROX1,knockdown,-0.143412
450,NE_1,461398716146119,RARB,activate,0.077402
451,NE_1,461398716146119,RARB,knockdown,-0.047293
452,NE_1,461398716146119,REST,activate,-0.100845
453,NE_1,461398716146119,REST,knockdown,-0.038905
454,NE_1,461398716146119,RORA,activate,-0.066103
455,NE_1,461398716146119,RORA,knockdown,-0.235524
456,NE_1,461398716146119,RORB,activate,0.063443
457,NE_1,461398716146119,RORB,knockdown,-0.181095
458,NE_1,461398716146119,RUNX1,activate,-0.007355
459,NE_1,461398716146119,RUNX1,knockdown,-0.06313
460,NE_1,461398716146119,SIX1,activate,0.029452
461,NE_1,461398716146119,SIX1,knockdown,-0.008419
462,NE_1,461398716146119,SIX4,activate,-0.036964
463,NE_1,461398716146119,SIX4,knockdown,-0.077559
464,NE_1,461398716146119,SMAD3,activate,0.054523
465,NE_1,461398716146119,SMAD3,knockdown,-0.029358
466,NE_1,461398716146119,SOX9,activate,-0.015743
467,NE_1,461398716146119,SOX9,knockdown,-0.006729
468,NE_1,461398716146119,SP100,activate,0.006322
469,NE_1,461398716146119,SP100,knockdown,0.005102
470,NE_1,461398716146119,STAT1,activate,-0.089515
471,NE_1,461398716146119,STAT1,knockdown,-0.018279
472,NE_1,461398716146119,TBX15,activate,-0.014648
473,NE_1,461398716146119,TBX15,knockdown,-0.182285
474,NE_1,461398716146119,TCF12,activate,0.086416
475,NE_1,461398716146119,TCF12,knockdown,0.027105
476,NE_1,461398716146119,TCF4,activate,-0.008294
477,NE_1,461398716146119,TCF4,knockdown,-0.253114
478,NE_1,461398716146119,TCF7L2,activate,-0.266761
479,NE_1,461398716146119,TCF7L2,knockdown,0.053552
480,NE_1,461398716146119,TEAD1,activate,-0.004163
481,NE_1,461398716146119,TEAD1,knockdown,-0.045133
482,NE_1,461398716146119,ZBTB18,activate,-0.081815
483,NE_1,461398716146119,ZBTB18,knockdown,-0.017121
484,NE_1,461398716146119,ZBTB20,activate,-0.050047
485,NE_1,461398716146119,ZBTB20,knockdown,-0.012551
486,NE_1,461398716146119,ZBTB7A,activate,0.009671
487,NE_1,461398716146119,ZBTB7A,knockdown,0.038998
488,NE_1,461398716146119,ZEB1,activate,-0.003944
489,NE_1,461398716146119,ZEB1,knockdown,-0.120407
490,NE_1,461398716146133,ASCL1,activate,-0.073257
491,NE_1,461398716146133,ASCL1,knockdown,-0.162602
492,NE_1,461398716146133,CREB1,activate,-0.004959
493,NE_1,461398716146133,CREB1,knockdown,0.006516
494,NE_1,461398716146133,CUX1,activate,-0.022026
495,NE_1,461398716146133,CUX1,knockdown,-0.016347
496,NE_1,461398716146133,CUX2,activate,-0.020441
497,NE_1,461398716146133,CUX2,knockdown,-0.047051
498,NE_1,461398716146133,EGR1,activate,-0.188405
