,AHR,ARID5B,ASCL1,BACH1,BACH2,BBX,CREB1,CUX1,CUX2,EGR1,EHF,EPAS1,ESR1,ETS1,FOS,FOSB,FOXO3,GLIS3,GRHL2,HIF1A,HSF2,JUN,JUNB,JUND,KMT2A,LCOR,LMX1B,MECOM,MEIS2,NFATC2,NFE2L2,NFIA,NFIB,NFIX,NFKB1,NPAS2,NR3C2,PBX1,PKNOX2,PPARG,PRDM16,PROX1,RARB,REST,RORA,RORB,RUNX1,SIX1,SIX4,SMAD3,SOX5,SOX6,SOX9,SP100,STAT1,STAT2,STAT4,TBX15,TCF12,TCF4,TCF7L1,TCF7L2,TEAD1,THRB,ZBTB18,ZBTB20,ZBTB7A,ZEB1
NFATC2,,,0.1612018233161759,,,,,,,0.040582861778560686,,,,,0.03206239297502089,,,,,,,-0.045389776285034766,0.023379991324210203,-0.04012779848091247,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08697429225081824,,,,,,,,,,,,,,,,,,0.02302081174840287
NFE2L2,,,,,,,,,,-0.008172129952637275,,,0.24615942409327046,,0.05972305481281415,,0.06865741893701494,,,,-0.020490460786581566,,0.055016111334396156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06142232624354721,,,,,,,,,,,,,-0.001249783764434631
NFIA,,,,,,,,,,0.011736391414514213,,,,,-0.020845758958061678,,,,,,,,-0.0164986354726514,-0.007327291205985631,,,,,-0.04975225938037631,,,0.9001057403299497,,,,,,,,,,,,,-0.02070690545826326,0.021415734369367334,,,,,,,,,,,,,,,,,,,,,,
NFIB,,,,,,,,,,,,,,,,,0.054980279011745625,,,,,0.01339728962477904,,,,,,,,,,,0.5906209967686076,,,,,0.016770406184914544,,,,,,,,,,,,0.006688566998240941,,,,,0.0005053406617880896,,,,,,,0.04984222656211934,,,0.017604776103197994,,,
NFIX,,,,,,,,,,,0.08449171975191272,,,,,,,,0.16736931199405297,,0.04673747684154361,,,,,,,,,,,,,,0.07931830695956665,,,,,,,-0.08046164371312373,,,-0.006532824085128064,-0.11078653816395506,,,,,,,,,0.06874986794912058,,,,,,,,,,,,,
NFKB1,,,,,,,,,,,,,0.0942866537319797,,0.06566719592839271,,0.1077188809564697,,,,,,0.09058636376602952,0.02643858602641408,,,,,,,,,,,,,,,-0.0340660981834065,,,0.005405046172462624,,,,,,,,,,,,,,,,,,,,,,,,,,
NPAS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11121237413133178,,,0.006571653092155572,-0.08481164336890268,,,,,,,,0.2802397436129289,,,,,,-0.0698627860243004,,,0.03621325351962168,,,,0.003583910717101124,0.015955185305180974
NR3C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05322580134613375,0.12973429447161405,,,,,,,,,,,,0.048270971831653964,,,,,,,,,,
PBX1,,,,,,,,0.023221721641197512,-0.03998925269461401,,,,,,0.010460275538642483,,,,,,,,0.03258692833660026,0.01749131676935478,,,,,,,,,,,,,,0.5907194924906953,,,0.05037783449478217,,,,,,,,,,,,,,,,,,,,,,0.014341971543535337,,,,,
PKNOX2,,,,,,,,,,0.03852048430380206,,,,,,,,,,,0.13428497480260648,,,,,,,,,,,,,,,,,,,,,,,0.16180465162817145,,,,,,,,,,,0.0375916836159067,,,,,0.04066354430117958,,-0.02077448798221815,,,0.11692748741506981,,,0.0023344213517768053
PPARG,,,,,,,,,,,,,,,0.08722692510364503,,,,,,,-0.025390756269672243,0.07052064960830705,0.0004825458494994994,,,,,,,,,,,,,,,,,,,,,-0.033729845404955605,-0.07534459370067492,,,,,,,,,,,,,,0.059661762021715914,,,,,,,,0.022538722881216833
PRDM16,,,,,,,,,,-0.04636484657675338,0.09723894039138259,,,,,,,,,,,0.06297416434531677,,,,,,,,,,0.3095178818319062,,,,,,,,,,,,,0.01686118348319343,-0.27317000901875194,,,,,,,,,0.058762453169007245,,,,,,,,,,,,,-0.005735294535375579
PROX1,,,0.12189376873699093,,,,,,,,,,,,,,-0.03906736848956999,,,,,-0.008426671676220465,,,,,,,0.15951360860385294,0.11712019109060812,,,,,,,,,0.0723648334749396,,,,,,,,,,,,,,,,0.013447146926096443,,,,,,,-0.02799664434676208,,,,,,
RARB,,,,,,,,,,-0.05831663278114463,,,,0.03624724741448304,,,,,,,-0.010460599525646375,,,,,,,,,,,,,,,,,,,,0.18619462124977115,,,,,,,,,,,,,,,,,,,,,0.2785022234155149,0.05533905868144884,,-0.09259061544317448,,,-0.004261141346885267
REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
RORB,,,,,,,,,,0.054019276996333854,,,,,0.04394121574862514,,-0.0052606883926949455,,,,,,0.06551935764402222,0.022096806363414823,,,,,0.2300137168258068,,,,,,,,,,,,,,,,,,,0.09364849366039862,0.048978861986476496,,,,,,,,,,,,,,,,,,,
RUNX1,,,,,,,,,,,,,,,,,,,,,-0.027181999011733238,,,,,,,,-0.20943685193090955,,,,,,,,,,,,,,,,-0.023612359125005478,-0.10065349665387774,,,,,,,,,0.046787813010323254,,,,,-0.03759927492148585,,0.4313387884108104,,,,,-0.01067077738184713,0.03348185336305737
SIX1,,,,,,,,,,0.05856641503055071,,,,,,,,,,,,,,,,,,,0.12144231110093973,0.0570849247840452,,-0.047425781046114945,,,,,,,,,,,,,,,,,,0.1007321440152163,,,,,,,,,,0.0018634404694073403,,,,,0.0787861986537578,,,0.005939314413189567
SIX4,,,,,,,,,,-0.009516387985109842,,,,,,,,,,,,,,,,,,,0.11884552169115437,0.09098140382364395,,-0.039845511408073686,,,,,,,,,,,,,,,,,,0.03138762558972569,,,,,,,,,,-1.2400798111655842e-05,,0.14598838523544036,,,,,,0.03180795254506469
SMAD3,,,,,,,,0.10103941509461191,-0.014987733823196708,,,,,,,,0.08129874156380569,,,,,0.02104871121960608,,,,,,,,,,,,,,,,,,,,,,,0.010427100135700751,-0.07758953870877397,,,,,,,,,0.07047965259500105,,,-0.052236335234949624,,,,,,,,,,
SOX5,,,,,,,,,,,0.18075358602585892,,,,,,,,,,,0.016128713989297327,,,,,,,,,,,,,,,,,,,,,,,-0.0038814152388259027,-0.3006525084912023,,,,,,,,,,,,,,,,,,,,,,
SOX6,,,-0.1031113673651019,,,,,,,-0.015789751400067942,,,,,,,-0.041454072299898004,,,,,,,,,,,,,0.11454703712838676,,,,,,,,,,,,,,0.027338240702785066,,,,,,,,,,,,,,,,,,,,,,,,
SOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
SP100,,,,,,,,0.0416920335554426,0.013310705834027936,-0.006190425113702436,,,,,,,,,,,,,,,,,,,,,,0.15188375746721228,,,,,,,,,,,,,0.008560346612156988,-0.10111365859608346,,,,,,,0.33328260517581565,,,,,,,,,,0.020042695847041492,,,,,
STAT1,,,,,,,,,,,0.017547176847597545,,,,0.03036801493923358,,,,,,,-0.04035642813418877,0.0859864631510554,-0.02676650024365812,,,,,,,,-0.028592358003901586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12937439625139174,,,,,,0.06595622628993347
STAT2,,,,,,,,,,0.021298916654365396,,,,,,,,,,,,,,,,,,,0.01795099629773539,0.05321127570902656,,,,,,,,-0.010072635527029972,,,,,,0.30074217818350046,,,,,,,,,,,,,,,,0.04148886151614439,,,,,0.043579750032932074,,,0.043788248056948254
STAT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14182448224211563,,,,,,,,,,,0.10139284181047523,,,,,,,,,,,,,,
TBX15,,,0.044892735289937646,,,,,,,0.04256471586392119,,,,,,,-0.006415706830308732,,,,,,,,,,,,0.1375826245306685,0.0997777618681992,,0.013934715982142132,,,,,,,,,,,,,,,,,,,,,0.11955841663724304,,0.02687802762789765,,,,,,,,,,,,,
TCF12,,,,,,,,,,0.02029356359028034,,,,,0.005047774630975721,,,,,,,0.044920755079477015,-0.02881120484821087,0.05481669386067145,,,,,,-0.006090567679536973,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041538056920230826,,,,,,,,,,0.07888224885931228
TCF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
TCF7L1,,,,,,,,,,0.01595804101760001,,,,,0.010710915924225295,,,,,,,-0.023178072198718813,0.028069440157440506,0.04111593146370385,,,,,,,,,,,,,,,,,0.2733587058575696,,,,,,,,,,,,,,,,,,,,,0.16670875415741548,,,-0.02994199218182325,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1884889750684708,,0.24440603817558298,,,,,,0.13078875660726264,,-0.1146339851253739,,,,,,,,,,,,,,,,-0.0887564610194973,,,,,-0.01466436641101887,,,,,
TEAD1,,,,,,,-0.0042609111022322566,,,-0.014400589415653364,,,,,0.005208398907060818,,,,,,,,-0.0029333720284641096,0.002824171675959386,,,,,,,,,,,,,,0.0008692368368651282,,,,,,,,,,,,,,,,,,,,,,,,0.011561152721676682,0.8343408459413264,,,,,
THRB,,,,,,,,0.044459816363771054,0.05107902395921854,,,,0.1725965043434946,,,,0.04147038412646464,,,,,,,,,,,,,,,0.14738062200995883,,,0.026503216860272516,,,,,,,,0.07584051200699682,,,,,,,,,,,,,,,,,,,,,,-0.005955016789871648,,,
ZBTB18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
ZBTB20,,,,,,,,,,,0.01212095956543191,,,,0.025686715312218666,,,,,,,0.050245434393673016,0.008486639794952122,0.07308404089719667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04878197320623123,,0.09583762953621189,,,,,,0.06176070261656674
ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
ZEB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018532659753861258,,0.040745867466314145,,,,,,0.05758209411234172,,,,,0.006862926740013764,0.1018688568191079,,,,,,,,,,,,,,,,,,,,,,
