,tf,target,key
18971,Stat1,4933407G14Rik,Stat1_4933407G14Rik
18974,Stat1,5830417I10Rik,Stat1_5830417I10Rik
18975,Stat1,6820431F20Rik,Stat1_6820431F20Rik
18976,Stat1,8430429K09Rik,Stat1_8430429K09Rik
18980,Stat1,9330175E14Rik,Stat1_9330175E14Rik
18984,Stat1,A630001O12Rik,Stat1_A630001O12Rik
18988,Stat1,AI413582,Stat1_AI413582
18989,Stat1,AV039307,Stat1_AV039307
18990,Stat1,Aars,Stat1_Aars
18992,Stat1,Abcc4,Stat1_Abcc4
18994,Stat1,Abhd11,Stat1_Abhd11
18995,Stat1,Abhd13,Stat1_Abhd13
19002,Stat1,Acox1,Stat1_Acox1
19003,Stat1,Acta2,Stat1_Acta2
19004,Stat1,Ada,Stat1_Ada
19005,Stat1,Adam33,Stat1_Adam33
19008,Stat1,Adar,Stat1_Adar
19009,Stat1,Adck1,Stat1_Adck1
19012,Stat1,Aebp2,Stat1_Aebp2
19014,Stat1,Afmid,Stat1_Afmid
19015,Stat1,Agtrap,Stat1_Agtrap
19016,Stat1,Ahnak,Stat1_Ahnak
19018,Stat1,Akap10,Stat1_Akap10
19022,Stat1,Akna,Stat1_Akna
19024,Stat1,Akt2,Stat1_Akt2
19025,Stat1,Aldh18a1,Stat1_Aldh18a1
19026,Stat1,Alpk1,Stat1_Alpk1
19028,Stat1,Amn1,Stat1_Amn1
19031,Stat1,Angpt4,Stat1_Angpt4
19034,Stat1,Ankfy1,Stat1_Ankfy1
19040,Stat1,Apobec3,Stat1_Apobec3
19041,Stat1,Apod,Stat1_Apod
19042,Stat1,Apol10b,Stat1_Apol10b
19043,Stat1,Apol6,Stat1_Apol6
19044,Stat1,Apol9a,Stat1_Apol9a
19045,Stat1,Apol9b,Stat1_Apol9b
19048,Stat1,Arf6,Stat1_Arf6
19051,Stat1,Arhgap8,Stat1_Arhgap8
19052,Stat1,Arhgef12,Stat1_Arhgef12
19054,Stat1,Arid5a,Stat1_Arid5a
19055,Stat1,Arih1,Stat1_Arih1
19058,Stat1,Arsg,Stat1_Arsg
19060,Stat1,Asb13,Stat1_Asb13
19061,Stat1,Asb16,Stat1_Asb16
19063,Stat1,Ascc3,Stat1_Ascc3
19064,Stat1,Aste1,Stat1_Aste1
19065,Stat1,Atf6,Stat1_Atf6
19068,Stat1,Atp10a,Stat1_Atp10a
19069,Stat1,Atp2a2,Stat1_Atp2a2
19072,Stat1,Atp5o,Stat1_Atp5o
19076,Stat1,B2m,Stat1_B2m
19077,Stat1,B3gntl1,Stat1_B3gntl1
19082,Stat1,Bad,Stat1_Bad
19085,Stat1,Batf2,Stat1_Batf2
19088,Stat1,Bcl3,Stat1_Bcl3
19089,Stat1,Bcl6,Stat1_Bcl6
19092,Stat1,Bgn,Stat1_Bgn
19094,Stat1,Birc3,Stat1_Birc3
19095,Stat1,Bmper,Stat1_Bmper
19097,Stat1,Bnip3,Stat1_Bnip3
19101,Stat1,Bst2,Stat1_Bst2
19106,Stat1,C030016D13Rik,Stat1_C030016D13Rik
19107,Stat1,C1d,Stat1_C1d
19108,Stat1,C1qtnf1,Stat1_C1qtnf1
19109,Stat1,C1ra,Stat1_C1ra
19110,Stat1,C1rl,Stat1_C1rl
19111,Stat1,C1s1,Stat1_C1s1
19113,Stat1,C2,Stat1_C2
19114,Stat1,C230024C17Rik,Stat1_C230024C17Rik
19115,Stat1,C230035I16Rik,Stat1_C230035I16Rik
19116,Stat1,C230072F16Rik,Stat1_C230072F16Rik
19117,Stat1,C2cd3,Stat1_C2cd3
19120,Stat1,C4b,Stat1_C4b
19123,Stat1,Cald1,Stat1_Cald1
19125,Stat1,Capg,Stat1_Capg
19126,Stat1,Capn1,Stat1_Capn1
19128,Stat1,Car13,Stat1_Car13
19129,Stat1,Carhsp1,Stat1_Carhsp1
19131,Stat1,Casp12,Stat1_Casp12
19133,Stat1,Cast,Stat1_Cast
19138,Stat1,Ccdc126,Stat1_Ccdc126
19139,Stat1,Ccdc150,Stat1_Ccdc150
19140,Stat1,Ccdc25,Stat1_Ccdc25
19141,Stat1,Ccdc6,Stat1_Ccdc6
19143,Stat1,Ccdc65,Stat1_Ccdc65
19145,Stat1,Ccl2,Stat1_Ccl2
19149,Stat1,Ccno,Stat1_Ccno
19151,Stat1,Cd274,Stat1_Cd274
19152,Stat1,Cd63,Stat1_Cd63
19154,Stat1,Cdc42ep1,Stat1_Cdc42ep1
19155,Stat1,Cdk19,Stat1_Cdk19
19161,Stat1,Cebpd,Stat1_Cebpd
19162,Stat1,Cep128,Stat1_Cep128
19164,Stat1,Cfap126,Stat1_Cfap126
19165,Stat1,Cfb,Stat1_Cfb
19169,Stat1,Chpt1,Stat1_Chpt1
19172,Stat1,Ciita,Stat1_Ciita
19173,Stat1,Cish,Stat1_Cish
19177,Stat1,Clec2d,Stat1_Clec2d
19181,Stat1,Cltb,Stat1_Cltb
19183,Stat1,Clu,Stat1_Clu
19184,Stat1,Cmpk2,Stat1_Cmpk2
19185,Stat1,Cmtr1,Stat1_Cmtr1
19189,Stat1,Col1a2,Stat1_Col1a2
19192,Stat1,Coq8b,Stat1_Coq8b
19193,Stat1,Cox18,Stat1_Cox18
19194,Stat1,Cox7a2,Stat1_Cox7a2
19197,Stat1,Cpz,Stat1_Cpz
19198,Stat1,Crebrf,Stat1_Crebrf
19201,Stat1,Crtc2,Stat1_Crtc2
19203,Stat1,Csf1,Stat1_Csf1
19204,Stat1,Csf2ra,Stat1_Csf2ra
19205,Stat1,Csprs,Stat1_Csprs
19210,Stat1,Ctdspl,Stat1_Ctdspl
19215,Stat1,Cuedc2,Stat1_Cuedc2
19216,Stat1,Cul7,Stat1_Cul7
19217,Stat1,Cuta,Stat1_Cuta
19219,Stat1,Cxcl10,Stat1_Cxcl10
19220,Stat1,Cxcl11,Stat1_Cxcl11
19222,Stat1,Cyb5r3,Stat1_Cyb5r3
19223,Stat1,Cyp1b1,Stat1_Cyp1b1
19225,Stat1,D11Wsu47e,Stat1_D11Wsu47e
19226,Stat1,D17Wsu92e,Stat1_D17Wsu92e
19228,Stat1,Daxx,Stat1_Daxx
19231,Stat1,Dcp2,Stat1_Dcp2
19232,Stat1,Ddit3,Stat1_Ddit3
19236,Stat1,Ddx3x,Stat1_Ddx3x
19237,Stat1,Ddx60,Stat1_Ddx60
19239,Stat1,Dennd6b,Stat1_Dennd6b
19241,Stat1,Dhh,Stat1_Dhh
19242,Stat1,Dis3,Stat1_Dis3
19249,Stat1,Dok4,Stat1_Dok4
19252,Stat1,Dsg2,Stat1_Dsg2
19255,Stat1,Dtx3l,Stat1_Dtx3l
19256,Stat1,Dusp13,Stat1_Dusp13
19257,Stat1,Dyrk2,Stat1_Dyrk2
19259,Stat1,E230013L22Rik,Stat1_E230013L22Rik
19262,Stat1,Eef1e1,Stat1_Eef1e1
19263,Stat1,Efemp2,Stat1_Efemp2
19264,Stat1,Efhb,Stat1_Efhb
19267,Stat1,Eif2ak2,Stat1_Eif2ak2
19269,Stat1,Eif3k,Stat1_Eif3k
19271,Stat1,Eif4ebp3,Stat1_Eif4ebp3
19273,Stat1,Elmo2,Stat1_Elmo2
19274,Stat1,Elmod2,Stat1_Elmod2
19279,Stat1,Emilin1,Stat1_Emilin1
19281,Stat1,Enpp4,Stat1_Enpp4
19283,Stat1,Entpd4b,Stat1_Entpd4b
19284,Stat1,Eny2,Stat1_Eny2
19285,Stat1,Epb41l4aos,Stat1_Epb41l4aos
19286,Stat1,Epha7,Stat1_Epha7
19288,Stat1,Erp27,Stat1_Erp27
19290,Stat1,Esrp2,Stat1_Esrp2
19291,Stat1,Esyt1,Stat1_Esyt1
19294,Stat1,Etv6,Stat1_Etv6
19295,Stat1,Exosc4,Stat1_Exosc4
19297,Stat1,F630040K05Rik,Stat1_F630040K05Rik
19298,Stat1,F830016B08Rik,Stat1_F830016B08Rik
19300,Stat1,Fam109a,Stat1_Fam109a
19303,Stat1,Fas,Stat1_Fas
19304,Stat1,Fastk,Stat1_Fastk
19306,Stat1,Fbxo30,Stat1_Fbxo30
19308,Stat1,Fbxw17,Stat1_Fbxw17
19309,Stat1,Fgl2,Stat1_Fgl2
19311,Stat1,Flot1,Stat1_Flot1
19312,Stat1,Flot2,Stat1_Flot2
19314,Stat1,Fndc3a,Stat1_Fndc3a
19316,Stat1,Fosl2,Stat1_Fosl2
19317,Stat1,Foxp1,Stat1_Foxp1
19321,Stat1,Fxyd3,Stat1_Fxyd3
19322,Stat1,Fyb,Stat1_Fyb
19325,Stat1,G730013B05Rik,Stat1_G730013B05Rik
19327,Stat1,Gadd45b,Stat1_Gadd45b
19329,Stat1,Galns,Stat1_Galns
19330,Stat1,Gbp10,Stat1_Gbp10
19331,Stat1,Gbp11,Stat1_Gbp11
19332,Stat1,Gbp3,Stat1_Gbp3
19333,Stat1,Gbp4,Stat1_Gbp4
19334,Stat1,Gbp6,Stat1_Gbp6
19335,Stat1,Gbp7,Stat1_Gbp7
19337,Stat1,Gcc1,Stat1_Gcc1
19339,Stat1,Gclm,Stat1_Gclm
19342,Stat1,Gen1,Stat1_Gen1
19343,Stat1,Gfod2,Stat1_Gfod2
19345,Stat1,Ggnbp1,Stat1_Ggnbp1
19347,Stat1,Git1,Stat1_Git1
19348,Stat1,Glg1,Stat1_Glg1
19351,Stat1,Gm11715,Stat1_Gm11715
19352,Stat1,Gm12185,Stat1_Gm12185
19354,Stat1,Gm12250,Stat1_Gm12250
19356,Stat1,Gm14005,Stat1_Gm14005
19357,Stat1,Gm14164,Stat1_Gm14164
19358,Stat1,Gm14379,Stat1_Gm14379
19362,Stat1,Gm16675,Stat1_Gm16675
19364,Stat1,Gm16897,Stat1_Gm16897
19365,Stat1,Gm16998,Stat1_Gm16998
19367,Stat1,Gm19589,Stat1_Gm19589
19370,Stat1,Gm20139,Stat1_Gm20139
19371,Stat1,Gm20556,Stat1_Gm20556
19373,Stat1,Gm26682,Stat1_Gm26682
19374,Stat1,Gm26876,Stat1_Gm26876
19375,Stat1,Gm29684,Stat1_Gm29684
19379,Stat1,Gm4262,Stat1_Gm4262
19380,Stat1,Gm4285,Stat1_Gm4285
19381,Stat1,Gm44502,Stat1_Gm44502
19382,Stat1,Gm45871,Stat1_Gm45871
19385,Stat1,Gm4925,Stat1_Gm4925
19386,Stat1,Gm4951,Stat1_Gm4951
19388,Stat1,Gm5424,Stat1_Gm5424
19393,Stat1,Gm7609,Stat1_Gm7609
19394,Stat1,Gm8369,Stat1_Gm8369
19395,Stat1,Gm8773,Stat1_Gm8773
19396,Stat1,Gm904,Stat1_Gm904
19401,Stat1,Gm9992,Stat1_Gm9992
19403,Stat1,Gna13,Stat1_Gna13
19408,Stat1,Gpr146,Stat1_Gpr146
19414,Stat1,Grk6,Stat1_Grk6
19415,Stat1,Gsdma,Stat1_Gsdma
19420,Stat1,Gstt2,Stat1_Gstt2
19421,Stat1,Gtf2a2,Stat1_Gtf2a2
19423,Stat1,Gtpbp3,Stat1_Gtpbp3
19427,Stat1,H2-D1,Stat1_H2-D1
19430,Stat1,H2-T24,Stat1_H2-T24
19433,Stat1,Hap1,Stat1_Hap1
19434,Stat1,Has1,Stat1_Has1
19435,Stat1,Hdac7,Stat1_Hdac7
19437,Stat1,Helb,Stat1_Helb
19438,Stat1,Helz2,Stat1_Helz2
19439,Stat1,Herc6,Stat1_Herc6
19440,Stat1,Hipk3,Stat1_Hipk3
19442,Stat1,Hist1h2bj,Stat1_Hist1h2bj
19447,Stat1,Hkdc1,Stat1_Hkdc1
19448,Stat1,Hmga1,Stat1_Hmga1
19449,Stat1,Hmox1,Stat1_Hmox1
19450,Stat1,Hnrnph2,Stat1_Hnrnph2
19451,Stat1,Hnrnpr,Stat1_Hnrnpr
19452,Stat1,Hook2,Stat1_Hook2
19453,Stat1,Hoxb2,Stat1_Hoxb2
19454,Stat1,Hoxb5os,Stat1_Hoxb5os
19458,Stat1,Htt,Stat1_Htt
19461,Stat1,Icam1,Stat1_Icam1
19462,Stat1,Id1,Stat1_Id1
19465,Stat1,Ier3,Stat1_Ier3
19467,Stat1,Ifi204,Stat1_Ifi204
19468,Stat1,Ifi205,Stat1_Ifi205
19469,Stat1,Ifi211,Stat1_Ifi211
19470,Stat1,Ifi27,Stat1_Ifi27
19471,Stat1,Ifi35,Stat1_Ifi35
19473,Stat1,Ifi47,Stat1_Ifi47
19474,Stat1,Ifih1,Stat1_Ifih1
19475,Stat1,Ifit1bl2,Stat1_Ifit1bl2
19476,Stat1,Ifit2,Stat1_Ifit2
19477,Stat1,Ifit3,Stat1_Ifit3
19478,Stat1,Ifit3b,Stat1_Ifit3b
19479,Stat1,Ifitm2,Stat1_Ifitm2
19480,Stat1,Ifitm3,Stat1_Ifitm3
19482,Stat1,Ifnar2,Stat1_Ifnar2
19487,Stat1,Igtp,Stat1_Igtp
19488,Stat1,Iigp1,Stat1_Iigp1
19490,Stat1,Il18bp,Stat1_Il18bp
19493,Stat1,Il6st,Stat1_Il6st
19494,Stat1,Inhba,Stat1_Inhba
19495,Stat1,Ino80,Stat1_Ino80
19498,Stat1,Ints5,Stat1_Ints5
19501,Stat1,Irf1,Stat1_Irf1
19502,Stat1,Irf2bp2,Stat1_Irf2bp2
19504,Stat1,Irf7,Stat1_Irf7
19505,Stat1,Irf8,Stat1_Irf8
19506,Stat1,Irf9,Stat1_Irf9
19507,Stat1,Irgm1,Stat1_Irgm1
19508,Stat1,Irgm2,Stat1_Irgm2
19512,Stat1,Isoc2b,Stat1_Isoc2b
19513,Stat1,Ispd,Stat1_Ispd
19516,Stat1,Itgb7,Stat1_Itgb7
19519,Stat1,Jak3,Stat1_Jak3
19520,Stat1,Jkamp,Stat1_Jkamp
19523,Stat1,Junb,Stat1_Junb
19525,Stat1,Kat2b,Stat1_Kat2b
19526,Stat1,Katnb1,Stat1_Katnb1
19531,Stat1,Klf3,Stat1_Klf3
19532,Stat1,Klf9,Stat1_Klf9
19534,Stat1,Kntc1,Stat1_Kntc1
19536,Stat1,Krt15,Stat1_Krt15
19539,Stat1,L3mbtl2,Stat1_L3mbtl2
19540,Stat1,LOC547349,Stat1_LOC547349
19542,Stat1,Lap3,Stat1_Lap3
19543,Stat1,Large1,Stat1_Large1
19545,Stat1,Lgals3bp,Stat1_Lgals3bp
19549,Stat1,Lmna,Stat1_Lmna
19550,Stat1,Lmo4,Stat1_Lmo4
19552,Stat1,Loxl1,Stat1_Loxl1
19554,Stat1,Lrfn1,Stat1_Lrfn1
19558,Stat1,Lrrc43,Stat1_Lrrc43
19559,Stat1,Lrrc51,Stat1_Lrrc51
19561,Stat1,Lsm4,Stat1_Lsm4
19563,Stat1,Ltbr,Stat1_Ltbr
19565,Stat1,Lxn,Stat1_Lxn
19568,Stat1,Ly6e,Stat1_Ly6e
19569,Stat1,Ly6i,Stat1_Ly6i
19570,Stat1,Lysmd2,Stat1_Lysmd2
19571,Stat1,Macrod1,Stat1_Macrod1
19572,Stat1,Maff,Stat1_Maff
19575,Stat1,Map1lc3b,Stat1_Map1lc3b
19576,Stat1,Map3k1,Stat1_Map3k1
19577,Stat1,Map3k14,Stat1_Map3k14
19578,Stat1,Map3k5,Stat1_Map3k5
19580,Stat1,Mb,Stat1_Mb
19582,Stat1,Mbnl2,Stat1_Mbnl2
19585,Stat1,Med7,Stat1_Med7
19590,Stat1,Mettl13,Stat1_Mettl13
19591,Stat1,Mettl21a,Stat1_Mettl21a
19592,Stat1,Mettl21c,Stat1_Mettl21c
19593,Stat1,Mettl23,Stat1_Mettl23
19596,Stat1,Miga2,Stat1_Miga2
19602,Stat1,Mir1932,Stat1_Mir1932
19603,Stat1,Mir21a,Stat1_Mir21a
19611,Stat1,Mir6360,Stat1_Mir6360
19612,Stat1,Mir6406,Stat1_Mir6406
19613,Stat1,Mir6933,Stat1_Mir6933
19614,Stat1,Mir6958,Stat1_Mir6958
19615,Stat1,Mir6962,Stat1_Mir6962
19617,Stat1,Mir7056,Stat1_Mir7056
19620,Stat1,Mir7671,Stat1_Mir7671
19621,Stat1,Mir8093,Stat1_Mir8093
19623,Stat1,Misp,Stat1_Misp
19624,Stat1,Mitd1,Stat1_Mitd1
19625,Stat1,Mlkl,Stat1_Mlkl
19628,Stat1,Mmgt2,Stat1_Mmgt2
19630,Stat1,Mms19,Stat1_Mms19
19632,Stat1,Mnt,Stat1_Mnt
19633,Stat1,Mob3c,Stat1_Mob3c
19636,Stat1,Mplkip,Stat1_Mplkip
19637,Stat1,Mpp1,Stat1_Mpp1
19641,Stat1,Mrps27,Stat1_Mrps27
19643,Stat1,Ms4a4d,Stat1_Ms4a4d
19645,Stat1,Mt1,Stat1_Mt1
19647,Stat1,Mt4,Stat1_Mt4
19650,Stat1,Mtfr2,Stat1_Mtfr2
19652,Stat1,Mtss1,Stat1_Mtss1
19656,Stat1,Mx2,Stat1_Mx2
19657,Stat1,Myd88,Stat1_Myd88
19658,Stat1,Myo18a,Stat1_Myo18a
19659,Stat1,Myom1,Stat1_Myom1
19660,Stat1,Mzt2,Stat1_Mzt2
19661,Stat1,Naa20,Stat1_Naa20
19662,Stat1,Naa25,Stat1_Naa25
19663,Stat1,Nabp2,Stat1_Nabp2
19664,Stat1,Nacc2,Stat1_Nacc2
19665,Stat1,Nampt,Stat1_Nampt
19667,Stat1,Naprt,Stat1_Naprt
19668,Stat1,Nat9,Stat1_Nat9
19670,Stat1,Nbn,Stat1_Nbn
19671,Stat1,Ncapd2,Stat1_Ncapd2
19675,Stat1,Ndufv1,Stat1_Ndufv1
19676,Stat1,Neat1,Stat1_Neat1
19677,Stat1,Nek6,Stat1_Nek6
19678,Stat1,Nepro,Stat1_Nepro
19680,Stat1,Nfkb2,Stat1_Nfkb2
19681,Stat1,Nfkbiz,Stat1_Nfkbiz
19682,Stat1,Nfxl1,Stat1_Nfxl1
19684,Stat1,Nipsnap3b,Stat1_Nipsnap3b
19686,Stat1,Nmi,Stat1_Nmi
19687,Stat1,Nnmt,Stat1_Nnmt
19688,Stat1,Noc4l,Stat1_Noc4l
19693,Stat1,Npr3,Stat1_Npr3
19694,Stat1,Nras,Stat1_Nras
19695,Stat1,Nrbf2,Stat1_Nrbf2
19696,Stat1,Nrbp2,Stat1_Nrbp2
19699,Stat1,Nsmce1,Stat1_Nsmce1
19700,Stat1,Nsun4,Stat1_Nsun4
19704,Stat1,Nup153,Stat1_Nup153
19709,Stat1,Oas1a,Stat1_Oas1a
19710,Stat1,Oas1b,Stat1_Oas1b
19711,Stat1,Oas1g,Stat1_Oas1g
19712,Stat1,Oas2,Stat1_Oas2
19714,Stat1,Oasl1,Stat1_Oasl1
19715,Stat1,Oasl2,Stat1_Oasl2
19717,Stat1,Ogfr,Stat1_Ogfr
19718,Stat1,Olfml2b,Stat1_Olfml2b
19722,Stat1,Omt2a,Stat1_Omt2a
19723,Stat1,Oplah,Stat1_Oplah
19725,Stat1,Orai1,Stat1_Orai1
19726,Stat1,Osbpl1a,Stat1_Osbpl1a
19727,Stat1,Osmr,Stat1_Osmr
19730,Stat1,Pa2g4,Stat1_Pa2g4
19733,Stat1,Papd7,Stat1_Papd7
19734,Stat1,Parp10,Stat1_Parp10
19735,Stat1,Parp11,Stat1_Parp11
19736,Stat1,Parp12,Stat1_Parp12
19737,Stat1,Parp14,Stat1_Parp14
19738,Stat1,Parp3,Stat1_Parp3
19739,Stat1,Pbx1,Stat1_Pbx1
19740,Stat1,Pcolce,Stat1_Pcolce
19742,Stat1,Pde6a,Stat1_Pde6a
19745,Stat1,Pgs1,Stat1_Pgs1
19746,Stat1,Phax,Stat1_Phax
19747,Stat1,Phf11d,Stat1_Phf11d
19750,Stat1,Pih1d1,Stat1_Pih1d1
19751,Stat1,Pim3,Stat1_Pim3
19753,Stat1,Pisd-ps1,Stat1_Pisd-ps1
19754,Stat1,Pisd-ps2,Stat1_Pisd-ps2
19755,Stat1,Pitpnb,Stat1_Pitpnb
19756,Stat1,Pkig,Stat1_Pkig
19759,Stat1,Platr22,Stat1_Platr22
19761,Stat1,Plaur,Stat1_Plaur
19762,Stat1,Plec,Stat1_Plec
19763,Stat1,Plekhf1,Stat1_Plekhf1
19764,Stat1,Plscr1,Stat1_Plscr1
19765,Stat1,Plxdc1,Stat1_Plxdc1
19766,Stat1,Plxnb2,Stat1_Plxnb2
19767,Stat1,Pml,Stat1_Pml
19770,Stat1,Pnp,Stat1_Pnp
19772,Stat1,Pnpt1,Stat1_Pnpt1
19778,Stat1,Ppa1,Stat1_Ppa1
19780,Stat1,Ppp1r3d,Stat1_Ppp1r3d
19782,Stat1,Pprc1,Stat1_Pprc1
19797,Stat1,Pros1,Stat1_Pros1
19798,Stat1,Prpf18,Stat1_Prpf18
19801,Stat1,Prss27,Stat1_Prss27
19802,Stat1,Prss32,Stat1_Prss32
19804,Stat1,Psen2,Stat1_Psen2
19806,Stat1,Psmb8,Stat1_Psmb8
19808,Stat1,Psmd3,Stat1_Psmd3
19810,Stat1,Pstpip1,Stat1_Pstpip1
19811,Stat1,Ptgir,Stat1_Ptgir
19813,Stat1,Ptma,Stat1_Ptma
19815,Stat1,Ptpn1,Stat1_Ptpn1
19825,Stat1,Rab18,Stat1_Rab18
19826,Stat1,Rab3il1,Stat1_Rab3il1
19827,Stat1,Rab5a,Stat1_Rab5a
19832,Stat1,Ralgds,Stat1_Ralgds
19836,Stat1,Rasgrp3,Stat1_Rasgrp3
19838,Stat1,Rassf3,Stat1_Rassf3
19844,Stat1,Rbm45,Stat1_Rbm45
19847,Stat1,Rbx1,Stat1_Rbx1
19852,Stat1,Rfc1,Stat1_Rfc1
19854,Stat1,Rhbdl3,Stat1_Rhbdl3
19855,Stat1,Rhou,Stat1_Rhou
19857,Stat1,Rmi2,Stat1_Rmi2
19860,Stat1,Rnd1,Stat1_Rnd1
19862,Stat1,Rnf122,Stat1_Rnf122
19866,Stat1,Rnf31,Stat1_Rnf31
19868,Stat1,Rnf44,Stat1_Rnf44
19869,Stat1,Rom1,Stat1_Rom1
19871,Stat1,Rpl17,Stat1_Rpl17
19874,Stat1,Rpl41,Stat1_Rpl41
19875,Stat1,Rpn1,Stat1_Rpn1
19878,Stat1,Rrn3,Stat1_Rrn3
19882,Stat1,Rtp4,Stat1_Rtp4
19883,Stat1,Rufy1,Stat1_Rufy1
19884,Stat1,Rundc1,Stat1_Rundc1
19885,Stat1,Runx1,Stat1_Runx1
19888,Stat1,Samd9l,Stat1_Samd9l
19889,Stat1,Samhd1,Stat1_Samhd1
19891,Stat1,Sbno1,Stat1_Sbno1
19892,Stat1,Sbno2,Stat1_Sbno2
19895,Stat1,Scp2,Stat1_Scp2
19897,Stat1,Sdccag8,Stat1_Sdccag8
19898,Stat1,Sde2,Stat1_Sde2
19900,Stat1,Sdhaf2,Stat1_Sdhaf2
19903,Stat1,Selenom,Stat1_Selenom
19905,Stat1,Selp,Stat1_Selp
19906,Stat1,Sema3b,Stat1_Sema3b
19908,Stat1,Sema3e,Stat1_Sema3e
19909,Stat1,Sema4b,Stat1_Sema4b
19910,Stat1,Serinc5,Stat1_Serinc5
19913,Stat1,Serpina3h,Stat1_Serpina3h
19914,Stat1,Serpina3i,Stat1_Serpina3i
19915,Stat1,Serpinb1b,Stat1_Serpinb1b
19916,Stat1,Serpinb1c,Stat1_Serpinb1c
19917,Stat1,Serpinb6a,Stat1_Serpinb6a
19918,Stat1,Serping1,Stat1_Serping1
19920,Stat1,Sf3b3,Stat1_Sf3b3
19921,Stat1,Sfi1,Stat1_Sfi1
19922,Stat1,Sfrp1,Stat1_Sfrp1
19923,Stat1,Sfxn5,Stat1_Sfxn5
19927,Stat1,Shisa5,Stat1_Shisa5
19928,Stat1,Skap2,Stat1_Skap2
19929,Stat1,Slamf8,Stat1_Slamf8
19930,Stat1,Slc11a2,Stat1_Slc11a2
19931,Stat1,Slc1a7,Stat1_Slc1a7
19939,Stat1,Slc41a1,Stat1_Slc41a1
19940,Stat1,Slc44a2,Stat1_Slc44a2
19941,Stat1,Slc52a3,Stat1_Slc52a3
19943,Stat1,Slfn1,Stat1_Slfn1
19945,Stat1,Slfn4,Stat1_Slfn4
19947,Stat1,Slfn8,Stat1_Slfn8
19948,Stat1,Slfn9,Stat1_Slfn9
19949,Stat1,Sltm,Stat1_Sltm
19950,Stat1,Slx1b,Stat1_Slx1b
19953,Stat1,Smarcd2,Stat1_Smarcd2
19954,Stat1,Smg7,Stat1_Smg7
19955,Stat1,Smim26,Stat1_Smim26
19957,Stat1,Snf8,Stat1_Snf8
19958,Stat1,Snn,Stat1_Snn
19959,Stat1,Snora34,Stat1_Snora34
19960,Stat1,Snrnp35,Stat1_Snrnp35
19963,Stat1,Snu13,Stat1_Snu13
19966,Stat1,Socs1,Stat1_Socs1
19967,Stat1,Socs3,Stat1_Socs3
19968,Stat1,Sod2,Stat1_Sod2
19969,Stat1,Soga3,Stat1_Soga3
19971,Stat1,Sp100,Stat1_Sp100
19972,Stat1,Sp110,Stat1_Sp110
19973,Stat1,Sp9,Stat1_Sp9
19974,Stat1,Spaca6,Stat1_Spaca6
19975,Stat1,Spag1,Stat1_Spag1
19976,Stat1,Spats2l,Stat1_Spats2l
19977,Stat1,Spc24,Stat1_Spc24
19979,Stat1,Spin4,Stat1_Spin4
19980,Stat1,Sppl2a,Stat1_Sppl2a
19982,Stat1,Spsb2,Stat1_Spsb2
19983,Stat1,Ssbp4,Stat1_Ssbp4
19985,Stat1,Stag1,Stat1_Stag1
19986,Stat1,Stat1,Stat1_Stat1
19987,Stat1,Stat2,Stat1_Stat2
19988,Stat1,Stat3,Stat1_Stat3
19989,Stat1,Steap4,Stat1_Steap4
19990,Stat1,Stk19,Stat1_Stk19
19992,Stat1,Stxbp5,Stat1_Stxbp5
19995,Stat1,Supt4a,Stat1_Supt4a
19999,Stat1,Synpo,Stat1_Synpo
20001,Stat1,Syt12,Stat1_Syt12
20003,Stat1,Syt8,Stat1_Syt8
20005,Stat1,Tab3,Stat1_Tab3
20008,Stat1,Taf4b,Stat1_Taf4b
20010,Stat1,Taf9b,Stat1_Taf9b
20012,Stat1,Tap1,Stat1_Tap1
20013,Stat1,Tapbp,Stat1_Tapbp
20014,Stat1,Tars,Stat1_Tars
20018,Stat1,Tbc1d4,Stat1_Tbc1d4
20023,Stat1,Tcirg1,Stat1_Tcirg1
20025,Stat1,Tctn2,Stat1_Tctn2
20026,Stat1,Tdrd7,Stat1_Tdrd7
20027,Stat1,Tead1,Stat1_Tead1
20030,Stat1,Tex14,Stat1_Tex14
20031,Stat1,Tfeb,Stat1_Tfeb
20032,Stat1,Tgtp2,Stat1_Tgtp2
20039,Stat1,Timm10,Stat1_Timm10
20044,Stat1,Tlr3,Stat1_Tlr3
20048,Stat1,Tmcc3,Stat1_Tmcc3
20050,Stat1,Tmem140,Stat1_Tmem140
20051,Stat1,Tmem173,Stat1_Tmem173
20052,Stat1,Tmem184b,Stat1_Tmem184b
20053,Stat1,Tmem209,Stat1_Tmem209
20054,Stat1,Tmem211,Stat1_Tmem211
20055,Stat1,Tmem250-ps,Stat1_Tmem250-ps
20058,Stat1,Tmem95,Stat1_Tmem95
20059,Stat1,Tmem98,Stat1_Tmem98
20061,Stat1,Tmtc4,Stat1_Tmtc4
20062,Stat1,Tmx3,Stat1_Tmx3
20063,Stat1,Tnfaip2,Stat1_Tnfaip2
20065,Stat1,Tnfaip8,Stat1_Tnfaip8
20067,Stat1,Tnfrsf18,Stat1_Tnfrsf18
20068,Stat1,Tnfrsf1a,Stat1_Tnfrsf1a
20070,Stat1,Tnip2,Stat1_Tnip2
20071,Stat1,Tnp2,Stat1_Tnp2
20074,Stat1,Tor1aip1,Stat1_Tor1aip1
20075,Stat1,Tor3a,Stat1_Tor3a
20077,Stat1,Trex1,Stat1_Trex1
